"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp90","Aiouea trinervis","Lauraceae","Aiouea","Aiouea trinervis","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",90,"native","tree","Woody tree (Tree or shrub)",7.216,"small_tree",0.49758,"unknown",0.240645161290323,"zoochoric"
"sp91","Aiphanes horrida","Arecaceae","Aiphanes","Aiphanes horrida","species","Palmeira","Terrícola","Floresta de Terra Firme|Savana Amazônica",91,"native","tree","Palm or palmoid",7,"small_tree",0.625697674418605,"unknown",0.9127,"zoochoric"
"sp92","Akrosida macrophylla","Malvaceae","Akrosida","Akrosida macrophylla","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",92,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.431993485211382,"unknown",NA,NA
"sp93","Alatococcus siqueirae","Sapindaceae","Alatococcus","Alatococcus siqueirae","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",93,"native","tree","Woody tree (Tree)",19,"large_tree",0.682284970081967,"unknown",NA,NA
"sp94","Albertinia brasiliensis","Asteraceae","Albertinia","Albertinia brasiliensis","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual",94,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp95","Albizia burkartiana","Fabaceae","Albizia","Albizia burkartiana","species","Árvore","Terrícola","Floresta Estacional Semidecidual",95,"native","tree","Woody tree (Tree)",10,"small_tree",0.558642857142857,"unknown",0.171002693152845,NA
"sp96","Albizia duckeana","Fabaceae","Albizia","Albizia duckeana","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",96,"native","tree","Woody tree (Tree)",45,"large_tree",0.495,"unknown",0.171002693152845,NA
"sp97","Albizia edwallii","Fabaceae","Albizia","Albizia edwallii","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",97,"native","tree","Woody tree (Tree)",28.6,"large_tree",0.558642857142857,"early_secondary",0.0387807337314822,"anemochoric|autochoric"
"sp98","Albizia inundata","Fabaceae","Albizia","Albizia inundata","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual",98,"native","tree","Woody tree (Tree)",16.7,"large_tree",0.582,"early_secondary",0.589149152808989,"autochoric"
"sp99","Albizia niopoides","Fabaceae","Albizia","Albizia niopoides","species",NA,NA,"Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",99,"native","tree","Woody tree (Tree)",19.477,"large_tree",0.576,"early_secondary",0.0268518518518519,"anemochoric|autochoric"
"sp100","Albizia pedicellaris","Fabaceae","Albizia","Albizia pedicellaris","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",100,"native","tree","Woody tree (Tree)",40,"large_tree",0.512142857142857,"late_secondary",0.0285714285714286,"zoochoric"
"sp101","Albizia polycephala","Fabaceae","Albizia","Albizia polycephala","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",101,"native","tree","Woody tree (Tree)",25,"large_tree",0.604,"early_secondary",0.0390625,"anemochoric"
"sp102","Alchornea castaneifolia","Euphorbiaceae","Alchornea","Alchornea castaneifolia","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Campo de Várzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó",102,"native","tree","Woody tree (Tree or shrub)",5.8,"small_tree",0.34,"pioneer",0.0388555033296018,"zoochoric"
"sp103","Alchornea discolor","Euphorbiaceae","Alchornea","Alchornea discolor","species","Arbusto|Árvore","Terrícola","Campinarana|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Savana Amazônica",103,"native","tree","Woody tree (Tree)",21.4,"large_tree",0.4225,"pioneer",0.0666666666666667,"zoochoric"
"sp104","Alchornea glandulosa","Euphorbiaceae","Alchornea","Alchornea glandulosa","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",104,"native","tree","Woody tree (Tree)",25,"large_tree",0.387385834,"pioneer",0.0326641031410256,"zoochoric"
"sp105","Alchornea sidifolia","Euphorbiaceae","Alchornea","Alchornea sidifolia","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",105,"native","tree","Woody tree (Tree)",29.8,"large_tree",0.325,"early_secondary",0.01448235,"zoochoric"
"sp106","Alchornea triplinervia","Euphorbiaceae","Alchornea","Alchornea triplinervia","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Savana Amazônica",106,"native","tree","Woody tree (Tree)",30.2,"large_tree",0.424935594538462,"early_secondary",0.058980838018018,"zoochoric"
"sp107","Algernonia bahiensis","Euphorbiaceae","Algernonia","Algernonia bahiensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",107,"native","tree","Woody tree (Tree)",7,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp108","Algernonia brasiliensis","Euphorbiaceae","Algernonia","Algernonia brasiliensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",108,"native","tree","Woody tree (Tree)",9,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp109","Algernonia dimitrii","Euphorbiaceae","Algernonia","Algernonia dimitrii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",109,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.497855754192913,"unknown",NA,"autochoric"
"sp110","Algernonia gibbosa","Euphorbiaceae","Algernonia","Algernonia gibbosa","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",110,"native","tree","Woody tree (Tree)",5,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp111","Algernonia glazioui","Euphorbiaceae","Algernonia","Algernonia glazioui","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",111,"native","tree","Woody tree (Tree)",5,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp112","Algernonia kuhlmannii","Euphorbiaceae","Algernonia","Algernonia kuhlmannii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",112,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp113","Algernonia leandrii","Euphorbiaceae","Algernonia","Algernonia leandrii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",113,"native","tree","Woody tree (Tree)",12,"small_tree",0.497855754192913,"late_secondary",NA,"autochoric"
"sp114","Algernonia obovata","Euphorbiaceae","Algernonia","Algernonia obovata","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Restinga",114,"native","tree","Woody tree (Tree or shrub)",10.3,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp115","Algernonia pardina","Euphorbiaceae","Algernonia","Algernonia pardina","species",NA,NA,NA,115,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp116","Algernonia paulae","Euphorbiaceae","Algernonia","Algernonia paulae","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",116,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp117","Algernonia riedelii","Euphorbiaceae","Algernonia","Algernonia riedelii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",117,"native","tree","Woody tree (Tree)",11.3,"small_tree",0.497855754192913,"unknown",NA,"autochoric"
"sp118","Algrizea minor","Myrtaceae","Algrizea","Algrizea minor","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)",118,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.741152602841945,"unknown",NA,"zoochoric"
"sp119","Alibertia baiana","Rubiaceae","Alibertia","Alibertia baiana","species",NA,NA,NA,119,"native","tree","Woody tree (Tree)",11,"small_tree",0.668,"unknown",0.219479253523923,"zoochoric"
"sp120","Alibertia edulis","Rubiaceae","Alibertia","Alibertia edulis","species","Arbusto","Terrícola","Campinarana|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Savana Amazônica",120,"native","tree","Woody tree (Tree)",9.86,"small_tree",0.6525,"early_secondary",0.226849066904904,"zoochoric"
"sp121","Allagoptera campestris","Arecaceae","Allagoptera","Allagoptera campestris","species","Palmeira","Terrícola","Campo rupestre|Cerrado (lato sensu)",121,"native","shrub","Palm or palmoid",NA,"large_shrub",0.6,"unknown",4,"zoochoric"
"sp122","Allagoptera caudescens","Arecaceae","Allagoptera","Allagoptera caudescens","species","Palmeira","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",122,"native","tree","Solitary palm",14,"small_tree",0.6,"early_secondary",4,"zoochoric"
"sp123","Allamanda blanchetii","Apocynaceae","Allamanda","Allamanda blanchetii","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Carrasco",123,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.659703840354369,"unknown",0.0208333333333333,"anemochoric"
"sp124","Allophylus dioicus","Sapindaceae","Allophylus","Allophylus dioicus","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",124,"native","tree","Woody tree (Tree)",17,"large_tree",0.555473684210526,"unknown",0.0857344414504336,"zoochoric"
"sp125","Allophylus edulis","Sapindaceae","Allophylus","Allophylus edulis","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",125,"native","tree","Woody tree (Tree)",18.975,"large_tree",0.57725,"early_secondary",0.0659114593802345,"zoochoric"
"sp126","Allophylus exappendiculatus","Sapindaceae","Allophylus","Allophylus exappendiculatus","species","Árvore","Terrícola","Área Antrópica|Floresta Estacional Semidecidual",126,"native","tree","Woody tree (Tree)",9,"small_tree",0.555473684210526,"unknown",0.0857344414504336,"zoochoric"
"sp127","Allophylus guaraniticus","Sapindaceae","Allophylus","Allophylus guaraniticus","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila Mista",127,"native","tree","Woody tree (Tree)",14,"small_tree",0.555473684210526,"late_secondary",0.0857344414504336,"zoochoric"
"sp128","Allophylus heterophyllus","Sapindaceae","Allophylus","Allophylus heterophyllus","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",128,"native","shrub","Woody tree (Shrub or treelet)",3.9,"large_shrub",0.555473684210526,"early_secondary",0.0857344414504336,"zoochoric"
"sp129","Allophylus leucoclados","Sapindaceae","Allophylus","Allophylus leucoclados","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",129,"native","tree","Woody tree (Shrub or treelet)",13,"small_tree",0.555473684210526,"early_secondary",0.0857344414504336,"zoochoric"
"sp130","Allophylus melanophloeus","Sapindaceae","Allophylus","Allophylus melanophloeus","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",130,"native","tree","Woody tree (Tree)",8,"small_tree",0.555473684210526,"unknown",0.0857344414504336,"zoochoric"
"sp131","Allophylus membranifolius","Sapindaceae","Allophylus","Allophylus membranifolius","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",131,"native","tree","Woody tree (Tree or shrub)",10,"small_tree",0.555473684210526,"early_secondary",0.0857344414504336,"zoochoric"
"sp132","Allophylus pauciflorus","Sapindaceae","Allophylus","Allophylus pauciflorus","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos",132,"native","tree","Woody tree (Tree)",6.9,"small_tree",0.555473684210526,"unknown",0.0857344414504336,"zoochoric"
"sp133","Allophylus peruvianus","Sapindaceae","Allophylus","Allophylus peruvianus","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual",133,"native","tree","Woody tree (Tree)",17.7,"large_tree",0.39,"unknown",0.0857344414504336,"zoochoric"
"sp134","Allophylus petiolulatus","Sapindaceae","Allophylus","Allophylus petiolulatus","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",134,"native","tree","Woody tree (Tree)",17.1,"large_tree",0.5715,"late_secondary",0.119791655252525,"zoochoric"
"sp135","Allophylus puberulus","Sapindaceae","Allophylus","Allophylus puberulus","species","Arbusto|Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",135,"native","tree","Woody tree (Tree)",15.8,"large_tree",0.555473684210526,"early_secondary",0.0857344414504336,"zoochoric"
"sp136","Allophylus quercifolius","Sapindaceae","Allophylus","Allophylus quercifolius","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)",136,"native","tree","Woody tree (Shrub or treelet)",7.6,"large_shrub",0.555473684210526,"unknown",0.0857344414504336,"zoochoric"
"sp137","Allophylus racemosus","Sapindaceae","Allophylus","Allophylus racemosus","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",137,"native","tree","Woody tree (Tree)",16.4,"large_tree",0.5795,"early_secondary",0.0886400793650794,"zoochoric"
"sp138","Allophylus semidentatus","Sapindaceae","Allophylus","Allophylus semidentatus","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",138,"native","tree","Woody tree (Tree)",8,"small_tree",0.555473684210526,"early_secondary",0.0857344414504336,"zoochoric"
"sp139","Allophylus strictus","Sapindaceae","Allophylus","Allophylus strictus","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",139,"native","tree","Woody tree (Tree or shrub)",25.6,"large_tree",0.77,"unknown",0.0857344414504336,"zoochoric"
"sp140","Aloysia gratissima","Verbenaceae","Aloysia","Aloysia gratissima","species","Arbusto","Terrícola","Área Antrópica|Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria",140,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.6,"pioneer",0.00019836251874063,"zoochoric"
"sp141","Aloysia oblanceolata","Verbenaceae","Aloysia","Aloysia oblanceolata","species","Arbusto","Terrícola","Campo de Altitude",141,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.6,"unknown",0.00019836251874063,NA
"sp142","Aloysia virgata","Verbenaceae","Aloysia","Aloysia virgata","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",142,"native","tree","Woody tree (Tree or shrub)",12.2,"small_tree",0.6,"pioneer",0.000149925037481259,"anemochoric"
"sp143","Alseis floribunda","Rubiaceae","Alseis","Alseis floribunda","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",143,"native","tree","Woody tree (Tree)",20,"large_tree",0.85,"early_secondary",0.000333333333333333,"anemochoric"
"sp144","Alseis involuta","Rubiaceae","Alseis","Alseis involuta","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos",144,"native","tree","Woody tree (Tree)",25,"large_tree",0.643,"early_secondary",0.000184444444444444,"anemochoric"
"sp145","Alseis latifolia","Rubiaceae","Alseis","Alseis latifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",145,"native","tree","Woody tree (Tree)",12,"small_tree",0.643,"unknown",0.000184444444444444,"anemochoric"
"sp146","Alseis pickelii","Rubiaceae","Alseis","Alseis pickelii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",146,"native","tree","Woody tree (Tree)",9.8,"small_tree",0.643,"early_secondary",0.000184444444444444,"anemochoric"
"sp147","Alsophila capensis","Cyatheaceae","Alsophila","Alsophila capensis","species","Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",147,"native","tree","Tree fern",1,"large_shrub",0.1555,"unknown",1.3e-07,"anemochoric"
