"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Handroanthus ochraceus","Bignonia heterotricha","Bignonia heterotricha","DC.",NA,NA,NA
"Handroanthus ochraceus","Bignonia tomentosa","Bignonia tomentosa","Pav. ex DC.",NA,NA,NA
"Handroanthus ochraceus","Tabebuia blakeana","Tabebuia blakeana","Pittier",NA,NA,NA
"Handroanthus ochraceus","Tabebuia heteropoda","Tabebuia heteropoda","(DC.) Sandwith",NA,NA,NA
"Handroanthus ochraceus","Tabebuia heterotricha","Tabebuia heterotricha","(DC.) Hemsl.",NA,NA,NA
"Handroanthus ochraceus","Tabebuia hypodicton","Tabebuia hypodicton","(DC.) Standl.",NA,NA,NA
"Handroanthus ochraceus","Tabebuia neochrysantha","Tabebuia neochrysantha","A.H.Gentry",NA,NA,NA
"Handroanthus ochraceus","Tabebuia ochracea","Tabebuia ochracea","(Cham.) Standl.",NA,NA,NA
"Handroanthus ochraceus","Tabebuia ochracea subsp. heteropoda","Tabebuia ochracea",NA,"subsp.","(DC.) A.H.Gentry","heteropoda"
"Handroanthus ochraceus","Tabebuia ochracea subsp. heterotricha","Tabebuia ochracea",NA,"subsp.","(DC.) A.H.Gentry","heterotricha"
"Handroanthus ochraceus","Tabebuia ochracea subsp. neochrysantha","Tabebuia ochracea",NA,"subsp.","(A.H.Gentry) A.H.Gentry","neochrysantha"
"Handroanthus ochraceus","Tecoma campinae","Tecoma campinae","Kraenzl.",NA,NA,NA
"Handroanthus ochraceus","Tecoma grandiceps","Tecoma grandiceps","Kraenzl.",NA,NA,NA
"Handroanthus ochraceus","Tecoma hassleri","Tecoma hassleri","Sprague",NA,NA,NA
"Handroanthus ochraceus","Tecoma hemmendorffiana","Tecoma hemmendorffiana","Kraenzl.",NA,NA,NA
"Handroanthus ochraceus","Tecoma heteropoda","Tecoma heteropoda","DC.",NA,NA,NA
"Handroanthus ochraceus","Tecoma heterotricha","Tecoma heterotricha","DC.",NA,NA,NA
"Handroanthus ochraceus","Tecoma hypodicton","Tecoma hypodicton","DC.",NA,NA,NA
"Handroanthus ochraceus","Tecoma ochracea","Tecoma ochracea","Cham.",NA,NA,NA
"Handroanthus pedicellatus","Handroanthus catinga","Handroanthus catinga","(Bureau & K.Schum.) Mattos",NA,NA,NA
"Handroanthus pedicellatus","Tabebuia pedicellata","Tabebuia pedicellata","(Bureau & K.Schum.) A.H.Gentry",NA,NA,NA
"Handroanthus pedicellatus","Tecoma catinga","Tecoma catinga","Bureau & K.Schum.",NA,NA,NA
"Handroanthus pedicellatus","Tecoma pedicellata","Tecoma pedicellata","Bureau & K.Schum.",NA,NA,NA
"Handroanthus pulcherrimus","Tabebuia pulcherrima","Tabebuia pulcherrima","Sandwith",NA,NA,NA
"Handroanthus pulcherrimus","Tecoma petropolitana","Tecoma petropolitana","Glaz.",NA,NA,NA
"Handroanthus riodocensis","Tabebuia riodocensis","Tabebuia riodocensis","A.H.Gentry",NA,NA,NA
"Handroanthus selachidentatus","Tabebuia selachidentata","Tabebuia selachidentata","A.H.Gentry",NA,NA,NA
"Handroanthus serratifolius","Vitex moronensis","Vitex moronensis","Moldenke",NA,NA,NA
"Handroanthus serratifolius","Bignonia araliacea","Bignonia araliacea","Cham.",NA,NA,NA
"Handroanthus serratifolius","Bignonia conspicua","Bignonia conspicua","Rich. ex DC.",NA,NA,NA
"Handroanthus serratifolius","Bignonia flavescens","Bignonia flavescens","Vell.",NA,NA,NA
"Handroanthus serratifolius","Bignonia patrisiana","Bignonia patrisiana","DC.",NA,NA,NA
"Handroanthus serratifolius","Bignonia serratifolia","Bignonia serratifolia","Vahl",NA,NA,NA
"Handroanthus serratifolius","Gelseminum araliaceum","Gelseminum araliaceum","(Cham.) Kuntze",NA,NA,NA
"Handroanthus serratifolius","Gelseminum speciosum","Gelseminum speciosum","(DC. ex Mart.) Kuntze",NA,NA,NA
"Handroanthus serratifolius","Handroanthus araliaceus","Handroanthus araliaceus","(Cham.) Mattos",NA,NA,NA
"Handroanthus serratifolius","Handroanthus atractocarpus","Handroanthus atractocarpus","(Bureau & K.Schum.) Mattos",NA,NA,NA
"Handroanthus serratifolius","Handroanthus flavescens","Handroanthus flavescens","(Vell.) Mattos",NA,NA,NA
"Handroanthus serratifolius","Tabebuia araliacea","Tabebuia araliacea","(Cham.) Morong & Britton",NA,NA,NA
"Handroanthus serratifolius","Tabebuia monticola","Tabebuia monticola","Pittier",NA,NA,NA
"Handroanthus serratifolius","Tabebuia serratifolia","Tabebuia serratifolia","(Vahl) G.Nichols.",NA,NA,NA
"Handroanthus serratifolius","Tecoma araliacea","Tecoma araliacea","(Cham.) DC.",NA,NA,NA
"Handroanthus serratifolius","Tecoma atractocarpa","Tecoma atractocarpa","Bureau & K.Schum.",NA,NA,NA
"Handroanthus serratifolius","Tecoma conspicua","Tecoma conspicua","DC.",NA,NA,NA
"Handroanthus serratifolius","Tecoma nigricans","Tecoma nigricans","Klotzsch",NA,NA,NA
"Handroanthus serratifolius","Tecoma patrisiana","Tecoma patrisiana","DC.",NA,NA,NA
"Handroanthus serratifolius","Tecoma serratifolia","Tecoma serratifolia","(Vahl) G.Don",NA,NA,NA
"Handroanthus serratifolius","Tecoma speciosa","Tecoma speciosa","DC. ex Mart.",NA,NA,NA
"Handroanthus spongiosus","Tabebuia spongiosa","Tabebuia spongiosa","Rizzini",NA,NA,NA
"Handroanthus umbellatus","Handroanthus umbellatus var. lanceolata","Handroanthus umbellatus",NA,"var.","(Bureau & K.Schum.) Mattos","lanceolata"
"Handroanthus umbellatus","Tabebuia umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,NA,NA
"Handroanthus umbellatus","Tabebuia umbellata var. lanceolata","Tabebuia umbellata",NA,"var.","(Bureau & K.Schum. ex Mart.) Toledo","lanceolata"
"Handroanthus umbellatus","Tecoma umbellata","Tecoma umbellata","Sond.",NA,NA,NA
"Handroanthus umbellatus","Tecoma umbellata var. lanceolata","Tecoma umbellata",NA,"var.","(Bureau & K.Schum. ex Mart.) Toledo","lanceolata"
"Handroanthus vellosoi","Bignonia longiflora","Bignonia longiflora","Vell.",NA,NA,NA
"Handroanthus vellosoi","Handroanthus longiflora","Handroanthus longiflora","(Vell.) Mattos",NA,NA,NA
"Handroanthus vellosoi","Tabebuia vellosoi","Tabebuia vellosoi","Toledo",NA,NA,NA
"Handroanthus vellosoi","Tecoma alba var. subdenudata","Tecoma alba",NA,"var.","Bureau","subdenudata"
"Handroanthus vellosoi","Tecoma longiflora","Tecoma longiflora","(Vell.) Bureau & K.Schum.",NA,NA,NA
"Hebanthe eriantha","Hebanthe paniculata","Hebanthe paniculata","Mart.",NA,NA,NA
"Hebanthe eriantha","Iresine erianthos","Iresine erianthos","(Poir.) Pedersen",NA,NA,NA
"Hebanthe eriantha","Pfaffia eriantha","Pfaffia eriantha","(Poir.) Kuntze",NA,NA,NA
"Hebanthe eriantha","Pfaffia paniculata","Pfaffia paniculata","(Mart.) Kuntze",NA,NA,NA
"Hebanthe eriantha","Gomphrena eriantha","Gomphrena eriantha","(Poir.) Moq.",NA,NA,NA
"Hedyosmum brasiliense","Hedyosmum grandifolium","Hedyosmum grandifolium","Occhioni",NA,NA,NA
"Heisteria blanchetiana","Heisteria brasiliensis var. blanchetiana","Heisteria brasiliensis",NA,"var.","Engl.","blanchetiana"
"Heisteria ovata","Heisteria flexuosa","Heisteria flexuosa","Engl.",NA,NA,NA
"Heisteria ovata","Heisteria krukovii","Heisteria krukovii","A.C.Sm.",NA,NA,NA
"Heisteria ovata","Heisteria micrantha","Heisteria micrantha","Huber",NA,NA,NA
"Heisteria ovata","Heisteria rubricalyx","Heisteria rubricalyx","S.Moore",NA,NA,NA
"Heisteria ovata","Heisteria subsessilis","Heisteria subsessilis","Benth.",NA,NA,NA
"Heisteria ovata","Heisteria surinamensis","Heisteria surinamensis","Amshoff",NA,NA,NA
"Heisteria ovata","Heisteria vageleri","Heisteria vageleri","Burret",NA,NA,NA
"Heisteria perianthomega","Heisteria brasiliensis","Heisteria brasiliensis","Engl.",NA,NA,NA
"Heisteria perianthomega","Heisteria minor","Heisteria minor","Glaz.",NA,NA,NA
"Heisteria perianthomega","Hesioda perianthomega","Hesioda perianthomega","Vell.",NA,NA,NA
"Heisteria perianthomega","Rhaptostylum brasiliense","Rhaptostylum brasiliense","(Engl.) Kuntze",NA,NA,NA
"Heisteria perianthomega","Heisteria raddiana","Heisteria raddiana","Benth. ex Hook.",NA,NA,NA
"Heisteria silvianii","Heisteria silviani","Heisteria silviani","Schwacke",NA,NA,NA
"Heisteria silvianii","Heisteria stereoneura","Heisteria stereoneura","Pierre ex Glaz.",NA,NA,NA
"Helicostylis tomentosa","Trymatococcus guanabarinus","Trymatococcus guanabarinus","Duarte",NA,NA,NA
"Helicostylis tomentosa","Helicostylis duckei","Helicostylis duckei","A.D.Hawkes",NA,NA,NA
"Helicostylis tomentosa","Helicostylis podogyne","Helicostylis podogyne","Ducke",NA,NA,NA
"Helicteres baruensis","Helicteres mollis","Helicteres mollis",NA,NA,NA,NA
"Helicteres baruensis","Helicteres althaeifolia","Helicteres althaeifolia","Lam.",NA,NA,NA
"Helicteres brevispira","Helicteres urbani","Helicteres urbani","K.Schum.",NA,NA,NA
"Helicteres brevispira","Helicteres harvensis","Helicteres harvensis","Vell.",NA,NA,NA
"Helicteres brevispira","Helicteres barvensis","Helicteres barvensis","Vell.",NA,NA,NA
"Helicteres brevispira","Helicteres mollis","Helicteres mollis",NA,NA,NA,NA
"Helicteres guazumifolia","Helicteres guazumifolia var. parvifolia","Helicteres guazumifolia",NA,"var.","K.Schum.","parvifolia"
"Helicteres guazumifolia","Helicteres carpinifolia","Helicteres carpinifolia","C. Presl.",NA,NA,NA
"Helicteres guazumifolia","Helicteres retinophylla","Helicteres retinophylla","R.E.Fr.",NA,NA,NA
"Helicteres guazumifolia","Helicteres rubra","Helicteres rubra","Moc. & Sessé ex DC.",NA,NA,NA
"Helicteres heptandra","Helicteres brachypetala","Helicteres brachypetala","Leane",NA,NA,NA
"Helicteres lhotzkyana","Orthothecium lhotzkyanum","Orthothecium lhotzkyanum","Schott & Endl.",NA,NA,NA
"Helicteres ovata","Helicteres verbascifolia","Helicteres verbascifolia","Link",NA,NA,NA
"Helicteres ovata","Helicteres ferruginata","Helicteres ferruginata","Link",NA,NA,NA
"Helicteres ovata","Helicteres brasiliensis","Helicteres brasiliensis","J.C.Mikan",NA,NA,NA
"Helicteres ovata","Helicteres martiana","Helicteres martiana","Colla",NA,NA,NA
"Helicteres pentandra","Helicteres proniflora","Helicteres proniflora","Rich.",NA,NA,NA
"Helicteres pentandra","Helicteres bracteosa","Helicteres bracteosa","Mart.",NA,NA,NA
"Helietta apiculata","Esenbeckia cuspidata","Esenbeckia cuspidata","Engl.",NA,NA,NA
"Helietta apiculata","Helietta cuspidata","Helietta cuspidata","(Engl.) Chodat & Hassl.",NA,NA,NA
"Helietta apiculata","Helietta longifoliata","Helietta longifoliata","Britton",NA,NA,NA
"Helietta glaziovii","Esenbeckia glaziovii","Esenbeckia glaziovii","Engl.",NA,NA,NA
"Henriettea glabra","Henriettella glabra","Henriettella glabra","(Vell.) Cogn.",NA,NA,NA
"Henriettea glabra","Henriettella glazioviana","Henriettella glazioviana","Cogn.",NA,NA,NA
"Henriettea glabra","Henriettella longistyla","Henriettella longistyla","Ule",NA,NA,NA
"Henriettea glabra","Henriettella micrantha","Henriettella micrantha","Gleason",NA,NA,NA
"Henriettea glabra","Henriettea cogniauxiana","Henriettea cogniauxiana","(Cogn.) Penneys, F.A. Michelangeli, Judd et Almeda",NA,NA,NA
"Henriettea saldanhae","Henriettea glazioviana","Henriettea glazioviana","Cogn.",NA,NA,NA
"Henriettea saldanhae","Henriettea glazioviana var. verruculosa","Henriettea glazioviana",NA,"var.","Cogn.","verruculosa"
"Henriettea saldanhae","Henriettea saldanhaei","Henriettea saldanhaei","Cogn.",NA,NA,NA
"Henriettea succosa","Henriettea brasiliensis","Henriettea brasiliensis","Casar.",NA,NA,NA
"Heterocoma albida","Proteopsis sellowii","Proteopsis sellowii","Sch. Bip.",NA,NA,NA
"Heterocoma albida","Proteopsis insculpta","Proteopsis insculpta","Philipson",NA,NA,NA
"Heterocondylus alatus","Eupatorium vauthierianum","Eupatorium vauthierianum","DC.",NA,NA,NA
"Heterocondylus alatus","Eupatorium vauthierianum var. campestre","Eupatorium vauthierianum",NA,"var.","Dusén ex Malme","campestre"
"Heterocondylus alatus","Heterocondylus itacolumiensis","Heterocondylus itacolumiensis","(Sch. Bp. ex Baker) R.M. King & H. Rob.",NA,NA,NA
"Heterocondylus alatus","Eupatorium semiamplexifolium","Eupatorium semiamplexifolium","G.S.S. Almeida & Carv.-Okano",NA,NA,NA
"Hevea brasiliensis","Hevea brasiliensis var. acreana","Hevea brasiliensis",NA,"var.","Ule","acreana"
"Hevea brasiliensis","Hevea brasiliensis var. angustifolia","Hevea brasiliensis",NA,"var.","Ule ex Huber","angustifolia"
"Hevea brasiliensis","Hevea brasiliensis var. janeirensis","Hevea brasiliensis",NA,"var.","(Müll.Arg.) Pax","janeirensis"
"Hevea brasiliensis","Hevea brasiliensis var. latifolia","Hevea brasiliensis",NA,"var.","Ule ex Huber","latifolia"
"Hevea brasiliensis","Hevea brasiliensis var. randiana","Hevea brasiliensis",NA,"var.","(Huber) Pax","randiana"
"Hevea brasiliensis","Hevea brasiliensis var. stylosa","Hevea brasiliensis",NA,"var.","Huber","stylosa"
"Hevea brasiliensis","Hevea granthamii","Hevea granthamii","Bartl.",NA,NA,NA
"Hevea brasiliensis","Hevea janeirensis","Hevea janeirensis","Müll.Arg.",NA,NA,NA
"Hevea brasiliensis","Hevea randiana","Hevea randiana","Huber",NA,NA,NA
"Hevea brasiliensis","Hevea sieberi","Hevea sieberi","Warb.",NA,NA,NA
"Hevea brasiliensis","Siphonia brasiliensis","Siphonia brasiliensis","Willd. ex A.Juss.",NA,NA,NA
"Hevea brasiliensis","Siphonia janeirensis","Siphonia janeirensis","(Müll.Arg.) O.F.Cook",NA,NA,NA
"Hevea brasiliensis","Siphonia ridleyana","Siphonia ridleyana","O.F.Cook",NA,NA,NA
"Hillia illustris","Hillia goudotii","Hillia goudotii","Standl.",NA,NA,NA
"Hillia illustris","Hillia trinitensis","Hillia trinitensis","R.O.Williams & Cheesman",NA,NA,NA
"Hillia illustris","Hillia tubiflora","Hillia tubiflora","Cham.",NA,NA,NA
"Hillia illustris","Saldanha illustris","Saldanha illustris","Vell.",NA,NA,NA
"Hillia parasitica","Hillia parasitica subsp. nobilis","Hillia parasitica",NA,"subsp.","(Vell.) Steyerm.","nobilis"
"Hillia parasitica","Hillia parasitica subsp. parasitica","Hillia parasitica",NA,"subsp.","Jacq.","parasitica"
"Hillia parasitica","Buena acuminata","Buena acuminata","(Ruiz & Pav.) DC.",NA,NA,NA
"Hillia parasitica","Cinchona acuminata","Cinchona acuminata","(Ruiz & Pav.) Poir. ex Lam.",NA,NA,NA
"Hillia parasitica","Cosmibuena acuminata","Cosmibuena acuminata","Ruiz & Pav.",NA,NA,NA
"Hillia parasitica","Fereiria vellozoana","Fereiria vellozoana","Schult. & Schult.f.",NA,NA,NA
"Hillia parasitica","Hillia boliviana","Hillia boliviana","Britton",NA,NA,NA
"Hillia parasitica","Hillia brasiliensis","Hillia brasiliensis","Cham. & Schltdl.",NA,NA,NA
"Hillia parasitica","Hillia killipii","Hillia killipii","Standl.",NA,NA,NA
"Hillia parasitica","Hillia longiflora","Hillia longiflora","Sw.",NA,NA,NA
"Hillia parasitica","Hillia maguirei","Hillia maguirei","Steyerm.",NA,NA,NA
"Hillia parasitica","Hillia microcarpa","Hillia microcarpa","Steyerm.",NA,NA,NA
"Hillia parasitica","Hillia odorata","Hillia odorata","K.Krause",NA,NA,NA
"Hillia parasitica","Hillia weberbaueri","Hillia weberbaueri","Standl.",NA,NA,NA
"Hillia parasitica","Posoqueria montana","Posoqueria montana","Mart.",NA,NA,NA
"Hillia parasitica","Saldanha nobilis","Saldanha nobilis","Vell.",NA,NA,NA
"Himatanthus bracteatus","Himatanthus bracteatus var. bracteatus","Himatanthus bracteatus",NA,"var.","(A. DC.) Woodson","bracteatus"
"Himatanthus bracteatus","Himatanthus lancifolius","Himatanthus lancifolius","(Müll. Arg.) Woodson",NA,NA,NA
"Himatanthus bracteatus","Himatanthus speciosus","Himatanthus speciosus","(Müll. Arg.) Plumel",NA,NA,NA
"Himatanthus bracteatus","Himatanthus lancifolia","Himatanthus lancifolia","(Müll.Arg.) Woodson",NA,NA,NA
"Himatanthus bracteatus","Plumeria ambigua","Plumeria ambigua","Müll.Arg.",NA,NA,NA
"Himatanthus bracteatus","Plumeria bracteata","Plumeria bracteata","A. DC.",NA,NA,NA
"Himatanthus bracteatus","Plumeria floribunda var. acutifolia","Plumeria floribunda",NA,"var.","Müll. Arg.","acutifolia"
"Himatanthus bracteatus","Plumeria floribunda var. calycina","Plumeria floribunda",NA,"var.","Müll. Arg.","calycina"
"Himatanthus bracteatus","Plumeria floribunda var. crassipes","Plumeria floribunda",NA,"var.","Müll. Arg.","crassipes"
"Himatanthus bracteatus","Plumeria lancifolia","Plumeria lancifolia","Müll. Arg.",NA,NA,NA
"Himatanthus bracteatus","Plumeria lancifolia var. major","Plumeria lancifolia",NA,"var.","Müll. Arg.","major"
"Himatanthus bracteatus","Plumeria lancifolia var. microphylla","Plumeria lancifolia",NA,"var.","Müll. Arg.","microphylla"
"Himatanthus bracteatus","Plumeria martii","Plumeria martii","Müll. Arg.",NA,NA,NA
"Himatanthus bracteatus","Plumeria speciosa","Plumeria speciosa","Müll. Arg.",NA,NA,NA
"Himatanthus drasticus","Himatanthus fallax","Himatanthus fallax","(Müll. Arg.) Plumel",NA,NA,NA
"Himatanthus drasticus","Plumeria drastica","Plumeria drastica","Mart.",NA,NA,NA
"Himatanthus drasticus","Plumeria fallax","Plumeria fallax","Müll. Arg.",NA,NA,NA
"Himatanthus obovatus","Himatanthus obovatus var. puberulus","Himatanthus obovatus",NA,"var.","(Müll.Arg.) Woodson","puberulus"
"Himatanthus obovatus","Himatanthus obovatus var. velutinus","Himatanthus obovatus",NA,"var.","(Müll.Arg.) Woodson","velutinus"
"Himatanthus obovatus","Plumeria hilariana","Plumeria hilariana","Müll. Arg.",NA,NA,NA
"Himatanthus obovatus","Plumeria latifolia","Plumeria latifolia","Pilg.",NA,NA,NA
"Himatanthus obovatus","Plumeria obovata","Plumeria obovata","Müll. Arg.",NA,NA,NA
"Himatanthus obovatus","Plumeria oligoneura","Plumeria oligoneura","Malme",NA,NA,NA
"Himatanthus obovatus","Plumeria puberula","Plumeria puberula","Müll. Arg.",NA,NA,NA
"Himatanthus obovatus","Plumeria velutina","Plumeria velutina","Müll. Arg.",NA,NA,NA
"Himatanthus obovatus","Plumeria warmingii","Plumeria warmingii","Müll. Arg.",NA,NA,NA
"Himatanthus phagedaenicus","Plumeria phagedaenica","Plumeria phagedaenica","Mart.",NA,NA,NA
"Hirtella ciliata","Grangeria brasiliensis","Grangeria brasiliensis","Hoffmanns. ex Mart. & Zucc.",NA,NA,NA
"Hirtella ciliata","Hirtella rotundata","Hirtella rotundata","Pilg.",NA,NA,NA
"Hirtella ciliata","Hirtella rubra","Hirtella rubra","Benth.",NA,NA,NA
"Hirtella glandulosa","Hirtella damaziana","Hirtella damaziana","Beauverd",NA,NA,NA
"Hirtella glandulosa","Hirtella hookeri","Hirtella hookeri","Pilg.",NA,NA,NA
"Hirtella glandulosa","Hirtella velutina","Hirtella velutina","Pilg.",NA,NA,NA
"Hirtella glandulosa","Hirtella wachenheimii","Hirtella wachenheimii","Benoist",NA,NA,NA
"Hirtella gracilipes","Hirtella americana var. gracilipes","Hirtella americana",NA,"var.","Hook.f.","gracilipes"
"Hirtella hebeclada","Hirtella gardneri","Hirtella gardneri","Benth.",NA,NA,NA
"Hirtella hebeclada","Hirtella selloana","Hirtella selloana","Hook.f.",NA,NA,NA
"Hirtella hebeclada","Hirtella tomentella","Hirtella tomentella","Schott",NA,NA,NA
"Hirtella triandra","Chrysobalanus triandrus","Chrysobalanus triandrus","(Sw.) Morales",NA,NA,NA
"Hololepis pedunculata","Hololepis involucrata","Hololepis involucrata","(Less.) Sch. Bip.",NA,NA,NA
"Hololepis pedunculata","Vernonia pedunculata","Vernonia pedunculata","(DC. ex Pers.) DC.",NA,NA,NA
"Homalium racemosum","Homalium pedicellatum","Homalium pedicellatum","Spruce ex Benth.",NA,NA,NA
"Homalium racemosum","Homalium racemosum subsp. barnellatum","Homalium racemosum",NA,"subsp.","Blak","barnellatum"
"Homalium racemosum","Homalium obtusatum","Homalium obtusatum","Turcz.",NA,NA,NA
"Homalium racemosum","Homalium hondurense","Homalium hondurense","Donn. Sm.",NA,NA,NA
"Homalium racemosum","Homalium integrifolium","Homalium integrifolium","Britton",NA,NA,NA
"Homalium racemosum","Homalium columbianum","Homalium columbianum","Blake",NA,NA,NA
"Homalium racemosum","Homalium eleutherostylum","Homalium eleutherostylum","Blake",NA,NA,NA
"Homalium racemosum","Homalium eurypetalum","Homalium eurypetalum","Blake",NA,NA,NA
"Homalium racemosum","Homalium hemistylum","Homalium hemistylum","Blake",NA,NA,NA
"Homalium racemosum","Homalium leiogynum","Homalium leiogynum","Blake",NA,NA,NA
"Homalium racemosum","Homalium nicaraguense","Homalium nicaraguense","Blake",NA,NA,NA
"Homalium racemosum","Homalium pittieri","Homalium pittieri","Blake",NA,NA,NA
"Homalium racemosum","Homalium pleiandrum","Homalium pleiandrum","Blake",NA,NA,NA
"Homalium racemosum","Homalium stenosepalum","Homalium stenosepalum","Blake",NA,NA,NA
"Homalium racemosum","Homalium trichocladum","Homalium trichocladum","Blake",NA,NA,NA
"Homalium racemosum","Homalium riparium","Homalium riparium","Standl.",NA,NA,NA
"Homalium racemosum","Homalium anzoateguiense","Homalium anzoateguiense","Steyerm.",NA,NA,NA
"Homalium racemosum","Homalium mituense","Homalium mituense","Cuatrec.",NA,NA,NA
"Homalolepis cedron","Aruba cedron","Aruba cedron","(Planch.) Kuntze",NA,NA,NA
"Homalolepis cedron","Quassia cedron","Quassia cedron","(Planch.) Baill.",NA,NA,NA
"Homalolepis cedron","Simaba cedron","Simaba cedron","Planch.",NA,NA,NA
"Homalolepis cuneata","Simaba cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,NA,NA
"Homalolepis cuneata","Simaba laevis","Simaba laevis","Casar.",NA,NA,NA
