239,1
-48.0716380378, -15.6216525895
-48.0748672531, -15.6087357284
-48.079711076, -15.6022772979
-48.0926279371, -15.597433475
-48.09747176, -15.597433475
-48.1071594058, -15.5958188673
-48.1200762669, -15.597433475
-48.1281493051, -15.6006626903
-48.1394515585, -15.6038919055
-48.1539830272, -15.6087357284
-48.1685144959, -15.615194159
-48.181431357, -15.6135795513
-48.1927336105, -15.6119649437
-48.2121089021, -15.6135795513
-48.2298695861, -15.615194159
-48.2379426243, -15.6216525895
-48.2444010548, -15.632954843
-48.2427864472, -15.6442570964
-48.2476302701, -15.6587885651
-48.2508594853, -15.6684762109
-48.2621617388, -15.6733200338
-48.2686201693, -15.6797784644
-48.2686201693, -15.6926953255
-48.270234777, -15.7007683636
-48.2766932075, -15.7072267942
-48.2783078151, -15.7136852247
-48.283151638, -15.7201436553
-48.2896100686, -15.7282166934
-48.2896100686, -15.7298313011
-48.2976831068, -15.7185290476
-48.3041415373, -15.7088414018
-48.3138291831, -15.7072267942
-48.3235168289, -15.7104560095
-48.3299752595, -15.7136852247
-48.3445067282, -15.7217582629
-48.354194374, -15.7249874782
-48.371955058, -15.7282166934
-48.3784134885, -15.734675124
-48.389715742, -15.7379043393
-48.3977887802, -15.7395189469
-48.4010179954, -15.7298313011
-48.4042472107, -15.7217582629
-48.4171640718, -15.7233728705
-48.4284663252, -15.7266020858
-48.4397685787, -15.7362897316
-48.4494562245, -15.7395189469
-48.455914655, -15.7475919851
-48.4704461237, -15.7492065927
-48.4882068077, -15.7492065927
-48.4978944535, -15.7492065927
-48.509196707, -15.7443627698
-48.5221135681, -15.7443627698
-48.5334158215, -15.7459773774
-48.544718075, -15.7459773774
-48.5640933666, -15.7459773774
-48.57539562, -15.7492065927
-48.5850832658, -15.752435808
-48.6028439498, -15.7475919851
-48.6157608109, -15.7459773774
-48.6319068873, -15.7475919851
-48.6480529636, -15.7427481622
-48.6577406094, -15.7443627698
-48.6674282552, -15.7475919851
-48.6755012934, -15.752435808
-48.6932619774, -15.7605088461
-48.7094080538, -15.7653526691
-48.7223249148, -15.7621234538
-48.7368563836, -15.7556650232
-48.7546170676, -15.7556650232
-48.7707631439, -15.7540504156
-48.7982114737, -15.752435808
-48.819201373, -15.752435808
-48.8418058799, -15.7475919851
-48.8611811715, -15.7492065927
-48.8805564631, -15.7475919851
-48.885400286, -15.752435808
-48.8724834249, -15.7588942385
-48.8660249944, -15.7653526691
-48.8547227409, -15.7718110996
-48.8401912722, -15.7798841378
-48.8288890188, -15.7895717836
-48.8305036264, -15.7992594294
-48.8385766646, -15.8041032523
-48.8563373486, -15.8041032523
-48.8579519562, -15.8154055057
-48.849878918, -15.8283223668
-48.8434204875, -15.8347807974
-48.8514935257, -15.8412392279
-48.8692542097, -15.8476976585
-48.8805564631, -15.8606145195
-48.8902441089, -15.8703021653
-48.8983171471, -15.8767605959
