-48.8983171471, -15.889677457
-48.8983171471, -15.8993651028
-48.8950879318, -15.9090527486
-48.8918587166, -15.9235842173
-48.8870148936, -15.9348864708
-48.8902441089, -15.9494179395
-48.8983171471, -15.9591055853
-48.8967025395, -15.9720224464
-48.8918587166, -15.9784808769
-48.90316097, -15.9849393075
-48.9160778311, -15.9897831304
-48.9193070464, -16.0059292067
-48.9225362616, -16.0188460678
-48.9193070464, -16.0366067518
-48.9273800845, -16.057596651
-48.9322239074, -16.0769719427
-48.9419115532, -16.0915034114
-48.9515991991, -16.1028056648
-48.9515991991, -16.1173371336
-48.9629014525, -16.1221809565
-48.9838913518, -16.1254101717
-49.0016520358, -16.128639387
-49.0064958587, -16.1350978175
-49.0161835045, -16.1367124252
-49.0194127197, -16.1496292863
-49.0210273274, -16.1593169321
-49.0258711503, -16.1690045779
-49.0355587961, -16.1835360466
-49.0484756572, -16.199682123
-49.0565486954, -16.2206720222
-49.0597779106, -16.2352034909
-49.0533194801, -16.2529641749
-49.0371734037, -16.2561933902
-49.0274857579, -16.2578079978
-49.0210273274, -16.2674956436
-49.0032666434, -16.2707248589
-48.9984228205, -16.2755686818
-48.9838913518, -16.2804125047
-48.9725890983, -16.2852563276
-48.9645160601, -16.2933293658
-48.9612868449, -16.3110900498
-48.9645160601, -16.332079949
-48.9709744907, -16.3482260254
-48.9822767441, -16.3562990636
-48.9758183136, -16.3756743552
-48.974203706, -16.3902058239
-48.9806621365, -16.4047372926
-48.9645160601, -16.3966642545
-48.9515991991, -16.403122685
-48.920921654, -16.4079665079
-48.9015463624, -16.4047372926
-48.885400286, -16.3982788621
-48.8660249944, -16.3950496468
-48.8466497028, -16.3982788621
-48.8224305882, -16.3982788621
-48.8127429424, -16.3885912163
-48.7982114737, -16.3772889628
-48.7707631439, -16.3821327857
-48.7513878523, -16.3869766086
-48.7368563836, -16.3966642545
-48.7255541301, -16.4079665079
-48.7061788385, -16.4095811155
-48.6868035469, -16.4111957232
-48.6674282552, -16.4111957232
-48.6593552171, -16.4257271919
-48.6512821789, -16.4418732682
-48.6238338491, -16.4370294453
-48.6141462033, -16.4499463064
-48.5980001269, -16.4499463064
-48.5899270888, -16.4338002301
-48.5834686582, -16.4224979766
-48.5737810124, -16.4176541537
-48.5527911131, -16.4192687614
-48.5366450368, -16.4160395461
-48.5318012139, -16.3982788621
-48.509196707, -16.3950496468
-48.4962798459, -16.385362001
-48.4801337696, -16.3837473934
-48.4639876932, -16.3805181781
-48.4429977939, -16.3869766086
-48.420393287, -16.3966642545
-48.4042472107, -16.3998934697
-48.3767988809, -16.4015080774
-48.3558089816, -16.4111957232
-48.3477359435, -16.4338002301
-48.3267460442, -16.4434878759
-48.2976831068, -16.4596339522
-48.2766932075, -16.4321856224
-48.2670055617, -16.4128103308
-48.2621617388, -16.3998934697
-48.252474093, -16.3837473934
-48.2282549784, -16.3789035705
-48.2153381174, -16.3643721018
-48.2088796868, -16.3514552407
-48.2072650792, -16.3401529872
-48.1959628257, -16.3256215185
-48.1846605723, -16.3175484803
-48.1733583188, -16.2933293658
-48.1733583188, -16.2852563276
-48.163670673, -16.2787978971
-48.1555976349, -16.2513495673
-48.1491392043, -16.2352034909
-48.1394515585, -16.2174428069
-48.1297639127, -16.2077551611
-48.132993128, -16.1964529077
-48.1233054821, -16.1916090848
-48.1184616592, -16.1835360466
-48.0958571523, -16.1722337932
-48.0813256836, -16.1560877168
-48.0700234302, -16.1415562481
-48.061950392, -16.1302539946
-48.0587211767, -16.110878703
-48.0554919615, -16.0963472343
-48.0635649996, -16.0866595885
-48.0716380378, -16.075357335
-48.0651796073, -16.0608258663
-48.0538773538, -16.0495236129
-48.0425751004, -16.0414505747
-48.0296582393, -16.0349921441
-48.0167413782, -16.0236898907
-48.00866834, -16.0123876373
-47.995751479, -16.0026999914
-47.9860638331, -15.9962415609
-48.0005953019, -15.9849393075
-48.0183559859, -15.9817100922
-48.0312728469, -15.9639494082
-48.0409604927, -15.9478033318
-48.0490335309, -15.9284280402
-48.0571065691, -15.9025943181
-48.0635649996, -15.8880628493
-48.0603357844, -15.8799898112
-48.0361166698, -15.8735313806
-48.0409604927, -15.8589999119
-48.0506481386, -15.8347807974
-48.0506481386, -15.818634721
-48.0587211767, -15.8073324676
-48.0522627462, -15.7928009989
-48.0506481386, -15.7685818843
-48.0587211767, -15.7443627698
-48.0764818607, -15.734675124
-48.0829402913, -15.7104560095
-48.0861695065, -15.6910807178
-48.0893987218, -15.6797784644
-48.0813256836, -15.6668616033
-48.079711076, -15.6523301346
-48.0780964684, -15.6377986659
-48.0732526455, -15.6232671971
