family,scientific.name,life.form,status,taxa of low taxonomic complexity (TBC),commonly cultivated/ornamental,number of records,vouchers
Malvaceae,Pavonia paniculata Cav.,shrub,not in the BF.2020,NA,NA,226,"Bang, M., 409 (BM 939065, E 162371, MO 911015, US 12683); Barroso, G.M., s.n. (RB 52258); Breedlove, D.E., s.n. (TEX 00073808); Breedlove, D.E., s.n. (TEX 00073810); Breedlove, D.E., s.n. (TEX 00073811); Breedlove, D.E., s.n. (TEX 00073812); Breedlove, D.E., s.n. (TEX 00073813); Camilo, H.A., s.n. (COL 20825); Cavanilles, A.J., s.n. (BM 645399); Dombey, J., s.n. (F 42108); Dombey, J., s.n. (P 2285764); Dombey, J., s.n. (P 2285765); Dombey, J., s.n. (P 2285766); Dombey, J., s.n. (UM 16464); Duran, R.C., s.n. (FCME 066588); E. Santiz C., s.n. (TEX 00073820); Funck, N., 191 (BM 583531); Funck, N., s.n. (P 2285771); Galeotti H.G., 4092 (BR 5177660, BR 5178315); Galeotti H.G., 4092 (BR 5177998); Keck, C., s.n. (RB 187506); King, R.M., s.n. (TEX 00073818); L. Gonzalez G., s.n. (TEX 00073819); Poeppig, E.F., 1053 (BM 939064); Riedle, A., s.n. (P 2285769); Riedle, A., s.n. (P 2285770); S. Maya J., s.n. (TEX 00073817); Schomburgk, 253 (F 63032); Sutton-Hayes, 518 (BM 939063); White, O.E., 276 (MO 2136922, NY 221900)"
Malvaceae,Pavonia paucidentata Fryxell,tree,confirmed,NA,NA,1,"Fiaschi, P., 2533 (NY 1462155)"
Malvaceae,Pavonia rubriphylla G.L.Esteves,shrub,confirmed,NA,NA,2,"Kallunki, J.A., 448 (SP 262525); Sobral, M., 6765 (SP 256496)"
Malvaceae,Pavonia sancti Krapov.,tree,confirmed,NA,NA,1,"Santos, T.S., 1173 (CEPEC 6198)"
Malvaceae,Pavonia semiserrata (Schrad.) Steud.,tree,confirmed,NA,NA,9,"Belem, R.P., 1193 (CEPEC 1284); Belem, R.P., 3672 (CEPEC 4309, K 1217795, NY 407375, US 2884011); Pinto, G.C.P., 204 (HRB 23618); Santos, M.M., 152 (CEPEC 37803, HRB 15574, HUEFS 6507, IPA 41846, MAC 4928, MBM 111622, MG 121344, RB 249247); Wied-Neuwied, (.S.N.)., s.n. (GOET 779/ 751624 / 395051); Wied M., s.n. (BR 6586539); Wied M., s.n. (BR 6587185); Wied, s.n. (GOET 3444); Wied, s.n. (GOET 3445)"
Malvaceae,Pavonia spectabilis Krapov.,tree,confirmed,NA,NA,1,"Mattos-Silva, L.A., 850 (CEPEC 21228)"
Malvaceae,Pavonia stipularis Krapov.,tree,confirmed,NA,NA,5,"Amorim, A.M., 3228 (CEPEC 84590, NY 632061); Amorim, A.M., 416 (CEPEC 52373, MBM 160160, NY 407428); Jardim, J.G., 3099 (CEPEC 87112, NY 687409); Plowman, T., 10070 (CEPEC 20407, F 63034F, NY 21099); Thomas, W.W., 12182 (CEPEC 86718, MO 3048533, NY 585892)"
Malvaceae,Pseudabutilon aristulosum (K.Schum.) Krapov.,shrub,confirmed,NA,NA,20,"Anderson, W.R., 9211 (K 1217289, MO 3040661, NY 942104, US 2755133); Cielo Filho, R., 882 (SPSF 41620); Eugenio, J., 119 (RB 370443, RBR 13000); Freire Allemao, F., 95 (R 233251); Grecco, M.D.N., 88 (SPF 116688); Keller, H.A., 5780 (CTES 344957); Leite, J.E., 119 (RB 424204); Nee, M.H., 41358 (MO 1532546); Pickel, B., 2405 (IPA 4345); Pohl, 1321 (B 9262); Rizzo, J.A., 1089 (UFG 10596); Siqueira Filho, J.A., 186 (HVASF 1165); Souza, V.C., 11340 (ESA 31985, UEC 188628); Tressens, S.G., 3918 (MO 2291094); Tressens, S.G., s.n. (CTES 46073); Tressens, S.G., s.n. (LIL 46074); Tressens, S.G., s.n. (MO 46075); Tressens, S.G., s.n. (SI 46073); Tressens, S.G., s.n. (SI 46074); Tressens, S.G., s.n. (SI 46075)"
Malvaceae,Pseudobombax campestre (Mart.) A.Robyns,shrub,new to AF,NA,NA,48,"Ganev, W., 3489 (HUEFS 18234, SPF 119579); Sellow, F., 1942 (B 9528)"
Malvaceae,Pseudobombax grandiflorum (Cav.) A.Robyns,tree,confirmed,NA,NA,151,"Araujo, D., 4944 (RB 1262267, VIES 4968); Camargo, O., 5254 (HAS 65884); Carneiro Torres, D.S., 103 (UEC 109513); Carneiro, J., 728 (MBM 247987); Commerson, P., s.n. (P 2272948); Damasceno Jr, G.A., 130 (COR 2671); Esteves, G.L., 1931 (SPF 110621); Farias, M.C.V., 474 (ASE 30081); Glaziou, A.F.M., 8464 (G 177533); Heringer, E.P., 12808 (UB 21063, UEC 916); Hill, S.R., 13052 (MG 100513); Jesus, N.G., 84 (HRB 40776, HUEFS 34846, HUNEB 886); Landim, M., 1373 (ASE 7944); Luz, A.A., 216 (RB 871723, SP 397445); Mexia, Y.E.J., 4711 (BM 645666, K 913925, S 10-38043); Moreira, I.S., 90 (SPF 110622); Pereira, O.J., 6439 (VIES 16479, VIES 17052); Sellow, F., 1944 (B 100244023); Simon, M.F., 592 (UB 101817, UFMT 36023); Tomasetto, F., 154 (FUEL 43833, SJRP 26565, SPSF 33822, UEC 127689)"
Malvaceae,Pseudobombax longiflorum (Mart.) A.Robyns,tree,new to AF,NA,NA,150,"Bang, M., s.n. (LD 1770850); Bang, M., s.n. (LD 1770914); Carvalho-Sobrinho, J.G, 577 (HUEFS 100549); Farias, R.R., s.n. (EAC 47764); Farias, R.R., s.n. (EAC 47765); Hassler, E., 11240 (BM 545861, BM 545862); Hassler, E., 11240 (K 543865); Hassler, E., 11240a (K 543866); Hassler, E., s.n. (G 123854/1); Hassler, E., s.n. (G 123854/2); Hassler, E., s.n. (G 123854/3); Hassler, E., s.n. (G 123854/4); Hassler, E., s.n. (G 123855/1); Hassler, E., s.n. (G 123855/2); Hassler, E., s.n. (G 123856/1); Hassler, E., s.n. (G 123856/2); Hoehne, F.C., 4405 (R 78013); Kuntze, C.E.O., s.n. (NY 133522); Kuntze, O., s.n. (B 9535); Kuntze, O., s.n. (MO 1399988); Martius, C.F.P(no. Obs. ), s.n. (MSB 211661/ 625247 / 282755); Martius, C.F.P., s.n. (MSB 211663/ 625249 / 282757); Okada, K.A., s.n. (CEN 799); Pires, J.M., s.n. (MG 27851); Rosario, C.S., s.n. (MG 58417); Rusby, H.H., 1928 (HUEFS 88312, MO 100296669, NY 133535, NY 133536); Saint-Hilaire, A., s.n. (P 2272942); Saint-Hilaire, A., s.n. (P 2272943); Saint-Hilaire, A., s.n. (UM 16296); Silva, M.G., s.n. (MG 68045)"
Malvaceae,Pseudobombax majus (A.Robyns) Carv.-Sobr.,tree,confirmed,NA,NA,66,"Cavalheiro, A.L., 79 (FUEL 26562); Lombardi, J.A., 1341 (BHCB 32878); Luz, A.A., 454 (CVRD 10371); Magnago, L.F.S., 1282 (HUEFS 166698, MBML 28761); Mexia, Y., 4711 (F 52177F, HUEFS 88310, IPA 53990, MO 2136929, NY 133608, US 1690012, VIC 403); Mexia, Y., 5181 (K 913924, MO 3057627, NY 996774, S 10-35546, S 9-4249, US 1690949, VIC 400); Silva, A.F., 1221 (UEC 53166, VIC 10867); Waechter, J.L., 565 (ICN 034517)"
Malvaceae,"Pseudobombax marginatum (A.St.-Hil., Juss. & Cambess.) A.Robyns",tree,new to AF,NA,NA,178,"Balansa, B., s.n. (G 63230/1); Clausen, P.C.D., s.n. (G 177534); Clausen, P.C.D., s.n. (G 183778/1); Fiebrig, K., s.n. (G 123846/1); Fiebrig, K., s.n. (G 123846/2); Fiebrig, K., s.n. (G 123846/3); Fiebrig, K., s.n. (G 123846/4); Fiebrig, K., s.n. (G 123846/5); Fiebrig, K., s.n. (G 123846/6); Fiebrig, K.A.G. (no. ), s.n. (MSB 211667/ 625253 / 282761); Hassler, E., 8237 (BM 545865); Hassler, E., s.n. (G 123847/1); Hassler, E., s.n. (G 123847/2); Hassler, E., s.n. (G 123847/3); Hassler, E., s.n. (G 123847/4); Hassler, E., s.n. (G 123847/5); Hassler, E., s.n. (G 123847/6); Hassler, E., s.n. (G 123848/1); Hassler, E., s.n. (G 123848/2); Hassler, E., s.n. (G 123848/3); Hassler, E., s.n. (G 123848/4); Hassler, E., s.n. (G 123849/2); Hassler, E., s.n. (G 123849/3); Hassler, E., s.n. (G 123849/4); Hassler, E., s.n. (G 123852/1); Hassler, E., s.n. (G 302243/5); Hassler, E., s.n. (P 4694199); Hassler, E., s.n. (P 4694200); Hassler, E., s.n. (UM 16295); Saint-Hilaire, A., D-372 (P 2272947)"
Malvaceae,Pseudobombax petropolitanum A.Robyns,tree,confirmed,NA,NA,6,"Demuner, V., 2968 (HUEFS 166703); Flores, T.B., 1707 (ESA 129368); Magnago, L.F.S., 1132 (MBML 27406); Menezes, L.F.T., 2181 (RB 1190652); Nadruz, M., 3405 (RB 1397200); Shepherd, G.J., 5867 (UEC 949)"
Malvaceae,Pseudobombax simplicifolium A.Robyns,tree,new to AF,NA,NA,53,"Miranda, A.M., 5487 (EAC 42254, HST 14943, MAC 48402, UFRN 9575); Monteiro, M.T., 23071 (IPA 74527); Moss, M., s.n. (RB 286020); Moss, M., s.n. (RB 573919); Queiroz, L.P, 7395 (HUEFS 64274, UFRN 1660)"
Malvaceae,Pseudobombax tomentosum (Mart.) A.Robyns,tree,new to AF,NA,NA,66,"Carvalho-Sobrinho, J.G, 481 (HUEFS 94365); Feep, 223 (HUFU 3286, NY 996823); Ferreira, C.A.C., 4655 (INPA 121028, MG 119602, NY 402509); Ferreira, C.A.C., 4655 (MG 119602); Fonseca, M.L., 937 (NY 996826, RB 571331); Franca, F., 3629 (CEPEC 97853, HUEFS 54655); Gribel, R., 3 (INPA 174376); Gribel, R., 4 (INPA 174377); Guimaraes, J.G., 1182 (HRB 920); Hassler, E., 11216 (BM 545864); Hassler, E., 11216 (K 913917); Hassler, E., s.n. (G 123860/1); Hassler, E., s.n. (G 123860/2); Hassler, E., s.n. (G 123860/3); Hassler, E., s.n. (G 123860/4); Hattori, E.K.O., 782 (HUFU 48519); Martius, C.F.P(no. Obs. ), s.n. (MSB 211653/ 625239 / 282747); Martius, C.F.P., s.n. (MSB 211655/ 625241 / 282749); Martius, C.F.P., s.n. (MSB 211656/ 625242 / 282750); Oliveira, F.C.A., 1426 (HUTO 2556, IPA 86880); Pringle, C.G., 5300 (MO 101057929); Silva, S.P.C., 627 (CEN 58049); Souza, E.B., 1324 (EAC 35849, HUEFS 96730); Souza, V.C., 17004 (ESA 42116, UFMT 29255)"
Malvaceae,Pterygota brasiliensis Allemao,tree,confirmed,NA,NA,22,"Allemao, F., s.n. (P 2286023); Araujo, M.L., 30 (FCAB 6498); Araujo, M.L., 47 (FCAB 6497); Braga, J.M.A., 6011 (RB 1421280); Dalcolmo, G., 0 (MBML 1256); Farias, G.L., 14 (CVRD 1126, MG 116298); Farney, C., 4266 (RB 601283, SPF 200804); Folli, D.A., 1636 (MG 153306); Folli, D.A., 1713 (MG 153307); Franca, G.S., 619 (CEPEC 119251); Glaziou, A.F.M., 10310 (R 7687); Kollmann, L., 10786 (MBML 34785); Kollmann, L., 11065 (MBML 40790, VIES 21592); Lima, H.C., 8291 (HUENF 9928, RB 1153311); Peckolt T., 628 (BR 5423293); Peckolt T., 628 (BR 5423620); Peckolt T., 628 (BR 5423941); Peckolt T., 628 (BR 5423958); Anonymous, IPA-64001 (IPA 64001); Santos, T.S., 2107 (CEPEC 7526); Souza, J.P., 2282 (ESA 64123); Souza, M.C., 188 (RBR 16716)"
Malvaceae,Quararibea floribunda (A.St.-Hil. & Naudin) K.Schum.,tree,new to AF,NA,NA,17,"Belem, R.P., 2966 (CEPEC 4116, UB 148783); Claussen, s.n. (P 2286017); Claussen, s.n. (P 2286018); Claussen, s.n. (P 603213); Demuner, V., 3155 (MBML 29471, RB 1403453); Ferreira, C.D.M., 524 (RB 1378741); Ferreira, C.D.M., 533 (RB 1402256); Folli, D.A., 7027 (CVRD 14379, RB 1403865, RB 871985); Folli, D.A., 7316 (CVRD 15202, RB 1403437, RB 1403874); Hilaire, A.S., s.n. (K 601254); Jardim, J.G., 1259 (CEPEC 76746, NY 402516, SP 364147); Luz, A.A., 362a (RB 1403442, RB 1403871); Luz, A.A., s.n. (CVRD 9855); Pereira, B.A.S., 2285 (RB 60426); Pirani, J.R., 3401 (NY 402511); Queiroz, L.P, 15843 (HUEFS 205544, RB 927175); Santos, T.S, 3821 (HUEFS 2091)"
Malvaceae,Quararibea penduliflora (A.St.-Hil.) K.Schum.,tree,confirmed,NA,NA,71,"Costa, M.B., 50 (SAMES 3699, VIES 29822); Demuner, V., 541 (MBML 11471); Ducke, 27 (PEUFR 453); Ferraz, E.M.N., 713 (PEUFR 29706, UFRN 836); Leoni, L.S., 6938 (RB 1341174); Macedo, G.E.L., 538 (HUESB 2481, PEUFR 49009); Mota, M.C.S., 12223 (MAC 62842, RB 1414843); Peixoto, A.L., 4122 (MO 190657, RBR 13930); Saint-Hilaire, A., B2-2345 (MO 101102934); Santana, Anonymous, 1101 (RB 702973)"
Malvaceae,Quararibea turbinata (Sw.) Poir.,tree,confirmed,NA,NA,155,"Acevedo-Rodriguez, P., 2115 (MO 3350181, NY 878495, US 3182753); Almonte, J.J.J., 4370 (US 2519383); Anderson, J., s.n. (BM 1172140); Andreata, R., 461 (RB 60290, RB 678920); Britton, N.L., 1658 (MO 2468982, NY 1025190, US 758384); Britton, N.L., 1989 (NY 1025191, US 790590); Clausen, P., 176 (NY 133635); Duarte, A.P., 113 (RB 60527); Eggers, H.F.A., 2583 (NY 1499665, US 1382144, US 1559111); Ferreira, C.D.M., 382 (RB 1191313, VIES 40462); Fiaschi, P., 1281 (CEPEC 96056, MO 100227147, NY 1092734, SPF 157779); Glaziou, A.F.M., 666 (R 37681, R 37681A); Gregory, L.E., 7 (NY 1025189, US 2761686); Hamada, M.O.de S., 116 (HUEFS 198549); Liogier, A.H., 18640 (NY 1499682, US 2684847); Little Junior, E.L., 13111 (NY 1025203, US 2632792); Little Junior, E.L., 13125 (NY 1025204, US 2632802); Little Junior, E.L., 16302 (NY 1025205, US 2750104); Little Junior, E.L., 21915 (US 2705301); Luschnath B., s.n. (BR 6961077); Luschnath, B., s.n. (MO 101102929); Masson, F., s.n. (BM 1172139); Miller, G.S., 1240 (US 1413638); Monteiro, M.T., 22832 (HST 2642); Pastore, J.A., 935 (SP 358146, SPSF 27579); Ryan, J., s.n. (BM 1172138); Sargent, F.H., 72 (US 1712749); Schiffino, 11 (US 1780604); Shafer, J.A., 2642 (NY 878492, US 790171); Sucre, D., 10182 (RB 60642)"
Malvaceae,Spirotheca rivieri (Decne.) Ulbr.,tree,confirmed,NA,NA,52,"Chamas, C.C., 382 (MBML 11134); Decaisne, J., s.n. (F 52124); Dusen, P., 15316 (F 52235F, NY 546708, S 17314, US 1483377); Dusen, P., Dusén-15136 (MO 1942064); Dusen, P.K.H. (no. ), s.n. (MSB 210847/ 699947 / 350685); Hatschbach, G., 16663 (MBM 5408, NY 686087, UPCB 6491, UPCB 6734, US 2536628); Heringer, E.P., 2382 (RB 59465); Klein, R., 7507 (HUEFS 205705); Meyer, F.S., 775 (JOI 9384, UPCB 65456); Pereira, E., 9121 (NY 612681, RB 59455, RFA 11082); Rocca, M.A., 81 (ESA 97452, UEC 140464, UEC 144081); Santos, T.S., 972 (CEPEC 5861, NY 612682)"
Malvaceae,Sterculia apetala (Jacq.) H.Karst.,tree,new to AF,NA,NA,162,"Chan, C., s.n. (CICY 38351); Chavarria, U., s.n. (INB 1557159); Chavarria, U., s.n. (INB 1557400); Cruz, R., s.n. (LAGU 1211); Cuming, H., 1112 (BM 939075); Ducke, A., 16821 (B 9621, BM 645816, BM 645817, F 73581F, US 1044242, US 1044243); Ducke, A., 8660 (F 73582); Ducke, A., s.n. (MG 008660); Ducke, A., s.n. (MG 016821); Ducke, A., s.n. (MG 16821); Ducke, A., s.n. (MG 8660); Ducke, A., s.n. (RB 544295); Espejo, A., s.n. (CICY 38352); Fonseca Filho, J., s.n. (UEC 150325); Grijalva, A., 712 (MBM 93385); Jimenez, Q., s.n. (INB 1554879); Kriebel, R., s.n. (INB 3906852); Kriebel, R., s.n. (INB 3906853); Lorence, D.H., 3137 (MBM 88604); Quiros, J.F.M., s.n. (INB 1554379); Quiros, J.F.M., s.n. (INB 3796696); Quiros, J.F.M., s.n. (INB 3796697); Quiros, J.F.M., s.n. (INB 3796699); Quiros, J.F.M., s.n. (INB 4307713); Rossi, L., s.n. (SPF 34904); Saint-Hilaire, A., C1-738 (P 2286034, P 2286035); Saint-Hilaire, A., s.n. (F 73578); Saint-Hilaire, A., s.n. (UM 16309); Stevens, W.D., 3722 (MBM 93169); Zarucchi, J., 4961 (MBM 195047)"
Malvaceae,Sterculia curiosa (Vell.) Taroda,tree,confirmed,NA,NA,19,"Aguiar, O.T., s.n. (SPSF 8247); Amorim, A.M., 2222 (CEPEC 81087); Amorim, A.M., 2229 (CEPEC 81079); Barreto, K.D., 26 (ESA 10153); Barreto, K.D., 746 (ESA 10624, FUEL 14941, MBM 162360, RB 1324129); Costa, A.P.D., s.n. (SPSF 1243); Costa, B., s.n. (SPSF 7619); Gonzaga, L., s.n. (SPSF 6320); Mauad, L.P., 122 (HUENF 5404); Maudad, L.P, 122 (RB 719294); Prado, P., s.n. (SPSF 5587); Queiroz, L.P, 4142 (HUEFS 18571, SJRP 18639); Rodrigues, A., s.n. (SPSF 6299); Semir, J., s.n. (UEC 14933); Souza, F.M., 844 (SPSF 39500); Souza, V.C., 36689 (ESA 131486); Taroda, N., 2184 (UEC 14930); Taroda, N., s.n. (UEC 14931); Viegas, A.P., s.n. (IAC 7990)"
Malvaceae,Sterculia excelsa Mart.,tree,new to AF,NA,NA,111,"Ducke, A., 17098 (F 73589); Goeldi, E.A., s.n. (MG 008243); Goeldi, E.A., s.n. (MG 8243); Hohenacker, R.F., s.n. (P 2286036); Luschnath B., 183 (BR 5423637); Luschnath B., s.n. (BR 5423187); Martii Herbar. Florae Brasil., 506 (NY 222367); Martins, s.n. (P 2286037); Martins, s.n. (P 2286038); Martius, C., 506 (MO 1896945); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 211297/ 619462 / 277177); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 211298/ 619463 / 277178); Martius, C.F.P(no. Obs. ), s.n. (MSB 211279/ 619444 / 277159); Martius, C.F.P., 506 (B 9622); Martius, C.F.P., 506 (G 358638); Martius, C.F.P., 506 (G 358639); Martius, C.F.P., s.n. (G 244341/1); Martius, C.F.P., s.n. (G 244341/2); Martius, C.F.P., s.n. (MSB 211280/ 619445 / 277160); Rodrigues, R.S., 8294 (F 73590); Rodrigues, R.S., s.n. (MG 008294); Rodrigues, R.S., s.n. (MG 8294); Spruce, R. (no. ), s.n. (MSB 211276/ 619441 / 277156); Spruce, R., 1685 (E 285202); Spruce, R., 1685 (K 380875); Spruce, R., 1685 (NY 222376); Spruce, R., s.n. (G 244364/2); Spruce, R., s.n. (G 244364/3); Spruce, R., s.n. (P 2286043); Anonymous, s.n. (BR 5423309)"
Malvaceae,Sterculia striata A.St.-Hil. & Naudin,tree,confirmed,NA,NA,136,"Napoula, E., 6225 (ESA 1871); Saint-Hilaire, A., 87 (F 73595); Saint-Hilaire, A., s.n. (P 2286044); Saint-Hilaire, A., s.n. (P 2286045)"
Malvaceae,Talipariti pernambucense (Arruda) Bovini,tree,confirmed,TBC,NA,788,"Hagelund, K., 7595 (ICN 162429, ICN 32918); Ochioni, P., 8346 (MBM 57474); Oliveira, P.I., 229 (MBM 65822, US 2937351)"
Malvaceae,Theobroma bicolor Bonpl.,tree,new to AF,NA,NA,84,"Bonpland, A.J.A., s.n. (G 188395/1); Collaboration, s.n. (BM 630564); Glaziou, A.F.M., 9633 (R 7726); Humboldt, F.W.H.A., s.n. (F 73636); Sant'ana, Anonymous, 263 (CEPEC 56954, MBML 6616); Santos, T.S., 671 (CEPEC 5684); Sesse, M., 3620 (F 73635)"
Malvaceae,Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,tree,new to AF,NA,NA,52,"Allen, P.H., 3105 (MO 1166918, US 1951948); Ayala, F., 495 (MO 1118716); Ducke, W.A., 598 (MO 1166919, NY 2107769, US 1834247); Glaziou, A.F.M., 9643 (R 7727); Hage, J.L., 2219 (MBM 138400, UESC 144); Jangoux, J., 581 (MBM 100778); Killip, E.P., 30011 (NY 2107796, US 1464084); Marin, A.S.Y.A., 5 (HUAZ 11628); Peterson, P.M., 6628 (MO 191106); Santos, T.S., 670 (CEPEC 5656); Schultes, R.E., 15675 (US 2822582, US 2822583); Setz, E.Z.F., 12400 (UEC 28691); Souza, V.C., 18672 (ESA 47600); Spruce, R., 1822 (BM 522467, G 358652, G 358653); Spruce, R., 1822 (NY 222177); Spruce, R., 232 (F 73645); Spruce, R., s.n. (G 244410/3); Spruce, R., s.n. (G 244410/4); Stergios, B., 8969 (MO 100696897); Tavares, S., 1099 (HST 1099, US 2545445)"
Malvaceae,Theobroma obovatum Klotzsch ex Bernoulli,tree,new to AF,NA,NA,105,"Clavijo L., 323 (HUA 172557); Croat, T.B., 18448 (MO 191092); Cuatrecasas, J., 26666 (NY 2107836, US 2450970); D.C.Daly, M.Silveira, E.Oliveira, 13161 (RB 566413, US 3650336); F. Dionizia, J. Guedes, 60 (NY 2107971, US 3180592); Frohner, C.H., 269 (MO 1167258, MO 191528); Gentry, A.H., 22396 (MO 1167236); Gentry, A.H., 27877 (MO 194523, US 2904612); H.D.Clarke, R.Williams, 8215 (US 3478508); Krukoff, B.A., 1668 (MO 1167244, NY 971992); Nunez, O., 2464 (US 2121597); Pipoly, J., 16483 (MO 194551, UIS 11094); Poeppig, E.F., 2352 (F 73648); Sant'ana, Anonymous, 260 (CEPEC 56953, MBML 6623); Santana, Anonymous, 260 (MBM 172060); T. Henkel, M. Chin, R. Williams, 4913 (US 3340026); Vasquez, R., 10470 (MO 191440); Vigo, J.S., 15226 (US 3503964)"
Malvaceae,Theobroma subincanum Mart.,tree,new to AF,NA,NA,352,"Aublet, J.B.C.F., s.n. (BM 522439); Aublet, J.B.C.F., s.n. (BM 522440); Berg, C.C., s.n. (NY 971987); Berg, C.C., s.n. (NY 971999); Brandbyge, J., s.n. (UPS 201099); Campbell, D.G., s.n. (NY 1411356); Cavalcante, P.B., s.n. (MG 36827); Ducke, A., s.n. (MG 007200); Ducke, A., s.n. (MG 016464); Ducke, A., s.n. (MG 16464); Goeldi, A., s.n. (MG 4225); Huber, J., s.n. (MG 000162); Huber, J., s.n. (MG 162); Martius, C.F.P., s.n. (G 244431/1); Martius, C.F.P., s.n. (G 358661); Martius, C.F.P., s.n. (MSB 211112/ 619276 / 276992); Martius, C.F.P., s.n. (MSB 211113/ 619277 / 276993); Martius, C.F.P., s.n. (MSB 211116/ 619280 / 276996); Martius, C.F.P., s.n. (MSB 211119/ 619283 / 276999); Monteiro, O.P., s.n. (MG 56819); Oliveira, E., s.n. (MG 45150); Pavon, J.A., s.n. (BM 522436); Prance, G.T., s.n. (MG 33275); Prance, G.T., s.n. (MG 33936); Rosa, N.A., s.n. (MG 54430); Rudas, A., s.n. (B 180010696); Ruiz Lopez, H., s.n. (G 244432/1); Anonymous, s.n. (MA 1-00333785); Silva, P.R., s.n. (EAFM 731); Tessmann, G., 4928 (MO 2786795)"
Malvaceae,Triumfetta grandiflora Vahl,shrub,confirmed,NA,NA,100,"A. Araujo-Murakami, A. Antezana, F. Miranda, A. Poma, 734 (US 3476604); A. Shilom T., s.n. (CHIP 24022); Abbott, J.R., s.n. (CICY 63651); Breedlove, D.E., 39569 (CAS 575550); Croat, T.B., s.n. (MEXU 924330); Devender, T.R., s.n. (MEXU 800086); Devender, T.R., s.n. (MEXU 802247); Glaziou, A.F.M., 9356 (BR 13093068, G 357271); Glaziou, A.F.M., s.n. (G 254125/1); Goudot, s.n. (P 2143058); Irwin, H.S., 19762 (MO 3039432); Julio C. Betancur B., 899 (MO 1789534); Jurgensen, C., s.n. (G 253675/1); Jurgensen, C., s.n. (G 253675/2); Koch, S.D., s.n. (MEXU 213804); Laughlin, Robert M., 1872 (CAS 575543); Lawrance, A.E., 7 (NY 415590, US 1482362); Leitao Filho, H.F., s.n. (IAC 20774); R. Vasquez, M. Huaman, s.n. (US 3684598); Ramiro Fonnegra G., 5065 (MO 1791330); Reyes, J.R., s.n. (MEXU 543832); Ryan, J., s.n. (MSB 210265/ 624776 / 282288); Saint-Hilaire, A., s.n. (P 2143045); Saint-Hilaire, A., s.n. (P 2143046); Saint-Hilaire, A., s.n. (UM 17133); Schunke, C., s.n. (G 254161/1); Shilom-Ton, A., s.n. (MEXU 682716); Smith, C., s.n. (IAC 4824); Triana, J.J., 5372 (BM 630946); Wendt, T.L., s.n. (TEX 00201064)"
Malvaceae,Triumfetta obscura A.St.-Hil.,shrub,confirmed,NA,NA,18,"Almeida, J., 1395 (RB 437137); Barbosa, M.R.V., 2549 (NY 778010); Carauta, J.P.P., 2405 (RB 437140); Carauta, P., 1570 (RB 437135); Ferreira, C.D.M., 430 (RB 1232458); Giordano, L.C., 611 (RB 437131); Guimaraes, E., 7 (RB 437156); Keller, H.A., s.n. (CTES 203447); Keller, H.A., s.n. (SI 203447); Krapovickas, A., 15092 (MO 3040742); Krapovickas, A., s.n. (CTES 82185); Krapovickas, A., s.n. (SI 82185); Kuhlmann, s.n. (RB 652192); Leao, A.S., 42 (RB 437158); Marin, G., GM514 (BM 590204); Martii Herbar. Florae Brasil., 80 (NY 415591); Saint-Hilaire, A., C2-82-C (NY 628966); Saint-Hilaire, A., s.n. (UM 17134)"
Malvaceae,Waltheria brachypetala Turcz.,shrub,new to AF,NA,NA,152,"Araujo, F.S., 1582 (EAC 33985, HUEFS 67584); Arbocz, G.F., 7166 (SP 349952); Ataide, M., 578 (IPA 42559); Bianchetti, L.B., 642 (CEN 44411); Blanchet J.S., 2744 (BR 5934317); Blanchet J.S., 2744 (BR 5934621); Blanchet, J.S., 2744 (F 73608); Blanchet, J.S., 2744 (G 358709); Blanchet, J.S., s.n. (G 244739/1); Blanchet, J.S., s.n. (MO 1910359); Blanchet, J.S., s.n. (P 2273691); Cordeiro, L.M., 170 (HRB 43552, HRB 49067, HUEFS 234706, UFP 30526); Figueiredo, L.S., 87 (K 1213122, NY 1146849); Gardner, G., 2057 (NY 968947, NY 968950); Harley, R.M., 18972 (MO 3072832, NY 628172, SPF 43606); Loeff, A., 01 (UFP 13629); Lombardi, J.A., 3811 (CEPEC 120215); Lombardi, J.A., 4181 (CEPEC 119867); Lyra-Lemos, R.P., 2526 (MAC 7919); Melo, E., 4097 (HUEFS 103454); Miranda, A.M., 5961 (ASE 14130, HST 16368, HUEFS 151260); Queiroz, L.P, 14216 (HUEFS 156233); Queiroz, R.T., 999 (JPB 39298); Rizzo, A., 4469 (RB 434644); Sampaio, A.B., 504 (CEN 42772, MBM 270593, UB 91006); Stapf, M.N.S., 423 (HUEFS 95677, RB 494675)"
Malvaceae,Waltheria cinerascens A.St.-Hil.,tree,new to AF,NA,NA,303,"Amorim, B.S., 200 (HUEFS 228218, UFP 60631, UFP 60637); Anderson, W.R., 35976 (MBM 81545); Costa, J., 228 (HRB 39894); Esteves, G.L., 2145 (EAC 41792, MAC 7134); Folli, D.A., 3914 (CVRD 6858); Lucena, M.F.A., 1546 (UFP 60633); Silva, N.T., 58408 (NY 627668, UB 157482); Staviski, M.N.R., 1017 (ASE 10624)"
