"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp3766","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Planch.","148762516","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_gardneri. According to Tropicos (www.tropicos.org), this species was published in: London J. Bot. 5: 578 (1846).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3767","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia glazioviana","Engl.","148764714","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_glazioviana. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 242 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3768","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia grandifolia","Engl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_grandifolia. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 235 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3769","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia latifolia","Tul.","145669594","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_latifolia. According to Tropicos (www.tropicos.org), this species was published in: Ann. Sci. Nat., Bot., sér. 3, 7: 258–259 (1847).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3770","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia parvifolia","Engl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_parvifolia. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 242, pl. 49 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3771","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia ramiflora","Planch.","148756447","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_ramiflora. According to Tropicos (www.tropicos.org), this species was published in: London J. Bot. 5: 578 (1846).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3772","Plantae","Tracheophyta","Magnoliopsida","Picramniales","Picramniaceae","Picramnia","Picramnia sellowii","Planch.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picramnia_sellowii. According to Tropicos (www.tropicos.org), this species was published in: London J. Bot. 5: 578 (1846).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3773","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","Picrasma","Picrasma crenata","(Vell.) Engl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Picrasma_crenata. According to Tropicos (www.tropicos.org), this species was published in: Nat. Pflanzenfam. III(4): 222 (1896).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3774","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus giganteus","Engl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_giganteus. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 136, t. 29 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3775","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus grandiflorus","Engl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_grandiflorus. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 137, t. 31, f. 1 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3776","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus jaborandi","Holmes",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_jaborandi. According to Tropicos (www.tropicos.org), this species was published in: Pharm. J. Trans. 22: 875 (1892).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3777","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus microphyllus","Stapf ex Wardlew.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_microphyllus. According to Tropicos (www.tropicos.org), this species was published in: Pharm. J. Trans. 24: 506 (1893).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3778","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","A.St.-Hil.","148766483","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_pauciflorus. According to Tropicos (www.tropicos.org), this species was published in: Bull. Sci. Soc. Philom. Paris 1823: 131 (1823).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3779","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pennatifolius","Lem.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_pennatifolius. According to Tropicos (www.tropicos.org), this species was published in: Jard. Fleur. 3: t. 263 (1852).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3780","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus riedelianus","Engl.","148757567","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_riedelianus. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 12(2): 135 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3781","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus spicatus","A.St.-Hil.","148757508","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_spicatus. According to Tropicos (www.tropicos.org), this species was published in: Bull. Sci. Soc. Philom. Paris 1823: 131 (1823).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3782","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus sulcatus","Skorupa",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_sulcatus. According to Tropicos (www.tropicos.org), this species was published in: Novon 8(4): 453, f. 3A–H (1998).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3783","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Pilocarpus","Pilocarpus trachylophus","Holmes",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilocarpus_trachylophus. According to Tropicos (www.tropicos.org), this species was published in: Pharm. J. Trans. 24: 1066, f. 1 (1894).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3784","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus arrabidae","(Lem.) Byles & Rowley","40889","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_arrabidae. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 66 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3785","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","62374","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_aurisetus. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 66 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3786","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus brasiliensis","(Britton & Rose) Backeb.","62375","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_brasiliensis. According to Tropicos (www.tropicos.org), this species was published in: Cactaceae Handb. Kakteen. 4: 2423 (1960).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3787","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus catingicola","(Gürke) Byles & Rowley","62376","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_catingicola. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 66 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3788","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus floccosus","Byles & Rowley","40893","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_floccosus. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 67 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3789","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus gounellei","(F.A.C.Weber) Byles & Rowley","152327","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_gounellei. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 67 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3790","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus magnificus","(Buining & Brederoo) Ritter","40899","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_magnificus. According to Tropicos (www.tropicos.org), this species was published in: Kakteen Südamer. 1: 72 (1979).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3791","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus multicostatus","Ritter","40902","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_multicostatus. According to Tropicos (www.tropicos.org), this species was published in: Kakteen Südamer. 1: 79 (1979).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3792","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus pachycladus","F.Ritter","152416","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_pachycladus. According to Tropicos (www.tropicos.org), this species was published in: Kakteen Südamer. 1: 70 (1979).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3793","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Pilosocereus","Pilosocereus ulei","(K.Schum.) Byles & G.D.Rowley","152889","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pilosocereus_ulei. According to Tropicos (www.tropicos.org), this species was published in: Cact. Succ. J. Gr. Brit. 19(3): 69 (1957).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3794","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Pimenta","Pimenta pseudocaryophyllus","(Gomes) Landrum",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Pimenta_pseudocaryophyllus. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 36(3): 242 (1984).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3795","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper aduncum","L.","73230544","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_aduncum. According to Tropicos (www.tropicos.org), this species was published in: Sp. Pl. 1: 29 (1753).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3796","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper aequale","Vahl","146775821","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_aequale. According to Tropicos (www.tropicos.org), this species was published in: Eclog. Amer. 1: 4, t. 3 (1797).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3797","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper amalago","L.","62801","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_amalago. According to Tropicos (www.tropicos.org), this species was published in: Sp. Pl. 1: 29 (1753).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3798","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper anonifolium","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_anonifolium. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 619 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3799","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper arboreum","Aubl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_arboreum. According to Tropicos (www.tropicos.org), this species was published in: Hist. Pl. Guiane 1: 23 (1775).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3800","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper bartlingianum","(Miq.) C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_bartlingianum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 257 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3801","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper caldense","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_caldense. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 37: 343–344 (1871-1873 [1872]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3802","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper callosum","Ruiz & Pav.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_callosum. According to Tropicos (www.tropicos.org), this species was published in: Fl. Peruv. 1: 34, pl. 53 (1798).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3803","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper caracolanum","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_caracolanum. According to Tropicos (www.tropicos.org), this species was published in: Notizbl. Bot. Gart. Berlin-Dahlem 6: 459 (1917).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3804","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper cernuum","Vell.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_cernuum. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 1: 25, t. 58 (1829).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3805","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper coccoloboides","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_coccoloboides. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 666 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3806","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper corcovadensis","(Miq.) C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_corcovadensis.","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3807","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper crassinervium","Kunth","151947131","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_crassinervium. According to Tropicos (www.tropicos.org), this species was published in: Nov. Gen. Sp. (quarto ed.) 1: 48 (1815 [1816]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3808","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper curtistilum","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_curtistilum. According to Tropicos (www.tropicos.org), this species was published in: Notizbl. Bot. Gart. Berlin-Dahlem 6: 463 (1917).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3809","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper demeraranum","(Miq.) C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_demeraranum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 298 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3810","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper dilatatum","Rich.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_dilatatum. According to Tropicos (www.tropicos.org), this species was published in: Actes Soc. Hist. Nat. Paris 1: 105 (1792).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3811","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper divaricatum","G.Mey.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_divaricatum. According to Tropicos (www.tropicos.org), this species was published in: Prim. Fl. Esseq. 15–16 (1818).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3812","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper esperancanum","Yunck.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_esperancanum. According to Tropicos (www.tropicos.org), this species was published in: Bol. Inst. Bot. (São Paulo) 3: 21–22, f. 16 (1966).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3813","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper gaudichaudianum","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_gaudichaudianum. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 639 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3814","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper glabratum","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_glabratum. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 633 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3815","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper hillianum","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_hillianum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 290 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3816","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper hispidinervum","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_hispidinervum. According to Tropicos (www.tropicos.org), this species was published in: Notizbl. Bot. Gart. Berlin-Dahlem 6: 451 (1917).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3817","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper hispidum","Sw.","150117584","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_hispidum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 15 (1788).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3818","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper hoffmannseggianum","Roem. & Schult.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_hoffmannseggianum. According to Tropicos (www.tropicos.org), this species was published in: Mant. 1: 242 (1822).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3819","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper hostmannianum","(Miq.) C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_hostmannianum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 287 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3820","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper itatiaianum","Yunck.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_itatiaianum. According to Tropicos (www.tropicos.org), this species was published in: Ark. Bot. 9: 5 (1909).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3821","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper lhotzkyanum","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_lhotzkyanum. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 657 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3822","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper loefgrenii","Yunck.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_loefgrenii. According to Tropicos (www.tropicos.org), this species was published in: Bol. Inst. Bot. (São Paulo) 3: 10–11, f. 8 (1966).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3823","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper macedoi","Yunck.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_macedoi. According to Tropicos (www.tropicos.org), this species was published in: Bol. Inst. Bot. (São Paulo) 3: 52–53, f. 43 (1966).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3824","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper malacophyllum","(C.Presl) C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_malacophyllum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 337 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3825","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper marginatum","Jacq.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_marginatum. According to Tropicos (www.tropicos.org), this species was published in: Collectanea 4: 128 (1790 [1791]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3826","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper mikanianum","(Kunth) Steud.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_mikanianum. According to Tropicos (www.tropicos.org), this species was published in: Nomencl. Bot. (ed. 2) 2: 342 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3827","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper miquelianum","C.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_miquelianum. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 16(1): 254–255 (1869).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3828","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper mollicomum","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_mollicomum. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 13: 648 (1839 [1840]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3829","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper obliquum","Ruiz & Pav.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Piper_obliquum. According to Tropicos (www.tropicos.org), this species was published in: Fl. Peruv. 1: 37–38, pl. 63, f. a (1798).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
