"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp1","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema auriculata","(Benth.) Barneby & J.W.Grimes","145688533","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_auriculata. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 62 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema barnebyana","Iganci & M.P.Morim",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_barnebyana. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 64(2): 272–274, 276, f. 2 (2009).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema brachystachya","(DC.) Barneby & J.W.Grimes",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_brachystachya. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 91 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp4","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema cochleata","(Willd.) Barneby & J.W.Grimes","62465","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_cochleata. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 83 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp5","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema cochliacarpos","(Gomes) Barneby & J.W.Grimes",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_cochliacarpos. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 94 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp6","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema filamentosa","(Benth.) Pittier","36558","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_filamentosa. According to Tropicos (www.tropicos.org), this species was published in: Trab. Mus. Comercial Venezuela 2: 86 (1927).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp7","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema jupunba","(Willd.) Britton & Killip","144254416","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_jupunba. According to Tropicos (www.tropicos.org), this species was published in: Ann. New York Acad. Sci. 35(3): 126 (1936).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp8","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema laeta","(Benth.) Barneby & J.W.Grimes","22484074","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_laeta. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 79 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp9","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema langsdorffii","(Benth.) Barneby & J.W.Grimes",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_langsdorffii. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 95 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp10","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema limae","Iganci & M.P.Morim",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_limae. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 64(2): 276, f. 3 (2009).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp11","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema turbinata","(Benth.) Barneby & J.W.Grimes","36559","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_turbinata. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 74(1): 94 (1996).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp12","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Abarema","Abarema villosa","Iganci & M.P.Morim",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abarema_villosa. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 64(2): 271–272, f. 1 (2009).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp13","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Abatia","Abatia americana","(Gardner) Eichler",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abatia_americana. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 13(1): 510 (1871).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp14","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Abutilon","Abutilon grandifolium","(Willd.) Sweet",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abutilon_grandifolium. According to Tropicos (www.tropicos.org), this species was published in: Hort. Brit. 53 (1826).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp15","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Abutilon","Abutilon ramiflorum","A.St.-Hil.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Abutilon_ramiflorum. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. Merid. (quarto ed.) 1(5): 199 (1825 [1827]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp16","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha brasiliensis","Müll.Arg.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_brasiliensis. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 34: 37 (1865).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp17","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha communis","Müll.Arg.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_communis. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 34: 23 (1865).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp18","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha cuneata","Poepp.","151967094","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_cuneata. According to Tropicos (www.tropicos.org), this species was published in: Nov. Gen. Sp. Pl. 3: 22 (1845 [1841]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp19","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha diversifolia","Jacq.","150117801","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_diversifolia. According to Tropicos (www.tropicos.org), this species was published in: Pl. Hort. Schoenbr. 2: 63, pl. 244 (1797).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp20","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha gracilis","Spreng.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_gracilis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Veg. [Sprengel] 4(2): 315 (1827).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp21","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha macrostachya","Jacq.","146790439","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_macrostachya. According to Tropicos (www.tropicos.org), this species was published in: Pl. Hort. Schoenbr. 2: 63, pl. 245 (1797).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp22","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha multicaulis","Müll.Arg.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_multicaulis. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 34: 53 (1865).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp23","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Acalypha villosa","Jacq.","149206660","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acalypha_villosa. According to Tropicos (www.tropicos.org), this species was published in: Enum. Syst. Pl. 32 (1760).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp24","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Acanthocladus","Acanthocladus brasiliensis","(Klotzsch ex A.St.-Hil. & Moq.) Hassk.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthocladus_brasiliensis. According to Tropicos (www.tropicos.org), this species was published in: Ann. Mus. Bot. Lugduno-Batavi 1: 184 (1864).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp25","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Acanthocladus","Acanthocladus dichromus","(Steud.) J.F.B.Pastore",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthocladus_dichromus.","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp26","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Acanthocladus","Acanthocladus pulcherrimus","(Kuhlm.) J.F.B.Pastore & D.B.O.S.Cardoso",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthocladus_pulcherrimus. According to Tropicos (www.tropicos.org), this species was published in: Novon 20(3): 321–322 (2010).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp27","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Acanthocladus","Acanthocladus santosii","(Wurdack) J.F.B.Pastore & D.B.O.S.Cardoso",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthocladus_santosii. According to Tropicos (www.tropicos.org), this species was published in: Novon 20(3): 322, f. 2 (2010).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp28","Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Acanthosyris","Acanthosyris paulo-alvinii","G.M. Barroso",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthosyris_paulo-alvinii. According to Tropicos (www.tropicos.org), this species was published in: Anais Congr. Soc. Bot. Brasil 19: 108 (1968).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp29","Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Acanthosyris","Acanthosyris spinescens","(Mart. & Eichler) Griseb.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acanthosyris_spinescens. According to Tropicos (www.tropicos.org), this species was published in: Abh. Königl. Ges. Wiss. Göttingen 24: 151 (1879).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp30","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Acca","Acca sellowiana","(O.Berg) Burret","152946605","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acca_sellowiana. According to Tropicos (www.tropicos.org), this species was published in: Repert. Spec. Nov. Regni Veg. 50(1231–1235): 59 (1941).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp31","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Accara","Accara elegans","(DC.) Landrum",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Accara_elegans. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 15(2): 221 (1990).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp32","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Achatocarpaceae","Achatocarpus","Achatocarpus hasslerianus","Heimerl",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/24800169. According to Tropicos (www.tropicos.org), this species was published in: Verh. K.K. Zool.-Bot. Ges. Wien 62: 14 (1912).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp33","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Achatocarpaceae","Achatocarpus","Achatocarpus praecox","Griseb.","144307218","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Achatocarpus_praecox. According to Tropicos (www.tropicos.org), this species was published in: Abh. Königl. Ges. Wiss. Göttingen 24: 32 (1879).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp34","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Acnistus","Acnistus arborescens","(L.) Schltdl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acnistus_arborescens. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 7: 67–68 (1832).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp35","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acosmium","Acosmium diffusissimum","(Mohlenbr.) Yakovlev",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acosmium_diffusissimum. According to Tropicos (www.tropicos.org), this species was published in: Notes Roy. Bot. Gard. Edinburgh 29(3): 350 (1969).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp36","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acosmium","Acosmium lentiscifolium","Schott",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acosmium_lentiscifolium. According to Tropicos (www.tropicos.org), this species was published in: Syst. Veg. [Sprengel] 4(2): 406 (1827).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp37","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","(Gardner) R.M.King & H.Rob.","149206725","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acritopappus_confertus. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 24: 402 (1972).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp38","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acritopappus","Acritopappus connatifolius","(Soar.Nunes) R.M.King & H.Rob.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acritopappus_connatifolius. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 48: 221 (1981).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp39","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acritopappus","Acritopappus heterolepis","(Baker) R.M.King & H.Rob.","149206784","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acritopappus_heterolepis. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 45: 147 (1980).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp40","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acritopappus","Acritopappus prunifolius","R.M.King & H.Rob.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acritopappus_prunifolius. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 45: 144 (1980).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp41","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Acrocomia","Acrocomia aculeata","(Jacq.) Lodd. ex Mart.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acrocomia_aculeata. According to Tropicos (www.tropicos.org), this species was published in: Hist. Nat. Palm. 3(8): 286 (1845).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp42","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Acrocomia","Acrocomia intumescens","Drude",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Acrocomia_intumescens. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 3(2): 391 (1881).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp43","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Actinocladum","Actinocladum verticillatum","(Nees) McClure ex Soderstr.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinocladum_verticillatum. According to Tropicos (www.tropicos.org), this species was published in: Amer. J. Bot. 68(9): 1204, f. 1–39 (1981).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp44","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon appendiculatus","Jabl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_appendiculatus. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 18(4): 229 (1969).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp45","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon concepcionis","(Chodat & Hassl.) Hochr.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_concepcionis. According to Tropicos (www.tropicos.org), this species was published in: Bull. New York Bot. Gard. 6: 278 (1910).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp46","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon concolor","(Spreng.) Müll.Arg.","151974482","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_concolor. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 15(2): 1193 (1866).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp47","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon echinatus","Müll.Arg.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_echinatus. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 32: 107 (1863).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp48","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon klotzschii","(Didr.) Pax","146075029","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_klotzschii. According to Tropicos (www.tropicos.org), this species was published in: Pflanzenr. IV. 147 V(Heft 52): 69 (1912).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp49","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon roselii","L. Oliveira, A.L. Melo & M.F. Sales",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_roselii.","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp50","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Actinostemon","Actinostemon verticillatus","(Klotzsch) Baill.","149213288","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Actinostemon_verticillatus. According to Tropicos (www.tropicos.org), this species was published in: Adansonia 5: 334 (1865).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp51","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Adelia","Adelia membranifolia","(Müll.Arg.) Chodat & Hassl.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Adelia_membranifolia. According to Tropicos (www.tropicos.org), this species was published in: Bull. Herb. Boissier, sér. 2, 5: 604 (1905).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp52","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Adenocalymma","Adenocalymma subsessilifolium","DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Adenocalymma_subsessilifolium. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 9: 199 (1845).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp53","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Adenophaedra","Adenophaedra megalophylla","(Müll.Arg.) Müll.Arg.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Adenophaedra_megalophylla. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 11(2): 386 (1874).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp54","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila australis","Moldenke",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_australis. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 1: 187 (1937).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp55","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila brachiata","Vell.","158689601","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_brachiata. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 38: 1 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp56","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Vell.","149213347","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_fluminensis. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 38 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp57","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila graveolens","Mart. & Schauer",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_graveolens. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 11: 651 (1847).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp58","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila integrifolia","(Jacq.) Moldenke","151974556","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_integrifolia. According to Tropicos (www.tropicos.org), this species was published in: Index Kew. 1: 46 (1895 [1893]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp59","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila laevis","(Aubl.) Gmel.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_laevis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Nat., ed. 13[bis] 2(1): 259 (1791).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp60","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila luschnathii","Schauer",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_luschnathii. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 11: 651 (1847).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp61","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila mediterranea","Vell.","158691350","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_mediterranea. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 38 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp62","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila novofriburgensis","Moldenke",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_novofriburgensis. According to Tropicos (www.tropicos.org), this species was published in: Repert. Spec. Nov. Regni Veg. 33: 134 (1933).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp63","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila obducta","Vell.","149208453","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_obducta. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 1: 39, t. 97 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
