"taxon_id","language","name"
"sp858","Portuguese","Murta"
"sp862","Portuguese","Caimito-Do-Paraná"
"sp863","Portuguese","Abiurana"
"sp864","Portuguese","Murici-Do-Tabuleiro"
"sp865","Portuguese","Abiu-Groselia"
"sp865","Portuguese","Abiu-Ucuba"
"sp865","Portuguese","Mangabarana"
"sp866","Portuguese","Bapeba"
"sp866","Portuguese","Bapeba-Pedrim"
"sp866","Portuguese","Língua-De-Vaca"
"sp867","Portuguese","Macaco-Jaqueira"
"sp868","Portuguese","Cacheta, Caixeta, Caxeta"
"sp868","Portuguese","Caixeta-Amarela, Caxeta-Amarela"
"sp868","Portuguese","Massaranduba"
"sp868","Portuguese","Aguaí"
"sp870","Portuguese","Cará"
"sp872","Portuguese","Cará, Criciúma"
"sp874","Portuguese","Cará, Canilin, Carajá"
"sp877","Portuguese","Caará, Criciúma, Taboca"
"sp881","Portuguese","Bom-Para-Tudo"
"sp881","Portuguese","Canela-Branca"
"sp881","Portuguese","Casca-De-Cutia"
"sp882","Portuguese","Pau-Amargo"
"sp882","Portuguese","Paratudo"
"sp882","Portuguese","Pau-Para-Tudo"
"sp882","Portuguese","Pimenteira"
"sp883","Portuguese","Paratudo"
"sp884","Portuguese","Pimenteira"
"sp897","Spanish","Laurel"
"sp899","Portuguese","Congonha"
"sp899","Portuguese","Congonha-De-Bugre"
"sp899","Portuguese","Congonha-Do-Sertão"
"sp899","Portuguese","Congonha-Falsa"
"sp899","Portuguese","Erva-De-Anta"
"sp899","Portuguese","Falso-Mate"
"sp899","Portuguese","Inhanê"
"sp899","Portuguese","Yapon"
"sp899","Portuguese","Yerba De Palos De Paraguayos"
"sp900","Portuguese","Carne-De-Vaca"
"sp900","Portuguese","Perobossu"
"sp901","Portuguese","Folha-De-Serra"
"sp901","Portuguese","Janita"
"sp902","Portuguese","Guariúba"
"sp902","Portuguese","Guariúba-Amarela"
"sp902","Portuguese","Guariúba-Branca"
"sp907","Portuguese","Carne-De-Vaca"
"sp907","Portuguese","Caujuja"
"sp908","Portuguese","Caujuja-De-Ule"
"sp915","Portuguese","Feijão Bravo"
"sp917","Portuguese","Gameleira"
"sp918","Portuguese","Leite-De-Mocó"
"sp924","Portuguese","Apuí"
"sp924","Portuguese","Cebola-Da-Mata"
"sp924","Portuguese","Cebola-Grande-Da-Mata"
"sp930","Portuguese","Magnólia Do Mato"
"sp931","Portuguese","Apuí"
"sp931","Portuguese","Ceboleira"
"sp931","Portuguese","Manga-Brava"
"sp931","Portuguese","Mangue-Branco"
"sp931","Portuguese","Mucuge-Bravo"
"sp931","Portuguese","Orelha-De-Burro"
"sp932","Portuguese","Leite-De-Mocó"
"sp935","Portuguese","Apuizinha"
"sp935","Portuguese","Gameleira"
"sp946","Portuguese","'Penão'"
"sp948","Portuguese","'Favela-De-Cachorro'"
"sp951","Portuguese","Pau-De-Estalo, Cabuçu,"
"sp952","Portuguese","Cipó-Ninfolia, Cipó-Pau"
"sp957","Portuguese","Pau-De-Junta"
"sp959","Portuguese","Olho-De-Passarinho"
"sp961","Portuguese","Canacu, Cabacu"
"sp961","Portuguese","Folha Larga Da Mata"
"sp962","Portuguese","Pipoca, Cabuçu, Bainha-De-Facão, Cravassú"
"sp963","Portuguese","Canassu Preto"
"sp963","Portuguese","Caneleira, Cabeça De Macaco"
"sp965","Portuguese","Cipo-Pau, Ocaiman"
"sp966","Portuguese","Coaçu"
"sp966","Portuguese","Folha Larga"
"sp966","Portuguese","Novateiro"
"sp966","Portuguese","Pajeú, Pau-Jaú"
"sp969","Portuguese","Azedinha"
"sp969","Portuguese","Canjiquinha"
"sp970","Portuguese","Manacá Brasileiro"
"sp970","Portuguese","Muçambeira"
"sp972","Portuguese","Cipo-Ponte"
"sp972","Portuguese","Costela-De-Vaca"
"sp972","Portuguese","Caa-Uassu-Rana"
"sp973","Portuguese","Cipo-Curu"
"sp976","Portuguese","Chapelão"
"sp976","Portuguese","Pajeú"
"sp978","Portuguese","Cipó-Costela-De-Anta"
"sp980","Portuguese","Tucunaré-Branco"
"sp981","Portuguese","Caixão"
"sp981","Portuguese","Cauaçú"
"sp981","Portuguese","Catureiro-Vermelho, Pau-De-Cachimbo"
"sp982","Portuguese","Buxixão"
"sp983","Portuguese","Algodão-Do-Campo"
"sp983","Portuguese","Algodãozinho-Do-Campo"
"sp983","Portuguese","Algodão-Bravo"
"sp987","Portuguese","Icó"
"sp987","Portuguese","Icó Branco"
"sp988","Portuguese","Cruzeiro"
"sp988","Portuguese","Cura-Manoel"
"sp988","Portuguese","Curo Curro"
"sp988","Portuguese","Quina Do Campo"
"sp991","Portuguese","Escovinha"
"sp991","Portuguese","Pente De Macaco"
"sp991","Portuguese","Surucuá"
"sp993","Portuguese","Escova De Macaco"
"sp993","Portuguese","Pente De Macaco"
"sp993","Portuguese","Cipo-Pincel, Escova De Macaco"
"sp993","Portuguese","Mafumbo Ou Mofumbo"
"sp995","Portuguese","Cipó De Cágado"
"sp995","Portuguese","Mofumbo"
"sp996","Portuguese","Lacre-Do-Campo, Rabo-De-Macaco, Remela-De-Macaco."
"sp996","Portuguese","Pombeiro"
"sp996","Portuguese","Mufumbo Preto"
"sp996","Portuguese","Jaramataia"
"sp996","Portuguese","Escova-De-Macaco, Mufumbo-Do-Rio"
"sp997","Portuguese","Mofumbo"
"sp997","Portuguese","Bugio"
"sp997","Portuguese","Cipó-De-Bugio"
"sp997","Portuguese","Juti'airimbo"
"sp997","Portuguese","Pombeiral"
"sp997","Portuguese","Cipó-Babado"
"sp997","Portuguese","Cipó-Invasor"
"sp997","Portuguese","Cipó-De-Clareira"
"sp997","Portuguese","Tototo"
"sp998","Portuguese","Carne De Vaca"
"sp998","Portuguese","Vaqueta, Mofumbo"
"sp998","Portuguese","Mufumo"
"sp998","Portuguese","Pente De Macaco"
"sp999","Portuguese","Cipó"
"sp999","Portuguese","Cipó Vermelho"
"sp999","Portuguese","Cipó-Mofumbo, Pajaú"
"sp999","Portuguese","Caatinga-Branca"
"sp999","Portuguese","Jacarezimho"
"sp999","Portuguese","Mofumbo"
"sp999","Portuguese","Sipaúba"
"sp1000","Portuguese","Pau De Cotia"
"sp1000","Portuguese","Mofumbo, Sipaúba, Mufumbo"
"sp1001","Portuguese","Tucunarezinho"
"sp1001","Portuguese","Rabo-De-Arara"
"sp1001","Portuguese","Boramarom"
"sp1001","Portuguese","Escova De Macaco"
"sp1009","Portuguese","Pitaguará (Cordeiro Et Al. 1581a)"
"sp1011","Portuguese","Ovira-Sapo"
"sp1014","Portuguese","Laranjinha-Pequena"
"sp1014","Portuguese","Pé D'anta"
"sp1016","Portuguese","Cafe-Bravo"
"sp1016","Portuguese","Lírio-Do-Mato"
"sp1016","Portuguese","Rapadura-Branca"
"sp1024","Portuguese","Laranjinha-Brava"
"sp1024","Portuguese","Tira-Prosa"
"sp1031","Portuguese","Coronilha"
"sp1031","Portuguese","Folha-De-Buxo"
"sp1033","Portuguese","Café-Grande-Do-Mato"
"sp1036","Portuguese","Mata Cachorro"
"sp1036","Portuguese","Mauba Do Mato"
"sp1038","Portuguese","Falso-Calcanhar-De-Cotia"
"sp1039","Portuguese","Cipó-Baga-De-Bico"
"sp1041","Portuguese","Mangue-De-Botão, Mangue-Negro, Amora-Do-Mar"
"sp1045","Portuguese","Copaíba"
"sp1045","Portuguese","Podoi"
"sp1047","Portuguese","Copaíba"
"sp1047","Portuguese","Pau-D'oleo"
"sp1049","Portuguese","Pau-Dói"
"sp1049","Portuguese","Podói"
"sp1053","Portuguese","Copaíba"
"sp1053","Portuguese","Copaíba-Branca"
"sp1055","Portuguese","Carnaúba"
"sp1058","Portuguese","Freijó"
"sp1058","Portuguese","Freijó Preto"
"sp1064","Portuguese","Cha De Bugre"
"sp1065","Portuguese","Grão De Galo"
"sp1069","Portuguese","Angeli"
"sp1069","Portuguese","Caraiba"
"sp1075","Portuguese","Buxuxi De Formiga"
"sp1075","Portuguese","Ovo De Galo"
"sp1075","Portuguese","Pau De Formiga"
"sp1080","Portuguese","Grão-De-Galo"
"sp1083","Portuguese","Freijó Branco"
"sp1098","Portuguese","Marmelada-De-Cachorro"
"sp1102","Portuguese","Marmelada-De-Cachorro"
"sp1105","Portuguese","Milho Torrado"
"sp1106","Portuguese","Oiti-Mirim"
"sp1107","Portuguese","Milho Torrado"
"sp1109","Portuguese","Fruta Da Ema"
"sp1109","Portuguese","Oiti, Utirana, Farinha Seca"
"sp1110","Portuguese","Goiti De Morcego"
"sp1110","Portuguese","Oiti, Oiti Mirim, Oiticica"
"sp1111","Portuguese","Oiti"
"sp1111","Portuguese","Oiticoranga"
"sp1116","Portuguese","Oiti"
"sp1116","Portuguese","Oiti Da Areia, Oiti Nativo, Fruto De Coruja"
"sp1117","Portuguese","Milho Cozido"
"sp1118","Portuguese","Oiti De Morcego"
"sp1119","Portuguese","Mari Bravo, Pajura Da Mata, Pajura"
"sp1120","Portuguese","Oiti-Coro, Oiti-Verdadeiro"
"sp1121","Portuguese","Oiti Boi, Milho Torrado Da Folha Larga"
"sp1122","Portuguese","Pateiro, Acici (Assissi), Marmelada, Oiti"
"sp1122","Portuguese","Oiti"
"sp1122","Portuguese","Uiti"
"sp1123","Portuguese","Milho Cozido"
"sp1124","Portuguese","Sorva"
"sp1125","Portuguese","Mucugê"
"sp1126","Portuguese","Sorva"
"sp1126","Portuguese","Sorvarana"
"sp1127","Portuguese","Embirema"
"sp1129","Portuguese","Tauari"
"sp1130","Portuguese","Embirama"
"sp1130","Portuguese","Tauari"
"sp1130","Portuguese","Toari"
"sp1132","Portuguese","Castanha De Macaco"
"sp1132","Portuguese","Coité De Macaco"
"sp1132","Portuguese","Cuiarana"
"sp1132","Portuguese","Cuieira Da Mata"
"sp1132","Portuguese","Bola De Canhão"
"sp1139","Portuguese","Mata-Pau"
"sp1165","Portuguese","Capança Vermelha"
"sp1165","Portuguese","Capirona"
"sp1166","Portuguese","Capança"
"sp1166","Portuguese","Fruto De Macaco"
"sp1166","Portuguese","Catauré"
"sp1166","Portuguese","Trapiá"
"sp1167","Portuguese","Cipó-De-Manacá"
"sp1167","Portuguese","Cipó-Malumbe"
"sp1167","Portuguese","Fava-De-Papagaio"
"sp1167","Portuguese","Mucunã-De-Prata"
"sp1168","Portuguese","Camaratuba"
"sp1168","Portuguese","Feijão-Camaratu"
"sp1174","Portuguese","Canela-De-Urubu"
"sp1174","Portuguese","Velame-Bravo"
"sp1177","Portuguese","Casatinga-Branca"
"sp1177","Portuguese","Cassetinga"
"sp1178","Portuguese","Marmeleiro"
"sp1178","Portuguese","Marmeleiro-Da-Caatinga"
"sp1181","Portuguese","Marmeleiro"
"sp1181","Portuguese","Necorana"
"sp1181","Portuguese","Pau-De-Sangue"
"sp1189","Portuguese","Alecrim-De-Cabocla"
"sp1189","Portuguese","Canelinha"
"sp1190","Portuguese","Velame"
"sp1193","Portuguese","Marmeleiro-Do-Brejo"
"sp1193","Portuguese","Velame-De-Nódea"
"sp1197","Portuguese","Pau-Sangue"
"sp1198","Portuguese","'Maravuvuia'"
"sp1198","Portuguese","'Sangra-D'água'"
"sp1201","Portuguese","Marmeleiro-Preto"
"sp1201","Portuguese","Velame"
"sp1204","Portuguese","'Balsa-Rana'"
"sp1204","Portuguese","'Marmeleiro'"
"sp1205","Portuguese","Caixeta"
"sp1209","Portuguese","Velame"
"sp1209","Portuguese","Velaminho"
"sp1212","Portuguese","Cambraia"
"sp1212","Portuguese","Sangue-De-Drago"
"sp1217","Portuguese","Catinga-De-Bode"
"sp1217","Portuguese","Velaminho-Da-Serra"
"sp1218","Portuguese","Embira"
"sp1218","Portuguese","Taipoca"
"sp1219","Portuguese","Casatinga-Preta"
"sp1219","Portuguese","Catinga-Preta"
"sp1220","Portuguese","Marmeleiro Branco"
"sp1220","Portuguese","Velame"
"sp1221","Portuguese","Pau-De-Sangue"
"sp1221","Portuguese","Sangra-Dâ€™Água"
"sp1221","Portuguese","Urucurana"
"sp1225","Portuguese","Canela-Areia"
"sp1225","Portuguese","Canela-Fogo"
"sp1226","Portuguese","Canela-De-Jacu"
"sp1227","Portuguese","Canela-Abacate"
"sp1227","Portuguese","Canela-Do-Brejo"
"sp1228","Portuguese","Caiaxio"
"sp1229","Portuguese","Canela-Inhotinga"
"sp1229","Portuguese","Noz-Moscada-Do-Brasil"
"sp1230","Portuguese","Canela-Batalha"
"sp1230","Portuguese","Goiaba-De-Mico"
"sp1231","Portuguese","Canela-Batalha"
"sp1231","Portuguese","Louro-Precioso"
"sp1232","Portuguese","Canela-Branca"
"sp1232","Portuguese","Canela-Murici"
"sp1233","Portuguese","Anhuvinha-Branca"
"sp1233","Portuguese","Canela-Oiti"
"sp1234","Portuguese","Canela-Pião"
"sp1235","Portuguese","Canela"
"sp1242","Portuguese","Camboatá"
"sp1247","Portuguese","Camboatá-Vermelho"
"sp1248","Portuguese","Camboatá"
"sp1248","Portuguese","Camboatá-De-Folha-Larga"
"sp1257","Portuguese","Pitombarana"
"sp1257","Portuguese","Cajuzinho"
"sp1258","Portuguese","Camboatá"
"sp1258","Portuguese","Camboatá-De-Folha-Miúda"
"sp1259","Portuguese","Arco-De-Barril"
"sp1259","Portuguese","Rabo-De-Bugio"
"sp1260","Portuguese","Camboatá"
"sp1260","Portuguese","Pau-D'arco-Da-Folha-Dura"
"sp1262","Portuguese","Guamirim"
"sp1262","Portuguese","Cambuí"
"sp1262","Portuguese","Mureira"
"sp1262","Portuguese","Murta"
"sp1262","Portuguese","Bosta-De-Galinha"
"sp1302","Portuguese","Caroba-De-Flor-Verde"
"sp1302","Portuguese","Caroba-Do-Campo"
"sp1302","Portuguese","Carobinha Verde"
"sp1302","Portuguese","Cinco Chagas"
"sp1302","Spanish","Espeguilla"
"sp1302","Portuguese","Fava-De-Aranha"
"sp1302","Portuguese","Ipê-De-Flor-Verde"
"sp1302","Portuguese","Ipê-Mandioca"
"sp1302","Portuguese","Ipê-Mirim"
"sp1302","Portuguese","Ipê Pardo"
"sp1302","Portuguese","Ipê-Verde"
"sp1302","Spanish","Llangua"
"sp1302","Spanish","Llangua Colorado"
"sp1302","Spanish","Orcco-Huoranhuay"
"sp1302","Portuguese","Pau-De-Mulato"
"sp1302","Spanish","Taiiy Hoby"
"sp1302","Spanish","Yangua"
"sp1302","Spanish","Yangua Caspi"
"sp1302","Spanish","Yangua Tinctoria"
"sp1304","Portuguese","Envira Da Mata"
"sp1304","Portuguese","Pirayauara Kiynha"
"sp1304","Portuguese","Rudirimo Xurumici"
"sp1305","Portuguese","Feijão De Boi"
"sp1305","Portuguese","Feijão-Bravo"
"sp1306","Portuguese","Feijão Bravo, Feijão De Boi"
"sp1309","Portuguese","Canjerana"
"sp1309","Portuguese","Cedro-Brabo"
"sp1313","Portuguese","Embira-De-Sapo"
"sp1317","Portuguese","Embira-De-Sapo"
"sp1317","Portuguese","Guaianã"
"sp1318","Portuguese","Timbó-Boticário"
"sp1320","Portuguese","Suinã"
"sp1320","Portuguese","Crista-De-Galo"
"sp1330","Portuguese","Cipó Preto"
"sp1333","Portuguese","Cipó De Escada"
"sp1333","Portuguese","Cipó Tábua"
"sp1335","Portuguese","Jacarandá-Do-Cerrado"
"sp1335","Portuguese","Caviúna-Do-Cerrado"
"sp1335","Portuguese","Jacarandá-Do-Campo"
"sp1336","Portuguese","Verônica"
"sp1336","Portuguese","Verônica-Do-Igapó"
"sp1337","Portuguese","Jacarandá-Caviuna"
"sp1337","Portuguese","Jacarandá-Da-Bahia"
"sp1337","English","Rosewood"
"sp1339","Portuguese","Embira-Amarela"
"sp1339","Portuguese","Embira-Toicinheira"
"sp1340","Portuguese","Embira-Branca"
"sp1340","Portuguese","Ibiratinga"
"sp1341","Portuguese","Embira-Branca"
"sp1341","Portuguese","Embira-De-Sapo"
"sp1342","Portuguese","Embira"
"sp1342","Portuguese","Pau-De-Embira"
"sp1343","Portuguese","Embira-Branca"
"sp1343","Portuguese","Embira-Pimenta"
"sp1344","Portuguese","Embira-De-Sapo"
"sp1344","Portuguese","Embira-Pimenta"
"sp1345","Portuguese","Embira"
"sp1345","Portuguese","Ouvira-Branca"
"sp1346","Portuguese","Embira"
"sp1346","Portuguese","Embirinha"
"sp1347","Portuguese","Embira"
"sp1347","Portuguese","Embira-Branca"
"sp1356","Portuguese","Embira-De-Carrapato"
"sp1356","Portuguese","Pau-Carrapato"
"sp1375","Portuguese","Jutaí"
"sp1375","Portuguese","Jutaí Pororoca"
"sp1375","Portuguese","Jutaicica"
"sp1375","Portuguese","Parajuba"
"sp1375","Portuguese","Cururu"
"sp1375","Portuguese","Sucupembinha"
"sp1375","Portuguese","Quebra-Machado"
"sp1375","Portuguese","Durinho"
"sp1375","English","Ironwood"
"sp1375","Spanish","Guapigue"
"sp1375","Spanish","Tamarino Prieto"
"sp1375","Spanish","Paleta"
"sp1375","Spanish","Comenegro"
"sp1375","Spanish","Tamarindo De Montana"
"sp1375","Spanish","Granadillo"
"sp1375","Spanish","Cacho"
"sp1375","Spanish","Huitillo"
"sp1375","Portuguese","Tamarindo"
"sp1375","Portuguese","Pororoca"
"sp1375","Portuguese","Jitai-Amarelo"
"sp1375","Portuguese","Jitai-Preto"
"sp1375","Portuguese","Jataipeba"
"sp1375","Portuguese","Roxinho"
"sp1375","Portuguese","Pau-Ferro"
"sp1375","Portuguese","Tamarina"
"sp1375","Portuguese","Cinzeiro"
"sp1379","Portuguese","Ardente"
"sp1379","Portuguese","Brauninha"
"sp1379","Portuguese","Cetim-Amargoso"
"sp1379","Portuguese","Pau-De-Urubu"
"sp1379","Portuguese","Pau-Vidro"
"sp1379","Portuguese","Piolho-De-Urubu"
"sp1379","Portuguese","Sabugueiro-Da-Mata"
"sp1388","Portuguese","Caquí Da Mata"
"sp1389","Portuguese","Caquí"
"sp1389","Portuguese","Louro"
"sp1391","Portuguese","Altinha"
"sp1391","Portuguese","Jaquaré"
"sp1397","Portuguese","Fruta De Jacú"
"sp1397","Portuguese","Marmelinho"
"sp1404","Portuguese","Cabuclo"
"sp1404","Portuguese","Macaqueira"
"sp1413","Portuguese","Cumaru Ferro"
"sp1415","Portuguese","'Amanoarana'"
"sp1417","Portuguese","Ivaí"
"sp1417","Portuguese","Pombinho"
"sp1426","Portuguese","Pindaíba"
"sp1427","Portuguese","Pindaíba"
"sp1427","Portuguese","Pindaíba Da Mata"
"sp1428","Portuguese","Ameju Preto"
"sp1428","Portuguese","Caniceiro Preto"
"sp1428","Portuguese","Pina'y"
"sp1429","Portuguese","Alathê"
"sp1429","Portuguese","Araticum"
"sp1429","Portuguese","Araticum Barato Do Campo"
"sp1429","Portuguese","Araticum Do Campo"
"sp1429","Portuguese","Araticum Lanato"
"sp1429","Portuguese","Araticum Lanceta"
"sp1429","Portuguese","Araticum Rasteiro"
"sp1429","Portuguese","Araticum Vermelho"
"sp1429","Portuguese","Araticumzinho"
"sp1429","Portuguese","Araxicumzinho"
"sp1429","Portuguese","Ata"
"sp1429","Portuguese","Ata Brava"
"sp1429","Portuguese","Ata Do Campo"
"sp1429","Portuguese","Aticum"
"sp1429","Portuguese","Bruto"
"sp1429","Portuguese","Marolinho"
"sp1429","Portuguese","Marolo"
"sp1429","Portuguese","Moroua"
"sp1429","Portuguese","Orelha De Burro"
"sp1429","Portuguese","Pinha Braba"
"sp1429","Portuguese","Pinha Brava"
"sp1429","Portuguese","Pinha Do Campo"
"sp1431","Portuguese","Capreuva Vermelho"
"sp1431","Portuguese","Pindabuna"
"sp1431","Portuguese","Pindahiba"
"sp1431","Portuguese","Pindaíba"
"sp1431","Portuguese","Pindaíba Branca"
"sp1431","Portuguese","Pindaibuna"
"sp1431","Portuguese","Pindauba"
"sp1431","Portuguese","Pindauva"
"sp1432","Portuguese","Amtai"
"sp1432","Portuguese","Ramomtaim"
"sp1442","Portuguese","Arco De Pipa Da Restinga"
"sp1443","Portuguese","Pindaíba Coroa"
"sp1452","Portuguese","Abiurana-Abiu"
"sp1452","Portuguese","Abiurana-Bacuri"
"sp1452","Portuguese","Abiurana-Caju"
"sp1452","Portuguese","Abiurana-Guiina"
"sp1452","Portuguese","Bacuri"
"sp1452","Portuguese","Caucherama"
"sp1453","Portuguese","Abiorana-Abiu"
"sp1453","Portuguese","Abiu-Fofo"
"sp1453","Portuguese","Acá"
"sp1453","Portuguese","Acá-Preto"
"sp1453","Portuguese","Bapeba-Preta"
"sp1453","Portuguese","Coquirana-Braba-Grande"
"sp1453","Portuguese","Coquirana-Brava"
"sp1453","Portuguese","Fruta-Banana"
"sp1453","Portuguese","Uacá"
"sp1460","Portuguese","Aderno"
"sp1460","Portuguese","Aderno Da Praia"
"sp1460","Portuguese","Louro Da Caatinga"
"sp1461","Portuguese","Aderno"
"sp1462","Portuguese","Faia"
"sp1464","Portuguese","Canelão"
"sp1465","Portuguese","Canela Frade"
"sp1465","Portuguese","Canela Garuva"
"sp1471","Portuguese","Orelinha"
"sp1473","Portuguese","Pindaíba-Preta"
"sp1474","Portuguese","Conduru"
"sp1474","Portuguese","Mejo-Do-Porco"
"sp1496","Portuguese","Mamorana De Terra Firme"
"sp1496","Portuguese","Mungubinha"
"sp1497","Portuguese","Paineirinha"
"sp1499","Portuguese","Algodãozinho"
"sp1503","Portuguese","Colher De Vaqueiro"
"sp1505","Portuguese","Carneiro"
"sp1507","Portuguese","Corticeira"
"sp1507","Spanish","Ceibo"
"sp1508","Portuguese","Bico-De-Papagaio"
"sp1508","Spanish","Ceibo-Salteño"
"sp1509","Portuguese","Suinã"
"sp1509","Portuguese","Sananduva"
"sp1509","Portuguese","Alecrim"
"sp1511","Portuguese","Erythrina-Do-Alto"
"sp1511","Spanish","Amasisa"
"sp1512","Portuguese","Mulungu-Do-Litoral"
"sp1513","Portuguese","Mulungu"
"sp1514","Portuguese","Mulungu"
"sp1515","Portuguese","Japaranduba"
"sp1516","Portuguese","Batinga-Roxa"
"sp1517","Portuguese","Fruta-De-Pomba"
"sp1519","Portuguese","Fruta-De-Pomba"
"sp1520","Portuguese","Baga-De-Pomba"
"sp1520","Portuguese","Cocão"
"sp1520","Portuguese","Concon"
"sp1520","Portuguese","Fruta-De-Pomba"
"sp1521","Portuguese","Congonha"
"sp1521","Portuguese","Mama-Cachorro-Preta"
"sp1521","Portuguese","Violeta"
"sp1524","Portuguese","Imbuzeiro-Bravo"
"sp1524","Portuguese","Rompe-Gibao"
"sp1525","Portuguese","Coca-Do-Paraguai"
"sp1525","Portuguese","Fruta-De-Tucano"
"sp1525","Portuguese","Cabelo-De-Negro"
"sp1527","Portuguese","Cocarana-Do-Cerrado"
"sp1527","Portuguese","Cumixá"
"sp1527","Portuguese","Guarda-Orvalho"
"sp1527","Portuguese","Pimentinha"
"sp1530","Portuguese","Fruta-De-Pombo"
"sp1530","Portuguese","Fruta-De-Pombinha"
"sp1533","Portuguese","Baga-De-Pomba"
"sp1533","Portuguese","Fruta-De-Pomba"
"sp1533","Portuguese","Cocão"
"sp1533","Portuguese","Concon"
"sp1533","Spanish","Coca-Del-Monte"
"sp1534","Portuguese","Baga-De-Pomba"
"sp1534","Portuguese","Cocão"
"sp1534","Portuguese","Concon"
"sp1534","Portuguese","Fruta-De-Pomba"
"sp1535","Portuguese","Chapadinho"
"sp1535","Portuguese","Fruta-De-Tucano"
"sp1535","Portuguese","Mercúrio"
"sp1535","Portuguese","Pimenta"
"sp1536","Portuguese","Ata-De-Cobra"
"sp1536","Portuguese","Arco-De-Barril"
"sp1536","Portuguese","Joveve"
"sp1536","Portuguese","Marmeleiro-Bravo"
"sp1536","Portuguese","Baga-De-Pomba"
"sp1536","Portuguese","Cocão"
"sp1536","Portuguese","Galinha-Choca"
"sp1536","Portuguese","Guajujura"
"sp1536","Portuguese","Fruta-De-Pomba"
"sp1536","Portuguese","Concon"
"sp1542","Portuguese","Cocão"
"sp1542","Portuguese","Concon"
"sp1542","Portuguese","Baga-De-Pomba"
"sp1542","Portuguese","Fruta-De-Pomba"
"sp1555","Portuguese","Fruta-De-Tucano"
"sp1555","Spanish","Coca-Del-Campo"
"sp1555","Portuguese","Cocão"
"sp1557","Portuguese","Atracador"
"sp1557","Portuguese","Cumixá"
"sp1557","Portuguese","Cuminxá"
"sp1557","Portuguese","Pimentinha"
"sp1558","Portuguese","Baga-De-Pomba"
"sp1558","Portuguese","Fruta-De-Pomba"
"sp1558","Portuguese","Fruta-De-Pombo"
"sp1558","Portuguese","Coca-De-Índio"
"sp1558","Portuguese","Concon"
"sp1558","Portuguese","Cocao"
"sp1560","Portuguese","Araticuntiaia"
"sp1565","Portuguese","Bom-Nome"
"sp1566","Portuguese","Guarda-Orvalho"
"sp1567","Portuguese","Sessenta-E-Um"
"sp1567","Portuguese","Gumirim"
"sp1567","Portuguese","Guaribalde"
"sp1567","Portuguese","Vaquinha"
"sp1567","Portuguese","Cocão"
"sp1567","Portuguese","Fruta-De-Pomba"
"sp1571","Portuguese","Arco-De-Pipa"
"sp1571","Portuguese","Pau-Chorão"
"sp1572","Portuguese","Arranca-Estribo"
"sp1572","Portuguese","Candeia"
"sp1572","Portuguese","Estralador"
"sp1572","Portuguese","Rompe-Gibão"
"sp1573","Portuguese","Cumixá"
"sp1573","Portuguese","Cumixá-Branco"
"sp1573","Portuguese","Oitizinho"
"sp1573","Portuguese","Quebra-Facão"
"sp1573","Portuguese","Rompe-Gibão"
"sp1573","Portuguese","Amarelinho"
"sp1573","Portuguese","Banha-De-Galinha"
"sp1573","Portuguese","Varela"
"sp1578","Portuguese","Guarda-Orvalho"
"sp1578","Portuguese","Cumixa"
"sp1581","Portuguese","Café-Bravo"
"sp1584","Portuguese","Galinha-Choca"
"sp1584","Portuguese","Mercúrio-Do-Campo"
"sp1584","Portuguese","Sessenta-E-Dois"
"sp1584","Portuguese","Azougue-Do-Campo"
"sp1584","Portuguese","Cabelo-De-Negro"
"sp1593","Portuguese","Canudo-De-Pito, Esponja-Do-Mato, Escalônia"
"sp1593","Portuguese","Maria-Mole"
"sp1593","Spanish","Árbol De Pito"
"sp1594","Portuguese","Esponja-Do-Mato, Escalônia"
"sp1596","Portuguese","Flor-De-Pito"
"sp1598","Portuguese","Falso Sapucaia"
"sp1598","Portuguese","Sapucarana"
"sp1599","Portuguese","Inhaíba-Jacare"
"sp1600","Portuguese","Ibiribá-Rana"
"sp1600","Portuguese","Sapucaia Miuda"
"sp1601","Portuguese","Inhaíba-Jacare"
"sp1602","Portuguese","Tucari Do Campo"
"sp1603","Portuguese","Biriba"
"sp1603","Portuguese","Biriba-Branca"
"sp1603","Portuguese","Biriba-Preta"
"sp1603","Portuguese","Tauari-Sinho"
"sp1604","Portuguese","Inaíba"
"sp1604","Portuguese","Jacare"
"sp1606","Portuguese","Canela-De-Veado"
"sp1606","Portuguese","Cutia"
"sp1607","Portuguese","Laranjeira-Do-Mato"
"sp1607","Portuguese","Mamoninha"
"sp1607","Portuguese","Três-Folhas"
"sp1607","Portuguese","Três-Folhas-Do-Mato"
"sp1608","Portuguese","Chupa-Ferro"
"sp1608","Portuguese","Guaxipita"
"sp1608","Portuguese","Guaxupita"
"sp1608","Portuguese","Mamonarana"
"sp1608","Portuguese","Pitaguará-Amarelo"
"sp1610","Portuguese","Guarantã"
"sp1610","Portuguese","Guarataiá-Vermelha"
"sp1611","Portuguese","Burandiga"
"sp1611","Portuguese","Cocão-Coringa"
"sp1611","Portuguese","Mururezinho"
"sp1635","Portuguese","Vassourinha"
"sp1670","Portuguese","Araçá"
"sp1680","Portuguese","Azeitona Brava"
"sp1721","Portuguese","Pera Do Cerrado"
"sp1721","Portuguese","Cabacinha"
"sp1767","Portuguese","Orelha-De-Mula"
"sp1814","Portuguese","Pitangatuba"
"sp1847","Portuguese","Pitangueira"
"sp1852","Portuguese","Guamirim"
