"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id","source.info"
"Tree - large","TL","sp1","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp2","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp5","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp6","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp7","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp8","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp8","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp9","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp10","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp11","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp11","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp12","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp13","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp14","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp15","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp16","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp17","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp18","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp18","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp19","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp20","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp21","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp22","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp23","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp24","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp25","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp26","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp27","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp28","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp29","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp30","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp31","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp32","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp33","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp34","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp35","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp36","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp37","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp38","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp38","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp39","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp40","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp40","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp41","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp41","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp42","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp42","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp43","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp44","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp45","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp45","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp46","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp47","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp47","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp48","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp49","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp50","Brazilian_Flora_Online_v.393.285"
"Shrub - size unknown","S","sp50","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp51","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp52","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp53","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp54","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp55","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp56","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp57","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp58","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp59","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp60","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp61","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp62","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp63","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp64","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp65","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp66","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp67","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp68","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp69","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp70","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp71","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp72","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp72","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp73","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp74","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp75","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp76","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp77","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp78","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp79","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp80","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp81","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp82","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp82","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp83","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp84","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp85","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp86","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp86","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp86","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp87","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp88","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp89","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp89","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp90","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp91","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp92","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp93","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp94","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp95","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp96","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp97","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp98","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp99","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp100","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp101","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp102","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp103","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp104","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp105","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp106","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp107","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp107","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp108","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp109","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp110","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp111","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp112","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp112","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp113","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp114","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp115","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp116","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp116","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp117","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp118","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp119","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp120","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp121","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp122","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp123","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp124","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp125","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp126","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp127","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp128","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp129","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp130","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp131","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp131","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp132","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp133","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp134","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp135","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp136","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp137","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp138","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp139","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp140","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp141","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp141","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp142","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp143","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp144","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp145","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp146","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp147","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp148","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp149","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp150","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp151","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp152","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp153","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp154","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp155","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp156","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp157","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp158","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp159","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp159","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp160","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp160","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp161","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp162","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp163","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp164","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp165","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp166","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp167","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp168","Brazilian_Flora_Online_v.393.285"
"Shrub - size unknown","S","sp168","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp169","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp169","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp170","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp171","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp172","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp173","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp174","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp175","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp176","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp177","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp178","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp179","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp180","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp181","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp182","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp183","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp184","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp185","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp186","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp187","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp188","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp189","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp189","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp190","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp191","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp192","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp193","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp194","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp195","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp196","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp197","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp198","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp199","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp199","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp200","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp200","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp201","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp202","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp203","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp203","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp203","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp204","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp204","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp205","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp206","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp207","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp207","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp208","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp209","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp209","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp210","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp211","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp212","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp213","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp214","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp214","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp215","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp216","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp217","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp218","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp219","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp220","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp221","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp222","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp223","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp224","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp225","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp226","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp226","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp227","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp228","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp229","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp230","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp231","Brazilian_Flora_Online_v.393.285"
"Succulent - tree","ST","sp232","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp232","IUCN_Red_List_v.2022-2"
"Succulent - tree","ST","sp233","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp233","IUCN_Red_List_v.2022-2"
"Succulent - tree","ST","sp234","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp234","IUCN_Red_List_v.2022-2"
"Tree - size unknown","T","sp235","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp236","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp237","IUCN_Red_List_v.2022-2"
"Tree - size unknown","T","sp238","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp239","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp240","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp241","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp242","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp243","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp244","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp245","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp246","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp246","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp247","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp248","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp249","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp250","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp251","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp252","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp253","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp254","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp255","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp256","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp257","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp258","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp259","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp260","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp260","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp261","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp261","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp261","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp262","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp263","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp264","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp265","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp266","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp267","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp267","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp268","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp269","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp269","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp270","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp271","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp272","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp273","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp274","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp275","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp276","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp277","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp277","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp278","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp279","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp280","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp280","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp281","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp282","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp282","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp283","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp284","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp285","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp286","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp287","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp288","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp289","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp290","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp291","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp292","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp292","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp293","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp294","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp295","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp296","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp297","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp298","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp299","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp299","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp299","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp300","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp300","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp301","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp302","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp303","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp304","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp305","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp306","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp307","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp308","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp309","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp310","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp311","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp312","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp313","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp314","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp315","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp316","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp317","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp318","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp319","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp320","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp321","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp322","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp323","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp324","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp325","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp326","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp327","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp328","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp329","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp330","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp331","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp332","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp332","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp333","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp334","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp335","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp336","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp337","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp338","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp339","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp340","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp341","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp342","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp343","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp344","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp345","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp346","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp347","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp348","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp349","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp350","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp351","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp352","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp353","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp354","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp355","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp356","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp357","Brazilian_Flora_Online_v.393.285"
