"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id","source.info"
"Tree - small","TS","sp3789","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3790","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3791","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3792","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3793","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3794","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3795","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3796","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3797","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3798","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3799","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3800","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp3801","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3802","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3803","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3804","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3805","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3805","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3806","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3807","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3807","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3807","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3808","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3808","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3809","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3809","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3810","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3810","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3811","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3812","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3813","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3813","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3814","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3815","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3816","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3817","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3817","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3818","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3819","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3820","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3821","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3821","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3822","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3823","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3824","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3825","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3826","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3827","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3828","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3829","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3830","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3831","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3832","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3833","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3834","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3835","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3836","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3837","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3837","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3838","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3839","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3840","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3841","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3842","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3843","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3844","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3845","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3845","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3846","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3847","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3848","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3849","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3850","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3851","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3852","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3853","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3854","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3855","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3856","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3857","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3858","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3859","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3860","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3861","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3862","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3863","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3864","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3865","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3866","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3867","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3868","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3869","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3870","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3871","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3872","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3873","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3874","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3875","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3875","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3876","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3877","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3878","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3879","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3879","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3880","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3881","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3882","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3883","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3884","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3884","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3885","Brazilian_Flora_Online_v.393.285"
"Succulent - tree","ST","sp3886","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp3886","IUCN_Red_List_v.2022-2"
"Tree - size unknown","T","sp3887","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3888","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3889","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3889","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3890","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3891","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3892","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3893","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3894","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3895","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3896","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3897","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3898","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3898","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3899","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3900","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3900","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3901","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3902","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp3903","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3904","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3905","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3906","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3907","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3908","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3909","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3910","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3911","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3912","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3913","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3913","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3913","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3914","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3915","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3916","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3917","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3918","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3919","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3920","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3921","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3922","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3922","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3923","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3924","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3924","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3925","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3926","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3927","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3928","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3929","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3929","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3930","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3931","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3932","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3932","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3933","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3933","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3934","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3935","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3936","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3936","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3937","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3937","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3938","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3939","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3940","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3941","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3941","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3942","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3942","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3943","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3944","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3945","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3946","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3947","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3948","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3949","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3950","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3951","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3952","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3953","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3953","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3954","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3955","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3956","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3957","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3957","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3958","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3959","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3960","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3961","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3962","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3962","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3963","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3964","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3964","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3965","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3966","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3967","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3968","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3968","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp3969","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3970","Brazilian_Flora_Online_v.393.285"
"Shrub - small","SS","sp3970","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3970","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp3971","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3972","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3973","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp3974","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3975","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3976","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3977","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3978","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3979","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3980","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3981","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3982","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp3983","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3984","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3985","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3986","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3986","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3987","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3988","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3988","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp3989","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3990","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3991","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3992","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3993","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3994","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp3995","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3996","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3997","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3998","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp3999","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4000","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4001","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4002","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4003","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4004","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4005","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4006","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4007","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4008","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4009","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4009","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp4010","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4011","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4012","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4013","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4014","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4015","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4015","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4016","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4017","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4018","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4019","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4020","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4021","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4022","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4023","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4024","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4025","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4026","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4027","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4028","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4029","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4030","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4031","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4032","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4033","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4033","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4034","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4035","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4036","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4037","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4038","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4039","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4040","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4041","Brazilian_Flora_Online_v.393.285"
"Succulent - tree","ST","sp4042","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp4042","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4043","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4044","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4045","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4046","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4047","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4048","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4049","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4050","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4051","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4052","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4053","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4054","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4055","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4056","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4057","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4058","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4058","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4059","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4060","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4060","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4061","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4062","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4063","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4064","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4065","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4066","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4067","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4068","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4069","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4070","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4070","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp4071","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4072","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4073","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4074","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4075","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4076","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4076","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4077","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4078","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4078","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4079","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4080","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4081","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4082","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4083","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4084","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4085","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4086","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4087","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4088","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4089","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4090","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4091","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4092","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4093","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4094","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4095","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4096","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4097","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4098","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4098","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4099","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4099","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4100","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4100","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp4101","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4101","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4102","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4103","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp4104","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4104","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp4105","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4106","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4107","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4108","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4109","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4110","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp4111","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4112","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4113","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4114","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4114","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4115","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4116","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4116","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp4117","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4118","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4119","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4120","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp4121","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4122","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4123","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4123","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4124","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4125","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4126","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4127","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp4127","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp4128","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp4128","IUCN_Red_List_v.2022-2"
