"scientificName","UTEndUse.UTEndUseSubfield.UTEndUseName","UTEndUse.UTEndUseSubfield.UTEndUseLookup","UTEndUse.UTEndUseSubfield.international","UTEndUse.UTEndUseSubfield.national","UTEndUse.UTEndUseSubfield.other","UTEndUse.UTEndUseSubfield.subsistence","internal_taxon_id","source.info"
"Copaifera trapezifolia","Medicine - human & veterinary","3","false","true","","true","sp953","TreeCo_database_v.4.1"
"Copernicia prunifera","Other chemicals","6","false","true","","false","sp954","TreeCo_database_v.4.1"
"Copernicia prunifera","Fibre","8","false","true","","false","sp954","TreeCo_database_v.4.1"
"Cordia alliodora","Construction or structural materials","9","true","true","","false","sp957","TreeCo_database_v.4.1"
"Cordia alliodora","Construction or structural materials","9","true","true","","false","sp957","TreeCo_database_v.4.1"
"Cordia alliodora","Pets/display animals, horticulture","13","true","true","","true","sp957","TreeCo_database_v.4.1"
"Cordia alliodora","Medicine - human & veterinary","3","true","false","","true","sp957","TreeCo_database_v.4.1"
"Cordia alliodora","Food - human","1","true","false","","true","sp957","TreeCo_database_v.4.1"
"Cordia alliodora","Other (free text)","17","","true","","true","sp957","IUCN_Red_List_v.2022-2"
"Cordia americana","Construction or structural materials","9","true","true","","true","sp958","TreeCo_database_v.4.1"
"Cordia americana","Medicine - human & veterinary","3","","","","true","sp958","IUCN_Red_List_v.2022-2"
"Cordia bicolor","Construction or structural materials","9","false","true","","false","sp960","TreeCo_database_v.4.1"
"Cordia bicolor","Construction or structural materials","9","false","true","","false","sp960","TreeCo_database_v.4.1"
"Cordia incognita","Construction or structural materials","9","","","","","sp970","IUCN_Red_List_v.2022-2"
"Cordia incognita","Other household goods","11","","","","","sp970","IUCN_Red_List_v.2022-2"
"Cordia magnoliifolia","Other (free text)","17","","","","","sp973","IUCN_Red_List_v.2022-2"
"Cordia magnoliifolia","Handicrafts, jewellery, etc.","12","","","","","sp973","IUCN_Red_List_v.2022-2"
"Cordia magnoliifolia","Other household goods","11","","","","","sp973","IUCN_Red_List_v.2022-2"
"Cordia magnoliifolia","Pets/display animals, horticulture","13","","","","","sp973","IUCN_Red_List_v.2022-2"
"Cordia magnoliifolia","Medicine - human & veterinary","3","","","","","sp973","IUCN_Red_List_v.2022-2"
"Cordia oncocalyx","Construction or structural materials","9","false","true","","false","sp976","TreeCo_database_v.4.1"
"Cordia oncocalyx","Other household goods","11","","","","","sp976","IUCN_Red_List_v.2022-2"
"Cordia oncocalyx","Medicine - human & veterinary","3","","","","","sp976","IUCN_Red_List_v.2022-2"
"Cordia sagotii","Construction or structural materials","9","false","true","","false","sp980","TreeCo_database_v.4.1"
"Cordia sagotii","Construction or structural materials","9","false","true","","false","sp980","TreeCo_database_v.4.1"
"Cordia trichotoma","Construction or structural materials","9","true","true","","true","sp991","TreeCo_database_v.4.1"
"Cordia trichotoma","Construction or structural materials","9","true","true","","true","sp991","TreeCo_database_v.4.1"
"Cordia trichotoma","Construction or structural materials","9","true","true","","true","sp991","TreeCo_database_v.4.1"
"Cordia trichotoma","Handicrafts, jewellery, etc.","12","true","true","","true","sp991","IUCN_Red_List_v.2022-2"
"Cordia trichotoma","Other household goods","11","true","true","","true","sp991","IUCN_Red_List_v.2022-2"
"Couepia robusta","Construction or structural materials","9","false","true","","false","sp1018","TreeCo_database_v.4.1"
"Couma macrocarpa","Construction or structural materials","9","true","true","","true","sp1023","TreeCo_database_v.4.1"
"Couma macrocarpa","Food - human","1","","true","","true","sp1023","IUCN_Red_List_v.2022-2"
"Couma macrocarpa","Medicine - human & veterinary","3","","","","true","sp1023","IUCN_Red_List_v.2022-2"
"Couratari guianensis","Construction or structural materials","9","true","false","","false","sp1028","TreeCo_database_v.4.1"
"Couratari guianensis","Construction or structural materials","9","false","true","","false","sp1028","TreeCo_database_v.4.1"
"Couratari guianensis","Construction or structural materials","9","false","true","","false","sp1028","TreeCo_database_v.4.1"
"Couratari macrosperma","Construction or structural materials","9","true","false","","false","sp1029","TreeCo_database_v.4.1"
"Couratari macrosperma","Construction or structural materials","9","false","true","","false","sp1029","TreeCo_database_v.4.1"
"Couroupita guianensis","Pets/display animals, horticulture","13","false","false","","false","sp1031","TreeCo_database_v.4.1"
"Couroupita guianensis","Construction or structural materials","9","true","false","","false","sp1031","TreeCo_database_v.4.1"
"Couroupita guianensis","Food - human","1","false","false","","true","sp1031","TreeCo_database_v.4.1"
"Coutarea hexandra","Construction or structural materials","9","false","true","","false","sp1064","TreeCo_database_v.4.1"
"Cratylia argentea","Food - animal","2","false","true","","true","sp1066","TreeCo_database_v.4.1"
"Cratylia mollis","Food - animal","2","false","true","","true","sp1067","TreeCo_database_v.4.1"
"Croton celtidifolius","Medicine - human & veterinary","3","false","true","","true","sp1081","TreeCo_database_v.4.1"
"Croton celtidifolius","Other (free text)","17","","","reforestation","true","sp1081","IUCN_Red_List_v.2022-2"
"Croton echinocarpus","Medicine - human & veterinary","3","true","true","","","sp1085","IUCN_Red_List_v.2022-2"
"Croton jacobinensis","Construction or structural materials","9","false","true","","false","sp1093","TreeCo_database_v.4.1"
"Croton macrobothrys","Medicine - human & veterinary","3","","","","","sp1097","IUCN_Red_List_v.2022-2"
"Croton piptocalyx","Other (free text)","17","","","reforestation","","sp1105","IUCN_Red_List_v.2022-2"
"Croton salutaris","Medicine - human & veterinary","3","","","","","sp1112","IUCN_Red_List_v.2022-2"
"Croton salutaris","Other (free text)","17","","","habitat restoration","","sp1112","IUCN_Red_List_v.2022-2"
"Croton urucurana","Medicine - human & veterinary","3","false","true","","true","sp1121","TreeCo_database_v.4.1"
"Croton vulnerarius","Research","14","false","false","","false","sp1122","IUCN_Red_List_v.2022-2"
"Cryptocarya guianensis","Food - human","1","","true","","","sp1128","IUCN_Red_List_v.2022-2"
"Cryptocarya guianensis","Construction or structural materials","9","","true","","","sp1128","IUCN_Red_List_v.2022-2"
"Cupania racemosa","Other (free text)","17","","","","","sp1152","IUCN_Red_List_v.2022-2"
"Cupania racemosa","Fuels","7","","","","","sp1152","IUCN_Red_List_v.2022-2"
"Cupania rugosa","Construction or structural materials","9","false","false","","false","sp1156","IUCN_Red_List_v.2022-2"
"Cupania zanthoxyloides","Construction or structural materials","9","false","false","","false","sp1161","IUCN_Red_List_v.2022-2"
"Curatella americana","Construction or structural materials","9","false","true","","true","sp1162","TreeCo_database_v.4.1"
"Curatella americana","Food - human","1","","","","true","sp1162","IUCN_Red_List_v.2022-2"
"Curatella americana","Fuels","7","","","","true","sp1162","IUCN_Red_List_v.2022-2"
"Curatella americana","Other (free text)","17","","","","true","sp1162","IUCN_Red_List_v.2022-2"
"Curatella americana","Medicine - human & veterinary","3","true","true","","true","sp1162","IUCN_Red_List_v.2022-2"
"Curitiba prismatica","Construction or structural materials","9","false","false","","false","sp1163","IUCN_Red_List_v.2022-2"
"Cybistax antisyphilitica","Construction or structural materials","9","","","","true","sp1202","IUCN_Red_List_v.2022-2"
"Cybistax antisyphilitica","Other chemicals","6","","","","true","sp1202","IUCN_Red_List_v.2022-2"
"Cybistax antisyphilitica","Poisons","4","","","","true","sp1202","IUCN_Red_List_v.2022-2"
"Cybistax antisyphilitica","Medicine - human & veterinary","3","","","","true","sp1202","IUCN_Red_List_v.2022-2"
"Cynophalla flexuosa","Food - animal","2","false","true","","true","sp1205","TreeCo_database_v.4.1"
"Cynophalla hastata","Food - animal","2","false","true","","true","sp1206","TreeCo_database_v.4.1"
"Dalbergia brasiliensis","Construction or structural materials","9","true","true","","true","sp1222","IUCN_Red_List_v.2022-2"
"Dalbergia brasiliensis","Fuels","7","","","","true","sp1222","IUCN_Red_List_v.2022-2"
"Dalbergia brasiliensis","Other household goods","11","","true","","true","sp1222","IUCN_Red_List_v.2022-2"
"Dalbergia brasiliensis","Handicrafts, jewellery, etc.","12","true","true","","true","sp1222","IUCN_Red_List_v.2022-2"
"Dalbergia cearensis","Construction or structural materials","9","true","false","","false","sp1223","TreeCo_database_v.4.1"
"Dalbergia cearensis","Other household goods","11","false","false","","false","sp1223","IUCN_Red_List_v.2022-2"
"Dalbergia decipularis","Construction or structural materials","9","true","false","","false","sp1224","TreeCo_database_v.4.1"
"Dalbergia ecastaphyllum","Construction or structural materials","9","true","false","","false","sp1225","TreeCo_database_v.4.1"
"Dalbergia foliolosa","Other household goods","11","","true","","true","sp1228","IUCN_Red_List_v.2022-2"
"Dalbergia foliolosa","Handicrafts, jewellery, etc.","12","","true","","true","sp1228","IUCN_Red_List_v.2022-2"
"Dalbergia foliolosa","Medicine - human & veterinary","3","","true","","true","sp1228","IUCN_Red_List_v.2022-2"
"Dalbergia foliolosa","Fuels","7","","true","","true","sp1228","IUCN_Red_List_v.2022-2"
"Dalbergia foliolosa","Construction or structural materials","9","","true","","true","sp1228","IUCN_Red_List_v.2022-2"
"Dalbergia foliosa","Medicine - human & veterinary","3","","","","true","sp1229","IUCN_Red_List_v.2022-2"
"Dalbergia frutescens","Construction or structural materials","9","true","false","","false","sp1230","TreeCo_database_v.4.1"
"Dalbergia glaucescens","Construction or structural materials","9","false","false","","false","sp1231","IUCN_Red_List_v.2022-2"
"Dalbergia glaucescens","Medicine - human & veterinary","3","false","false","","false","sp1231","IUCN_Red_List_v.2022-2"
"Dalbergia hortensis","Construction or structural materials","9","","","","","sp1234","IUCN_Red_List_v.2022-2"
"Dalbergia hortensis","Pets/display animals, horticulture","13","","","","","sp1234","IUCN_Red_List_v.2022-2"
"Dalbergia nigra","Construction or structural materials","9","true","false","","false","sp1237","TreeCo_database_v.4.1"
"Dalbergia nigra","Construction or structural materials","9","false","true","","false","sp1237","TreeCo_database_v.4.1"
"Dalbergia nigra","Construction or structural materials","9","false","true","","false","sp1237","TreeCo_database_v.4.1"
"Dalbergia villosa","Other household goods","11","","true","","true","sp1238","IUCN_Red_List_v.2022-2"
"Dalbergia villosa","Handicrafts, jewellery, etc.","12","","true","","true","sp1238","IUCN_Red_List_v.2022-2"
"Dalbergia villosa","Pets/display animals, horticulture","13","","true","","true","sp1238","IUCN_Red_List_v.2022-2"
"Dalbergia villosa","Establishing ex-situ production *","16","","true","","true","sp1238","IUCN_Red_List_v.2022-2"
"Dalbergia villosa","Other (free text)","17","","true","restoration","","sp1238","IUCN_Red_List_v.2022-2"
"Dalbergia villosa","Construction or structural materials","9","","true","","true","sp1238","IUCN_Red_List_v.2022-2"
"Deguelia costata","Fuels","7","false","false","","false","sp1256","IUCN_Red_List_v.2022-2"
"Deguelia costata","Construction or structural materials","9","false","false","","false","sp1256","IUCN_Red_List_v.2022-2"
"Dendropanax cuneatus","Construction or structural materials","9","true","true","","true","sp1264","TreeCo_database_v.4.1"
"Dendropanax cuneatus","Pets/display animals, horticulture","13","false","true","","true","sp1264","IUCN_Red_List_v.2022-2"
"Dialium guianense","Construction or structural materials","9","true","true","","true","sp1275","TreeCo_database_v.4.1"
"Dialium guianense","Construction or structural materials","9","false","true","","true","sp1275","TreeCo_database_v.4.1"
"Dialium guianense","Construction or structural materials","9","false","true","","true","sp1275","TreeCo_database_v.4.1"
"Dialium guianense","Medicine - human & veterinary","3","","true","","true","sp1275","IUCN_Red_List_v.2022-2"
"Dialium guianense","Handicrafts, jewellery, etc.","12","","true","","true","sp1275","IUCN_Red_List_v.2022-2"
"Dialium guianense","Other household goods","11","","true","","true","sp1275","IUCN_Red_List_v.2022-2"
"Dialium guianense","Food - human","1","","true","","true","sp1275","IUCN_Red_List_v.2022-2"
"Dicksonia sellowiana","Fibre","8","false","false","","false","sp1277","TreeCo_database_v.4.1"
"Didymopanax morototoni","Construction or structural materials","9","true","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Pets/display animals, horticulture","13","true","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Construction or structural materials","9","true","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Medicine - human & veterinary","3","true","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Construction or structural materials","9","false","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Fibre","8","true","false","","false","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Construction or structural materials","9","false","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Construction or structural materials","9","false","true","","true","sp1289","TreeCo_database_v.4.1"
"Didymopanax morototoni","Other household goods","11","false","true","","true","sp1289","IUCN_Red_List_v.2022-2"
"Dimorphandra exaltata","Other household goods","11","","","","","sp1297","IUCN_Red_List_v.2022-2"
"Dimorphandra exaltata","Food - animal","2","","","","","sp1297","IUCN_Red_List_v.2022-2"
"Dimorphandra gardneriana","Construction or structural materials","9","false","true","","false","sp1298","TreeCo_database_v.4.1"
"Dimorphandra mollis","Medicine - human & veterinary","3","false","true","","true","sp1300","TreeCo_database_v.4.1"
"Diploon cuspidatum","Construction or structural materials","9","false","true","","false","sp1322","TreeCo_database_v.4.1"
"Diplotropis ferruginea","Medicine - human & veterinary","3","","","","","sp1323","IUCN_Red_List_v.2022-2"
"Diplotropis incexis","Other (free text)","17","","","landscape restoration","","sp1324","IUCN_Red_List_v.2022-2"
"Diplotropis incexis","Other household goods","11","","","","","sp1324","IUCN_Red_List_v.2022-2"
"Diplotropis incexis","Construction or structural materials","9","","","","","sp1324","IUCN_Red_List_v.2022-2"
"Diplotropis purpurea","Construction or structural materials","9","true","true","","true","sp1325","TreeCo_database_v.4.1"
"Diplotropis purpurea","Construction or structural materials","9","true","true","","true","sp1325","TreeCo_database_v.4.1"
"Diplotropis purpurea","Construction or structural materials","9","true","true","","true","sp1325","TreeCo_database_v.4.1"
"Diplotropis purpurea","Medicine - human & veterinary","3","","","","true","sp1325","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Construction or structural materials","9","true","true","","true","sp1327","TreeCo_database_v.4.1"
"Dipteryx alata","Food - human","1","true","true","","true","sp1327","TreeCo_database_v.4.1"
"Dipteryx alata","Medicine - human & veterinary","3","true","true","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Other chemicals","6","","true","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Food - animal","2","","","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Fuels","7","","true","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Establishing ex-situ production *","16","","true","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx alata","Pets/display animals, horticulture","13","","","","true","sp1327","IUCN_Red_List_v.2022-2"
"Dipteryx odorata","Construction or structural materials","9","true","true","","true","sp1328","TreeCo_database_v.4.1"
"Dipteryx odorata","Construction or structural materials","9","true","true","","true","sp1328","TreeCo_database_v.4.1"
"Dipteryx odorata","Construction or structural materials","9","true","true","","true","sp1328","TreeCo_database_v.4.1"
"Dipteryx odorata","Construction or structural materials","9","true","true","","true","sp1328","TreeCo_database_v.4.1"
"Dipteryx odorata","Manufacturing chemicals","5","true","true","","","sp1328","IUCN_Red_List_v.2022-2"
"Dipteryx odorata","Medicine - human & veterinary","3","true","true","","","sp1328","IUCN_Red_List_v.2022-2"
"Dipteryx odorata","Food - human","1","","","","true","sp1328","IUCN_Red_List_v.2022-2"
"Dipteryx odorata","Fuels","7","","true","","true","sp1328","IUCN_Red_List_v.2022-2"
"Diptychandra aurantiaca","Construction or structural materials","9","","true","","true","sp1329","IUCN_Red_List_v.2022-2"
"Diptychandra aurantiaca","Fuels","7","","","","true","sp1329","IUCN_Red_List_v.2022-2"
"Diptychandra aurantiaca","Medicine - human & veterinary","3","","","","true","sp1329","IUCN_Red_List_v.2022-2"
"Diptychandra aurantiaca","Pets/display animals, horticulture","13","","","","true","sp1329","IUCN_Red_List_v.2022-2"
"Dodonaea viscosa","Construction or structural materials","9","false","false","","false","sp1334","TreeCo_database_v.4.1"
"Dodonaea viscosa","Medicine - human & veterinary","3","false","false","","true","sp1334","TreeCo_database_v.4.1"
"Drimys brasiliensis","Medicine - human & veterinary","3","false","true","","true","sp1339","TreeCo_database_v.4.1"
"Drypetes sessiliflora","Construction or structural materials","9","false","false","","false","sp1343","IUCN_Red_List_v.2022-2"
"Duguetia chrysocarpa","Research","14","","","","","sp1345","IUCN_Red_List_v.2022-2"
"Duguetia chrysocarpa","Medicine - human & veterinary","3","","","","","sp1345","IUCN_Red_List_v.2022-2"
"Ecclinusa guianensis","Construction or structural materials","9","true","false","","false","sp1370","TreeCo_database_v.4.1"
"Endlicheria glomerata","Other household goods","11","","","","","sp1382","IUCN_Red_List_v.2022-2"
"Endlicheria glomerata","Construction or structural materials","9","","","","","sp1382","IUCN_Red_List_v.2022-2"
"Enterolobium contortisiliquum","Construction or structural materials","9","true","true","","true","sp1385","TreeCo_database_v.4.1"
"Enterolobium contortisiliquum","Construction or structural materials","9","true","true","","true","sp1385","TreeCo_database_v.4.1"
"Enterolobium contortisiliquum","Medicine - human & veterinary","3","false","true","","true","sp1385","IUCN_Red_List_v.2022-2"
"Enterolobium contortisiliquum","Other household goods","11","true","true","","true","sp1385","IUCN_Red_List_v.2022-2"
"Enterolobium contortisiliquum","Pets/display animals, horticulture","13","false","true","","true","sp1385","IUCN_Red_List_v.2022-2"
"Enterolobium gummiferum","Medicine - human & veterinary","3","false","false","","false","sp1387","IUCN_Red_List_v.2022-2"
"Enterolobium gummiferum","Manufacturing chemicals","5","false","false","","false","sp1387","IUCN_Red_List_v.2022-2"
"Enterolobium gummiferum","Fuels","7","false","false","","false","sp1387","IUCN_Red_List_v.2022-2"
"Enterolobium gummiferum","Construction or structural materials","9","false","false","","false","sp1387","IUCN_Red_List_v.2022-2"
"Enterolobium maximum","Construction or structural materials","9","false","true","","false","sp1388","TreeCo_database_v.4.1"
"Enterolobium maximum","Construction or structural materials","9","false","true","","false","sp1388","TreeCo_database_v.4.1"
"Enterolobium maximum","Construction or structural materials","9","false","true","","false","sp1388","TreeCo_database_v.4.1"
"Enterolobium monjollo","Construction or structural materials","9","","","","","sp1389","IUCN_Red_List_v.2022-2"
"Enterolobium monjollo","Fuels","7","","","","","sp1389","IUCN_Red_List_v.2022-2"
"Enterolobium schomburgkii","Construction or structural materials","9","true","true","","true","sp1390","TreeCo_database_v.4.1"
"Enterolobium schomburgkii","Construction or structural materials","9","false","true","","true","sp1390","TreeCo_database_v.4.1"
"Enterolobium schomburgkii","Construction or structural materials","9","false","true","","true","sp1390","TreeCo_database_v.4.1"
"Enterolobium schomburgkii","Other household goods","11","","true","","true","sp1390","IUCN_Red_List_v.2022-2"
"Enterolobium timbouva","Construction or structural materials","9","true","false","","true","sp1391","TreeCo_database_v.4.1"
"Enterolobium timbouva","Other household goods","11","","","","true","sp1391","IUCN_Red_List_v.2022-2"
"Enterolobium timbouva","Handicrafts, jewellery, etc.","12","","","","true","sp1391","IUCN_Red_List_v.2022-2"
"Eremanthus arboreus","Construction or structural materials","9","false","false","","false","sp1395","IUCN_Red_List_v.2022-2"
"Eremanthus crotonoides","Research","14","true","true","","","sp1399","IUCN_Red_List_v.2022-2"
"Eremanthus crotonoides","Medicine - human & veterinary","3","true","true","","","sp1399","IUCN_Red_List_v.2022-2"
"Eremanthus crotonoides","Other chemicals","6","true","true","","","sp1399","IUCN_Red_List_v.2022-2"
"Eremanthus glomerulatus","Construction or structural materials","9","false","false","","false","sp1402","IUCN_Red_List_v.2022-2"
"Eremanthus ovatifolius","Construction or structural materials","9","","true","","true","sp1405","IUCN_Red_List_v.2022-2"
"Eriotheca globosa","Construction or structural materials","9","true","false","","false","sp1414","TreeCo_database_v.4.1"
"Eriotheca globosa","Medicine - human & veterinary","3","","","","","sp1414","IUCN_Red_List_v.2022-2"
"Eriotheca globosa","Fibre","8","","","","","sp1414","IUCN_Red_List_v.2022-2"
"Eriotheca pentaphylla","Fibre","8","","","","","sp1420","IUCN_Red_List_v.2022-2"
"Eriotheca pentaphylla","Handicrafts, jewellery, etc.","12","","","","","sp1420","IUCN_Red_List_v.2022-2"
"Eriotheca pentaphylla","Other household goods","11","","","","","sp1420","IUCN_Red_List_v.2022-2"
"Erythrina falcata","Wearing apparel, accessories","10","","","","true","sp1426","IUCN_Red_List_v.2022-2"
"Erythrina falcata","Other household goods","11","","","","true","sp1426","IUCN_Red_List_v.2022-2"
"Erythrina falcata","Handicrafts, jewellery, etc.","12","","","","true","sp1426","IUCN_Red_List_v.2022-2"
"Erythrina falcata","Medicine - human & veterinary","3","","","","true","sp1426","IUCN_Red_List_v.2022-2"
"Erythrina falcata","Pets/display animals, horticulture","13","true","true","","true","sp1426","IUCN_Red_List_v.2022-2"
"Erythrina fusca","Pets/display animals, horticulture","13","true","false","","false","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Food - human","1","true","false","","true","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Medicine - human & veterinary","3","true","false","","true","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Fuels","7","true","false","","false","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Food - animal","2","true","false","","true","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Construction or structural materials","9","true","false","","true","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Poisons","4","true","false","","false","sp1427","TreeCo_database_v.4.1"
"Erythrina fusca","Other (free text)","17","","true","Ornamental, shade tree","true","sp1427","IUCN_Red_List_v.2022-2"
"Erythrina poeppigiana","Fuels","7","true","false","","false","sp1429","TreeCo_database_v.4.1"
"Erythrina poeppigiana","Food - animal","2","true","false","","true","sp1429","TreeCo_database_v.4.1"
"Erythrina speciosa","Pets/display animals, horticulture","13","false","false","","false","sp1430","TreeCo_database_v.4.1"
"Erythrina speciosa","Medicine - human & veterinary","3","false","true","","true","sp1430","TreeCo_database_v.4.1"
"Erythrina speciosa","Other (free text)","17","false","false","","false","sp1430","IUCN_Red_List_v.2022-2"
"Erythrina speciosa","Wearing apparel, accessories","10","false","false","","false","sp1430","IUCN_Red_List_v.2022-2"
"Erythrina velutina","Pets/display animals, horticulture","13","false","true","","false","sp1431","TreeCo_database_v.4.1"
"Erythrina velutina","Construction or structural materials","9","false","true","","false","sp1431","TreeCo_database_v.4.1"
"Erythrina verna","Medicine - human & veterinary","3","false","true","","true","sp1432","TreeCo_database_v.4.1"
"Erythroxylum affine","Research","14","false","false","","false","sp1434","IUCN_Red_List_v.2022-2"
"Erythroxylum ambiguum","Fuels","7","","","","true","sp1435","IUCN_Red_List_v.2022-2"
"Erythroxylum coca","Medicine - human & veterinary","3","false","false","","true","sp1446","TreeCo_database_v.4.1"
"Erythroxylum passerinum","Research","14","true","true","","","sp1483","IUCN_Red_List_v.2022-2"
"Erythroxylum pulchrum","Construction or structural materials","9","","true","","true","sp1489","IUCN_Red_List_v.2022-2"
"Erythroxylum pulchrum","Research","14","true","true","","","sp1489","IUCN_Red_List_v.2022-2"
"Erythroxylum pulchrum","Pets/display animals, horticulture","13","true","true","","","sp1489","IUCN_Red_List_v.2022-2"
"Esenbeckia pilocarpoides","Handicrafts, jewellery, etc.","12","","","","true","sp1529","IUCN_Red_List_v.2022-2"
"Eugenia astringens","Other (free text)","17","","","","","sp1538","IUCN_Red_List_v.2022-2"
"Eugenia astringens","Food - human","1","","","","","sp1538","IUCN_Red_List_v.2022-2"
"Eugenia astringens","Fuels","7","","","","","sp1538","IUCN_Red_List_v.2022-2"
"Eugenia astringens","Construction or structural materials","9","","","","","sp1538","IUCN_Red_List_v.2022-2"
"Eugenia brasiliensis","Pets/display animals, horticulture","13","true","false","","false","sp1555","TreeCo_database_v.4.1"
"Eugenia brasiliensis","Food - human","1","true","false","","true","sp1555","TreeCo_database_v.4.1"
"Eugenia brasiliensis","Food - human","1","false","false","","true","sp1555","TreeCo_database_v.4.1"
"Eugenia brasiliensis","Other chemicals","6","true","false","","false","sp1555","TreeCo_database_v.4.1"
"Eugenia brasiliensis","Medicine - human & veterinary","3","true","false","","true","sp1555","TreeCo_database_v.4.1"
"Eugenia brasiliensis","Pets/display animals, horticulture","13","false","false","","false","sp1555","TreeCo_database_v.4.1"
"Eugenia brejoensis","Medicine - human & veterinary","3","","","","","sp1556","IUCN_Red_List_v.2022-2"
"Eugenia catharinensis","Medicine - human & veterinary","3","true","true","","","sp1565","IUCN_Red_List_v.2022-2"
"Eugenia chlorophylla","Research","14","false","false","","false","sp1569","IUCN_Red_List_v.2022-2"
"Eugenia dysenterica","Food - human","1","false","true","","true","sp1588","TreeCo_database_v.4.1"
"Eugenia florida","Fuels","7","","","","true","sp1600","IUCN_Red_List_v.2022-2"
"Eugenia florida","Medicine - human & veterinary","3","","","","true","sp1600","IUCN_Red_List_v.2022-2"
"Eugenia florida","Establishing ex-situ production *","16","","true","","","sp1600","IUCN_Red_List_v.2022-2"
"Eugenia florida","Other household goods","11","","","","true","sp1600","IUCN_Red_List_v.2022-2"
"Eugenia florida","Food - human","1","","","","true","sp1600","IUCN_Red_List_v.2022-2"
"Eugenia involucrata","Food - human","1","false","true","","true","sp1618","TreeCo_database_v.4.1"
"Eugenia klotzschiana","Food - human","1","false","true","","true","sp1628","TreeCo_database_v.4.1"
"Eugenia longipedunculata","Food - human","1","","","","true","sp1640","IUCN_Red_List_v.2022-2"
"Eugenia luschnathiana","Medicine - human & veterinary","3","false","false","","false","sp1643","IUCN_Red_List_v.2022-2"
"Eugenia macrosperma","Food - human","1","","","","","sp1647","IUCN_Red_List_v.2022-2"
"Eugenia macrosperma","Fuels","7","","","","","sp1647","IUCN_Red_List_v.2022-2"
"Eugenia macrosperma","Other household goods","11","","","","","sp1647","IUCN_Red_List_v.2022-2"
"Eugenia mattosii","Research","14","","","","","sp1654","IUCN_Red_List_v.2022-2"
"Eugenia mattosii","Medicine - human & veterinary","3","","","","","sp1654","IUCN_Red_List_v.2022-2"
"Eugenia neotristis","Fuels","7","","","","","sp1670","IUCN_Red_List_v.2022-2"
"Eugenia punicifolia","Medicine - human & veterinary","3","","","","true","sp1701","IUCN_Red_List_v.2022-2"
"Eugenia punicifolia","Food - human","1","","","","true","sp1701","IUCN_Red_List_v.2022-2"
"Eugenia pyriformis","Food - human","1","false","true","","true","sp1703","TreeCo_database_v.4.1"
"Eugenia rostrifolia","Food - human","1","false","false","","false","sp1709","IUCN_Red_List_v.2022-2"
"Eugenia rostrifolia","Fuels","7","false","false","","false","sp1709","IUCN_Red_List_v.2022-2"
"Eugenia rostrifolia","Wearing apparel, accessories","10","false","false","","false","sp1709","IUCN_Red_List_v.2022-2"
"Eugenia sprengelii","Other household goods","11","","","","","sp1724","IUCN_Red_List_v.2022-2"
"Eugenia sprengelii","Fuels","7","","","","","sp1724","IUCN_Red_List_v.2022-2"
"Eugenia squamiflora","Food - animal","2","false","false","","false","sp1725","IUCN_Red_List_v.2022-2"
"Eugenia stipitata","Food - human","1","true","false","","true","sp1729","TreeCo_database_v.4.1"
"Eugenia stipitata","Pets/display animals, horticulture","13","true","false","","false","sp1729","TreeCo_database_v.4.1"
"Eugenia uniflora","Medicine - human & veterinary","3","true","true","","true","sp1746","TreeCo_database_v.4.1"
"Eugenia uniflora","Medicine - human & veterinary","3","true","true","","true","sp1746","TreeCo_database_v.4.1"
"Eugenia uniflora","Food - human","1","true","true","","true","sp1746","TreeCo_database_v.4.1"
"Eugenia uniflora","Food - human","1","true","true","","true","sp1746","TreeCo_database_v.4.1"
"Eugenia uniflora","Research","14","","true","","true","sp1746","IUCN_Red_List_v.2022-2"
"Eugenia uniflora","Establishing ex-situ production *","16","","true","","true","sp1746","IUCN_Red_List_v.2022-2"
"Eugenia uniflora","Pets/display animals, horticulture","13","true","true","","true","sp1746","IUCN_Red_List_v.2022-2"
"Eugenia vernicosa","Food - human","1","false","false","","false","sp1750","IUCN_Red_List_v.2022-2"
"Euterpe edulis","Food - human","1","false","true","","true","sp1779","TreeCo_database_v.4.1"
