"internal_taxon_id","language","name","primary","source.info"
"sp874","Portuguese","Cipó-Ponte","false","Brazilian_Flora_Online_v.393.285"
"sp874","Portuguese","Costela-De-Vaca","false","Brazilian_Flora_Online_v.393.285"
"sp874","Portuguese","Caa-Uassu-Rana","false","Brazilian_Flora_Online_v.393.285"
"sp875","Portuguese","Cipó-Curu","false","Brazilian_Flora_Online_v.393.285"
"sp878","Portuguese","Chapelão","false","Brazilian_Flora_Online_v.393.285"
"sp878","Portuguese","Pajeú","false","Brazilian_Flora_Online_v.393.285"
"sp880","Portuguese","Cipó-Costela-De-Anta","false","Brazilian_Flora_Online_v.393.285"
"sp882","Portuguese","Tucunaré-Branco","false","Brazilian_Flora_Online_v.393.285"
"sp883","Portuguese","Caixão","false","Brazilian_Flora_Online_v.393.285"
"sp883","Portuguese","Cauaçú","false","Brazilian_Flora_Online_v.393.285"
"sp883","Portuguese","Catureiro-Vermelho, Pau-De-Cachimbo","false","Brazilian_Flora_Online_v.393.285"
"sp884","Portuguese","Buxixão","false","Brazilian_Flora_Online_v.393.285"
"sp885","Portuguese","Algodão-Do-Campo","false","Brazilian_Flora_Online_v.393.285"
"sp885","Portuguese","Algodãozinho-Do-Campo","false","Brazilian_Flora_Online_v.393.285"
"sp885","Portuguese","Algodão-Bravo","false","Brazilian_Flora_Online_v.393.285"
"sp889","Portuguese","Icó","false","Brazilian_Flora_Online_v.393.285"
"sp889","Portuguese","Icó Branco","false","Brazilian_Flora_Online_v.393.285"
"sp890","Portuguese","Cruzeiro","false","Brazilian_Flora_Online_v.393.285"
"sp890","Portuguese","Cura-Manoel","false","Brazilian_Flora_Online_v.393.285"
"sp890","Portuguese","Curo Curro","false","Brazilian_Flora_Online_v.393.285"
"sp890","Portuguese","Quina Do Campo","false","Brazilian_Flora_Online_v.393.285"
"sp893","Portuguese","Escovinha","false","Brazilian_Flora_Online_v.393.285"
"sp893","Portuguese","Pente De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp893","Portuguese","Surucuá","false","Brazilian_Flora_Online_v.393.285"
"sp894","Portuguese","Vaquetinha, Rasteira","false","Brazilian_Flora_Online_v.393.285"
"sp894","Portuguese","Cipaúba, Cipaúba-Rasteira, Mofumbo-De-Louro","false","Brazilian_Flora_Online_v.393.285"
"sp894","Portuguese","Caatinga Branca","false","Brazilian_Flora_Online_v.393.285"
"sp894","Portuguese","Vaqueta","false","Brazilian_Flora_Online_v.393.285"
"sp894","Portuguese","Cipaúba, Mofumbo, Mirueira","false","Brazilian_Flora_Online_v.393.285"
"sp895","Portuguese","Escova De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp895","Portuguese","Pente De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp895","Portuguese","Cipo-Pincel, Escova De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp895","Portuguese","Mafumbo Ou Mofumbo","false","Brazilian_Flora_Online_v.393.285"
"sp896","Portuguese","Vaqueteiro","false","Brazilian_Flora_Online_v.393.285"
"sp896","Portuguese","Cipaúba, Cipaúba-De-Boi, Sipaúba","false","Brazilian_Flora_Online_v.393.285"
"sp896","Portuguese","Farinha Seca","false","Brazilian_Flora_Online_v.393.285"
"sp897","Portuguese","Cipó De Cágado","false","Brazilian_Flora_Online_v.393.285"
"sp897","Portuguese","Mofumbo","false","Brazilian_Flora_Online_v.393.285"
"sp898","Portuguese","Lacre-Do-Campo, Rabo-De-Macaco, Remela-De-Macaco.","false","Brazilian_Flora_Online_v.393.285"
"sp898","Portuguese","Pombeiro","false","Brazilian_Flora_Online_v.393.285"
"sp898","Portuguese","Mufumbo Preto","false","Brazilian_Flora_Online_v.393.285"
"sp898","Portuguese","Jaramataia","false","Brazilian_Flora_Online_v.393.285"
"sp898","Portuguese","Escova-De-Macaco, Mufumbo-Do-Rio","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Mofumbo","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Cipó-De-Bugio","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Juti´Airimbo","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Pombeiral","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Cipó-Invasor","false","Brazilian_Flora_Online_v.393.285"
"sp899","Portuguese","Tototo","false","Brazilian_Flora_Online_v.393.285"
"sp900","Portuguese","Carne De Vaca","false","Brazilian_Flora_Online_v.393.285"
"sp900","Portuguese","Vaqueta, Mofumbo","false","Brazilian_Flora_Online_v.393.285"
"sp900","Portuguese","Mufumo","false","Brazilian_Flora_Online_v.393.285"
"sp900","Portuguese","Pente De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Cipó","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Cipó Vermelho","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Cipó-Mofumbo, Pajaú","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Caatinga-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Jacarezimho","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Mofumbo","false","Brazilian_Flora_Online_v.393.285"
"sp901","Portuguese","Sipaúba","false","Brazilian_Flora_Online_v.393.285"
"sp902","Portuguese","Pau De Cotia","false","Brazilian_Flora_Online_v.393.285"
"sp902","Portuguese","Mofumbo, Sipaúba, Mufumbo","false","Brazilian_Flora_Online_v.393.285"
"sp903","Portuguese","Tucunarezinho","false","Brazilian_Flora_Online_v.393.285"
"sp903","Portuguese","Boramarom","false","Brazilian_Flora_Online_v.393.285"
"sp903","Portuguese","Escova De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp910","Portuguese","Pitaguará (Cordeiro Et Al. 1581a)","false","Brazilian_Flora_Online_v.393.285"
"sp910","Portuguese","Pitaguará","false","IUCN_Red_List_v.2022-2"
"sp914","Portuguese","Laranjinha-Pequena","false","Brazilian_Flora_Online_v.393.285"
"sp914","Portuguese","Pé D'anta","false","Brazilian_Flora_Online_v.393.285"
"sp915","Portuguese","Café-Bravo","false","Brazilian_Flora_Online_v.393.285"
"sp915","Portuguese","Lírio-Do-Mato","false","Brazilian_Flora_Online_v.393.285"
"sp915","Portuguese","Rapadura-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp923","Portuguese","Laranjinha-Brava","false","Brazilian_Flora_Online_v.393.285"
"sp923","Portuguese","Tira-Prosa","false","Brazilian_Flora_Online_v.393.285"
"sp930","Portuguese","Coronilha","false","Brazilian_Flora_Online_v.393.285"
"sp930","Portuguese","Folha-De-Buxo","false","Brazilian_Flora_Online_v.393.285"
"sp932","Portuguese","Café-Grande-Do-Mato","false","Brazilian_Flora_Online_v.393.285"
"sp936","Portuguese","Mauba do Mato","false","IUCN_Red_List_v.2022-2"
"sp936","Portuguese","Mata Cachorro","false","IUCN_Red_List_v.2022-2"
"sp937","Portuguese","Falso-Calcanhar-De-Cotia","false","Brazilian_Flora_Online_v.393.285"
"sp938","Portuguese","Cipó-Baga-De-Bico","false","Brazilian_Flora_Online_v.393.285"
"sp940","Portuguese","Mangue-De-Botão, Mangue-Negro, Amora-Do-Mar","false","Brazilian_Flora_Online_v.393.285"
"sp940","English","Buttonwood Shrub","false","IUCN_Red_List_v.2022-2"
"sp940","English","Silver-leaved Buttonwood","false","IUCN_Red_List_v.2022-2"
"sp944","Portuguese","Copaíba","false","Brazilian_Flora_Online_v.393.285"
"sp944","Portuguese","Podói","false","Brazilian_Flora_Online_v.393.285"
"sp946","Portuguese","Copaíba","false","Brazilian_Flora_Online_v.393.285"
"sp946","Portuguese","Pau-D'óleo","false","Brazilian_Flora_Online_v.393.285"
"sp946","English","Brazilian diesel tree","false","IUCN_Red_List_v.2022-2"
"sp946","Portuguese","capaíba","false","IUCN_Red_List_v.2022-2"
"sp947","Portuguese","Copaíba Vermelha","false","IUCN_Red_List_v.2022-2"
"sp948","Portuguese","Pau-Dói","false","Brazilian_Flora_Online_v.393.285"
"sp948","Portuguese","Podói","false","Brazilian_Flora_Online_v.393.285"
"sp952","Portuguese","Copaíba","false","Brazilian_Flora_Online_v.393.285"
"sp952","Portuguese","Copaíba-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp954","Portuguese","Carnaúba","false","Brazilian_Flora_Online_v.393.285"
"sp956","Portuguese","Baba-de-boi","false","IUCN_Red_List_v.2022-2"
"sp957","Portuguese","Freijó","false","Brazilian_Flora_Online_v.393.285"
"sp957","Portuguese","Freijó Preto","false","Brazilian_Flora_Online_v.393.285"
"sp957","Spanish; Castilian","Cap Prieto","false","IUCN_Red_List_v.2022-2"
"sp957","English","Manjack","false","IUCN_Red_List_v.2022-2"
"sp963","Portuguese","Cha De Bugre","false","Brazilian_Flora_Online_v.393.285"
"sp964","Portuguese","Grão De Galo","false","Brazilian_Flora_Online_v.393.285"
"sp968","Portuguese","Angeli","false","Brazilian_Flora_Online_v.393.285"
"sp968","Portuguese","Caraiba","false","Brazilian_Flora_Online_v.393.285"
"sp969","Portuguese","Baba-de-calzerro","false","IUCN_Red_List_v.2022-2"
"sp974","Portuguese","Buxuxi De Formiga","false","Brazilian_Flora_Online_v.393.285"
"sp974","Portuguese","Ovo De Galo","false","Brazilian_Flora_Online_v.393.285"
"sp974","Portuguese","Pau De Formiga","false","Brazilian_Flora_Online_v.393.285"
"sp976","Portuguese","Pau-branco","false","IUCN_Red_List_v.2022-2"
"sp979","Portuguese","Grão-De-Galo","false","Brazilian_Flora_Online_v.393.285"
"sp982","Portuguese","Freijó Branco","false","Brazilian_Flora_Online_v.393.285"
"sp991","Portuguese","louro-pardo","false","IUCN_Red_List_v.2022-2"
"sp997","Portuguese","Marmelada-De-Cachorro","false","Brazilian_Flora_Online_v.393.285"
"sp1001","Portuguese","Marmelada-De-Cachorro","false","Brazilian_Flora_Online_v.393.285"
"sp1004","Portuguese","Milho Torrado","false","Brazilian_Flora_Online_v.393.285"
"sp1005","Portuguese","Oiti-Mirim","false","Brazilian_Flora_Online_v.393.285"
"sp1006","Portuguese","Milho Torrado","false","Brazilian_Flora_Online_v.393.285"
"sp1008","Portuguese","Fruta Da Ema","false","Brazilian_Flora_Online_v.393.285"
"sp1008","Portuguese","Oiti, Utirana, Farinha Seca","false","Brazilian_Flora_Online_v.393.285"
"sp1008","Portuguese","Oiti Das Gerais","false","Brazilian_Flora_Online_v.393.285"
"sp1009","Portuguese","Goiti De Morcego","false","Brazilian_Flora_Online_v.393.285"
"sp1009","Portuguese","Oiti, Oiti Mirim, Oiticica","false","Brazilian_Flora_Online_v.393.285"
"sp1009","Portuguese","Bafo De Boi","false","Brazilian_Flora_Online_v.393.285"
"sp1009","Portuguese","Oiti Cega Machado","false","Brazilian_Flora_Online_v.393.285"
"sp1010","Portuguese","Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1010","Portuguese","Oiticoranga","false","Brazilian_Flora_Online_v.393.285"
"sp1012","Portuguese","Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1013","Portuguese","Fruta-de-curuja","false","IUCN_Red_List_v.2022-2"
"sp1014","Portuguese","Milho Torrado Folha Lisa, Milho Torrado Amarelo, O","false","Brazilian_Flora_Online_v.393.285"
"sp1014","Portuguese","Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1015","Portuguese","Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1015","Portuguese","Oiti Da Areia, Oiti Nativo, Fruto De Coruja","false","Brazilian_Flora_Online_v.393.285"
"sp1015","Portuguese","Fruto de Coruja","false","IUCN_Red_List_v.2022-2"
"sp1015","Portuguese","Oiti da Areia","false","IUCN_Red_List_v.2022-2"
"sp1015","Portuguese","Oiti Nativo","false","IUCN_Red_List_v.2022-2"
"sp1016","Portuguese","Milho Cozido","false","Brazilian_Flora_Online_v.393.285"
"sp1017","Portuguese","Oiti De Morcego","false","Brazilian_Flora_Online_v.393.285"
"sp1018","Portuguese","Mari Bravo, Pajura Da Mata, Pajura","false","Brazilian_Flora_Online_v.393.285"
"sp1018","Portuguese","Pajura","false","IUCN_Red_List_v.2022-2"
"sp1018","Portuguese","Pajura da mata","false","IUCN_Red_List_v.2022-2"
"sp1018","Portuguese","Mari bravo","false","IUCN_Red_List_v.2022-2"
"sp1019","Portuguese","Oiti-Coro, Oiti-Verdadeiro","false","Brazilian_Flora_Online_v.393.285"
"sp1019","Portuguese","Goiti Da Mata","false","Brazilian_Flora_Online_v.393.285"
"sp1019","Portuguese","Oiticeira De Pernambuco","false","Brazilian_Flora_Online_v.393.285"
"sp1019","Portuguese","Oiti-verdadeiro","false","IUCN_Red_List_v.2022-2"
"sp1019","Portuguese","Oiti-coro","false","IUCN_Red_List_v.2022-2"
"sp1020","Portuguese","Oiti Boi, Milho Torrado Da Folha Larga","false","Brazilian_Flora_Online_v.393.285"
"sp1020","Portuguese","Oiti Da Praia","false","Brazilian_Flora_Online_v.393.285"
"sp1020","Portuguese","Oiti-boi","false","IUCN_Red_List_v.2022-2"
"sp1021","Portuguese","Pateiro, Acici (Assissi), Marmelada, Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1021","Portuguese","Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1021","Portuguese","Uiti","false","Brazilian_Flora_Online_v.393.285"
"sp1022","Portuguese","Milho Cozido","false","Brazilian_Flora_Online_v.393.285"
"sp1023","Portuguese","Sorva","false","Brazilian_Flora_Online_v.393.285"
"sp1024","Portuguese","Mucugê","false","Brazilian_Flora_Online_v.393.285"
"sp1025","Portuguese","Sorva","false","Brazilian_Flora_Online_v.393.285"
"sp1025","Portuguese","Sorvarana","false","Brazilian_Flora_Online_v.393.285"
"sp1026","Portuguese","Embirema","false","Brazilian_Flora_Online_v.393.285"
"sp1028","Portuguese","Tauari","false","Brazilian_Flora_Online_v.393.285"
"sp1028","English","Fine-leaf Wadara","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Amarillón","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Burillón","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Cachimbo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Cachimbo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Cachimbo Caspi","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Cachimbo hediondo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Cachimbo hediondo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Campano","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Campano blanco","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Caobilla","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Capa De Tabaco","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Coco Cabuyo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Copo hediondo","false","IUCN_Red_List_v.2022-2"
"sp1028","Spanish; Castilian","Copo hediondo","false","IUCN_Red_List_v.2022-2"
"sp1029","Portuguese","Embirama","false","Brazilian_Flora_Online_v.393.285"
"sp1029","Portuguese","Tauari","false","Brazilian_Flora_Online_v.393.285"
"sp1029","Portuguese","Toari","false","Brazilian_Flora_Online_v.393.285"
"sp1031","Portuguese","Castanha De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp1031","Portuguese","Coité De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp1031","Portuguese","Cuiarana","false","Brazilian_Flora_Online_v.393.285"
"sp1031","Portuguese","Cuieira Da Mata","false","Brazilian_Flora_Online_v.393.285"
"sp1031","Portuguese","Bola De Canhão","false","Brazilian_Flora_Online_v.393.285"
"sp1031","English","Cannonball Tree","false","IUCN_Red_List_v.2022-2"
"sp1031","Spanish; Castilian","Arbol Santo","false","IUCN_Red_List_v.2022-2"
"sp1031","Spanish; Castilian","Bala De Cañón","false","IUCN_Red_List_v.2022-2"
"sp1031","French","Calabasse Colin","false","IUCN_Red_List_v.2022-2"
"sp1031","Portuguese","Castanha De Macaca","false","IUCN_Red_List_v.2022-2"
"sp1031","Portuguese","Coco De Mono","false","IUCN_Red_List_v.2022-2"
"sp1031","Spanish; Castilian","Granadillo","false","IUCN_Red_List_v.2022-2"
"sp1031","Spanish; Castilian","Mamey Hediondo","false","IUCN_Red_List_v.2022-2"
"sp1036","Portuguese","Cipoeiro","false","IUCN_Red_List_v.2022-2"
"sp1037","Portuguese","Caimbé","false","IUCN_Red_List_v.2022-2"
"sp1038","Portuguese","Mata-Pau","false","Brazilian_Flora_Online_v.393.285"
"sp1061","Portuguese","Rubi-laranja","false","IUCN_Red_List_v.2022-2"
"sp1064","Portuguese","Capança Vermelha","false","Brazilian_Flora_Online_v.393.285"
"sp1064","Portuguese","Capirona","false","Brazilian_Flora_Online_v.393.285"
"sp1065","Portuguese","Capança","false","Brazilian_Flora_Online_v.393.285"
"sp1065","Portuguese","Fruto De Macaco","false","Brazilian_Flora_Online_v.393.285"
"sp1065","Portuguese","Catauré","false","Brazilian_Flora_Online_v.393.285"
"sp1065","Portuguese","Trapiá","false","Brazilian_Flora_Online_v.393.285"
"sp1066","Portuguese","Cipó-De-Manacá","false","Brazilian_Flora_Online_v.393.285"
"sp1066","Portuguese","Cipó-Malumbe","false","Brazilian_Flora_Online_v.393.285"
"sp1066","Portuguese","Fava-De-Papagaio","false","Brazilian_Flora_Online_v.393.285"
"sp1066","Portuguese","Mucunã-De-Prata","false","Brazilian_Flora_Online_v.393.285"
"sp1067","Portuguese","Camaratuba","false","Brazilian_Flora_Online_v.393.285"
"sp1067","Portuguese","Feijão-Camaratu","false","Brazilian_Flora_Online_v.393.285"
"sp1069","Portuguese","Cinzeiro-pataguá","false","IUCN_Red_List_v.2022-2"
"sp1074","Portuguese","Canela-De-Urubu","false","Brazilian_Flora_Online_v.393.285"
"sp1074","Portuguese","Velame-Bravo","false","Brazilian_Flora_Online_v.393.285"
"sp1075","Portuguese","Sangra D'agua","false","IUCN_Red_List_v.2022-2"
"sp1075","Portuguese","Licurana","false","IUCN_Red_List_v.2022-2"
"sp1077","Portuguese","Casatinga-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp1077","Portuguese","Cassetinga","false","Brazilian_Flora_Online_v.393.285"
"sp1077","Portuguese","Sacatinga","false","Brazilian_Flora_Online_v.393.285"
"sp1078","Portuguese","Marmeleiro","false","Brazilian_Flora_Online_v.393.285"
"sp1078","Portuguese","Marmeleiro-Da-Caatinga","false","Brazilian_Flora_Online_v.393.285"
"sp1081","Portuguese","Marmeleiro","false","Brazilian_Flora_Online_v.393.285"
"sp1081","Portuguese","Necorana","false","Brazilian_Flora_Online_v.393.285"
"sp1081","Portuguese","Pau-De-Sangue","false","Brazilian_Flora_Online_v.393.285"
"sp1086","Portuguese","Capinxingui","false","IUCN_Red_List_v.2022-2"
"sp1089","Portuguese","Alecrim-De-Cabocla","false","Brazilian_Flora_Online_v.393.285"
"sp1089","Portuguese","Canelinha","false","Brazilian_Flora_Online_v.393.285"
"sp1090","Portuguese","Velame","false","Brazilian_Flora_Online_v.393.285"
"sp1091","Portuguese","Marmeleiro do Brejo","false","IUCN_Red_List_v.2022-2"
"sp1093","Portuguese","Marmeleiro-Do-Brejo","false","Brazilian_Flora_Online_v.393.285"
"sp1093","Portuguese","Velame-De-Nódea","false","Brazilian_Flora_Online_v.393.285"
"sp1097","Portuguese","Pau-Sangue","false","Brazilian_Flora_Online_v.393.285"
"sp1098","Portuguese","'Maravuvuia'","false","Brazilian_Flora_Online_v.393.285"
"sp1098","Portuguese","'Sangra-D'água'","false","Brazilian_Flora_Online_v.393.285"
"sp1101","Portuguese","Marmeleiro-Preto","false","Brazilian_Flora_Online_v.393.285"
"sp1101","Portuguese","Velame","false","Brazilian_Flora_Online_v.393.285"
"sp1104","Portuguese","'Balsa-Rana'","false","Brazilian_Flora_Online_v.393.285"
"sp1104","Portuguese","'Marmeleiro'","false","Brazilian_Flora_Online_v.393.285"
"sp1105","Portuguese","Caixeta","false","Brazilian_Flora_Online_v.393.285"
"sp1109","Portuguese","Velame","false","Brazilian_Flora_Online_v.393.285"
"sp1109","Portuguese","Velaminho","false","Brazilian_Flora_Online_v.393.285"
"sp1112","Portuguese","Cambraia","false","Brazilian_Flora_Online_v.393.285"
"sp1112","Portuguese","Sangue-De-Drago","false","Brazilian_Flora_Online_v.393.285"
"sp1117","Portuguese","Catinga-De-Bode","false","Brazilian_Flora_Online_v.393.285"
"sp1117","Portuguese","Velaminho-Da-Serra","false","Brazilian_Flora_Online_v.393.285"
"sp1118","Portuguese","Embira","false","Brazilian_Flora_Online_v.393.285"
"sp1118","Portuguese","Taipoca","false","Brazilian_Flora_Online_v.393.285"
"sp1119","Portuguese","Casatinga-Preta","false","Brazilian_Flora_Online_v.393.285"
"sp1119","Portuguese","Catinga-Preta","false","Brazilian_Flora_Online_v.393.285"
"sp1119","Portuguese","Folha De Prata","false","Brazilian_Flora_Online_v.393.285"
"sp1120","Portuguese","Marmeleiro Branco","false","Brazilian_Flora_Online_v.393.285"
"sp1120","Portuguese","Velame","false","Brazilian_Flora_Online_v.393.285"
"sp1121","Portuguese","Pau-De-Sangue","false","Brazilian_Flora_Online_v.393.285"
"sp1121","Portuguese","Sangra-D’água","false","Brazilian_Flora_Online_v.393.285"
"sp1121","Portuguese","Urucurana","false","Brazilian_Flora_Online_v.393.285"
"sp1122","Portuguese","Sangue-de-boi","false","IUCN_Red_List_v.2022-2"
"sp1125","Portuguese","Canela-Areia","false","Brazilian_Flora_Online_v.393.285"
"sp1125","Portuguese","Canela-Fogo","false","Brazilian_Flora_Online_v.393.285"
"sp1126","Portuguese","Canela-De-Jacu","false","Brazilian_Flora_Online_v.393.285"
"sp1127","Portuguese","Canela-Abacate","false","Brazilian_Flora_Online_v.393.285"
"sp1127","Portuguese","Canela-Do-Brejo","false","Brazilian_Flora_Online_v.393.285"
"sp1128","Portuguese","Caiaxio","false","Brazilian_Flora_Online_v.393.285"
"sp1129","Portuguese","Canela-Inhotinga","false","Brazilian_Flora_Online_v.393.285"
"sp1129","Portuguese","Noz-Moscada-Do-Brasil","false","Brazilian_Flora_Online_v.393.285"
"sp1130","Portuguese","Canela-Batalha","false","Brazilian_Flora_Online_v.393.285"
"sp1130","Portuguese","Goiaba-De-Mico","false","Brazilian_Flora_Online_v.393.285"
"sp1131","Portuguese","Canela-Batalha","false","Brazilian_Flora_Online_v.393.285"
"sp1131","Portuguese","Louro-Precioso","false","Brazilian_Flora_Online_v.393.285"
"sp1132","Portuguese","Canela-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp1132","Portuguese","Canela-Murici","false","Brazilian_Flora_Online_v.393.285"
"sp1132","Portuguese","Canela-noz-moscada","false","IUCN_Red_List_v.2022-2"
"sp1132","Portuguese","Nosca-moscada-do-brasil","false","IUCN_Red_List_v.2022-2"
"sp1132","Portuguese","Nox-moscado-do-brasil","false","IUCN_Red_List_v.2022-2"
"sp1132","Portuguese","Noz-moscada","false","IUCN_Red_List_v.2022-2"
"sp1132","Portuguese","Noz-moscadado-brasil","false","IUCN_Red_List_v.2022-2"
"sp1133","Portuguese","Anhuvinha-Branca","false","Brazilian_Flora_Online_v.393.285"
"sp1133","Portuguese","Canela-Oiti","false","Brazilian_Flora_Online_v.393.285"
"sp1134","Portuguese","Canela-Pião","false","Brazilian_Flora_Online_v.393.285"
"sp1135","Portuguese","Canela","false","Brazilian_Flora_Online_v.393.285"
"sp1143","Portuguese","Camboatá","false","Brazilian_Flora_Online_v.393.285"
"sp1148","Portuguese","Camboatá-Vermelho","false","Brazilian_Flora_Online_v.393.285"
"sp1149","Portuguese","Camboatá","false","Brazilian_Flora_Online_v.393.285"
"sp1149","Portuguese","Camboatá-De-Folha-Larga","false","Brazilian_Flora_Online_v.393.285"
"sp1152","Portuguese","Cambatam-preta","false","IUCN_Red_List_v.2022-2"
"sp1158","Portuguese","Pitombarana","false","Brazilian_Flora_Online_v.393.285"
"sp1158","Portuguese","Cajuzinho","false","Brazilian_Flora_Online_v.393.285"
"sp1159","Portuguese","Camboatá","false","Brazilian_Flora_Online_v.393.285"
"sp1159","Portuguese","Camboatá-De-Folha-Miúda","false","Brazilian_Flora_Online_v.393.285"
"sp1160","Portuguese","Arco-De-Barril","false","Brazilian_Flora_Online_v.393.285"
"sp1160","Portuguese","Rabo-De-Bugio","false","Brazilian_Flora_Online_v.393.285"
"sp1161","Portuguese","Camboatá","false","Brazilian_Flora_Online_v.393.285"
"sp1161","Portuguese","Pau-D'arco-Da-Folha-Dura","false","Brazilian_Flora_Online_v.393.285"
"sp1161","Portuguese","Cuvantã","false","IUCN_Red_List_v.2022-2"
"sp1161","Portuguese","Pau-d'arco-branco","false","IUCN_Red_List_v.2022-2"
"sp1161","Portuguese","Serrinha","false","IUCN_Red_List_v.2022-2"
"sp1162","South American Indian (Other)","Chaaco","false","IUCN_Red_List_v.2022-2"
"sp1162","Spanish; Castilian","Chaparro","false","IUCN_Red_List_v.2022-2"
"sp1162","Portuguese","Lixeira","false","IUCN_Red_List_v.2022-2"
"sp1162","English","Sandpaper Tree","false","IUCN_Red_List_v.2022-2"
"sp1163","Portuguese","Guamirim","false","Brazilian_Flora_Online_v.393.285"
"sp1163","Portuguese","Cambuí","false","Brazilian_Flora_Online_v.393.285"
"sp1163","Portuguese","Mureira","false","Brazilian_Flora_Online_v.393.285"
"sp1163","Portuguese","Murta","false","Brazilian_Flora_Online_v.393.285"
"sp1163","Portuguese","Bosta-De-Galinha","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Caroba-De-Flor-Verde","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Caroba-Do-Campo","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Carobinha Verde","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Cinco Chagas","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Espeguilla","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Fava-De-Aranha","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Ipê-De-Flor-Verde","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Ipê-Mandioca","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Ipê-Mirim","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Ipê Pardo","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Ipê-Verde","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Llangua","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Llangua Colorado","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Orcco-Huoranhuay","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Portuguese","Pau-De-Mulato","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Taiiy Hoby","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Yangua","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Yangua Caspi","false","Brazilian_Flora_Online_v.393.285"
"sp1202","Spanish; Castilian","Yangua Tinctoria","false","Brazilian_Flora_Online_v.393.285"
"sp1202","South American Indian (Other)","Tajibillo","false","IUCN_Red_List_v.2022-2"
"sp1203","Portuguese","Louveira","false","Brazilian_Flora_Online_v.393.285"
"sp1203","Portuguese","Cabruitinga","false","Brazilian_Flora_Online_v.393.285"
"sp1203","Portuguese","Mucitaíba","false","Brazilian_Flora_Online_v.393.285"
