"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName"
"","","","sp1169","Cyathea oligocarpa Kunze","Kunze","Cyathea oligocarpa"
"","","","sp1169","Cyathea hirtula Mart.","Mart.","Cyathea hirtula"
"","","","sp1169","Cyathea schanschin Mart.","Mart.","Cyathea schanschin"
"","","","sp1169","Cyathea abruptecaudata Fée","Fée","Cyathea abruptecaudata"
"","","","sp1169","Cyathea feei Fée","Fée","Cyathea feei"
"","","","sp1169","Cyathea sphaerocarpa Fée","Fée","Cyathea sphaerocarpa"
"","","","sp1169","Cyathea copelandii Kuhn & Luerss.","Kuhn & Luerss.","Cyathea copelandii"
"","","","sp1169","Cyathea bahiensis Rosenst.","Rosenst.","Cyathea bahiensis"
"","","","sp1169","Cyathea micromera Rosenst.","Rosenst.","Cyathea micromera"
"","","","sp1169","Cyathea trindadensis Brade","Brade","Cyathea trindadensis"
"","","","sp1170","Alsophila dichromatolepis Fée","Fée","Alsophila dichromatolepis"
"","","","sp1170","Alsophila aperta Fée","Fée","Alsophila aperta"
"","","","sp1170","Cyathea aperta (Fée) Domin","(Fée) Domin","Cyathea aperta"
"","","","sp1170","Alsophila arbuscula Baker","Baker","Alsophila arbuscula"
"","","","sp1170","Cyathea arbuscula (Baker) Domin","(Baker) Domin","Cyathea arbuscula"
"","","","sp1170","Trichipteris arbuscula (Baker) Tryon","(Baker) Tryon","Trichipteris arbuscula"
"","","","sp1170","Alsophila ceropteris Fée","Fée","Alsophila ceropteris"
"","","","sp1170","Alsophila guimariensis Fée","Fée","Alsophila guimariensis"
"","","","sp1170","Cyathea guimariensis (Fée) Domin","(Fée) Domin","Cyathea guimariensis"
"","","","sp1170","Alsophila pallida Rosenst.","Rosenst.","Alsophila pallida"
"","","","sp1170","Cyathea pallida (Rosenst.) Domin","(Rosenst.) Domin","Cyathea pallida"
"","","","sp1170","Cyathea mesocarpa Domin","Domin","Cyathea mesocarpa"
"","","","sp1170","Alsophila mesocarpa (Domin) C.Chr.","(Domin) C.Chr.","Alsophila mesocarpa"
"","","","sp1172","Alsophila glaziovii Fée","Fée","Alsophila glaziovii"
"","","","sp1172","Trichipteris glaziovii (Fée) Tryon","(Fée) Tryon","Trichipteris glaziovii"
"","","","sp1173","Alsophila hirsuta (C.Presl) Kunze","(C.Presl) Kunze","Alsophila hirsuta"
"","","","sp1173","Trichipteris hirsuta (C.Presl) Tryon","(C.Presl) Tryon","Trichipteris hirsuta"
"","","","sp1173","Alsophila hirta Kaulf.","Kaulf.","Alsophila hirta"
"","","","sp1174","Alsophila lasiosora Kuhn","Kuhn","Alsophila lasiosora"
"","","","sp1175","Cyathea axillaris (Fée) Lellinger","(Fée) Lellinger","Cyathea axillaris"
"","","","sp1175","Alsophila leucolepis Mart.","Mart.","Alsophila leucolepis"
"","","","sp1175","Trichipteris leucolepis (Mart.) Tryon","(Mart.) Tryon","Trichipteris leucolepis"
"","","","sp1175","Alsophila axillaris (Raddi) Moore","(Raddi) Moore","Alsophila axillaris"
"","","","sp1175","Alsophila glumacea Fée","Fée","Alsophila glumacea"
"","","","sp1175","Alsophila nigrescens Fée","Fée","Alsophila nigrescens"
"","","","sp1175","Alsophila pectinata Fée","Fée","Alsophila pectinata"
"","","","sp1175","Cyathea albidopaleata Copel.","Copel.","Cyathea albidopaleata"
"","","","sp1175","Alsophila albidopaleata (Copel.) C.Chr.","(Copel.) C.Chr.","Alsophila albidopaleata"
"","","","sp1175","Trichipteris albidopaleata (Copel.) Tryon","(Copel.) Tryon","Trichipteris albidopaleata"
"","","","sp1175","Polypodium axillare Raddi","Raddi","Polypodium axillare"
"","","","sp1175","Phegopteris axillaris Fée","Fée","Phegopteris axillaris"
"","","","sp1177","Alsophila microdonta (Desv.) Desv.","(Desv.) Desv.","Alsophila microdonta"
"","","","sp1177","Trichipteris microdonta (Desv.) Tryon","(Desv.) Tryon","Trichipteris microdonta"
"","","","sp1177","Alsophila aculeata (Raddi) J.Sm.","(Raddi) J.Sm.","Alsophila aculeata"
"","","","sp1177","Alsophila armata Mart.","Mart.","Alsophila armata"
"","","","sp1177","Alsophila ferox C.Presl","C.Presl","Alsophila ferox"
"","","","sp1177","Polypodium aculeatum Raddi","Raddi","Polypodium aculeatum"
"","","","sp1177","Polypodium microdonton Desv.","Desv.","Polypodium microdonton"
"","","","sp1178","Alsophila phalerata (Mart.) Mart.","(Mart.) Mart.","Alsophila phalerata"
"","","","sp1178","Trichipteris phalerata (Mart.) Barrington","(Mart.) Barrington","Trichipteris phalerata"
"var.","(Rosenst.) Barrington","iheringii","sp1178","Trichipteris phalerata var. iheringii (Rosenst.) Barrington","","Trichipteris phalerata"
"","","","sp1178","Alsophila paleolata Mart.","Mart.","Alsophila paleolata"
"","","","sp1178","Cyathea paleolata (Mart.) Copel.","(Mart.) Copel.","Cyathea paleolata"
"var.","Hook.","nigrescens","sp1178","Alsophila paleolata var. nigrescens Hook.","","Alsophila paleolata"
"","","","sp1178","Alsophila gardneri Hook.","Hook.","Alsophila gardneri"
"","","","sp1178","Trichipteris gardneri (Hook.) Tryon","(Hook.) Tryon","Trichipteris gardneri"
"","","","sp1178","Alsophila blanchetiana C.Presl","C.Presl","Alsophila blanchetiana"
"","","","sp1178","Cyathea blanchetiana C.Presl","C.Presl","Cyathea blanchetiana"
"","","","sp1178","Alsophila blancheti Trevis.","Trevis.","Alsophila blancheti"
"","","","sp1178","Alsophila contracta Fée","Fée","Alsophila contracta"
"","","","sp1178","Cyathea contracta (Fée) Domin","(Fée) Domin","Cyathea contracta"
"","","","sp1178","Alsophila eriocarpa Fée","Fée","Alsophila eriocarpa"
"","","","sp1178","Alsophila ludoviciana Fée","Fée","Alsophila ludoviciana"
"","","","sp1178","Alsophila scrobiculata Fée","Fée","Alsophila scrobiculata"
"","","","sp1178","Alsophila unguis-cati Fée","Fée","Alsophila unguis-cati"
"","","","sp1178","Alsophila goyazensis Christ","Christ","Alsophila goyazensis"
"","","","sp1178","Alsophila paulistana Rosenst.","Rosenst.","Alsophila paulistana"
"","","","sp1178","Cyathea paulistana (Rosenst.) Domin","(Rosenst.) Domin","Cyathea paulistana"
"","","","sp1178","Alsophila iheringii Rosenst.","Rosenst.","Alsophila iheringii"
"","","","sp1178","Cyathea iheringii (Rosenst.) Domin","(Rosenst.) Domin","Cyathea iheringii"
"","","","sp1178","Alsophila guinleorum Brade & Rosenst.","Brade & Rosenst.","Alsophila guinleorum"
"","","","sp1178","Alsophila roquettei Brade & Rosenst.","Brade & Rosenst.","Alsophila roquettei"
"","","","sp1178","Cyathea mexiae Copel.","Copel.","Cyathea mexiae"
"","","","sp1178","Alsophila mexiae (Copel.) C.Chr.","(Copel.) C.Chr.","Alsophila mexiae"
"","","","sp1178","Trichipteris mexiae (Copel.) Tryon","(Copel.) Tryon","Trichipteris mexiae"
"","","","sp1178","Alsophila portoana Brade","Brade","Alsophila portoana"
"","","","sp1178","Trichipteris portoana (Brade) Tryon","(Brade) Tryon","Trichipteris portoana"
"","","","sp1178","Alsophila pabstii Brade","Brade","Alsophila pabstii"
"","","","sp1178","Alsophila reitzii Sehnem","Sehnem","Alsophila reitzii"
"","","","sp1179","Alsophila poeppigii Hook.","Hook.","Alsophila poeppigii"
"","","","sp1179","Alsophila elongata Hook.","Hook.","Alsophila elongata"
"","","","sp1179","Alsophila tumacensis J.Sm.","J.Sm.","Alsophila tumacensis"
"","","","sp1179","Alsophila sprucei Hook.","Hook.","Alsophila sprucei"
"","","","sp1179","Cyathea oreites Domin","Domin","Cyathea oreites"
"","","","sp1179","Alsophila impressa Fée","Fée","Alsophila impressa"
"","","","sp1179","Cyathea impressa (Fée) Domin","(Fée) Domin","Cyathea impressa"
"","","","sp1179","Alsophila tijucensis (Fée) Domin","(Fée) Domin","Alsophila tijucensis"
"","","","sp1179","Cyathea tijucensis (Fée) Domin","(Fée) Domin","Cyathea tijucensis"
"","","","sp1179","Alsophila bakeri Sodiro","Sodiro","Alsophila bakeri"
"","","","sp1179","Alsophila quitensis C.Chr.","C.Chr.","Alsophila quitensis"
"","","","sp1179","Cyathea quitensis (C.Chr.) Domin","(C.Chr.) Domin","Cyathea quitensis"
"","","","sp1179","Alsophila coriacea Rosenst.","Rosenst.","Alsophila coriacea"
"","","","sp1179","Cyathea coriacea (Rosenst.) Domin","(Rosenst.) Domin","Cyathea coriacea"
"","","","sp1180","Alsophila praecincta Kunze","Kunze","Alsophila praecincta"
"","","","sp1181","Alsophila pungens (Willd.) C.Presl","(Willd.) C.Presl","Alsophila pungens"
"","","","sp1181","Trichipteris pungens (Willd.) Tryon","(Willd.) Tryon","Trichipteris pungens"
"","","","sp1181","Trichipteris procera (Willd.) Tryon","(Willd.) Tryon","Trichipteris procera"
"","","","sp1181","Alsophila procera (Willd.) Desv.","(Willd.) Desv.","Alsophila procera"
"","","","sp1181","Alsophila infesta Kunze","Kunze","Alsophila infesta"
"","","","sp1181","Cyathea infesta (Kunze) Domin","(Kunze) Domin","Cyathea infesta"
"","","","sp1181","Trichipteris infesta (Kunze) Tryon","(Kunze) Tryon","Trichipteris infesta"
"","","","sp1181","Alsophila subaculeata Splitg.","Splitg.","Alsophila subaculeata"
"","","","sp1181","Alsophila oblonga Klotzsch","Klotzsch","Alsophila oblonga"
"","","","sp1181","Cyathea oblonga (Klotzsch) Domin","(Klotzsch) Domin","Cyathea oblonga"
"","","","sp1181","Trichipteris oblonga (Klotzsch) Tryon","(Klotzsch) Tryon","Trichipteris oblonga"
"","","","sp1181","Alsophila platyphylla C.Presl","C.Presl","Alsophila platyphylla"
"","","","sp1181","Alsophila obtusa Klotzsch","Klotzsch","Alsophila obtusa"
"","","","sp1181","Trichipteris obtusa (Klotzsch) Tryon","(Klotzsch) Tryon","Trichipteris obtusa"
"","","","sp1181","Alsophila pterorachis Baker","Baker","Alsophila pterorachis"
"","","","sp1181","Cyathea pterorachis (Baker) Domin","(Baker) Domin","Cyathea pterorachis"
"","","","sp1181","Alsophila eatoni Jenman","Jenman","Alsophila eatoni"
"","","","sp1181","Cyathea eatoni (Jenman) Domin","(Jenman) Domin","Cyathea eatoni"
"","","","sp1181","Trichipteris eatoni (Jenman) Tryon","(Jenman) Tryon","Trichipteris eatoni"
"","","","sp1181","Alsophila pastazensis Hieron.","Hieron.","Alsophila pastazensis"
"","","","sp1181","Cyathea pastazensis (Hieron.) Domin","(Hieron.) Domin","Cyathea pastazensis"
"","","","sp1181","Trichipteris pastazensis (Hieron.) Tryon","(Hieron.) Tryon","Trichipteris pastazensis"
"","","","sp1181","Alsophila gleasoni Maxon","Maxon","Alsophila gleasoni"
"","","","sp1181","Cyathea gleasoni (Maxon) Domin","(Maxon) Domin","Cyathea gleasoni"
"","","","sp1181","Alsophila bulligera Rosenst.","Rosenst.","Alsophila bulligera"
"","","","sp1181","Cyathea bulligera (Rosenst.) Domin","(Rosenst.) Domin","Cyathea bulligera"
"","","","sp1181","Trichipteris bulligera (Rosenst.) Tryon","(Rosenst.) Tryon","Trichipteris bulligera"
"","","","sp1181","Cyathea obtusata Domin","Domin","Cyathea obtusata"
"","","","sp1181","Cyathea klotzschiana Domin","Domin","Cyathea klotzschiana"
"","","","sp1181","Cyathea willdenowiana Domin","Domin","Cyathea willdenowiana"
"","","","sp1181","Polypodium procerum Willd.","Willd.","Polypodium procerum"
"","","","sp1181","Polypodium pungens Willd.","Willd.","Polypodium pungens"
"","","","sp1182","Alsophila rufa Fée","Fée","Alsophila rufa"
"","","","sp1182","Trichipteris rufa (Fée) Tryon","(Fée) Tryon","Trichipteris rufa"
"","","","sp1183","Alsophila villosa ( Willd.) Desv.","( Willd.) Desv.","Alsophila villosa"
"","","","sp1183","Trichipteris villosa (Willd.) Tryon","(Willd.) Tryon","Trichipteris villosa"
"","","","sp1183","Alsophila humboldtii (Kaulf.) Kunze","(Kaulf.) Kunze","Alsophila humboldtii"
"","","","sp1183","Alsophila rigidula Mart.","Mart.","Alsophila rigidula"
"","","","sp1183","Alsophila vernicosa Kuhn","Kuhn","Alsophila vernicosa"
"","","","sp1183","Trichipteris vernicosa (Kuhn) Tryon","(Kuhn) Tryon","Trichipteris vernicosa"
"","","","sp1183","Alsophila cipoënsis Sehnem","Sehnem","Alsophila cipoënsis"
"","","","sp1184","Conomorpha utiarityi Hoehne","Hoehne","Conomorpha utiarityi"
"","","","sp1184","Conomorpha macrophylla Martius","Martius","Conomorpha macrophylla"
"","","","sp1184","Conomorpha ampla Mez","Mez","Conomorpha ampla"
"","","","sp1185","Weigeltia nitida Mez","Mez","Weigeltia nitida"
"var.","Mez","brasiliensis","sp1186","Conomorpha peruviana var. brasiliensis Mez","","Conomorpha peruviana"
"","","","sp1190","Weigeltia detergens (Mart.) Mart.","(Mart.) Mart.","Weigeltia detergens"
"","","","sp1192","Weigeltia gardneri A.DC.","A.DC.","Weigeltia gardneri"
"","","","sp1194","Conomorpha heterantha Benth. ex Miq.","Benth. ex Miq.","Conomorpha heterantha"
"","","","sp1194","Conomorpha guyanensis A.DC.","A.DC.","Conomorpha guyanensis"
"","","","sp1196","Conomorpha oblongifolia A.DC.","A.DC.","Conomorpha oblongifolia"
"","","","sp1197","Conomorpha peruviana A.DC.","A.DC.","Conomorpha peruviana"
"","","","sp1198","Weigeltia potiaei Mez","Mez","Weigeltia potiaei"
"","","","sp1200","Cybianthus egensis Mez","Mez","Cybianthus egensis"
"","","","sp1201","Cybianthus angustifolius NA","","Cybianthus angustifolius"
"","","","sp1202","Bignonia antisyphilitica Mart.","Mart.","Bignonia antisyphilitica"
"","","","sp1202","Bignonia quinquefolia Vell.","Vell.","Bignonia quinquefolia"
"","","","sp1202","Bignonia rivularis DC.","DC.","Bignonia rivularis"
"","","","sp1202","Bignonia viridiflora Lodd.","Lodd.","Bignonia viridiflora"
"","","","sp1202","Phryganocydia antisyphilitica Mart. ex DC.","Mart. ex DC.","Phryganocydia antisyphilitica"
"var.","Bureau & K.Schum.","coriacea","sp1202","Cybistax antisyphilitica var. coriacea Bureau & K.Schum.","","Cybistax antisyphilitica"
"var.","Bureau & K.Schum.","subtomentosa","sp1202","Cybistax antisyphilitica var. subtomentosa Bureau & K.Schum.","","Cybistax antisyphilitica"
"var.","Bureau & K.Schum.","trochocalyx","sp1202","Cybistax antisyphilitica var. trochocalyx Bureau & K.Schum.","","Cybistax antisyphilitica"
"","","","sp1202","Cybistax coriacea Corr.Mello ex Stellfeld","Corr.Mello ex Stellfeld","Cybistax coriacea"
"var.","Corr. Méllo","barbatula","sp1202","Cybistax coriacea var. barbatula Corr. Méllo","","Cybistax coriacea"
"var.","Corr. Méllo ex Stellfeld","septenfoliata","sp1202","Cybistax coriacea var. septenfoliata Corr. Méllo ex Stellfeld","","Cybistax coriacea"
"","","","sp1202","Cybistax intermedia Corr. Méllo","Corr. Méllo","Cybistax intermedia"
"","","","sp1202","Cybistax quinquefolia (Vell.) J.F.Macbr.","(Vell.) J.F.Macbr.","Cybistax quinquefolia"
"","","","sp1202","Cybistax sprucei K.Schum.","K.Schum.","Cybistax sprucei"
"","","","sp1202","Cybistax subtomentosa K.Schum.","K.Schum.","Cybistax subtomentosa"
"","","","sp1202","Cybistax tinctoria (Spruce) Tittel","(Spruce) Tittel","Cybistax tinctoria"
"","","","sp1202","Yangua tinctoria Spruce","Spruce","Yangua tinctoria"
"","","","sp1203","Cyclolobium blanchetianum Tul.","Tul.","Cyclolobium blanchetianum"
"","","","sp1203","Cyclolobium claussenii Benth.","Benth.","Cyclolobium claussenii"
"","","","sp1203","Cyclolobium nutans Rizzini & Heringer","Rizzini & Heringer","Cyclolobium nutans"
"","","","sp1203","Cyclolobium vecchii A.J.Sampaio","A.J.Sampaio","Cyclolobium vecchii"
"","","","sp1204","Uvaria brasiliensis Vell.","Vell.","Uvaria brasiliensis"
"","","","sp1204","Uva brasiliensis (Vell.) Kuntze","(Vell.) Kuntze","Uva brasiliensis"
"","","","sp1204","Cymbopetalum odoratissimum Barb.Rodr.","Barb.Rodr.","Cymbopetalum odoratissimum"
"","","","sp1205","Capparis flexuosa (L.) L.","(L.) L.","Capparis flexuosa"
"","","","sp1205","Capparis amazonica Iltis","Iltis","Capparis amazonica"
"","","","sp1205","Morisonia flexuosa L.","L.","Morisonia flexuosa"
"","","","sp1205","Capparis pluvialis Mart.","Mart.","Capparis pluvialis"
"","","","sp1205","Capparis laevigata Mart.","Mart.","Capparis laevigata"
"","","","sp1205","Capparis blanchetii Briq.","Briq.","Capparis blanchetii"
"","","","sp1205","Capparis laetevirens Mart.","Mart.","Capparis laetevirens"
"","","","sp1205","Capparis eustachiana Jacq.","Jacq.","Capparis eustachiana"
"","","","sp1205","Capparis sinclairii Benth.","Benth.","Capparis sinclairii"
"","","","sp1205","Capparis brevisiliqua DC.","DC.","Capparis brevisiliqua"
"","","","sp1206","Capparis coccolobifolia Mart.","Mart.","Capparis coccolobifolia"
"","","","sp1206","Capparis hastata Jacq.","Jacq.","Capparis hastata"
"","","","sp1206","Capparis cynophallophora L.","L.","Capparis cynophallophora"
"var.","Rizzini","praemorsa","sp1206","Capparis cynophallophora var. praemorsa Rizzini","","Capparis cynophallophora"
"fo.","L.","laetevirens","sp1206","Capparis cynophallophora fo. laetevirens L.","","Capparis cynophallophora"
"var.","Rizzini","puberula","sp1207","Capparis cynophallophora var. puberula Rizzini","","Capparis cynophallophora"
"","","","sp1207","Capparis mattogrossensis Pilg.","Pilg.","Capparis mattogrossensis"
"","","","sp1208","Capparis retusa Griseb.","Griseb.","Capparis retusa"
"var.","(Griseb.) Kuntze","retusa","sp1208","Capparis cynophallophora var. retusa (Griseb.) Kuntze","","Capparis cynophallophora"
"var.","Malme","cuneata","sp1208","Capparis cynophallophora var. cuneata Malme","","Capparis cynophallophora"
"","","","sp1210","Lonchocarpus araripensis Benth.","Benth.","Lonchocarpus araripensis"
"","","","sp1211","Lonchocarpus bahianus A.M.G.Azevedo","A.M.G.Azevedo","Lonchocarpus bahianus"
"","","","sp1212","Lonchocarpus castaneifolius M.J. Silva & A.M.G. Azevedo","M.J. Silva & A.M.G. Azevedo","Lonchocarpus castaneifolius"
"","","","sp1213","Lonchocarpus subglaucescens Mart. ex Benth.","Mart. ex Benth.","Lonchocarpus subglaucescens"
"","","","sp1213","Sphinctolobium floribundum Vogel","Vogel","Sphinctolobium floribundum"
"","","","sp1214","Lonchocarpus glaziovii Taub.","Taub.","Lonchocarpus glaziovii"
"","","","sp1215","Lonchocarpus grandiflorus A.M.G.Azevedo","A.M.G.Azevedo","Lonchocarpus grandiflorus"
"","","","sp1217","Lonchocarpus muehlbergianus Hassl.","Hassl.","Lonchocarpus muehlbergianus"
"","","","sp1218","Lonchocarpus peckoltii Wawra","Wawra","Lonchocarpus peckoltii"
"","","","sp1220","Camptosema pinnatum Benth.","Benth.","Camptosema pinnatum"
"var.","Hoehne","bahiensis","sp1223","Dalbergia variabilis var. bahiensis Hoehne","","Dalbergia variabilis"
"","","","sp1225","Ecastaphyllum brownei Pers.","Pers.","Ecastaphyllum brownei"
"","","","sp1229","Dalbergia atropurpurea Ducke","Ducke","Dalbergia atropurpurea"
"","","","sp1229","Dalbergia glauca (Desv.) Amshoff","(Desv.) Amshoff","Dalbergia glauca"
"","","","sp1229","Ecastaphyllum foliosum Benth.","Benth.","Ecastaphyllum foliosum"
"","","","sp1230","Dalbergia variabilis Vogel","Vogel","Dalbergia variabilis"
"","","","sp1230","Pterocarpus frutescens Vell.","Vell.","Pterocarpus frutescens"
"","","","sp1236","Dalbergia volubilis (L.) Urb.","(L.) Urb.","Dalbergia volubilis"
"var.","(L.) Urb.","cuspidigera","sp1236","Dalbergia volubilis var. cuspidigera (L.) Urb.","","Dalbergia volubilis"
"","","","sp1237","Pterocarpus niger Vellozo","Vellozo","Pterocarpus niger"
"","","","sp1239","Daphnopsis dioica Mart. ex Meisn.","Mart. ex Meisn.","Daphnopsis dioica"
"","","","sp1239","Daphnopsis mello-barretoi Standl.","Standl.","Daphnopsis mello-barretoi"
"","","","sp1241","Funifera fasciculata Meisn.","Meisn.","Funifera fasciculata"
"","","","sp1241","Daphnopsis beta Taub.","Taub.","Daphnopsis beta"
"","","","sp1241","Daphnopsis longifolia Taub.","Taub.","Daphnopsis longifolia"
"var.","Domke","congregata","sp1241","Daphnopsis martii var. congregata Domke","","Daphnopsis martii"
"","","","sp1242","Daphnopsis aemygdioi Laclette","Laclette","Daphnopsis aemygdioi"
"","","","sp1244","Daphnopsis leguizamonis Lorentz ex Gilg","Lorentz ex Gilg","Daphnopsis leguizamonis"
"var.","Chodat & Hassl.","leptostachys","sp1244","Daphnopsis racemosa var. leptostachys Chodat & Hassl.","","Daphnopsis racemosa"
"","","","sp1244","Daphnopsis longiracemosa Gilg ex Domke","Gilg ex Domke","Daphnopsis longiracemosa"
"","","","sp1244","Daphnopsis umbelluligera Domke","Domke","Daphnopsis umbelluligera"
"var.","Domke","itatiaiensis","sp1244","Daphnopsis schwackeana var. itatiaiensis Domke","","Daphnopsis schwackeana"
"","","","sp1244","Daphnopsis sanctae-teresae Nevling","Nevling","Daphnopsis sanctae-teresae"
"","","","sp1247","Daphnopsis sessiliflora Griseb. ex Taub.","Griseb. ex Taub.","Daphnopsis sessiliflora"
"","","","sp1248","Mikania resinosa Spreng.","Spreng.","Mikania resinosa"
"","","","sp1249","Dasyphyllum orthacanthum (DC.) Cabrera","(DC.) Cabrera","Dasyphyllum orthacanthum"
"","","","sp1249","Dasyphyllum tomentosum (Spreng.) Cabrera","(Spreng.) Cabrera","Dasyphyllum tomentosum"
"var.","(Spreng.) Cabrera","brasiliense","sp1249","Dasyphyllum brasiliense var. brasiliense (Spreng.) Cabrera","","Dasyphyllum brasiliense"
"","","","sp1249","Chuquiraga tomentosa (Spreng.) Baker","(Spreng.) Baker","Chuquiraga tomentosa"
"var.","(D.Don) Cabrera","latifolium","sp1249","Dasyphyllum brasiliense var. latifolium (D.Don) Cabrera","","Dasyphyllum brasiliense"
"var.","(Baker) Cabrera","multiflorum","sp1249","Dasyphyllum tomentosum var. multiflorum (Baker) Cabrera","","Dasyphyllum tomentosum"
"var.","(Spreng.) Cabrera","tomentosum","sp1249","Dasyphyllum tomentosum var. tomentosum (Spreng.) Cabrera","","Dasyphyllum tomentosum"
"","","","sp1249","Flotovia glabra Spreng.","Spreng.","Flotovia glabra"
"","","","sp1249","Flotovia quinquenervis Gardner","Gardner","Flotovia quinquenervis"
"","","","sp1249","Flotovia barnadesioides Tovar","Tovar","Flotovia barnadesioides"
"","","","sp1249","Chuquiraga latifolia D.Don","D.Don","Chuquiraga latifolia"
"","","","sp1249","Chuquiraga paniculata D.Don","D.Don","Chuquiraga paniculata"
"","","","sp1249","Chuquiraga racemosa Baker","Baker","Chuquiraga racemosa"
"","","","sp1249","Chuquiraga glabra (Spreng.) Baker","(Spreng.) Baker","Chuquiraga glabra"
"var.","Baker","multiflora","sp1249","Chuquiraga glabra var. multiflora Baker","","Chuquiraga glabra"
"","","","sp1250","Chuquiraga regnellii Sch.Bip. e Baker","Sch.Bip. e Baker","Chuquiraga regnellii"
"","","","sp1250","Flotovia flagelans Casar.","Casar.","Flotovia flagelans"
"","","","sp1251","Dasyphyllum synacanthum (Baker) Cabrera","(Baker) Cabrera","Dasyphyllum synacanthum"
"","","","sp1251","Flotovia lanceolata Less.","Less.","Flotovia lanceolata"
"","","","sp1251","Chuquiraga synacantha Sch.Bip. ex Baker","Sch.Bip. ex Baker","Chuquiraga synacantha"
"","","","sp1252","Flotovia spinescens Less.","Less.","Flotovia spinescens"
"","","","sp1253","Davilla cuatrecasasii Aymard","Aymard","Davilla cuatrecasasii"
"","","","sp1255","Davilla kunthii A.St.-Hil.","A.St.-Hil.","Davilla kunthii"
"","","","sp1255","Davilla multiflora (DC.) A.St.-Hil.","(DC.) A.St.-Hil.","Davilla multiflora"
"","","","sp1256","Lonchocarpus costatus Benth.","Benth.","Lonchocarpus costatus"
"","","","sp1258","Lonchocarpus spruceanus Spruce ex Benth.","Spruce ex Benth.","Lonchocarpus spruceanus"
"","","","sp1258","Derris spruceana (Benth.) Ducke","(Benth.) Ducke","Derris spruceana"
"","","","sp1262","Aralia arborea Vell.","Vell.","Aralia arborea"
"","","","sp1262","Gilibertia brasiliensis Seem.","Seem.","Gilibertia brasiliensis"
"","","","sp1264","Dendropanax affinis (Marchal) Gamerro & Zuloaga","(Marchal) Gamerro & Zuloaga","Dendropanax affinis"
"","","","sp1264","Aralia ramiflora (DC.) Pohl ex Marchal","(DC.) Pohl ex Marchal","Aralia ramiflora"
"","","","sp1264","Dendropanax lanceolatus Decne. & Planch.","Decne. & Planch.","Dendropanax lanceolatus"
"","","","sp1264","Dendropanax oblongus Decne. & Planch.","Decne. & Planch.","Dendropanax oblongus"
"","","","sp1264","Dendropanax obovatus Decne. & Planch.","Decne. & Planch.","Dendropanax obovatus"
"","","","sp1264","Dendropanax ramiflorus (DC.) Seem.","(DC.) Seem.","Dendropanax ramiflorus"
"","","","sp1264","Dendropanax sellowianus Miq.","Miq.","Dendropanax sellowianus"
"","","","sp1264","Gilibertia affinis Marchal","Marchal","Gilibertia affinis"
"","","","sp1264","Gilibertia cuneata (DC.) Marchal","(DC.) Marchal","Gilibertia cuneata"
"","","","sp1264","Hedera cuneata DC.","DC.","Hedera cuneata"
"","","","sp1264","Hedera ramiflora DC.","DC.","Hedera ramiflora"
"","","","sp1267","Gilibertia heterophylla Marchal","Marchal","Gilibertia heterophylla"
"","","","sp1268","Gilibertia langsdorfii Marchal","Marchal","Gilibertia langsdorfii"
"","","","sp1269","Aralia monogyna Vell.","Vell.","Aralia monogyna"
"","","","sp1269","Dendropanax pauciflorus Decne. & Planch.","Decne. & Planch.","Dendropanax pauciflorus"
"","","","sp1269","Gilibertia monogyna (Vell.) Marchal","(Vell.) Marchal","Gilibertia monogyna"
"","","","sp1271","Gilibertia triloba (Gardner) Marchal","(Gardner) Marchal","Gilibertia triloba"
"","","","sp1271","Hedera triloba Gardner","Gardner","Hedera triloba"
"","","","sp1274","Atitara ataxacantha (Barb.Rodr.) Kuntze","(Barb.Rodr.) Kuntze","Atitara ataxacantha"
"","","","sp1274","Atitara lophacantha (Mart.) Barb.Rodr.","(Mart.) Barb.Rodr.","Atitara lophacantha"
"","","","sp1274","Atitara orthacantha (Mart.) Barb.Rodr.","(Mart.) Barb.Rodr.","Atitara orthacantha"
"","","","sp1274","Desmoncus lophacanthos Mart.","Mart.","Desmoncus lophacanthos"
"var.","Drude","mitis","sp1274","Desmoncus orthacanthos var. mitis Drude","","Desmoncus orthacanthos"
"","","","sp1275","Dialium divaricatum Vahl","Vahl","Dialium divaricatum"
"","","","sp1279","Dictyoloma incanescens DC.","DC.","Dictyoloma incanescens"
"","","","sp1279","Dictyoloma peruvianum Planch.","Planch.","Dictyoloma peruvianum"
"","","","sp1279","Dyctioloma incanescens DC.","DC.","Dyctioloma incanescens"
"","","","sp1279","Dictyoloma peruviana G.Planch.","G.Planch.","Dictyoloma peruviana"
"","","","sp1280","Schefflera succinea Frodin & Fiaschi","Frodin & Fiaschi","Schefflera succinea"
"","","","sp1281","Schefflera angustissima (Marchal) Frodin","(Marchal) Frodin","Schefflera angustissima"
"","","","sp1282","Schefflera aurata Fiaschi","Fiaschi","Schefflera aurata"
"","","","sp1283","Didymopanax claussenianus Decne. & Planch. ex Marchal","Decne. & Planch. ex Marchal","Didymopanax claussenianus"
"","","","sp1283","Didymopanax micranthus Marchal","Marchal","Didymopanax micranthus"
"","","","sp1283","Didymopanax pachycarpus Marchal","Marchal","Didymopanax pachycarpus"
"","","","sp1283","Panax calvum Cham.","Cham.","Panax calvum"
"","","","sp1284","Schefflera capixaba Fiaschi","Fiaschi","Schefflera capixaba"
