"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName"
"","","","sp3040","Aulomyrcia micropetala (Mart.) O.Berg","(Mart.) O.Berg","Aulomyrcia micropetala"
"","","","sp3040","Eugenia micropetala Mart.","Mart.","Eugenia micropetala"
"","","","sp3043","Gomidesia klotzschiana O.Berg","O.Berg","Gomidesia klotzschiana"
"","","","sp3043","Myrcia buxifolia Gardner","Gardner","Myrcia buxifolia"
"","","","sp3043","Myrcia ouropretoensis Kiaersk.","Kiaersk.","Myrcia ouropretoensis"
"","","","sp3043","Aulomyrcia montana (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia montana"
"","","","sp3043","Gomidesia clausseniana O.Berg","O.Berg","Gomidesia clausseniana"
"","","","sp3043","Gomidesia kunthiana O.Berg","O.Berg","Gomidesia kunthiana"
"","","","sp3043","Myrcia kunthiana NA","","Myrcia kunthiana"
"","","","sp3045","Myrcia debilis Cambess.","Cambess.","Myrcia debilis"
"","","","sp3045","Aulomyrcia caerulescens O.Berg","O.Berg","Aulomyrcia caerulescens"
"","","","sp3045","Aulomyrcia caesia O.Berg","O.Berg","Aulomyrcia caesia"
"","","","sp3045","Aulomyrcia camareana (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia camareana"
"","","","sp3045","Aulomyrcia glaucescens O.Berg","O.Berg","Aulomyrcia glaucescens"
"","","","sp3045","Aulomyrcia multiflora (Lam.) O.Berg","(Lam.) O.Berg","Aulomyrcia multiflora"
"","","","sp3045","Aulomyrcia ovalifolia O.Berg","O.Berg","Aulomyrcia ovalifolia"
"","","","sp3045","Aulomyrcia ovalis O.Berg","O.Berg","Aulomyrcia ovalis"
"","","","sp3045","Aulomyrcia perforata O.Berg","O.Berg","Aulomyrcia perforata"
"","","","sp3045","Aulomyrcia sphaerocarpa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia sphaerocarpa"
"","","","sp3045","Aulomyrcia vinacea Steyerm.","Steyerm.","Aulomyrcia vinacea"
"","","","sp3045","Cumetea multiflora (Lam.) Raf.","(Lam.) Raf.","Cumetea multiflora"
"","","","sp3045","Myrcia caerulescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia caerulescens"
"","","","sp3045","Myrcia camaraeana DC.","DC.","Myrcia camaraeana"
"","","","sp3045","Myrcia ellipticifolia Cambess.","Cambess.","Myrcia ellipticifolia"
"","","","sp3045","Myrcia glaberrima Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Myrcia glaberrima"
"","","","sp3045","Myrcia glaucescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia glaucescens"
"","","","sp3045","Myrcia ovalifolia (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia ovalifolia"
"","","","sp3045","Myrcia sphaerocarpa DC.","DC.","Myrcia sphaerocarpa"
"","","","sp3045","Myrtus multiflora (Lam.) Spreng.","(Lam.) Spreng.","Myrtus multiflora"
"","","","sp3046","Marlierea clausseniana (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Marlierea clausseniana"
"","","","sp3046","Marlierea gardneriana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea gardneriana"
"","","","sp3046","Marlierea laevigata (DC.) Kiaersk.","(DC.) Kiaersk.","Marlierea laevigata"
"","","","sp3047","Myrcia calyptranthoides (O.Berg) Mattos","(O.Berg) Mattos","Myrcia calyptranthoides"
"","","","sp3047","Marlierea pilodes (Kiaersk.) M.L.Kawas.","(Kiaersk.) M.L.Kawas.","Marlierea pilodes"
"","","","sp3047","Aulomyrcia calyptranthoides O.Berg","O.Berg","Aulomyrcia calyptranthoides"
"","","","sp3047","Aulomyrcia mutabilis O.Berg","O.Berg","Aulomyrcia mutabilis"
"","","","sp3047","Myrcia pilodes Kiaersk.","Kiaersk.","Myrcia pilodes"
"","","","sp3048","Myrcia rubella Cambess.","Cambess.","Myrcia rubella"
"","","","sp3048","Aulomyrcia myrtillifolia (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia myrtillifolia"
"","","","sp3049","Gomidesia blanchetiana O.Berg","O.Berg","Gomidesia blanchetiana"
"","","","sp3050","Gomidesia cambessedeana O.Berg","O.Berg","Gomidesia cambessedeana"
"","","","sp3053","Marlierea dimorpha O.Berg","O.Berg","Marlierea dimorpha"
"","","","sp3054","Marlierea estrellensis O.Berg","O.Berg","Marlierea estrellensis"
"","","","sp3055","Marlierea glabra Cambess.","Cambess.","Marlierea glabra"
"","","","sp3055","Marlierea grandifolia O.Berg","O.Berg","Marlierea grandifolia"
"","","","sp3055","Marlierea schottiana O.Berg","O.Berg","Marlierea schottiana"
"","","","sp3060","Aulomyrcia rostrata O.Berg","O.Berg","Aulomyrcia rostrata"
"","","","sp3065","Marlierea neuwiediana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea neuwiediana"
"","","","sp3065","Rubachia neuwiedeana O.Berg","O.Berg","Rubachia neuwiedeana"
"","","","sp3066","Marlierea rubiginosa (Cambess.) D.Legrand","(Cambess.) D.Legrand","Marlierea rubiginosa"
"","","","sp3066","Eugenia rubiginosa Cambess.","Cambess.","Eugenia rubiginosa"
"","","","sp3066","Eugeniopsis paniculata O.Berg","O.Berg","Eugeniopsis paniculata"
"","","","sp3066","Eugeniopsis rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Eugeniopsis rubiginosa"
"","","","sp3066","Marlierea paniculata (O.Berg) D.Legrand","(O.Berg) D.Legrand","Marlierea paniculata"
"","","","sp3066","Myrciaria rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Myrciaria rubiginosa"
"","","","sp3067","Myrcia bombycina (O.Berg) Nied.","(O.Berg) Nied.","Myrcia bombycina"
"","","","sp3067","Aulomyrcia bimarginata O.Berg","O.Berg","Aulomyrcia bimarginata"
"","","","sp3067","Aulomyrcia bombycina O.Berg","O.Berg","Aulomyrcia bombycina"
"","","","sp3067","Aulomyrcia oblongata (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia oblongata"
"","","","sp3068","Myrcia crassifolia Kiaersk.","Kiaersk.","Myrcia crassifolia"
"","","","sp3068","Aulomyrcia atrovirens O.Berg","O.Berg","Aulomyrcia atrovirens"
"","","","sp3068","Aulomyrcia obovata O.Berg","O.Berg","Aulomyrcia obovata"
"","","","sp3069","Marlierea obversa D.Legrand","D.Legrand","Marlierea obversa"
"","","","sp3069","Rubachia spathulata O.Berg","O.Berg","Rubachia spathulata"
"","","","sp3070","Myrcia recurvata O.Berg","O.Berg","Myrcia recurvata"
"","","","sp3070","Myrcia atropunctata Kiaersk.","Kiaersk.","Myrcia atropunctata"
"","","","sp3072","Gomidesia palustris (DC.) Kausel","(DC.) Kausel","Gomidesia palustris"
"","","","sp3072","Aulomyrcia garopabensis (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia garopabensis"
"","","","sp3072","Gomidesia banisteriifolia (DC.) O.Berg","(DC.) O.Berg","Gomidesia banisteriifolia"
"","","","sp3072","Gomidesia gardneriana O.Berg","O.Berg","Gomidesia gardneriana"
"","","","sp3072","Gomidesia garopabensis (Cambess.) D.Legrand","(Cambess.) D.Legrand","Gomidesia garopabensis"
"","","","sp3072","Myrcia banisteriifolia DC.","DC.","Myrcia banisteriifolia"
"","","","sp3072","Myrcia garopabensis Cambess.","Cambess.","Myrcia garopabensis"
"","","","sp3074","Myrcia phaeoclada O.Berg","O.Berg","Myrcia phaeoclada"
"","","","sp3074","Myrcia luschnathiana O.Berg","O.Berg","Myrcia luschnathiana"
"","","","sp3076","Aulomyrcia dumosa O.Berg","O.Berg","Aulomyrcia dumosa"
"","","","sp3076","Aulomyrcia edulis O.Berg","O.Berg","Aulomyrcia edulis"
"","","","sp3076","Aulomyrcia platyclada (DC.) Amshoff","(DC.) Amshoff","Aulomyrcia platyclada"
"","","","sp3076","Myrcia dumosa (O.Berg) Krug & Urb.","(O.Berg) Krug & Urb.","Myrcia dumosa"
"","","","sp3076","Myrcia dussii Krug & Urb.","Krug & Urb.","Myrcia dussii"
"","","","sp3076","Myrcia edulis (O.Berg) Krug & Urb.","(O.Berg) Krug & Urb.","Myrcia edulis"
"","","","sp3077","Myrcia follii G.M.Barroso & Peixoto","G.M.Barroso & Peixoto","Myrcia follii"
"","","","sp3078","Aulomyrcia polyantha (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia polyantha"
"","","","sp3079","Marlierea polygama (O.Berg) D.Legrand","(O.Berg) D.Legrand","Marlierea polygama"
"","","","sp3084","Gomidesia pubescens (DC.) D.Legrand","(DC.) D.Legrand","Gomidesia pubescens"
"","","","sp3084","Gomidesia widgreniana O.Berg","O.Berg","Gomidesia widgreniana"
"","","","sp3084","Gomidesia aubletiana O.Berg","O.Berg","Gomidesia aubletiana"
"","","","sp3084","Gomidesia casaretteana O.Berg","O.Berg","Gomidesia casaretteana"
"","","","sp3084","Gomidesia mikaniana O.Berg","O.Berg","Gomidesia mikaniana"
"","","","sp3084","Gomidesia raddiana O.Berg","O.Berg","Gomidesia raddiana"
"","","","sp3084","Myrcia minensis Kiaersk.","Kiaersk.","Myrcia minensis"
"","","","sp3084","Myrcia schenckiana Kiaersk.","Kiaersk.","Myrcia schenckiana"
"","","","sp3085","Myrcia calumbaensis Kiaersk.","Kiaersk.","Myrcia calumbaensis"
"","","","sp3085","Aulomyrcia collina (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia collina"
"","","","sp3085","Aulomyrcia pohliana O.Berg","O.Berg","Aulomyrcia pohliana"
"","","","sp3085","Aulomyrcia pubiflora (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia pubiflora"
"","","","sp3085","Eugenia collina DC.","DC.","Eugenia collina"
"","","","sp3085","Myrcia collina NA","","Myrcia collina"
"","","","sp3086","Aulomyrcia grandiflora O.Berg","O.Berg","Aulomyrcia grandiflora"
"","","","sp3086","Myrcia grandiflora (O.Berg) Nied.","(O.Berg) Nied.","Myrcia grandiflora"
"","","","sp3086","Myrcia antonia (O.Berg) Mazine","(O.Berg) Mazine","Myrcia antonia"
"","","","sp3089","Aulomyrcia ovata O.Berg","O.Berg","Aulomyrcia ovata"
"","","","sp3089","Aulomyrcia pyrifolia (Desv.) O.Berg","(Desv.) O.Berg","Aulomyrcia pyrifolia"
"","","","sp3089","Eugenia pyrifolia Desv. ex Ham.","Desv. ex Ham.","Eugenia pyrifolia"
"","","","sp3089","Myrcia divergens DC.","DC.","Myrcia divergens"
"","","","sp3090","Myrcia acuminatissima O.Berg","O.Berg","Myrcia acuminatissima"
"","","","sp3090","Aulomyrcia gaudichaudiana O.Berg","O.Berg","Aulomyrcia gaudichaudiana"
"","","","sp3090","Aulomyrcia racemosa O.Berg","O.Berg","Aulomyrcia racemosa"
"","","","sp3091","Myrcia scutulifera DC.","DC.","Myrcia scutulifera"
"","","","sp3091","Aulomyrcia imbricata (Gardner) O.Berg","(Gardner) O.Berg","Aulomyrcia imbricata"
"","","","sp3091","Myrcia imbricata Gardner","Gardner","Myrcia imbricata"
"","","","sp3092","Aulomyrcia ramuliflora O.Berg","O.Berg","Aulomyrcia ramuliflora"
"","","","sp3092","Aulomyrcia sphenoides O.Berg","O.Berg","Aulomyrcia sphenoides"
"","","","sp3092","Myrcia sphenoides (O.Berg) Mattos","(O.Berg) Mattos","Myrcia sphenoides"
"","","","sp3093","Marlierea reitzii D.Legrand","D.Legrand","Marlierea reitzii"
"","","","sp3095","Gomidesia reticulata (Cambess.) O.Berg","(Cambess.) O.Berg","Gomidesia reticulata"
"","","","sp3096","Myrcia dictyophleba NA","","Myrcia dictyophleba"
"","","","sp3096","Aulomyrcia reticulosa (Miq.) O.Berg","(Miq.) O.Berg","Aulomyrcia reticulosa"
"","","","sp3096","Myrcia altera Sobral","Sobral","Myrcia altera"
"","","","sp3097","Myrcia arborescens O.Berg","O.Berg","Myrcia arborescens"
"","","","sp3097","Myrcia itambensis O.Berg","O.Berg","Myrcia itambensis"
"","","","sp3101","Myrcia pyramidata O.Berg","O.Berg","Myrcia pyramidata"
"","","","sp3102","Myrcia gomidesioides Kiaersk.","Kiaersk.","Myrcia gomidesioides"
"","","","sp3102","Myrcia rimosa Cambess.","Cambess.","Myrcia rimosa"
"","","","sp3102","Myrcia campestris DC.","DC.","Myrcia campestris"
"","","","sp3102","Myrcia irwinii Mattos & D.Legrand","Mattos & D.Legrand","Myrcia irwinii"
"","","","sp3102","Aulomyrcia campestris (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia campestris"
"","","","sp3102","Aulomyrcia crassifolia O.Berg","O.Berg","Aulomyrcia crassifolia"
"","","","sp3102","Aulomyrcia crenulata O.Berg","O.Berg","Aulomyrcia crenulata"
"","","","sp3102","Aulomyrcia pilantha O.Berg","O.Berg","Aulomyrcia pilantha"
"","","","sp3102","Aulomyrcia rufipes (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia rufipes"
"","","","sp3110","Myrcia ramulosa DC.","DC.","Myrcia ramulosa"
"","","","sp3110","Aulomyrcia ramulosa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia ramulosa"
"","","","sp3110","Aulomyrcia selloi (Spreng.) Kausel","(Spreng.) Kausel","Aulomyrcia selloi"
"","","","sp3110","Myrcia hassleriana Barb.Rodr.","Barb.Rodr.","Myrcia hassleriana"
"","","","sp3110","Myrcia microsiphonata D.Legrand","D.Legrand","Myrcia microsiphonata"
