"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3664"
"CO","Colombia",NA,"Native","Extant","Resident","sp3664"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3664"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp3664"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3664"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3664"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3664"
"PE","Peru",NA,"Native","Extant","Resident","sp3664"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3664"
"BR","Brazil",NA,"Native","Extant","Resident","sp3664"
"SR","Suriname",NA,"Native","Extant","Resident","sp3664"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3664"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3665"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp3665"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3665"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3665"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3665"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3666"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3666"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3666"
"CO","Colombia",NA,"Native","Extant","Resident","sp3666"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3666"
"PE","Peru",NA,"Native","Extant","Resident","sp3666"
"GF","French Guiana",NA,"Native","Extant","Resident","sp3666"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3666"
"BR","Brazil",NA,"Native","Extant","Resident","sp3666"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3667"
"MXC-PU","Mexico",NA,"Native","Extant","Resident","sp3667"
"AI","Anguilla",NA,"Native","Extant","Resident","sp3667"
"MXE-SL","Mexico",NA,"Native","Extant","Resident","sp3667"
"MXT-TB","Mexico",NA,"Native","Extant","Resident","sp3667"
"DM","Dominica",NA,"Native","Extant","Resident","sp3667"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp3667"
"MXS-JA","Mexico",NA,"Native","Extant","Resident","sp3667"
"GP","Guadeloupe",NA,"Native","Extant","Resident","sp3667"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3667"
"GF","French Guiana",NA,"Native","Extant","Resident","sp3667"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3667"
"CO","Colombia",NA,"Native","Extant","Resident","sp3667"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3667"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3667"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3667"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp3667"
"BZ","Belize",NA,"Native","Extant","Resident","sp3667"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3667"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3667"
"MXS-MI","Mexico",NA,"Native","Extant","Resident","sp3667"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3667"
"MXE-HI","Mexico",NA,"Native","Extant","Resident","sp3667"
"HN","Honduras",NA,"Native","Extant","Resident","sp3667"
"PE","Peru",NA,"Native","Extant","Resident","sp3667"
"PA","Panama",NA,"Native","Extant","Resident","sp3667"
"BB","Barbados",NA,"Native","Extant","Resident","sp3667"
"BR","Brazil",NA,"Native","Extant","Resident","sp3667"
"GY","Guyana",NA,"Native","Extant","Resident","sp3667"
"GT","Guatemala",NA,"Native","Extant","Resident","sp3667"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp3667"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3667"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3668"
"MXC-PU","Mexico",NA,"Native","Extant","Resident","sp3668"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3668"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3668"
"CO","Colombia",NA,"Native","Extant","Resident","sp3668"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3668"
"MXT-TB","Mexico",NA,"Native","Extant","Resident","sp3668"
"PE","Peru",NA,"Native","Extant","Resident","sp3668"
"GY","Guyana",NA,"Native","Extant","Resident","sp3668"
"SR","Suriname",NA,"Native","Extant","Resident","sp3668"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp3668"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3668"
"BR","Brazil",NA,"Native","Extant","Resident","sp3668"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3668"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3668"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3669"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3669"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3669"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3670"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp3670"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3670"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3670"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3670"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp3670"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp3670"
"AGW-TU","Argentina",NA,"Native","Extant","Resident","sp3670"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp3670"
"BR","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3670"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3671"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3671"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3671"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3671"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3671"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3672"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3672"
"PE","Peru",NA,"Native","Extant","Resident","sp3672"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3672"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3673"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3673"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3673"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3674"
"PE","Peru",NA,"Native","Extant","Resident","sp3674"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3674"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp3674"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3674"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp3674"
"MXC-PU","Mexico",NA,"Native","Extant","Resident","sp3674"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3674"
"CO","Colombia",NA,"Native","Extant","Resident","sp3674"
"MXE-SL","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXS-JA","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXE-HI","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXS-CL","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXS-GR","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXT-TB","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXS-NA","Mexico",NA,"Native","Extant","Resident","sp3674"
"DO","Dominican Republic",NA,"Native","Extant","Resident","sp3674"
"PR","Puerto Rico",NA,"Native","Extant","Resident","sp3674"
"JM","Jamaica",NA,"Native","Extant","Resident","sp3674"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3674"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp3674"
"MXT-QR","Mexico",NA,"Native","Extant","Resident","sp3674"
"BZ","Belize",NA,"Native","Extant","Resident","sp3674"
"MXE-DU","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXC-MO","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXN-SO","Mexico",NA,"Native","Extant","Resident","sp3674"
"CU","Cuba",NA,"Native","Extant","Resident","sp3674"
"GP","Guadeloupe",NA,"Native","Extant","Resident","sp3674"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3674"
"GT","Guatemala",NA,"Native","Extant","Resident","sp3674"
"PA","Panama",NA,"Native","Extant","Resident","sp3674"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp3674"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3674"
"BR","Brazil",NA,"Native","Extant","Resident","sp3674"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp3674"
"GF","French Guiana",NA,"Native","Extant","Resident","sp3674"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3674"
"MXN-SI","Mexico",NA,"Native","Extant","Resident","sp3674"
"MXS-MI","Mexico",NA,"Native","Extant","Resident","sp3674"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3674"
"NI","Nicaragua",NA,"Native","Extant","Resident","sp3674"
"MXC-ME","Mexico",NA,"Native","Extant","Resident","sp3674"
"SR","Suriname",NA,"Native","Extant","Resident","sp3674"
"GY","Guyana",NA,"Native","Extant","Resident","sp3674"
"HN","Honduras",NA,"Native","Extant","Resident","sp3674"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3674"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3675"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3676"
"CO","Colombia",NA,"Native","Extant","Resident","sp3676"
"GF","French Guiana",NA,"Native","Extant","Resident","sp3676"
"BO","Bolivia",NA,"Native","Extant","Resident","sp3676"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3676"
"GY","Guyana",NA,"Native","Extant","Resident","sp3676"
"BR","Brazil",NA,"Native","Extant","Resident","sp3676"
"SR","Suriname",NA,"Native","Extant","Resident","sp3676"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3676"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3676"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3676"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3677"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3677"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3677"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3678"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3679"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3680"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3680"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3680"
"BR","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3680"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp3681"
"MXC-PU","Mexico",NA,"Native","Extant","Resident","sp3681"
"CO","Colombia",NA,"Native","Extant","Resident","sp3681"
"SV","El Salvador",NA,"Native","Extant","Resident","sp3681"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp3681"
"MXT-QR","Mexico",NA,"Native","Extant","Resident","sp3681"
"MXT-CA","Mexico",NA,"Native","Extant","Resident","sp3681"
"MXT-YU","Mexico",NA,"Native","Extant","Resident","sp3681"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp3681"
"DO","Dominican Republic",NA,"Native","Extant","Resident","sp3681"
"PR","Puerto Rico",NA,"Native","Extant","Resident","sp3681"
"EC","Ecuador",NA,"Native","Extant","Resident","sp3681"
"MXS-GR","Mexico",NA,"Native","Extant","Resident","sp3681"
"VE","Venezuela",NA,"Native","Extant","Resident","sp3681"
"GF","French Guiana",NA,"Native","Extant","Resident","sp3681"
"BR","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp3681"
"SR","Suriname",NA,"Native","Extant","Resident","sp3681"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3681"
"PA","Panama",NA,"Native","Extant","Resident","sp3681"
"GT","Guatemala",NA,"Native","Extant","Resident","sp3681"
"PE","Peru",NA,"Native","Extant","Resident","sp3681"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp3681"
"GY","Guyana",NA,"Native","Extant","Resident","sp3681"
"NI","Nicaragua",NA,"Native","Extant","Resident","sp3681"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZ","Belize",NA,"Native","Extant","Resident","sp3681"
"HN","Honduras",NA,"Native","Extant","Resident","sp3681"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3681"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3682"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp3682"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3682"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp3682"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3683"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3683"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3683"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp3684"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp3684"
"PY","Paraguay",NA,"Native","Extant","Resident","sp3684"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp3684"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp3684"
