"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","internal_taxon_id"
"TL","Tree - large","sp1"
"TS","Tree - small","sp2"
"TS","Tree - small","sp3"
"TL","Tree - large","sp4"
"TL","Tree - large","sp5"
"TS","Tree - small","sp6"
"TL","Tree - large","sp7"
"TS","Tree - small","sp8"
"TL","Tree - large","sp9"
"TS","Tree - small","sp10"
"TS","Tree - small","sp11"
"SL","Shrub - large","sp12"
"SL","Shrub - large","sp13"
"TS","Tree - small","sp14"
"SL","Shrub - large","sp15"
"SL","Shrub - large","sp16"
"SL","Shrub - large","sp17"
"SL","Shrub - large","sp18"
"SL","Shrub - large","sp19"
"SL","Shrub - large","sp20"
"TS","Tree - small","sp21"
"SL","Shrub - large","sp22"
"TS","Tree - small","sp23"
"SL","Shrub - large","sp24"
"TS","Tree - small","sp25"
"TS","Tree - small","sp26"
"TS","Tree - small","sp27"
"TL","Tree - large","sp28"
"TS","Tree - small","sp29"
"TS","Tree - small","sp30"
"TS","Tree - small","sp31"
"TL","Tree - large","sp32"
"TL","Tree - large","sp33"
"SL","Shrub - large","sp34"
"SL","Shrub - large","sp35"
"TS","Tree - small","sp36"
"TS","Tree - small","sp37"
"TL","Tree - large","sp38"
"TS","Tree - small","sp39"
"TS","Tree - small","sp40"
"TS","Tree - small","sp41"
"TS","Tree - small","sp42"
"TS","Tree - small","sp43"
"TS","Tree - small","sp44"
"T","Tree - size unknown","sp45"
"TS","Tree - small","sp46"
"TS","Tree - small","sp47"
"SL","Shrub - large","sp48"
"TS","Tree - small","sp49"
"T","Tree - size unknown","sp50"
"TS","Tree - small","sp51"
"TS","Tree - small","sp52"
"TS","Tree - small","sp53"
"TS","Tree - small","sp54"
"SL","Shrub - large","sp55"
"TS","Tree - small","sp56"
"TS","Tree - small","sp57"
"SL","Shrub - large","sp58"
"TS","Tree - small","sp59"
"TS","Tree - small","sp60"
"SL","Shrub - large","sp61"
"TS","Tree - small","sp62"
"TS","Tree - small","sp63"
"SL","Shrub - large","sp64"
"SL","Shrub - large","sp65"
"SL","Shrub - large","sp66"
"SL","Shrub - large","sp67"
"SL","Shrub - large","sp68"
"TS","Tree - small","sp69"
"SL","Shrub - large","sp70"
"TS","Tree - small","sp71"
"SL","Shrub - large","sp72"
"TS","Tree - small","sp73"
"SL","Shrub - large","sp74"
"SL","Shrub - large","sp75"
"TS","Tree - small","sp76"
"SL","Shrub - large","sp77"
"TS","Tree - small","sp78"
"TS","Tree - small","sp79"
"TS","Tree - small","sp80"
"TL","Tree - large","sp81"
"TL","Tree - large","sp82"
"TL","Tree - large","sp83"
"TS","Tree - small","sp84"
"TS","Tree - small","sp85"
"T","Tree - size unknown","sp86"
"TS","Tree - small","sp87"
"TL","Tree - large","sp88"
"TS","Tree - small","sp89"
"TS","Tree - small","sp90"
"T","Tree - size unknown","sp91"
"TL","Tree - large","sp92"
"SL","Shrub - large","sp93"
"TS","Tree - small","sp94"
"TL","Tree - large","sp95"
"TL","Tree - large","sp96"
"TS","Tree - small","sp97"
"TL","Tree - large","sp98"
"TL","Tree - large","sp99"
"TL","Tree - large","sp100"
"TS","Tree - small","sp101"
"TL","Tree - large","sp102"
"TL","Tree - large","sp103"
"TL","Tree - large","sp104"
"TL","Tree - large","sp105"
"TS","Tree - small","sp106"
"TS","Tree - small","sp107"
"SL","Shrub - large","sp108"
"TS","Tree - small","sp109"
"TS","Tree - small","sp110"
"TS","Tree - small","sp111"
"TS","Tree - small","sp112"
"TS","Tree - small","sp113"
"TS","Tree - small","sp114"
"TS","Tree - small","sp115"
"TS","Tree - small","sp116"
"SL","Shrub - large","sp117"
"TS","Tree - small","sp118"
"TS","Tree - small","sp119"
"SL","Shrub - large","sp120"
"TS","Tree - small","sp121"
"SL","Shrub - large","sp122"
"TL","Tree - large","sp123"
"TS","Tree - small","sp124"
"TS","Tree - small","sp125"
"TS","Tree - small","sp126"
"SL","Shrub - large","sp127"
"TS","Tree - small","sp128"
"TS","Tree - small","sp129"
"TS","Tree - small","sp130"
"TS","Tree - small","sp131"
"TL","Tree - large","sp132"
"TS","Tree - small","sp133"
"TS","Tree - small","sp134"
"SL","Shrub - large","sp135"
"TS","Tree - small","sp136"
"TS","Tree - small","sp137"
"TL","Tree - large","sp138"
"SL","Shrub - large","sp139"
"SL","Shrub - large","sp140"
"TS","Tree - small","sp141"
"TL","Tree - large","sp142"
"TL","Tree - large","sp143"
"TS","Tree - small","sp144"
"TS","Tree - small","sp145"
"PT","Fern","sp146"
"PT","Fern","sp147"
"PT","Fern","sp148"
"PT","Fern","sp149"
"TS","Tree - small","sp150"
"TS","Tree - small","sp151"
"TL","Tree - large","sp152"
"TS","Tree - small","sp153"
"TL","Tree - large","sp154"
"TL","Tree - large","sp155"
"TL","Tree - large","sp156"
"TS","Tree - small","sp157"
"SL","Shrub - large","sp158"
"TS","Tree - small","sp159"
"TL","Tree - large","sp160"
"TL","Tree - large","sp161"
"TS","Tree - small","sp162"
"TS","Tree - small","sp163"
"TL","Tree - large","sp164"
"TS","Tree - small","sp165"
"TS","Tree - small","sp166"
"TS","Tree - small","sp167"
"T","Tree - size unknown","sp168"
"TL","Tree - large","sp169"
"TL","Tree - large","sp170"
"TL","Tree - large","sp171"
"TL","Tree - large","sp172"
"TL","Tree - large","sp173"
"TL","Tree - large","sp174"
"TS","Tree - small","sp175"
"TL","Tree - large","sp176"
"TS","Tree - small","sp177"
"SL","Shrub - large","sp178"
"SL","Shrub - large","sp179"
"TS","Tree - small","sp180"
"TL","Tree - large","sp181"
"TS","Tree - small","sp182"
"TL","Tree - large","sp183"
"TS","Tree - small","sp184"
"TL","Tree - large","sp185"
"TL","Tree - large","sp186"
"TS","Tree - small","sp187"
"SL","Shrub - large","sp188"
"TS","Tree - small","sp189"
"TS","Tree - small","sp190"
"TS","Tree - small","sp191"
"TL","Tree - large","sp192"
"TS","Tree - small","sp193"
"TS","Tree - small","sp194"
"TS","Tree - small","sp195"
"SL","Shrub - large","sp196"
"TL","Tree - large","sp197"
"TL","Tree - large","sp198"
"SL","Shrub - large","sp199"
"TS","Tree - small","sp200"
"SL","Shrub - large","sp201"
"TS","Tree - small","sp202"
"TL","Tree - large","sp203"
"TL","Tree - large","sp204"
"SL","Shrub - large","sp205"
"TS","Tree - small","sp206"
"SL","Shrub - large","sp207"
"TS","Tree - small","sp208"
"TL","Tree - large","sp209"
"TS","Tree - small","sp210"
"SL","Shrub - large","sp211"
"TS","Tree - small","sp212"
"SL","Shrub - large","sp213"
"SL","Shrub - large","sp214"
"TL","Tree - large","sp215"
"T","Tree - size unknown","sp216"
"TS","Tree - small","sp217"
"TL","Tree - large","sp218"
"TL","Tree - large","sp219"
"TL","Tree - large","sp220"
"TL","Tree - large","sp221"
"SL","Shrub - large","sp222"
"TL","Tree - large","sp223"
"TL","Tree - large","sp224"
"TL","Tree - large","sp225"
"TL","Tree - large","sp226"
"TL","Tree - large","sp227"
"TL","Tree - large","sp228"
"TS","Tree - small","sp229"
"TS","Tree - small","sp230"
"SL","Shrub - large","sp231"
"ST","Succulent - tree","sp232"
"ST","Succulent - tree","sp233"
"ST","Succulent - tree","sp234"
"T","Tree - size unknown","sp235"
"TL","Tree - large","sp236"
"T","Tree - size unknown","sp237"
"T","Tree - size unknown","sp238"
"TL","Tree - large","sp239"
"TS","Tree - small","sp240"
"TL","Tree - large","sp241"
"TL","Tree - large","sp242"
"TL","Tree - large","sp243"
"TS","Tree - small","sp244"
"TS","Tree - small","sp245"
"TL","Tree - large","sp246"
"TL","Tree - large","sp247"
"T","Tree - size unknown","sp248"
"TS","Tree - small","sp249"
"TL","Tree - large","sp250"
"TL","Tree - large","sp251"
"TL","Tree - large","sp252"
"TL","Tree - large","sp253"
"TS","Tree - small","sp254"
"TS","Tree - small","sp255"
"TL","Tree - large","sp256"
"TS","Tree - small","sp257"
"TL","Tree - large","sp258"
"TS","Tree - small","sp259"
"TL","Tree - large","sp260"
"TS","Tree - small","sp261"
"TS","Tree - small","sp262"
"TS","Tree - small","sp263"
"TL","Tree - large","sp264"
"TL","Tree - large","sp265"
"TL","Tree - large","sp266"
"TS","Tree - small","sp267"
"TL","Tree - large","sp268"
"TS","Tree - small","sp269"
"TL","Tree - large","sp270"
"TL","Tree - large","sp271"
"TL","Tree - large","sp272"
"TS","Tree - small","sp273"
"SL","Shrub - large","sp274"
"TS","Tree - small","sp275"
"TS","Tree - small","sp276"
"SL","Shrub - large","sp277"
"TS","Tree - small","sp278"
"SL","Shrub - large","sp279"
"SL","Shrub - large","sp280"
"TS","Tree - small","sp281"
"SL","Shrub - large","sp282"
"TS","Tree - small","sp283"
"SL","Shrub - large","sp284"
"TL","Tree - large","sp285"
"TL","Tree - large","sp286"
"TL","Tree - large","sp287"
"TS","Tree - small","sp288"
"TL","Tree - large","sp289"
"SL","Shrub - large","sp290"
"TL","Tree - large","sp291"
"TL","Tree - large","sp292"
"TL","Tree - large","sp293"
"TS","Tree - small","sp294"
"TS","Tree - small","sp295"
"SL","Shrub - large","sp296"
"TL","Tree - large","sp297"
"TL","Tree - large","sp298"
"TS","Tree - small","sp299"
"TS","Tree - small","sp300"
"SL","Shrub - large","sp301"
"SL","Shrub - large","sp302"
"SL","Shrub - large","sp303"
"TS","Tree - small","sp304"
"SL","Shrub - large","sp305"
"SL","Shrub - large","sp306"
"TS","Tree - small","sp307"
"TS","Tree - small","sp308"
"SL","Shrub - large","sp309"
"SL","Shrub - large","sp310"
"SL","Shrub - large","sp311"
"TS","Tree - small","sp312"
"SL","Shrub - large","sp313"
"SL","Shrub - large","sp314"
"SL","Shrub - large","sp315"
"TS","Tree - small","sp316"
"TS","Tree - small","sp317"
"SL","Shrub - large","sp318"
"SL","Shrub - large","sp319"
"TS","Tree - small","sp320"
"SL","Shrub - large","sp321"
"TS","Tree - small","sp322"
"SL","Shrub - large","sp323"
"TS","Tree - small","sp324"
"SL","Shrub - large","sp325"
"SL","Shrub - large","sp326"
"SL","Shrub - large","sp327"
"SL","Shrub - large","sp328"
"SL","Shrub - large","sp329"
"SL","Shrub - large","sp330"
"TS","Tree - small","sp331"
"SL","Shrub - large","sp332"
"TS","Tree - small","sp333"
"TS","Tree - small","sp334"
"TS","Tree - small","sp335"
"SL","Shrub - large","sp336"
"SL","Shrub - large","sp337"
"SL","Shrub - large","sp338"
"SL","Shrub - large","sp339"
"TS","Tree - small","sp340"
"TS","Tree - small","sp341"
"SL","Shrub - large","sp342"
"SL","Shrub - large","sp343"
"TS","Tree - small","sp344"
"SL","Shrub - large","sp345"
"TS","Tree - small","sp346"
"SL","Shrub - large","sp347"
"TS","Tree - small","sp348"
"TL","Tree - large","sp349"
"TS","Tree - small","sp350"
"TS","Tree - small","sp351"
"TS","Tree - small","sp352"
"TS","Tree - small","sp353"
"TL","Tree - large","sp354"
"TS","Tree - small","sp355"
"SL","Shrub - large","sp356"
"SL","Shrub - large","sp357"
"TL","Tree - large","sp358"
"TS","Tree - small","sp359"
"TL","Tree - large","sp360"
"TL","Tree - large","sp361"
"TS","Tree - small","sp362"
"TS","Tree - small","sp363"
"TS","Tree - small","sp364"
"TS","Tree - small","sp365"
"TS","Tree - small","sp366"
"TS","Tree - small","sp367"
"TS","Tree - small","sp368"
"SL","Shrub - large","sp369"
"TS","Tree - small","sp370"
"SL","Shrub - large","sp371"
"SL","Shrub - large","sp372"
"TS","Tree - small","sp373"
"SL","Shrub - large","sp374"
"TS","Tree - small","sp375"
"SL","Shrub - large","sp376"
"TS","Tree - small","sp377"
"TS","Tree - small","sp378"
"TS","Tree - small","sp379"
"SL","Shrub - large","sp380"
"SL","Shrub - large","sp381"
"SL","Shrub - large","sp382"
"TS","Tree - small","sp383"
"TS","Tree - small","sp384"
"SL","Shrub - large","sp385"
"TS","Tree - small","sp386"
"TS","Tree - small","sp387"
"TS","Tree - small","sp388"
"SL","Shrub - large","sp389"
"SL","Shrub - large","sp390"
"TS","Tree - small","sp391"
"SL","Shrub - large","sp392"
"TL","Tree - large","sp393"
"TS","Tree - small","sp394"
"TS","Tree - small","sp395"
"TL","Tree - large","sp396"
"TL","Tree - large","sp397"
"TL","Tree - large","sp398"
"TS","Tree - small","sp399"
"TL","Tree - large","sp400"
"TS","Tree - small","sp401"
"TL","Tree - large","sp402"
"SL","Shrub - large","sp403"
"SL","Shrub - large","sp404"
"TS","Tree - small","sp405"
"SL","Shrub - large","sp406"
"SL","Shrub - large","sp407"
"TS","Tree - small","sp408"
"TL","Tree - large","sp409"
"TS","Tree - small","sp410"
"T","Tree - size unknown","sp411"
"TL","Tree - large","sp412"
"TL","Tree - large","sp413"
"SL","Shrub - large","sp414"
"TL","Tree - large","sp415"
"TS","Tree - small","sp416"
"TS","Tree - small","sp417"
"TS","Tree - small","sp418"
"TS","Tree - small","sp419"
"T","Tree - size unknown","sp420"
"TS","Tree - small","sp421"
"TS","Tree - small","sp422"
"TL","Tree - large","sp423"
"TS","Tree - small","sp424"
"TS","Tree - small","sp425"
"TL","Tree - large","sp426"
"ST","Succulent - tree","sp427"
"TL","Tree - large","sp428"
"TL","Tree - large","sp429"
"ST","Succulent - tree","sp430"
"SL","Shrub - large","sp431"
"TS","Tree - small","sp432"
"TS","Tree - small","sp433"
"SL","Shrub - large","sp434"
"SL","Shrub - large","sp435"
"TL","Tree - large","sp436"
"TL","Tree - large","sp437"
"TS","Tree - small","sp438"
"TS","Tree - small","sp439"
"TL","Tree - large","sp440"
"TL","Tree - large","sp441"
"TL","Tree - large","sp442"
"TL","Tree - large","sp443"
"TL","Tree - large","sp444"
"TL","Tree - large","sp445"
"SL","Shrub - large","sp446"
"SL","Shrub - large","sp447"
"SL","Shrub - large","sp448"
"TS","Tree - small","sp449"
"SL","Shrub - large","sp450"
"TS","Tree - small","sp451"
"SL","Shrub - large","sp452"
"TS","Tree - small","sp453"
"SL","Shrub - large","sp454"
"SL","Shrub - large","sp455"
"SL","Shrub - large","sp456"
"TS","Tree - small","sp457"
"SL","Shrub - large","sp458"
"TS","Tree - small","sp459"
"TS","Tree - small","sp460"
"SL","Shrub - large","sp461"
"SL","Shrub - large","sp462"
"TS","Tree - small","sp463"
"SL","Shrub - large","sp464"
"TS","Tree - small","sp465"
"TS","Tree - small","sp466"
"SL","Shrub - large","sp467"
"SL","Shrub - large","sp468"
"TS","Tree - small","sp469"
"TS","Tree - small","sp470"
"TS","Tree - small","sp471"
"TS","Tree - small","sp472"
"TS","Tree - small","sp473"
"TL","Tree - large","sp474"
"TL","Tree - large","sp475"
"TS","Tree - small","sp476"
"TS","Tree - small","sp477"
"SL","Shrub - large","sp478"
"TS","Tree - small","sp479"
"TL","Tree - large","sp480"
"TS","Tree - small","sp481"
"SL","Shrub - large","sp482"
"TS","Tree - small","sp483"
"TS","Tree - small","sp484"
"SL","Shrub - large","sp485"
"SL","Shrub - large","sp486"
"TL","Tree - large","sp487"
"TL","Tree - large","sp488"
"TL","Tree - large","sp489"
"TS","Tree - small","sp490"
"SL","Shrub - large","sp491"
"TL","Tree - large","sp492"
"SL","Shrub - large","sp493"
"TS","Tree - small","sp494"
"TS","Tree - small","sp495"
"TS","Tree - small","sp496"
"SL","Shrub - large","sp497"
"TS","Tree - small","sp498"
"TL","Tree - large","sp499"
"SL","Shrub - large","sp500"
"TL","Tree - large","sp501"
"TS","Tree - small","sp502"
"SL","Shrub - large","sp503"
"TS","Tree - small","sp504"
"TL","Tree - large","sp505"
"T","Tree - size unknown","sp506"
"SL","Shrub - large","sp507"
"SL","Shrub - large","sp508"
"SL","Shrub - large","sp509"
"TS","Tree - small","sp510"
"TL","Tree - large","sp511"
"TL","Tree - large","sp512"
"SL","Shrub - large","sp513"
"TS","Tree - small","sp514"
"SL","Shrub - large","sp515"
"SL","Shrub - large","sp516"
"SL","Shrub - large","sp517"
"SL","Shrub - large","sp518"
"SL","Shrub - large","sp519"
"TS","Tree - small","sp520"
"SL","Shrub - large","sp521"
"SL","Shrub - large","sp522"
"TS","Tree - small","sp523"
"SL","Shrub - large","sp524"
"SL","Shrub - large","sp525"
"SL","Shrub - large","sp526"
"SL","Shrub - large","sp527"
"TS","Tree - small","sp528"
"SL","Shrub - large","sp529"
"SL","Shrub - large","sp530"
"TS","Tree - small","sp531"
"T","Tree - size unknown","sp532"
"SL","Shrub - large","sp533"
"TS","Tree - small","sp534"
"SL","Shrub - large","sp535"
"TS","Tree - small","sp536"
"TS","Tree - small","sp537"
"TS","Tree - small","sp538"
"TS","Tree - small","sp539"
"TS","Tree - small","sp540"
"TL","Tree - large","sp541"
"TL","Tree - large","sp542"
"TS","Tree - small","sp543"
"TS","Tree - small","sp544"
"TL","Tree - large","sp545"
"SL","Shrub - large","sp546"
"TS","Tree - small","sp547"
"TL","Tree - large","sp548"
"TL","Tree - large","sp549"
"SL","Shrub - large","sp550"
"TS","Tree - small","sp551"
"TL","Tree - large","sp552"
"TS","Tree - small","sp553"
"TS","Tree - small","sp554"
"TS","Tree - small","sp555"
"TL","Tree - large","sp556"
"TS","Tree - small","sp557"
"TS","Tree - small","sp558"
"TL","Tree - large","sp559"
"TS","Tree - small","sp560"
"TS","Tree - small","sp561"
"SL","Shrub - large","sp562"
"TS","Tree - small","sp563"
"TS","Tree - small","sp564"
"SL","Shrub - large","sp565"
"TS","Tree - small","sp566"
"SL","Shrub - large","sp567"
"TS","Tree - small","sp568"
"TS","Tree - small","sp569"
"SL","Shrub - large","sp570"
"TS","Tree - small","sp571"
"TL","Tree - large","sp572"
"TS","Tree - small","sp573"
"TL","Tree - large","sp574"
"TS","Tree - small","sp575"
"TS","Tree - small","sp576"
"TS","Tree - small","sp577"
"TL","Tree - large","sp578"
"TS","Tree - small","sp579"
"TS","Tree - small","sp580"
"SL","Shrub - large","sp581"
"SL","Shrub - large","sp582"
"TS","Tree - small","sp583"
"TS","Tree - small","sp584"
"TS","Tree - small","sp585"
"SL","Shrub - large","sp586"
"SL","Shrub - large","sp587"
"TL","Tree - large","sp588"
"TL","Tree - large","sp589"
"TL","Tree - large","sp590"
"TL","Tree - large","sp591"
"TL","Tree - large","sp592"
"TL","Tree - large","sp593"
"TS","Tree - small","sp594"
"TL","Tree - large","sp595"
"TL","Tree - large","sp596"
"TS","Tree - small","sp597"
"TL","Tree - large","sp598"
"TS","Tree - small","sp599"
"TL","Tree - large","sp600"
"TL","Tree - large","sp601"
"TL","Tree - large","sp602"
"TL","Tree - large","sp603"
"SL","Shrub - large","sp604"
"TL","Tree - large","sp605"
"TS","Tree - small","sp606"
"TL","Tree - large","sp607"
"TS","Tree - small","sp608"
"TS","Tree - small","sp609"
"TS","Tree - small","sp610"
"TS","Tree - small","sp611"
"TL","Tree - large","sp612"
"TS","Tree - small","sp613"
"TL","Tree - large","sp614"
"TS","Tree - small","sp615"
"TL","Tree - large","sp616"
"TS","Tree - small","sp617"
"TL","Tree - large","sp618"
"TS","Tree - small","sp619"
"SL","Shrub - large","sp620"
"TS","Tree - small","sp621"
"TS","Tree - small","sp622"
"TS","Tree - small","sp623"
"SL","Shrub - large","sp624"
"TS","Tree - small","sp625"
"TL","Tree - large","sp626"
"TL","Tree - large","sp627"
"TL","Tree - large","sp628"
"TL","Tree - large","sp629"
"TL","Tree - large","sp630"
"TL","Tree - large","sp631"
"TL","Tree - large","sp632"
"SL","Shrub - large","sp633"
"TS","Tree - small","sp634"
"SL","Shrub - large","sp635"
"SL","Shrub - large","sp636"
"TL","Tree - large","sp637"
"TL","Tree - large","sp638"
"TL","Tree - large","sp639"
"TL","Tree - large","sp640"
"TL","Tree - large","sp641"
"TS","Tree - small","sp642"
"TL","Tree - large","sp643"
"TL","Tree - large","sp644"
"TL","Tree - large","sp645"
"TL","Tree - large","sp646"
"TS","Tree - small","sp647"
"TS","Tree - small","sp648"
"SL","Shrub - large","sp649"
"TL","Tree - large","sp650"
"TL","Tree - large","sp651"
"TS","Tree - small","sp652"
"TL","Tree - large","sp653"
"TL","Tree - large","sp654"
"TS","Tree - small","sp655"
"TS","Tree - small","sp656"
"TS","Tree - small","sp657"
"TL","Tree - large","sp658"
"TS","Tree - small","sp659"
"TS","Tree - small","sp660"
"TL","Tree - large","sp661"
"TS","Tree - small","sp662"
"TS","Tree - small","sp663"
"TL","Tree - large","sp664"
"TS","Tree - small","sp665"
"TL","Tree - large","sp666"
"TL","Tree - large","sp667"
"TL","Tree - large","sp668"
"TL","Tree - large","sp669"
"ST","Succulent - tree","sp670"
"ST","Succulent - tree","sp671"
"ST","Succulent - tree","sp672"
"ST","Succulent - tree","sp673"
"ST","Succulent - tree","sp674"
"TS","Tree - small","sp675"
"TS","Tree - small","sp676"
"SL","Shrub - large","sp677"
"SL","Shrub - large","sp678"
"SL","Shrub - large","sp679"
"SL","Shrub - large","sp680"
"TL","Tree - large","sp681"
"TS","Tree - small","sp682"
"TS","Tree - small","sp683"
"TS","Tree - small","sp684"
"SL","Shrub - large","sp685"
"SL","Shrub - large","sp686"
"SL","Shrub - large","sp687"
"SL","Shrub - large","sp688"
"TS","Tree - small","sp689"
"TL","Tree - large","sp690"
"TS","Tree - small","sp691"
"SL","Shrub - large","sp692"
"TS","Tree - small","sp693"
"SL","Shrub - large","sp694"
"SL","Shrub - large","sp695"
"SL","Shrub - large","sp696"
"TS","Tree - small","sp697"
"TL","Tree - large","sp698"
"TL","Tree - large","sp699"
"SL","Shrub - large","sp700"
"SL","Shrub - large","sp701"
"TS","Tree - small","sp702"
"TL","Tree - large","sp703"
"TL","Tree - large","sp704"
"TL","Tree - large","sp705"
"TS","Tree - small","sp706"
"TS","Tree - small","sp707"
"SL","Shrub - large","sp708"
"SL","Shrub - large","sp709"
"TS","Tree - small","sp710"
"SL","Shrub - large","sp711"
"TS","Tree - small","sp712"
"SL","Shrub - large","sp713"
"SL","Shrub - large","sp714"
"TS","Tree - small","sp715"
"TL","Tree - large","sp716"
"TS","Tree - small","sp717"
"TL","Tree - large","sp718"
"SL","Shrub - large","sp719"
"SL","Shrub - large","sp720"
"TS","Tree - small","sp721"
"TS","Tree - small","sp722"
"SL","Shrub - large","sp723"
"SL","Shrub - large","sp724"
"TS","Tree - small","sp725"
"SL","Shrub - large","sp726"
"SL","Shrub - large","sp727"
"TS","Tree - small","sp728"
"SL","Shrub - large","sp729"
"SL","Shrub - large","sp730"
"TS","Tree - small","sp731"
"SL","Shrub - large","sp732"
"SL","Shrub - large","sp733"
"TS","Tree - small","sp734"
"TS","Tree - small","sp735"
"TS","Tree - small","sp736"
"TL","Tree - large","sp737"
"TS","Tree - small","sp738"
"TS","Tree - small","sp739"
"TS","Tree - small","sp740"
"TS","Tree - small","sp741"
"TS","Tree - small","sp742"
"SL","Shrub - large","sp743"
"TS","Tree - small","sp744"
"TL","Tree - large","sp745"
"TL","Tree - large","sp746"
"TL","Tree - large","sp747"
"TS","Tree - small","sp748"
"TS","Tree - small","sp749"
"TL","Tree - large","sp750"
"TS","Tree - small","sp751"
"SL","Shrub - large","sp752"
"SL","Shrub - large","sp753"
"SL","Shrub - large","sp754"
"SL","Shrub - large","sp755"
"TS","Tree - small","sp756"
"TS","Tree - small","sp757"
"TS","Tree - small","sp758"
"SL","Shrub - large","sp759"
"TS","Tree - small","sp760"
"TS","Tree - small","sp761"
"SL","Shrub - large","sp762"
"TS","Tree - small","sp763"
"TS","Tree - small","sp764"
"TS","Tree - small","sp765"
"TS","Tree - small","sp766"
"SL","Shrub - large","sp767"
"TS","Tree - small","sp768"
"TL","Tree - large","sp769"
"TS","Tree - small","sp770"
"TL","Tree - large","sp771"
"TL","Tree - large","sp772"
"TL","Tree - large","sp773"
"TL","Tree - large","sp774"
"TL","Tree - large","sp775"
"TS","Tree - small","sp776"
"TS","Tree - small","sp777"
"TL","Tree - large","sp778"
"TS","Tree - small","sp779"
"TL","Tree - large","sp780"
"TL","Tree - large","sp781"
"TL","Tree - large","sp782"
"TL","Tree - large","sp783"
"TL","Tree - large","sp784"
"TL","Tree - large","sp785"
"TL","Tree - large","sp786"
"TL","Tree - large","sp787"
"TL","Tree - large","sp788"
"TS","Tree - small","sp789"
"TS","Tree - small","sp790"
"TS","Tree - small","sp791"
"TL","Tree - large","sp792"
"TL","Tree - large","sp793"
"TS","Tree - small","sp794"
"TS","Tree - small","sp795"
"TL","Tree - large","sp796"
"TS","Tree - small","sp797"
"TL","Tree - large","sp798"
"TS","Tree - small","sp799"
"TL","Tree - large","sp800"
"TS","Tree - small","sp801"
"TS","Tree - small","sp802"
"TS","Tree - small","sp803"
"TL","Tree - large","sp804"
"TL","Tree - large","sp805"
"SL","Shrub - large","sp806"
"SL","Shrub - large","sp807"
"SL","Shrub - large","sp808"
"TS","Tree - small","sp809"
"TL","Tree - large","sp810"
"TS","Tree - small","sp811"
"SL","Shrub - large","sp812"
"SL","Shrub - large","sp813"
"SL","Shrub - large","sp814"
"SL","Shrub - large","sp815"
"SL","Shrub - large","sp816"
"SL","Shrub - large","sp817"
"TS","Tree - small","sp818"
"TS","Tree - small","sp819"
"TS","Tree - small","sp820"
"TS","Tree - small","sp821"
"TL","Tree - large","sp822"
"SL","Shrub - large","sp823"
"SL","Shrub - large","sp824"
"TS","Tree - small","sp825"
"TS","Tree - small","sp826"
"TL","Tree - large","sp827"
"TS","Tree - small","sp828"
"TL","Tree - large","sp829"
"TS","Tree - small","sp830"
"TS","Tree - small","sp831"
"TS","Tree - small","sp832"
"T","Tree - size unknown","sp833"
"TL","Tree - large","sp834"
"SL","Shrub - large","sp835"
"TS","Tree - small","sp836"
"TS","Tree - small","sp837"
"TL","Tree - large","sp838"
"TS","Tree - small","sp839"
"SL","Shrub - large","sp840"
"SL","Shrub - large","sp841"
"TS","Tree - small","sp842"
"TS","Tree - small","sp843"
"TS","Tree - small","sp844"
"TL","Tree - large","sp845"
"TS","Tree - small","sp846"
"TS","Tree - small","sp847"
"TS","Tree - small","sp848"
"TS","Tree - small","sp849"
"TL","Tree - large","sp850"
"TS","Tree - small","sp851"
"SL","Shrub - large","sp852"
"SL","Shrub - large","sp853"
"TS","Tree - small","sp854"
"TS","Tree - small","sp855"
"SL","Shrub - large","sp856"
"TS","Tree - small","sp857"
"TS","Tree - small","sp858"
"T","Tree - size unknown","sp859"
"TS","Tree - small","sp860"
"TS","Tree - small","sp861"
"TL","Tree - large","sp862"
"TS","Tree - small","sp863"
"TS","Tree - small","sp864"
"SL","Shrub - large","sp865"
"TS","Tree - small","sp866"
"TS","Tree - small","sp867"
"TL","Tree - large","sp868"
"TS","Tree - small","sp869"
"TS","Tree - small","sp870"
"SL","Shrub - large","sp871"
"TS","Tree - small","sp872"
"TS","Tree - small","sp873"
"SL","Shrub - large","sp874"
"SL","Shrub - large","sp875"
"TS","Tree - small","sp876"
"TS","Tree - small","sp877"
"TS","Tree - small","sp878"
"TS","Tree - small","sp879"
"SL","Shrub - large","sp880"
"SL","Shrub - large","sp881"
"TS","Tree - small","sp882"
"TL","Tree - large","sp883"
"TL","Tree - large","sp884"
"SL","Shrub - large","sp885"
"TS","Tree - small","sp886"
"TS","Tree - small","sp887"
"TS","Tree - small","sp888"
"TS","Tree - small","sp889"
"SL","Shrub - large","sp890"
"TL","Tree - large","sp891"
"TS","Tree - small","sp892"
"SL","Shrub - large","sp893"
"TS","Tree - small","sp894"
"SL","Shrub - large","sp895"
"TL","Tree - large","sp896"
"SL","Shrub - large","sp897"
"SL","Shrub - large","sp898"
"TS","Tree - small","sp899"
"TS","Tree - small","sp900"
"TS","Tree - small","sp901"
"TS","Tree - small","sp902"
"TS","Tree - small","sp903"
"TS","Tree - small","sp904"
"SL","Shrub - large","sp905"
"SL","Shrub - large","sp906"
"SL","Shrub - large","sp907"
"TS","Tree - small","sp908"
