"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName","source.info"
"","","","sp3005","Aulomyrcia fragilis O.Berg","O.Berg","Aulomyrcia fragilis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia gardneriana O.Berg","O.Berg","Aulomyrcia gardneriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia glandulosa O.Berg","O.Berg","Aulomyrcia glandulosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia hepatica O.Berg","O.Berg","Aulomyrcia hepatica","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia intermedia O.Berg","O.Berg","Aulomyrcia intermedia","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia jequitinhonhensis O.Berg","O.Berg","Aulomyrcia jequitinhonhensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia lauriflora (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia lauriflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia leucadendron (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia leucadendron","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia lingua O.Berg","O.Berg","Aulomyrcia lingua","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia mansoi O.Berg","O.Berg","Aulomyrcia mansoi","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia maritima O.Berg","O.Berg","Aulomyrcia maritima","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia martiana O.Berg","O.Berg","Aulomyrcia martiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia microcarpa (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia microcarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia myrtillifolia (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia myrtillifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia nigropunctata O.Berg","O.Berg","Aulomyrcia nigropunctata","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia obscura O.Berg","O.Berg","Aulomyrcia obscura","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia obtecta O.Berg","O.Berg","Aulomyrcia obtecta","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia obtusa (Schauer) O.Berg","(Schauer) O.Berg","Aulomyrcia obtusa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia pallens (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia pallens","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia pallida O.Berg","O.Berg","Aulomyrcia pallida","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia plumbea O.Berg","O.Berg","Aulomyrcia plumbea","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia poeppigiana O.Berg","O.Berg","Aulomyrcia poeppigiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia pruinosa O.Berg","O.Berg","Aulomyrcia pruinosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia pusilla O.Berg","O.Berg","Aulomyrcia pusilla","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia roraimae (Oliv.) Steyerm.","(Oliv.) Steyerm.","Aulomyrcia roraimae","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia roraimensis O.Berg","O.Berg","Aulomyrcia roraimensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia rorida O.Berg","O.Berg","Aulomyrcia rorida","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia schomburgkiana O.Berg","O.Berg","Aulomyrcia schomburgkiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia schrankiana (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia schrankiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia suaveolens (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia suaveolens","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia surinamensis (Miq.) O.Berg","(Miq.) O.Berg","Aulomyrcia surinamensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia torta (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia torta","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia uaupensis O.Berg","O.Berg","Aulomyrcia uaupensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Aulomyrcia velhensis O.Berg","O.Berg","Aulomyrcia velhensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Calyptromyrcia cymosa O.Berg","O.Berg","Calyptromyrcia cymosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Calyptromyrcia elegans (DC.) O.Berg","(DC.) O.Berg","Calyptromyrcia elegans","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Calyptromyrcia spixiana (DC.) O.Berg","(DC.) O.Berg","Calyptromyrcia spixiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Eugenia guianensis Aubl.","Aubl.","Eugenia guianensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia adpressepilosa Kiaersk.","Kiaersk.","Myrcia adpressepilosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia alternifolia Miq.","Miq.","Myrcia alternifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia androsaemoides (O.Berg) Krug & Urb.","(O.Berg) Krug & Urb.","Myrcia androsaemoides","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia arimensis Britton","Britton","Myrcia arimensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia botrys (O.Berg) N.Silveira","(O.Berg) N.Silveira","Myrcia botrys","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia cassinoides DC.","DC.","Myrcia cassinoides","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia crassicaulis Cambess.","Cambess.","Myrcia crassicaulis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia cuneata (O.Berg) Nied.","(O.Berg) Nied.","Myrcia cuneata","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia cymosopaniculata Kiaersk.","Kiaersk.","Myrcia cymosopaniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia diaphanosticta Kiaersk.","Kiaersk.","Myrcia diaphanosticta","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia elegans DC.","DC.","Myrcia elegans","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia exsucca DC.","DC.","Myrcia exsucca","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia fastigiata Kiaersk.","Kiaersk.","Myrcia fastigiata","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia glandulosa (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia glandulosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia incisa D.Legrand","D.Legrand","Myrcia incisa","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia lauriflora DC.","DC.","Myrcia lauriflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia obscura (O.Berg) N.Silveira","(O.Berg) N.Silveira","Myrcia obscura","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia pallida (O.Berg) N.Silveira","(O.Berg) N.Silveira","Myrcia pallida","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia queimadensis Mattos","Mattos","Myrcia queimadensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia renatoana Mattos","Mattos","Myrcia renatoana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia roraimae Oliv.","Oliv.","Myrcia roraimae","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia schrankiana DC.","DC.","Myrcia schrankiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia spixiana DC.","DC.","Myrcia spixiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia stemmeriana D.Legrand","D.Legrand","Myrcia stemmeriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia surinamensis Miq.","Miq.","Myrcia surinamensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia taubatensis Kiaersk.","Kiaersk.","Myrcia taubatensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia terebinthacea Poepp. ex O.Berg","Poepp. ex O.Berg","Myrcia terebinthacea","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia yungasensis Rusby","Rusby","Myrcia yungasensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcianthes terminalis Mattos & D.Legrand","Mattos & D.Legrand","Myrcianthes terminalis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrciaria silveirana D.Legrand","D.Legrand","Myrciaria silveirana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrtus exsucca Mart. ex DC.","Mart. ex DC.","Myrtus exsucca","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrtus guianensis (Aubl.) Ham.","(Aubl.) Ham.","Myrtus guianensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrtus pyrifolia J.St.-Hil.","J.St.-Hil.","Myrtus pyrifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia desertorum NA","","Myrcia desertorum","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia velhensis NA","","Myrcia velhensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcianthes elegans (DC.) Mattos","(DC.) Mattos","Myrcianthes elegans","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcianthes spixiana DC.) Mattos","DC.) Mattos","Myrcianthes spixiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia andaiaensis Mattos","Mattos","Myrcia andaiaensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia crenulata (O.Berg) Mattos","(O.Berg) Mattos","Myrcia crenulata","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia heringeriana Mattos","Mattos","Myrcia heringeriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia plumbea (O.Berg) Mattos","(O.Berg) Mattos","Myrcia plumbea","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia poeppigiana O.Berg","O.Berg","Myrcia poeppigiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia pusilla (O.Berg) Mattos","(O.Berg) Mattos","Myrcia pusilla","Brazilian_Flora_Online_v.393.285"
"","","","sp3005","Myrcia vattimoi Mattos","Mattos","Myrcia vattimoi","Brazilian_Flora_Online_v.393.285"
"","","","sp3006","Gomidesia hartwegiana O.Berg","O.Berg","Gomidesia hartwegiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3006","Gomidesia sellowiana O.Berg","O.Berg","Gomidesia sellowiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3006","Gomidesia sprengeliana O.Berg","O.Berg","Gomidesia sprengeliana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia affinis (Cambess.) D.Legrand","(Cambess.) D.Legrand","Gomidesia affinis","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Myrcia candolleana (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia candolleana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia candolleana O.Berg","O.Berg","Gomidesia candolleana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia hebepetala (DC.) O.Berg","(DC.) O.Berg","Gomidesia hebepetala","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia hookeriana O.Berg","O.Berg","Gomidesia hookeriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia pohliana O.Berg","O.Berg","Gomidesia pohliana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Gomidesia willdenowiana O.Berg","O.Berg","Gomidesia willdenowiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Myrcia affinis Cambess.","Cambess.","Myrcia affinis","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Myrcia hookeriana (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia hookeriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3008","Myrcia itajuruensis Cambess.","Cambess.","Myrcia itajuruensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3011","Aulomyrcia bullata O.Berg","O.Berg","Aulomyrcia bullata","Brazilian_Flora_Online_v.393.285"
"","","","sp3011","Aulomyrcia hirtiflora (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia hirtiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3011","Myrcia neobullata Mattos","Mattos","Myrcia neobullata","Brazilian_Flora_Online_v.393.285"
"","","","sp3012","Gomidesia fenzliana O.Berg","O.Berg","Gomidesia fenzliana","Brazilian_Flora_Online_v.393.285"
"","","","sp3012","Myrcia trichantha (Wawra) Sobral","(Wawra) Sobral","Myrcia trichantha","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Myrcia lucida McVaugh","McVaugh","Myrcia lucida","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Aulomyrcia inaequiloba (DC.) Amshoff","(DC.) Amshoff","Aulomyrcia inaequiloba","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Aulomyrcia lancifolia O.Berg","O.Berg","Aulomyrcia lancifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Aulomyrcia paniculata O.Berg","O.Berg","Aulomyrcia paniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Aulomyrcia pirarensis O.Berg","O.Berg","Aulomyrcia pirarensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Eugenia inaequiloba DC.","DC.","Eugenia inaequiloba","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Eugenia nitida Benth.","Benth.","Eugenia nitida","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Eugenia polyantha Miq.","Miq.","Eugenia polyantha","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Myrciaria nitida (Benth.) O.Berg","(Benth.) O.Berg","Myrciaria nitida","Brazilian_Flora_Online_v.393.285"
"","","","sp3013","Myrciaria polyantha (Miq.) O.Berg","(Miq.) O.Berg","Myrciaria polyantha","Brazilian_Flora_Online_v.393.285"
"","","","sp3015","Marlierea glazioviana Kiaersk.","Kiaersk.","Marlierea glazioviana","Brazilian_Flora_Online_v.393.285"
"","","","sp3016","Aulomyrcia insularis (Gardner) O.Berg","(Gardner) O.Berg","Aulomyrcia insularis","Brazilian_Flora_Online_v.393.285"
"","","","sp3018","Aulomyrcia lacunosa O.Berg","O.Berg","Aulomyrcia lacunosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3018","Myrcia lacunosa (O.Berg) N.Silveira","(O.Berg) N.Silveira","Myrcia lacunosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3021","Myrcia brasiliae Mattos & Legrand","Mattos & Legrand","Myrcia brasiliae","Brazilian_Flora_Online_v.393.285"
"","","","sp3021","Myrcia cordifolia O.Berg","O.Berg","Myrcia cordifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Myrcia cymosa (O.Berg) Nied.","(O.Berg) Nied.","Myrcia cymosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Myrcia lateriflora Kiaersk.","Kiaersk.","Myrcia lateriflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Myrcianthes cymosa (O.Berg) Mattos","(O.Berg) Mattos","Myrcianthes cymosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Aulomyrcia laxiflora (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia laxiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Calyptromyrcia costata O.Berg","O.Berg","Calyptromyrcia costata","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Calyptromyrcia cymosa O.Berg","O.Berg","Calyptromyrcia cymosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Calyptromyrcia paniculata O.Berg","O.Berg","Calyptromyrcia paniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Myrcia batistana Mattos","Mattos","Myrcia batistana","Brazilian_Flora_Online_v.393.285"
"","","","sp3022","Myrcia paniculata NA","","Myrcia paniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3024","Marlierea angustifolia (O.Berg) Mattos","(O.Berg) Mattos","Marlierea angustifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3024","Eugeniopsis angustifolia O.Berg","O.Berg","Eugeniopsis angustifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3025","Aulomyrcia linearifolia (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia linearifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3031","Gomidesia lutescens (Cambess.) D.Legrand","(Cambess.) D.Legrand","Gomidesia lutescens","Brazilian_Flora_Online_v.393.285"
"","","","sp3032","Aulomyrcia macrocarpa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia macrocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp3034","Gomidesia magnifolia O.Berg","O.Berg","Gomidesia magnifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3039","Myrtus greggii Nees & Mart.","Nees & Mart.","Myrtus greggii","Brazilian_Flora_Online_v.393.285"
"","","","sp3040","Aulomyrcia micropetala (Mart.) O.Berg","(Mart.) O.Berg","Aulomyrcia micropetala","Brazilian_Flora_Online_v.393.285"
"","","","sp3040","Eugenia micropetala Mart.","Mart.","Eugenia micropetala","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Gomidesia klotzschiana O.Berg","O.Berg","Gomidesia klotzschiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Myrcia buxifolia Gardner","Gardner","Myrcia buxifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Myrcia ouropretoensis Kiaersk.","Kiaersk.","Myrcia ouropretoensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Aulomyrcia montana (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia montana","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Gomidesia clausseniana O.Berg","O.Berg","Gomidesia clausseniana","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Gomidesia kunthiana O.Berg","O.Berg","Gomidesia kunthiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3043","Myrcia kunthiana NA","","Myrcia kunthiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia debilis Cambess.","Cambess.","Myrcia debilis","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia caerulescens O.Berg","O.Berg","Aulomyrcia caerulescens","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia caesia O.Berg","O.Berg","Aulomyrcia caesia","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia camareana (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia camareana","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia glaucescens O.Berg","O.Berg","Aulomyrcia glaucescens","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia multiflora (Lam.) O.Berg","(Lam.) O.Berg","Aulomyrcia multiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia ovalifolia O.Berg","O.Berg","Aulomyrcia ovalifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia ovalis O.Berg","O.Berg","Aulomyrcia ovalis","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia perforata O.Berg","O.Berg","Aulomyrcia perforata","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia sphaerocarpa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia sphaerocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Aulomyrcia vinacea Steyerm.","Steyerm.","Aulomyrcia vinacea","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Cumetea multiflora (Lam.) Raf.","(Lam.) Raf.","Cumetea multiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia caerulescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia caerulescens","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia camaraeana DC.","DC.","Myrcia camaraeana","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia ellipticifolia Cambess.","Cambess.","Myrcia ellipticifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia glaberrima Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Myrcia glaberrima","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia glaucescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia glaucescens","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia ovalifolia (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia ovalifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrcia sphaerocarpa DC.","DC.","Myrcia sphaerocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp3045","Myrtus multiflora (Lam.) Spreng.","(Lam.) Spreng.","Myrtus multiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp3046","Marlierea clausseniana (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Marlierea clausseniana","Brazilian_Flora_Online_v.393.285"
"","","","sp3046","Marlierea gardneriana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea gardneriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3046","Marlierea laevigata (DC.) Kiaersk.","(DC.) Kiaersk.","Marlierea laevigata","Brazilian_Flora_Online_v.393.285"
"","","","sp3047","Myrcia calyptranthoides (O.Berg) Mattos","(O.Berg) Mattos","Myrcia calyptranthoides","Brazilian_Flora_Online_v.393.285"
"","","","sp3047","Marlierea pilodes (Kiaersk.) M.L.Kawas.","(Kiaersk.) M.L.Kawas.","Marlierea pilodes","Brazilian_Flora_Online_v.393.285"
"","","","sp3047","Aulomyrcia calyptranthoides O.Berg","O.Berg","Aulomyrcia calyptranthoides","Brazilian_Flora_Online_v.393.285"
"","","","sp3047","Aulomyrcia mutabilis O.Berg","O.Berg","Aulomyrcia mutabilis","Brazilian_Flora_Online_v.393.285"
"","","","sp3047","Myrcia pilodes Kiaersk.","Kiaersk.","Myrcia pilodes","Brazilian_Flora_Online_v.393.285"
"","","","sp3048","Myrcia rubella Cambess.","Cambess.","Myrcia rubella","Brazilian_Flora_Online_v.393.285"
"","","","sp3048","Aulomyrcia myrtillifolia (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia myrtillifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3049","Gomidesia blanchetiana O.Berg","O.Berg","Gomidesia blanchetiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3050","Gomidesia cambessedeana O.Berg","O.Berg","Gomidesia cambessedeana","Brazilian_Flora_Online_v.393.285"
"","","","sp3053","Marlierea dimorpha O.Berg","O.Berg","Marlierea dimorpha","Brazilian_Flora_Online_v.393.285"
"","","","sp3054","Marlierea estrellensis O.Berg","O.Berg","Marlierea estrellensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3055","Marlierea glabra Cambess.","Cambess.","Marlierea glabra","Brazilian_Flora_Online_v.393.285"
"","","","sp3055","Marlierea grandifolia O.Berg","O.Berg","Marlierea grandifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3055","Marlierea schottiana O.Berg","O.Berg","Marlierea schottiana","Brazilian_Flora_Online_v.393.285"
"","","","sp3060","Aulomyrcia rostrata O.Berg","O.Berg","Aulomyrcia rostrata","Brazilian_Flora_Online_v.393.285"
"","","","sp3065","Marlierea neuwiediana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea neuwiediana","Brazilian_Flora_Online_v.393.285"
"","","","sp3065","Rubachia neuwiedeana O.Berg","O.Berg","Rubachia neuwiedeana","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Marlierea rubiginosa (Cambess.) D.Legrand","(Cambess.) D.Legrand","Marlierea rubiginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Eugenia rubiginosa Cambess.","Cambess.","Eugenia rubiginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Eugeniopsis paniculata O.Berg","O.Berg","Eugeniopsis paniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Eugeniopsis rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Eugeniopsis rubiginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Marlierea paniculata (O.Berg) D.Legrand","(O.Berg) D.Legrand","Marlierea paniculata","Brazilian_Flora_Online_v.393.285"
"","","","sp3066","Myrciaria rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Myrciaria rubiginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp3067","Myrcia bombycina (O.Berg) Nied.","(O.Berg) Nied.","Myrcia bombycina","Brazilian_Flora_Online_v.393.285"
"","","","sp3067","Aulomyrcia bimarginata O.Berg","O.Berg","Aulomyrcia bimarginata","Brazilian_Flora_Online_v.393.285"
"","","","sp3067","Aulomyrcia bombycina O.Berg","O.Berg","Aulomyrcia bombycina","Brazilian_Flora_Online_v.393.285"
"","","","sp3067","Aulomyrcia oblongata (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia oblongata","Brazilian_Flora_Online_v.393.285"
"","","","sp3068","Myrcia crassifolia Kiaersk.","Kiaersk.","Myrcia crassifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3068","Aulomyrcia atrovirens O.Berg","O.Berg","Aulomyrcia atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp3068","Aulomyrcia obovata O.Berg","O.Berg","Aulomyrcia obovata","Brazilian_Flora_Online_v.393.285"
"","","","sp3069","Marlierea obversa D.Legrand","D.Legrand","Marlierea obversa","Brazilian_Flora_Online_v.393.285"
"","","","sp3069","Rubachia spathulata O.Berg","O.Berg","Rubachia spathulata","Brazilian_Flora_Online_v.393.285"
"","","","sp3070","Myrcia recurvata O.Berg","O.Berg","Myrcia recurvata","Brazilian_Flora_Online_v.393.285"
"","","","sp3070","Myrcia atropunctata Kiaersk.","Kiaersk.","Myrcia atropunctata","Brazilian_Flora_Online_v.393.285"
"","","","sp3072","Gomidesia palustris (DC.) Kausel","(DC.) Kausel","Gomidesia palustris","Brazilian_Flora_Online_v.393.285"
"","","","sp3072","Aulomyrcia garopabensis (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia garopabensis","Brazilian_Flora_Online_v.393.285"
"","","","sp3072","Gomidesia banisteriifolia (DC.) O.Berg","(DC.) O.Berg","Gomidesia banisteriifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp3072","Gomidesia gardneriana O.Berg","O.Berg","Gomidesia gardneriana","Brazilian_Flora_Online_v.393.285"
"","","","sp3072","Gomidesia garopabensis (Cambess.) D.Legrand","(Cambess.) D.Legrand","Gomidesia garopabensis","Brazilian_Flora_Online_v.393.285"
