"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName","source.info"
"","","","sp1164","Mesosphaerum rigidum (Pohl ex Benth.) Kuntze","(Pohl ex Benth.) Kuntze","Mesosphaerum rigidum","Brazilian_Flora_Online_v.393.285"
"","","","sp1164","Mesosphaerum subnudum Briq.","Briq.","Mesosphaerum subnudum","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea acantha (Sehnem) Lehnert","(Sehnem) Lehnert","Cyathea acantha","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea compta Mart.","Mart.","Cyathea compta","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila atrovirens (Langsd. & Fisch.) C.Presl","(Langsd. & Fisch.) C.Presl","Alsophila atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Trichipteris atrovirens (Langsd. & Fisch.) Tryon","(Langsd. & Fisch.) Tryon","Trichipteris atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila compta (Mart.) Mart.","(Mart.) Mart.","Alsophila compta","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila radens Kaulf.","Kaulf.","Alsophila radens","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea radens (Kaulf.) Domin","(Kaulf.) Domin","Cyathea radens","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila hookeriana Hook.","Hook.","Alsophila hookeriana","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila leptocladia Fée","Fée","Alsophila leptocladia","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea leptocladia (Fée) Domin","(Fée) Domin","Cyathea leptocladia","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila verruculosa Rosenst.","Rosenst.","Alsophila verruculosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila proceroides Rosenst.","Rosenst.","Alsophila proceroides","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea verruculosa (Rosenst.) Domin","(Rosenst.) Domin","Cyathea verruculosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila dryopteridoides Domin","Domin","Alsophila dryopteridoides","Brazilian_Flora_Online_v.393.285"
"var.","Domin","fallaciana","sp1167","Alsophila dryopteridoides var. fallaciana Domin","","Alsophila dryopteridoides","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Cyathea fallaciana (Domin) Domin","(Domin) Domin","Cyathea fallaciana","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila kleinii Sehnem","Sehnem","Alsophila kleinii","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Alsophila acantha Sehnem","Sehnem","Alsophila acantha","Brazilian_Flora_Online_v.393.285"
"","","","sp1167","Polypodium atrovirens Langsd. & Fisch.","Langsd. & Fisch.","Polypodium atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila corcovadensis (Raddi) C.Chr.","(Raddi) C.Chr.","Alsophila corcovadensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Trichipteris corcovadensis (Raddi) Copel.","(Raddi) Copel.","Trichipteris corcovadensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Trichipteris excelsa C.Presl","C.Presl","Trichipteris excelsa","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila excelsa (C.Presl) Mart.","(C.Presl) Mart.","Alsophila excelsa","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila elegans Mart.","Mart.","Alsophila elegans","Brazilian_Flora_Online_v.393.285"
"var.","Sehnem","crenato-serrata","sp1168","Alsophila elegans var. crenato-serrata Sehnem","","Alsophila elegans","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila miersii Hook.","Hook.","Alsophila miersii","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Trichipteris miersii (Hook.) Tryon","(Hook.) Tryon","Trichipteris miersii","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila decipiens Fée","Fée","Alsophila decipiens","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila damazioi Brade","Brade","Alsophila damazioi","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila hoehneana Brade","Brade","Alsophila hoehneana","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila mello-barretoi Brade","Brade","Alsophila mello-barretoi","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila campestrium Sehnem","Sehnem","Alsophila campestrium","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Alsophila serrae Sehnem","Sehnem","Alsophila serrae","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Trichipteris mello-barretoi (Brade) Tryon","(Brade) Tryon","Trichipteris mello-barretoi","Brazilian_Flora_Online_v.393.285"
"","","","sp1168","Polypodium corcovadense Raddi","Raddi","Polypodium corcovadense","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea vestita Mart.","Mart.","Cyathea vestita","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea oligocarpa Kunze","Kunze","Cyathea oligocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea hirtula Mart.","Mart.","Cyathea hirtula","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea schanschin Mart.","Mart.","Cyathea schanschin","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea abruptecaudata Fée","Fée","Cyathea abruptecaudata","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea feei Fée","Fée","Cyathea feei","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea sphaerocarpa Fée","Fée","Cyathea sphaerocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea copelandii Kuhn & Luerss.","Kuhn & Luerss.","Cyathea copelandii","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea bahiensis Rosenst.","Rosenst.","Cyathea bahiensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea micromera Rosenst.","Rosenst.","Cyathea micromera","Brazilian_Flora_Online_v.393.285"
"","","","sp1169","Cyathea trindadensis Brade","Brade","Cyathea trindadensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila dichromatolepis Fée","Fée","Alsophila dichromatolepis","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila aperta Fée","Fée","Alsophila aperta","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Cyathea aperta (Fée) Domin","(Fée) Domin","Cyathea aperta","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila arbuscula Baker","Baker","Alsophila arbuscula","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Cyathea arbuscula (Baker) Domin","(Baker) Domin","Cyathea arbuscula","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Trichipteris arbuscula (Baker) Tryon","(Baker) Tryon","Trichipteris arbuscula","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila ceropteris Fée","Fée","Alsophila ceropteris","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila guimariensis Fée","Fée","Alsophila guimariensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Cyathea guimariensis (Fée) Domin","(Fée) Domin","Cyathea guimariensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila pallida Rosenst.","Rosenst.","Alsophila pallida","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Cyathea pallida (Rosenst.) Domin","(Rosenst.) Domin","Cyathea pallida","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Cyathea mesocarpa Domin","Domin","Cyathea mesocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp1170","Alsophila mesocarpa (Domin) C.Chr.","(Domin) C.Chr.","Alsophila mesocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp1172","Alsophila glaziovii Fée","Fée","Alsophila glaziovii","Brazilian_Flora_Online_v.393.285"
"","","","sp1172","Trichipteris glaziovii (Fée) Tryon","(Fée) Tryon","Trichipteris glaziovii","Brazilian_Flora_Online_v.393.285"
"","","","sp1173","Alsophila hirsuta (C.Presl) Kunze","(C.Presl) Kunze","Alsophila hirsuta","Brazilian_Flora_Online_v.393.285"
"","","","sp1173","Trichipteris hirsuta (C.Presl) Tryon","(C.Presl) Tryon","Trichipteris hirsuta","Brazilian_Flora_Online_v.393.285"
"","","","sp1173","Alsophila hirta Kaulf.","Kaulf.","Alsophila hirta","Brazilian_Flora_Online_v.393.285"
"","","","sp1174","Alsophila lasiosora Kuhn","Kuhn","Alsophila lasiosora","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Cyathea axillaris (Fée) Lellinger","(Fée) Lellinger","Cyathea axillaris","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila leucolepis Mart.","Mart.","Alsophila leucolepis","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Trichipteris leucolepis (Mart.) Tryon","(Mart.) Tryon","Trichipteris leucolepis","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila axillaris (Raddi) Moore","(Raddi) Moore","Alsophila axillaris","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila glumacea Fée","Fée","Alsophila glumacea","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila nigrescens Fée","Fée","Alsophila nigrescens","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila pectinata Fée","Fée","Alsophila pectinata","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Cyathea albidopaleata Copel.","Copel.","Cyathea albidopaleata","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Alsophila albidopaleata (Copel.) C.Chr.","(Copel.) C.Chr.","Alsophila albidopaleata","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Trichipteris albidopaleata (Copel.) Tryon","(Copel.) Tryon","Trichipteris albidopaleata","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Polypodium axillare Raddi","Raddi","Polypodium axillare","Brazilian_Flora_Online_v.393.285"
"","","","sp1175","Phegopteris axillaris Fée","Fée","Phegopteris axillaris","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Alsophila microdonta (Desv.) Desv.","(Desv.) Desv.","Alsophila microdonta","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Trichipteris microdonta (Desv.) Tryon","(Desv.) Tryon","Trichipteris microdonta","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Alsophila aculeata (Raddi) J.Sm.","(Raddi) J.Sm.","Alsophila aculeata","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Alsophila armata Mart.","Mart.","Alsophila armata","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Alsophila ferox C.Presl","C.Presl","Alsophila ferox","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Polypodium aculeatum Raddi","Raddi","Polypodium aculeatum","Brazilian_Flora_Online_v.393.285"
"","","","sp1177","Polypodium microdonton Desv.","Desv.","Polypodium microdonton","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila phalerata (Mart.) Mart.","(Mart.) Mart.","Alsophila phalerata","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Trichipteris phalerata (Mart.) Barrington","(Mart.) Barrington","Trichipteris phalerata","Brazilian_Flora_Online_v.393.285"
"var.","(Rosenst.) Barrington","iheringii","sp1178","Trichipteris phalerata var. iheringii (Rosenst.) Barrington","","Trichipteris phalerata","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila paleolata Mart.","Mart.","Alsophila paleolata","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea paleolata (Mart.) Copel.","(Mart.) Copel.","Cyathea paleolata","Brazilian_Flora_Online_v.393.285"
"var.","Hook.","nigrescens","sp1178","Alsophila paleolata var. nigrescens Hook.","","Alsophila paleolata","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila gardneri Hook.","Hook.","Alsophila gardneri","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Trichipteris gardneri (Hook.) Tryon","(Hook.) Tryon","Trichipteris gardneri","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila blanchetiana C.Presl","C.Presl","Alsophila blanchetiana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea blanchetiana C.Presl","C.Presl","Cyathea blanchetiana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila blancheti Trevis.","Trevis.","Alsophila blancheti","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila contracta Fée","Fée","Alsophila contracta","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea contracta (Fée) Domin","(Fée) Domin","Cyathea contracta","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila eriocarpa Fée","Fée","Alsophila eriocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila ludoviciana Fée","Fée","Alsophila ludoviciana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila scrobiculata Fée","Fée","Alsophila scrobiculata","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila unguis-cati Fée","Fée","Alsophila unguis-cati","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila goyazensis Christ","Christ","Alsophila goyazensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila paulistana Rosenst.","Rosenst.","Alsophila paulistana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea paulistana (Rosenst.) Domin","(Rosenst.) Domin","Cyathea paulistana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila iheringii Rosenst.","Rosenst.","Alsophila iheringii","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea iheringii (Rosenst.) Domin","(Rosenst.) Domin","Cyathea iheringii","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila guinleorum Brade & Rosenst.","Brade & Rosenst.","Alsophila guinleorum","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila roquettei Brade & Rosenst.","Brade & Rosenst.","Alsophila roquettei","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Cyathea mexiae Copel.","Copel.","Cyathea mexiae","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila mexiae (Copel.) C.Chr.","(Copel.) C.Chr.","Alsophila mexiae","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Trichipteris mexiae (Copel.) Tryon","(Copel.) Tryon","Trichipteris mexiae","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila portoana Brade","Brade","Alsophila portoana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Trichipteris portoana (Brade) Tryon","(Brade) Tryon","Trichipteris portoana","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila pabstii Brade","Brade","Alsophila pabstii","Brazilian_Flora_Online_v.393.285"
"","","","sp1178","Alsophila reitzii Sehnem","Sehnem","Alsophila reitzii","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila poeppigii Hook.","Hook.","Alsophila poeppigii","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila elongata Hook.","Hook.","Alsophila elongata","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila tumacensis J.Sm.","J.Sm.","Alsophila tumacensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila sprucei Hook.","Hook.","Alsophila sprucei","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Cyathea oreites Domin","Domin","Cyathea oreites","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila impressa Fée","Fée","Alsophila impressa","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Cyathea impressa (Fée) Domin","(Fée) Domin","Cyathea impressa","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila tijucensis (Fée) Domin","(Fée) Domin","Alsophila tijucensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Cyathea tijucensis (Fée) Domin","(Fée) Domin","Cyathea tijucensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila bakeri Sodiro","Sodiro","Alsophila bakeri","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila quitensis C.Chr.","C.Chr.","Alsophila quitensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Cyathea quitensis (C.Chr.) Domin","(C.Chr.) Domin","Cyathea quitensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Alsophila coriacea Rosenst.","Rosenst.","Alsophila coriacea","Brazilian_Flora_Online_v.393.285"
"","","","sp1179","Cyathea coriacea (Rosenst.) Domin","(Rosenst.) Domin","Cyathea coriacea","Brazilian_Flora_Online_v.393.285"
"","","","sp1180","Alsophila praecincta Kunze","Kunze","Alsophila praecincta","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila pungens (Willd.) C.Presl","(Willd.) C.Presl","Alsophila pungens","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris pungens (Willd.) Tryon","(Willd.) Tryon","Trichipteris pungens","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris procera (Willd.) Tryon","(Willd.) Tryon","Trichipteris procera","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila procera (Willd.) Desv.","(Willd.) Desv.","Alsophila procera","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila infesta Kunze","Kunze","Alsophila infesta","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea infesta (Kunze) Domin","(Kunze) Domin","Cyathea infesta","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris infesta (Kunze) Tryon","(Kunze) Tryon","Trichipteris infesta","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila subaculeata Splitg.","Splitg.","Alsophila subaculeata","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila oblonga Klotzsch","Klotzsch","Alsophila oblonga","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea oblonga (Klotzsch) Domin","(Klotzsch) Domin","Cyathea oblonga","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris oblonga (Klotzsch) Tryon","(Klotzsch) Tryon","Trichipteris oblonga","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila platyphylla C.Presl","C.Presl","Alsophila platyphylla","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila obtusa Klotzsch","Klotzsch","Alsophila obtusa","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris obtusa (Klotzsch) Tryon","(Klotzsch) Tryon","Trichipteris obtusa","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila pterorachis Baker","Baker","Alsophila pterorachis","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea pterorachis (Baker) Domin","(Baker) Domin","Cyathea pterorachis","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila eatoni Jenman","Jenman","Alsophila eatoni","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea eatoni (Jenman) Domin","(Jenman) Domin","Cyathea eatoni","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris eatoni (Jenman) Tryon","(Jenman) Tryon","Trichipteris eatoni","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila pastazensis Hieron.","Hieron.","Alsophila pastazensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea pastazensis (Hieron.) Domin","(Hieron.) Domin","Cyathea pastazensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris pastazensis (Hieron.) Tryon","(Hieron.) Tryon","Trichipteris pastazensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila gleasoni Maxon","Maxon","Alsophila gleasoni","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea gleasoni (Maxon) Domin","(Maxon) Domin","Cyathea gleasoni","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Alsophila bulligera Rosenst.","Rosenst.","Alsophila bulligera","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea bulligera (Rosenst.) Domin","(Rosenst.) Domin","Cyathea bulligera","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Trichipteris bulligera (Rosenst.) Tryon","(Rosenst.) Tryon","Trichipteris bulligera","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea obtusata Domin","Domin","Cyathea obtusata","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea klotzschiana Domin","Domin","Cyathea klotzschiana","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Cyathea willdenowiana Domin","Domin","Cyathea willdenowiana","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Polypodium procerum Willd.","Willd.","Polypodium procerum","Brazilian_Flora_Online_v.393.285"
"","","","sp1181","Polypodium pungens Willd.","Willd.","Polypodium pungens","Brazilian_Flora_Online_v.393.285"
"","","","sp1182","Alsophila rufa Fée","Fée","Alsophila rufa","Brazilian_Flora_Online_v.393.285"
"","","","sp1182","Trichipteris rufa (Fée) Tryon","(Fée) Tryon","Trichipteris rufa","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Alsophila villosa ( Willd.) Desv.","( Willd.) Desv.","Alsophila villosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Trichipteris villosa (Willd.) Tryon","(Willd.) Tryon","Trichipteris villosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Alsophila humboldtii (Kaulf.) Kunze","(Kaulf.) Kunze","Alsophila humboldtii","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Alsophila rigidula Mart.","Mart.","Alsophila rigidula","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Alsophila vernicosa Kuhn","Kuhn","Alsophila vernicosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Trichipteris vernicosa (Kuhn) Tryon","(Kuhn) Tryon","Trichipteris vernicosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1183","Alsophila cipoënsis Sehnem","Sehnem","Alsophila cipoënsis","Brazilian_Flora_Online_v.393.285"
"","","","sp1184","Conomorpha utiarityi Hoehne","Hoehne","Conomorpha utiarityi","Brazilian_Flora_Online_v.393.285"
"","","","sp1184","Conomorpha macrophylla Martius","Martius","Conomorpha macrophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp1184","Conomorpha ampla Mez","Mez","Conomorpha ampla","Brazilian_Flora_Online_v.393.285"
"","","","sp1185","Weigeltia nitida Mez","Mez","Weigeltia nitida","Brazilian_Flora_Online_v.393.285"
"var.","Mez","brasiliensis","sp1186","Conomorpha peruviana var. brasiliensis Mez","","Conomorpha peruviana","Brazilian_Flora_Online_v.393.285"
"","","","sp1190","Weigeltia detergens (Mart.) Mart.","(Mart.) Mart.","Weigeltia detergens","Brazilian_Flora_Online_v.393.285"
"","","","sp1192","Weigeltia gardneri A.DC.","A.DC.","Weigeltia gardneri","Brazilian_Flora_Online_v.393.285"
"","","","sp1194","Conomorpha heterantha Benth. ex Miq.","Benth. ex Miq.","Conomorpha heterantha","Brazilian_Flora_Online_v.393.285"
"","","","sp1194","Conomorpha guyanensis A.DC.","A.DC.","Conomorpha guyanensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1196","Conomorpha oblongifolia A.DC.","A.DC.","Conomorpha oblongifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp1197","Conomorpha peruviana A.DC.","A.DC.","Conomorpha peruviana","Brazilian_Flora_Online_v.393.285"
"","","","sp1198","Weigeltia potiaei Mez","Mez","Weigeltia potiaei","Brazilian_Flora_Online_v.393.285"
"","","","sp1200","Cybianthus egensis Mez","Mez","Cybianthus egensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1201","Cybianthus angustifolius NA","","Cybianthus angustifolius","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Bignonia antisyphilitica Mart.","Mart.","Bignonia antisyphilitica","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Bignonia quinquefolia Vell.","Vell.","Bignonia quinquefolia","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Bignonia rivularis DC.","DC.","Bignonia rivularis","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Bignonia viridiflora Lodd.","Lodd.","Bignonia viridiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Phryganocydia antisyphilitica Mart. ex DC.","Mart. ex DC.","Phryganocydia antisyphilitica","Brazilian_Flora_Online_v.393.285"
"var.","Bureau & K.Schum.","coriacea","sp1202","Cybistax antisyphilitica var. coriacea Bureau & K.Schum.","","Cybistax antisyphilitica","Brazilian_Flora_Online_v.393.285"
"var.","Bureau & K.Schum.","subtomentosa","sp1202","Cybistax antisyphilitica var. subtomentosa Bureau & K.Schum.","","Cybistax antisyphilitica","Brazilian_Flora_Online_v.393.285"
"var.","Bureau & K.Schum.","trochocalyx","sp1202","Cybistax antisyphilitica var. trochocalyx Bureau & K.Schum.","","Cybistax antisyphilitica","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax coriacea Corr.Mello ex Stellfeld","Corr.Mello ex Stellfeld","Cybistax coriacea","Brazilian_Flora_Online_v.393.285"
"var.","Corr. Méllo","barbatula","sp1202","Cybistax coriacea var. barbatula Corr. Méllo","","Cybistax coriacea","Brazilian_Flora_Online_v.393.285"
"var.","Corr. Méllo ex Stellfeld","septenfoliata","sp1202","Cybistax coriacea var. septenfoliata Corr. Méllo ex Stellfeld","","Cybistax coriacea","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax intermedia Corr. Méllo","Corr. Méllo","Cybistax intermedia","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax quinquefolia (Vell.) J.F.Macbr.","(Vell.) J.F.Macbr.","Cybistax quinquefolia","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax sprucei K.Schum.","K.Schum.","Cybistax sprucei","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax subtomentosa K.Schum.","K.Schum.","Cybistax subtomentosa","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Cybistax tinctoria (Spruce) Tittel","(Spruce) Tittel","Cybistax tinctoria","Brazilian_Flora_Online_v.393.285"
"","","","sp1202","Yangua tinctoria Spruce","Spruce","Yangua tinctoria","Brazilian_Flora_Online_v.393.285"
"","","","sp1203","Cyclolobium blanchetianum Tul.","Tul.","Cyclolobium blanchetianum","Brazilian_Flora_Online_v.393.285"
"","","","sp1203","Cyclolobium claussenii Benth.","Benth.","Cyclolobium claussenii","Brazilian_Flora_Online_v.393.285"
"","","","sp1203","Cyclolobium nutans Rizzini & Heringer","Rizzini & Heringer","Cyclolobium nutans","Brazilian_Flora_Online_v.393.285"
"","","","sp1203","Cyclolobium vecchii A.J.Sampaio","A.J.Sampaio","Cyclolobium vecchii","Brazilian_Flora_Online_v.393.285"
"","","","sp1204","Uvaria brasiliensis Vell.","Vell.","Uvaria brasiliensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1204","Uva brasiliensis (Vell.) Kuntze","(Vell.) Kuntze","Uva brasiliensis","Brazilian_Flora_Online_v.393.285"
"","","","sp1204","Cymbopetalum odoratissimum Barb.Rodr.","Barb.Rodr.","Cymbopetalum odoratissimum","Brazilian_Flora_Online_v.393.285"
"","","","sp1205","Capparis flexuosa (L.) L.","(L.) L.","Capparis flexuosa","Brazilian_Flora_Online_v.393.285"
