"internal_taxon_id","language","name","primary"
"sp228","Portuguese","Arapati","false"
"sp229","Portuguese","Araucária","false"
"sp229","Portuguese","Pinheiro-Do-Paraná","false"
"sp229","Portuguese","Curi","false"
"sp229","Portuguese","Pinheiro-Brasileiro","false"
"sp229","Portuguese","Pinho-Do-Paraná","false"
"sp233","Portuguese","Rabo-De-Raposa","false"
"sp234","Portuguese","Rabo-De-Raposa, Rabo-De-Onça","false"
"sp235","Portuguese","Sabugo-Do-Capeta","false"
"sp241","Portuguese","Guatambuzinho","false"
"sp243","Portuguese","Araracanga","false"
"sp243","Portuguese","Quina Da Mata","false"
"sp244","Portuguese","Quina","false"
"sp244","Portuguese","Cabo De Machado","false"
"sp244","Portuguese","Pau Pereiro","false"
"sp245","Portuguese","Catingueira","false"
"sp245","Portuguese","Peroba-Vermelha","false"
"sp248","Portuguese","Pereiro","false"
"sp250","Portuguese","Pitiá","false"
"sp253","Portuguese","Peroba-Rosa","false"
"sp255","Portuguese","Pereiro","false"
"sp261","Portuguese","Pitiá-Branco","false"
"sp262","Portuguese","Guatambú Do Cerrado","false"
"sp262","Portuguese","Pereiro Do Campo","false"
"sp263","Portuguese","Ariri","false"
"sp263","Portuguese","Ariri-Açu","false"
"sp263","Portuguese","Coco-Ariri","false"
"sp263","Portuguese","Brejaúba","false"
"sp263","Portuguese","Brejaúva","false"
"sp263","Portuguese","Iri","false"
"sp265","Portuguese","Pau-Ferro","false"
"sp265","Portuguese","Maracanã","false"
"sp266","Portuguese","Aroeira-Rajada","false"
"sp266","Portuguese","Guarubu-Violeta","false"
"sp266","Portuguese","Itapicuru-Ferreiro","false"
"sp266","Portuguese","Mucuri","false"
"sp267","Portuguese","Aroeira-D'água","false"
"sp267","Portuguese","Brito","false"
"sp267","Portuguese","Sete Cascas","false"
"sp267","Portuguese","Ubatan","false"
"sp268","Portuguese","Gibatão","false"
"sp269","Portuguese","Aderne","false"
"sp269","Portuguese","Aroeira","false"
"sp269","Portuguese","Gibatan","false"
"sp269","Portuguese","Guaritá","false"
"sp269","Portuguese","Ubatan","false"
"sp270","Portuguese","Aroeira","false"
"sp271","Portuguese","Aroeira","false"
"sp271","Portuguese","Urindeuva","false"
"sp271","Portuguese","Aroeira-Do-Sertão","false"
"sp271","Portuguese","Aroeira-Do-Cerrado","false"
"sp271","Portuguese","Pandeiro","false"
"sp271","Portuguese","Almecega","false"
"sp271","Portuguese","Urundeuva","false"
"sp271","Portuguese","Aroeira-Preta","false"
"sp286","Portuguese","Palmeria","false"
"sp286","Portuguese","Pindoba-Grauda","false"
"sp287","Portuguese","Babassu","false"
"sp287","Portuguese","Indaia","false"
"sp287","Portuguese","Catolé","false"
"sp288","Portuguese","Camarinha","false"
"sp288","Portuguese","Indaiá","false"
"sp289","Portuguese","Indaiá-Do-Cerrado","false"
"sp289","Portuguese","Indaiá","false"
"sp290","Portuguese","Piassava","false"
"sp290","Portuguese","Piaçaba","false"
"sp291","Portuguese","Catolé","false"
"sp291","Portuguese","Pindoba","false"
"sp292","Portuguese","Palmeira","false"
"sp292","Portuguese","Palmeira-Pindoba","false"
"sp293","Portuguese","Aricuri","false"
"sp293","Portuguese","Bacuri","false"
"sp293","Portuguese","Uricuri","false"
"sp293","Portuguese","Uricurí Vermelho","false"
"sp294","Portuguese","Palmeira","false"
"sp294","Portuguese","Pindobassu","false"
"sp298","Portuguese","Tingui","false"
"sp303","Portuguese","Alecrim Do Campo","false"
"sp303","Spanish; Castilian","Romerillo","false"
"sp305","Portuguese","Alecrim","false"
"sp305","Portuguese","Alecrim-Do-Mato","false"
"sp306","Portuguese","Alecrim-Do-Mato","false"
"sp306","Portuguese","Trupichava","false"
"sp307","Portuguese","Alecrim","false"
"sp307","Portuguese","Vassoura","false"
"sp310","Portuguese","Carqueja","false"
"sp313","Portuguese","Alecrim","false"
"sp317","Portuguese","Alecrim","false"
"sp317","Portuguese","Vassoura","false"
"sp322","Portuguese","Alecrim-De-Vassoura","false"
"sp322","Portuguese","Trapichava","false"
"sp322","Portuguese","Vassoura-Alecrim","false"
"sp322","Portuguese","Vassoura-Branca","false"
"sp323","Portuguese","Alecrim","false"
"sp323","Portuguese","Alecrim-Do-Mato","false"
"sp325","Portuguese","Alecrim","false"
"sp325","Portuguese","Vassoura","false"
"sp326","Portuguese","Alecrim-Das-Pedras","false"
"sp327","Portuguese","Alecrim","false"
"sp328","Portuguese","Alecrim","false"
"sp329","Portuguese","Alecrim-De-Folha-Larga","false"
"sp329","Portuguese","Vassoura","false"
"sp330","Portuguese","Arrebentão","false"
"sp330","Portuguese","Cambará-Cheiroso","false"
"sp330","Portuguese","Chirca-Do-Mato","false"
"sp330","Portuguese","Erva-De-Sant’ana","false"
"sp330","Portuguese","Mata-Pasto","false"
"sp330","Portuguese","Rebentão","false"
"sp331","Portuguese","Alecrim","false"
"sp334","Portuguese","Ourana","false"
"sp335","Portuguese","Alecrim","false"
"sp335","Portuguese","Alecrim-Do-Mato","false"
"sp336","Portuguese","Arnica","false"
"sp336","Portuguese","Erva-De-Coelho","false"
"sp336","Portuguese","João-Russo","false"
"sp336","Portuguese","Vara-De-Visgo","false"
"sp339","Portuguese","Alecrim","false"
"sp339","Portuguese","Alecrim-Da-Serra","false"
"sp339","Portuguese","Vassoura","false"
"sp339","Portuguese","Vassoura-Lajeana","false"
"sp340","Portuguese","Vassoura-Da-Praia","false"
"sp341","Portuguese","Brejaubinha, Marajá, Marajá-Piranga","false"
"sp343","Portuguese","Brejaúva-Mirim","false"
"sp345","Portuguese","Baralhá","false"
"sp345","Portuguese","Tucum","false"
"sp346","Portuguese","Tucum","false"
"sp347","Portuguese","Marajá","false"
"sp347","Portuguese","Marajazinho","false"
"sp348","Portuguese","Tucunzinho","false"
"sp349","Portuguese","Tucum","false"
"sp350","Portuguese","Folha-Miúda","false"
"sp350","Portuguese","Mucambo","false"
"sp350","Portuguese","Pau-Marfim","false"
"sp350","Portuguese","Pereiro-Preto","false"
"sp351","Portuguese","Embira","false"
"sp351","Portuguese","Farinha-Seca","false"
"sp351","Portuguese","Gramixinga","false"
"sp351","Portuguese","Guamixinga","false"
"sp351","Portuguese","Guamuxinga","false"
"sp351","Portuguese","Guarataia","false"
"sp351","Portuguese","Guataia","false"
"sp351","Portuguese","Guatambu","false"
"sp351","Portuguese","Marfim","false"
"sp351","Portuguese","Pau-Cetim","false"
"sp351","Portuguese","Pau-Liso","false"
"sp351","Portuguese","Pau-Marfim","false"
"sp351","Portuguese","Pequiá-Mamona","false"
"sp353","Portuguese","Cavaqueiro Do Baixo","false"
"sp353","South American Indian (Other)","Nibiki Turukí","false"
"sp362","Portuguese","Guarabu","false"
"sp362","Portuguese","Guarabu Cebola","false"
"sp362","Portuguese","Guaribeiro","false"
"sp362","Portuguese","Itapicuru","false"
"sp363","Portuguese","Jangada-Brava","false"
"sp364","Portuguese","Pau-De-Colher","false"
"sp364","Portuguese","Quina-Do-Mato","false"
"sp364","Portuguese","Fumão","false"
"sp364","Portuguese","Araribão","false"
"sp364","Portuguese","Cauassu","false"
"sp364","Portuguese","Quina-Do-Paraná","false"
"sp364","Portuguese","Macuqueiro","false"
"sp365","Portuguese","Guamirim","false"
"sp365","Portuguese","Guapeba-Branca","false"
"sp367","Portuguese","Bapebucu","false"
"sp367","Portuguese","Quina-Do-Mato","false"
"sp368","Portuguese","Quina-Da-Serra","false"
"sp368","Portuguese","Pau-De-Colher","false"
"sp368","Portuguese","Autuparana","false"
"sp368","Portuguese","Folha-Larga","false"
"sp370","Portuguese","Mororó Branco","false"
"sp370","Portuguese","Mororó De Espinho","false"
"sp370","Portuguese","Pata De Vaca","false"
"sp385","Portuguese","Maniva Do Veado","false"
"sp395","Portuguese","Mororó Vermelho","false"
"sp397","Portuguese","Tapinhoã","false"
"sp401","Portuguese","Canela-Batata","false"
"sp401","Portuguese","Canela-Tapinha","false"
"sp406","Portuguese","Espinho-De-São-João","false"
"sp412","Portuguese","Urucum","false"
"sp412","Portuguese","Colorau","false"
"sp420","Portuguese","Assa-Peixe","false"
"sp420","Portuguese","Lixa Da Folha Larga","false"
"sp425","Portuguese","Juvú","false"
"sp425","Portuguese","Três-Marias, Primavera, Buganvilia","false"
"sp427","Portuguese","Três-Marias, Primavera, Tapirica, Roseira-Do-Mato","false"
"sp430","Portuguese","Mamoninha","false"
"sp431","Portuguese","Mamona-Da-Mata","false"
"sp431","Portuguese","Barba-De-Bode","false"
"sp432","Portuguese","Urumbeba, Rumbeba, Cumbeba, Mumbeca, Mumbebo, Facho-De-Renda, Palmatória Grande, Palmatória-Do-Diabo, Ambeba, Arumbeva, Gerumbeba, Jurubeba, Palmadora, Palmatória, Xiquexique-Do-Sertão.","false"
"sp435","Portuguese","Marfim Do Campo","false"
"sp440","Portuguese","Mama-Cadela","false"
"sp440","Portuguese","Mamica-De-Cadela","false"
"sp440","Portuguese","Conduru","false"
"sp440","Portuguese","Inharé","false"
"sp443","Portuguese","Inharé Mole","false"
"sp443","Portuguese","Pau-Rainha-Roxo","false"
"sp444","Portuguese","Inharé","false"
"sp444","Portuguese","Manitê","false"
"sp444","Portuguese","Manixí","false"
"sp444","Portuguese","Mururé","false"
"sp444","Portuguese","Leiteira","false"
"sp444","Portuguese","Muiratinga","false"
"sp445","Portuguese","Amapá-Doce","false"
"sp446","Portuguese","Garrote","false"
"sp446","Portuguese","Pau-Rainha","false"
"sp465","Portuguese","Coco-Azedinho","false"
"sp465","Portuguese","Coco-Cabeçudo","false"
"sp467","Portuguese","Butiá-Da-Serra","false"
"sp470","Portuguese","Palmeira-Jataí","false"
"sp471","Portuguese","Butiá-Jataí","false"
"sp472","Portuguese","Murici D'anta","false"
"sp476","Portuguese","Acá","false"
"sp482","Portuguese","Murici","false"
"sp483","Portuguese","Canjiqueira","false"
"sp489","Portuguese","Murici Da Mata","false"
"sp503","Portuguese","Murici Peludo","false"
"sp538","Portuguese","Alecrim","false"
"sp538","Portuguese","Alecrim-Bravo","false"
"sp538","Portuguese","Itapiúna","false"
"sp538","Portuguese","Tiriveira","false"
"sp540","Portuguese","Carvão Branco","false"
"sp540","Portuguese","Cravo","false"
"sp540","Portuguese","Jacaré","false"
"sp540","Spanish; Castilian","Tinto Chico","false"
"sp542","Portuguese","Araçalina","false"
"sp543","Portuguese","Jacaré","false"
"sp543","Portuguese","Pau Terra Do Mato","false"
"sp544","Portuguese","Vassourinha","false"
"sp545","Portuguese","Pau De Pilão","false"
"sp546","Portuguese","Guanandi","false"
"sp546","Portuguese","Jacareúba","false"
"sp546","Portuguese","Jacareúba","false"
"sp546","Portuguese","Landim","false"
"sp550","Portuguese","Mulateiro","false"
"sp550","Portuguese","Pau-Mulato","false"
"sp554","Portuguese","Guabiroba-Do-Campo","false"
"sp556","Portuguese","Guabiraba","false"
"sp556","Portuguese","Guabiraba-Branca","false"
"sp556","Portuguese","Guabiroba-Roxa","false"
"sp556","Portuguese","Mangabinha-De-Veado","false"
"sp556","Portuguese","Murta-Guarabiraba","false"
"sp558","Portuguese","Guabiroba","false"
"sp558","Portuguese","Gabiroba","false"
"sp559","Portuguese","Acariquara Branca","false"
"sp560","Portuguese","Guabiroba","false"
"sp560","Portuguese","Gabiroba","false"
"sp560","Portuguese","Guabirobão","false"
"sp560","Portuguese","Guabirobão-Da-Ilha","false"
"sp567","Portuguese","Guabiroba","false"
