"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Rutaceae","Balfourodendron molle",6.586826,7.801418,"occasional","endemic"
"Rutaceae","Balfourodendron riedelianum",88.075881,84.736842,"widespread_common","not_endemic"
"Salicaceae","Banara brasiliensis",88.311688,96.774194,"endemic","endemic"
"Salicaceae","Banara guianensis",3.791469,2.054795,"occasional","not_endemic"
"Salicaceae","Banara parviflora",90.05848,89.552239,"endemic","endemic"
"Salicaceae","Banara serrata",100,100,"endemic","endemic"
"Salicaceae","Banara tomentosa",82.051282,77.011494,"widespread_common","not_endemic"
"Salicaceae","Banara trinitatis",100,100,"endemic","endemic"
"Malpighiaceae","Banisteriopsis malifolia",15.2207,16.925734,"widespread_sparse","endemic"
"Asteraceae","Barnadesia caryophylla",36.065574,36.686391,"widespread_sparse","not_endemic"
"Malpighiaceae","Barnebya dispar",100,100,"endemic","endemic"
"Malpighiaceae","Barnebya harleyi",3.75,4.347826,"occasional","endemic"
"Fabaceae","Barnebydendron riedelii",71.232877,74.626866,"widespread_common","not_endemic"
"Malvaceae","Bastardiopsis densiflora",86.693548,76.8,"endemic","not_endemic"
"Rubiaceae","Bathysa australis",98.373984,98.016997,"endemic","not_endemic"
"Rubiaceae","Bathysa gymnocarpa",100,100,"endemic","endemic"
"Rubiaceae","Bathysa mendoncaei",100,100,"endemic","endemic"
"Rubiaceae","Bathysa nicholsonii",90.47619,90,"endemic","endemic"
"Rubiaceae","Bathysa stipulata",98.947368,98.765432,"endemic","endemic"
"Rubiaceae","Bathysa sylvestrae",100,100,"endemic","endemic"
"Fabaceae","Bauhinia acreana",6.521739,6.666667,"occasional","not_endemic"
"Fabaceae","Bauhinia acuruana",7.45614,7.211538,"occasional","endemic"
"Fabaceae","Bauhinia affinis",100,100,"endemic","endemic"
"Fabaceae","Bauhinia albicans",100,100,"endemic","endemic"
"Fabaceae","Bauhinia bauhinioides",5.594406,5.673759,"occasional","not_endemic"
"Fabaceae","Bauhinia brevipes",7.770961,8.172043,"occasional","not_endemic"
"Fabaceae","Bauhinia catingae",21.568627,21.568627,"widespread_sparse","endemic"
"Fabaceae","Bauhinia cheilantha",5.835962,6.026365,"occasional","not_endemic"
"Fabaceae","Bauhinia corniculata",4.444444,4.444444,"occasional","not_endemic"
"Fabaceae","Bauhinia cupulata",3.422053,2.723735,"occasional","not_endemic"
"Fabaceae","Bauhinia forficata",86.146096,86.02462,"endemic","not_endemic"
"Fabaceae","Bauhinia fusconervis",100,100,"endemic","endemic"
"Fabaceae","Bauhinia glaziovii",100,100,"endemic","endemic"
"Fabaceae","Bauhinia holophylla",20.253165,20.320856,"widespread_sparse","endemic"
"Fabaceae","Bauhinia integerrima",100,100,"endemic","endemic"
"Fabaceae","Bauhinia longicuspis",2.336449,2.617801,"occasional","not_endemic"
"Fabaceae","Bauhinia longifolia",60.759494,60.546139,"widespread_common","not_endemic"
"Fabaceae","Bauhinia membranacea",13.043478,13.043478,"occasional","endemic"
"Fabaceae","Bauhinia mollis",7.860262,8.530806,"occasional","not_endemic"
"Fabaceae","Bauhinia ovata",100,100,"endemic","endemic"
"Fabaceae","Bauhinia pentandra",12.260536,11.752137,"occasional","not_endemic"
"Fabaceae","Bauhinia pinheiroi",100,100,"endemic","endemic"
"Fabaceae","Bauhinia pulchella",5.46875,5.427632,"occasional","not_endemic"
"Fabaceae","Bauhinia rufa",15.862069,15.440509,"widespread_sparse","not_endemic"
"Fabaceae","Bauhinia subclavata",2.906977,2.39521,"occasional","endemic"
"Fabaceae","Bauhinia ungulata",7.000993,6.979222,"occasional","not_endemic"
"Fabaceae","Bauhinia uruguayensis",68.75,65.517241,"widespread_common","not_endemic"
"Lauraceae","Beilschmiedia angustifolia",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia emarginata",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia fluminensis",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia linharensis",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia rigida",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia stricta",100,100,"endemic","endemic"
"Lauraceae","Beilschmiedia taubertiana",98.947368,98.901099,"endemic","endemic"
"Lauraceae","Beilschmiedia vestita",NA,NA,"endemic","endemic"
"Berberidaceae","Berberis campos-portoi",100,100,"endemic","endemic"
"Berberidaceae","Berberis laurina",94.202899,99.065421,"endemic","not_endemic"
"Euphorbiaceae","Bernardia pulchella",96.806387,100,"endemic","not_endemic"
"Euphorbiaceae","Bernardia sidoides",13.953488,18.556701,"widespread_sparse","not_endemic"
"Euphorbiaceae","Bernardia tamanduana",75.675676,71.875,"widespread_common","endemic"
"Connaraceae","Bernardinia fluminensis",87.179487,86.111111,"endemic","endemic"
"Bixaceae","Bixa arborea",NA,NA,"not_endemic","not_endemic"
"Bixaceae","Bixa orellana",15.744681,1,"widespread_sparse","not_endemic"
"Melastomataceae","Blakea brasiliensis",11.111111,11.111111,"occasional","not_endemic"
"Fabaceae","Blanchetiodendron blanchetii",50,50,"widespread_common","endemic"
"Myrtaceae","Blepharocalyx eggersii",63.076923,63.076923,"widespread_common","not_endemic"
"Myrtaceae","Blepharocalyx myriophyllus",33.333333,33.333333,"widespread_sparse","endemic"
"Myrtaceae","Blepharocalyx salicifolius",50.521921,50.825083,"widespread_common","not_endemic"
"Annonaceae","Bocagea longepedunculata",100,100,"endemic","endemic"
"Annonaceae","Bocagea viridis",100,100,"endemic","endemic"
"Urticaceae","Boehmeria caudata",59.356725,58.979592,"widespread_common","not_endemic"
"Urticaceae","Boehmeria pavonii",5.084746,10.714286,"occasional","not_endemic"
"Urticaceae","Boehmeria ramiflora",NA,NA,"not_endemic","not_endemic"
"Urticaceae","Boehmeria ulmifolia",6.086957,7.954545,"occasional","not_endemic"
"Bonnetiaceae","Bonnetia stricta",94.237288,100,"endemic","endemic"
"Nyctaginaceae","Bougainvillea glabra",53.284672,50,"widespread_common","not_endemic"
"Nyctaginaceae","Bougainvillea praecox",41.666667,83.333333,"widespread_sparse","not_endemic"
"Nyctaginaceae","Bougainvillea spectabilis",83.653846,90.588235,"widespread_common","not_endemic"
"Fabaceae","Bowdichia virgilioides",32.821342,32.879377,"widespread_sparse","not_endemic"
"Cactaceae","Brasilicereus phaeacanthus",78.26087,78.26087,"widespread_common","endemic"
"Euphorbiaceae","Brasiliocroton mamoninha",80.434783,76.923077,"widespread_common","endemic"
"Euphorbiaceae","Brasiliocroton muricatus",89.655172,89.655172,"endemic","endemic"
"Cactaceae","Brasiliopuntia brasiliensis",84.5070425,83.649289,"widespread_common","not_endemic"
"Polygalaceae","Bredemeyera brevifolia",28.395062,44.871795,"widespread_sparse","not_endemic"
"Polygalaceae","Bredemeyera divaricata",0.813008,0.510204,"occasional","not_endemic"
"Polygalaceae","Bredemeyera floribunda",10.858995,11.694511,"occasional","not_endemic"
"Polygalaceae","Bredemeyera hebeclada",77.380952,76.578947,"endemic","endemic"
"Polygalaceae","Bredemeyera laurifolia",52.362205,52.777778,"widespread_common","endemic"
"Fabaceae","Brodriguesia santosii",100,100,"endemic","endemic"
"Moraceae","Brosimum alicastrum",0.840336,1.801802,"occasional","not_endemic"
"Moraceae","Brosimum gaudichaudii",11.209068,13.609467,"occasional","not_endemic"
"Moraceae","Brosimum glaucum",90.47619,89.473684,"endemic","endemic"
"Moraceae","Brosimum glaziovii",90.909091,89.795918,"endemic","endemic"
"Moraceae","Brosimum guianense",28.718831,29.466357,"widespread_sparse","not_endemic"
"Moraceae","Brosimum lactescens",8.549223,6.976744,"occasional","not_endemic"
"Moraceae","Brosimum parinarioides",1.369863,1.639344,"occasional","not_endemic"
"Moraceae","Brosimum rubescens",11.538462,9.189189,"occasional","not_endemic"
"Fabaceae","Brownea grandiceps",3.947368,4.054054,"occasional","not_endemic"
"Solanaceae","Brunfelsia australis",36.697248,34.920635,"widespread_sparse","endemic"
"Solanaceae","Brunfelsia bahiensis",100,100,"endemic","endemic"
"Solanaceae","Brunfelsia brasiliensis",79.130435,79.081633,"widespread_common","endemic"
"Solanaceae","Brunfelsia clandestina",98.765432,100,"endemic","endemic"
"Solanaceae","Brunfelsia cuneifolia",95.833333,100,"endemic","endemic"
"Solanaceae","Brunfelsia pauciflora",96.111111,94.83871,"endemic","endemic"
"Solanaceae","Brunfelsia pilosa",91.666667,88.888889,"endemic","not_endemic"
"Solanaceae","Brunfelsia uniflora",69.375,67.247387,"widespread_common","not_endemic"
"Scrophulariaceae","Buddleja stachyoides",73.5,71.199143,"widespread_common","not_endemic"
"Malpighiaceae","Bunchosia acuminata",96.103896,100,"endemic","endemic"
"Malpighiaceae","Bunchosia apiculata",38.461538,33.333333,"widespread_sparse","not_endemic"
"Malpighiaceae","Bunchosia itacarensis",100,100,"endemic","endemic"
"Malpighiaceae","Bunchosia macilenta",95.833333,95.833333,"endemic","endemic"
"Malpighiaceae","Bunchosia maritima",97.674419,97.916667,"endemic","endemic"
"Malpighiaceae","Bunchosia pallescens",93.854749,91.2,"endemic","not_endemic"
"Malpighiaceae","Bunchosia pernambucana",28.571429,28.571429,"widespread_sparse","endemic"
"Arecaceae","Butia archeri",7.017544,5.454545,"occasional","endemic"
"Arecaceae","Butia capitata",29.032258,17.391304,"widespread_sparse","endemic"
"Arecaceae","Butia catarinensis",100,100,"endemic","endemic"
"Arecaceae","Butia eriospatha",100,100,"endemic","endemic"
"Arecaceae","Butia odorata",86.666667,84.615385,"widespread_common","not_endemic"
"Arecaceae","Butia paraguayensis",37.569061,40.522876,"widespread_sparse","not_endemic"
"Arecaceae","Butia purpurascens",9.090909,9.090909,"occasional","not_endemic"
"Arecaceae","Butia yatay",25.806452,20.689655,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima affinis",2.721088,2.836879,"occasional","endemic"
"Malpighiaceae","Byrsonima alvimii",100,100,"endemic","endemic"
"Malpighiaceae","Byrsonima bahiana",90.410959,90.140845,"endemic","endemic"
"Malpighiaceae","Byrsonima blanchetiana",16.216216,16.981132,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima cacaophila",100,100,"endemic","endemic"
"Malpighiaceae","Byrsonima chrysophylla",26.086957,30.617284,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima clausseniana",5.496829,5.591398,"occasional","endemic"
"Malpighiaceae","Byrsonima coccolobifolia",15.806452,16.239316,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima correifolia",21.455939,20.496894,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima crassifolia",3.600594,4.058853,"occasional","not_endemic"
"Malpighiaceae","Byrsonima crispa",24.355972,29.192547,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima cydoniifolia",9.409594,8.531746,"occasional","not_endemic"
"Malpighiaceae","Byrsonima dealbata",12.105927,11.811024,"occasional","endemic"
"Malpighiaceae","Byrsonima fanshawei",70,70,"endemic","not_endemic"
"Malpighiaceae","Byrsonima fonsecae",60,60,"widespread_common","endemic"
"Malpighiaceae","Byrsonima gardneriana",32.236842,35.913313,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima intermedia",30.595611,30.377907,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima japurensis",18.120805,19.708029,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima laxiflora",9.283388,9.123435,"occasional","endemic"
"Malpighiaceae","Byrsonima ligustrifolia",95.432692,93.624161,"endemic","endemic"
"Malpighiaceae","Byrsonima macrophylla",29.285714,27.61194,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima microphylla",94.615385,94.354839,"endemic","endemic"
"Malpighiaceae","Byrsonima myricifolia",97.247706,97.087379,"endemic","endemic"
"Malpighiaceae","Byrsonima niedenzuiana",100,100,"endemic","endemic"
"Malpighiaceae","Byrsonima nitidifolia",64.444444,68.421053,"widespread_common","endemic"
"Malpighiaceae","Byrsonima oblanceolata",100,100,"endemic",NA
"Malpighiaceae","Byrsonima pachyphylla",10.193133,11.151079,"occasional","not_endemic"
"Malpighiaceae","Byrsonima paulista",43.75,43.75,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima pedunculata",60,60,"endemic","endemic"
"Malpighiaceae","Byrsonima perseifolia",94.117647,94.117647,"endemic","endemic"
"Malpighiaceae","Byrsonima salzmanniana",39.130435,33.333333,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima schunkei",3.448276,3.448276,"occasional","not_endemic"
"Malpighiaceae","Byrsonima sericea",68.209366,70.359501,"widespread_common","not_endemic"
"Malpighiaceae","Byrsonima spinensis",37.037037,37.037037,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima stannardii",67.857143,67.857143,"widespread_common","endemic"
"Malpighiaceae","Byrsonima stipulacea",55.489614,55.409836,"widespread_common","not_endemic"
"Malpighiaceae","Byrsonima umbellata",3.225806,2.236422,"occasional","endemic"
"Malpighiaceae","Byrsonima vacciniifolia",14.744802,14.367816,"occasional","endemic"
"Malpighiaceae","Byrsonima variabilis",37.688587,37.066318,"widespread_sparse","endemic"
"Malpighiaceae","Byrsonima verbascifolia",21.912721,22.285714,"widespread_sparse","not_endemic"
"Malpighiaceae","Byrsonima vernicosa",100,100,"endemic","endemic"
"Meliaceae","Cabralea canjerana",73.856359,60.548885,"widespread_common","not_endemic"
"Fabaceae","Calliandra asplenioides",21.195652,21.666667,"widespread_sparse","endemic"
"Fabaceae","Calliandra bella",93.52518,93.846154,"endemic","endemic"
"Fabaceae","Calliandra brevipes",84.347826,79.220779,"widespread_common","not_endemic"
"Fabaceae","Calliandra calycina",76.811594,76.470588,"widespread_common","endemic"
"Fabaceae","Calliandra duckei",50,50,"widespread_common","endemic"
"Fabaceae","Calliandra dysantha",13.291139,14.727273,"occasional",NA
"Fabaceae","Calliandra erubescens",59.375,58.62069,"widespread_common","endemic"
"Fabaceae","Calliandra foliolosa",81.074169,78.291815,"widespread_common","not_endemic"
"Fabaceae","Calliandra harrisii",86.021505,85.714286,"endemic","not_endemic"
"Fabaceae","Calliandra lintea",95.454545,95.454545,"widespread_common","endemic"
"Fabaceae","Calliandra macrocalyx",14.876033,14.953271,"occasional",NA
"Fabaceae","Calliandra parviflora",7.659574,8.521303,"occasional","not_endemic"
"Fabaceae","Calliandra parvifolia",44.96124,43.722944,"widespread_sparse","not_endemic"
"Fabaceae","Calliandra sessilis",16.27907,16.363636,"widespread_sparse","not_endemic"
"Fabaceae","Calliandra squarrosa",33.333333,37.5,"widespread_sparse","endemic"
"Fabaceae","Calliandra surinamensis",7.619048,6.666667,"occasional","not_endemic"
"Fabaceae","Calliandra tweedii",70.250896,65.566038,"widespread_common","not_endemic"
"Malvaceae","Callianthe amoena",100,100,"endemic","not_endemic"
"Malvaceae","Callianthe bedfordiana",86.619718,91.150442,"endemic","endemic"
"Malvaceae","Callianthe bezerrae",60,100,"widespread_common","endemic"
"Malvaceae","Callianthe fluviatilis",78.688525,79.245283,"widespread_common","endemic"
"Malvaceae","Callianthe latipetala",100,100,"endemic","endemic"
"Malvaceae","Callianthe macrantha",90,90,"endemic","endemic"
"Malvaceae","Callianthe rufinerva",96.41791,94.849785,"endemic","endemic"
"Vochysiaceae","Callisthene castellanosii",82.758621,83.636364,"widespread_common","endemic"
"Vochysiaceae","Callisthene dryadum",100,100,"endemic","endemic"
"Vochysiaceae","Callisthene fasciculata",4.028436,4.642857,"occasional","not_endemic"
"Vochysiaceae","Callisthene inundata",100,100,"endemic","endemic"
"Vochysiaceae","Callisthene kuhlmannii",90.909091,88.888889,"endemic","endemic"
"Vochysiaceae","Callisthene major",7.756233,6.040268,"occasional","endemic"
"Vochysiaceae","Callisthene microphylla",4.651163,4.597701,"occasional","endemic"
"Vochysiaceae","Callisthene minor",25.263158,23.255814,"widespread_sparse","endemic"
"Calophyllaceae","Calophyllum brasiliense",28.90411,25.342466,"widespread_sparse","not_endemic"
"Myrtaceae","Calycolpus legrandii",100,100,"endemic","endemic"
"Rubiaceae","Calycophyllum multiflorum",11.961722,15.337423,"widespread_sparse","not_endemic"
"Rubiaceae","Calycophyllum papillosum",100,100,"endemic","endemic"
"Rubiaceae","Calycophyllum spruceanum",3.333333,1.470588,"occasional","not_endemic"
"Myrtaceae","Calyptranthes blanchetiana",NA,NA,"endemic","endemic"
"Myrtaceae","Campomanesia adamantium",37.562724,34.197731,"widespread_sparse","not_endemic"
"Myrtaceae","Campomanesia anemonea",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia aromatica",33.939394,32.107023,"widespread_sparse","not_endemic"
"Myrtaceae","Campomanesia aurea",63.425926,63.934426,"widespread_common","not_endemic"
"Myrtaceae","Campomanesia costata",66.666667,66.666667,"widespread_common","endemic"
"Myrtaceae","Campomanesia dichotoma",90,90.190736,"endemic","endemic"
"Myrtaceae","Campomanesia espiritosantensis",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia eugenioides",29.876161,30.668842,"widespread_sparse","endemic"
"Myrtaceae","Campomanesia grandiflora",32,30.136986,"widespread_sparse","not_endemic"
"Myrtaceae","Campomanesia guaviroba",91.986456,91.315136,"endemic","not_endemic"
"Myrtaceae","Campomanesia guazumifolia",85.875706,85.810811,"endemic","not_endemic"
"Myrtaceae","Campomanesia hirsuta",98.039216,97.959184,"endemic","endemic"
"Myrtaceae","Campomanesia ilhoensis",86.440678,86.440678,"endemic","endemic"
"Myrtaceae","Campomanesia laurifolia",99.209486,99.148936,"endemic","endemic"
"Myrtaceae","Campomanesia lineatifolia",NA,NA,"not_endemic","not_endemic"
"Myrtaceae","Campomanesia littoralis",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia lundiana",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia macrobracteolata",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia neriiflora",93.670886,93.430657,"endemic","endemic"
"Myrtaceae","Campomanesia phaea",99.047619,98.901099,"endemic","endemic"
"Myrtaceae","Campomanesia prosthecesepala",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia pubescens",29.888641,31.403763,"widespread_sparse","endemic"
"Myrtaceae","Campomanesia reitziana",100,100,"endemic","endemic"
"Myrtaceae","Campomanesia rufa",76.363636,76.363636,"widespread_common","endemic"
"Myrtaceae","Campomanesia schlechtendaliana",100,100,"endemic","endemic"
