"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName"
NA,NA,NA,"sp425","Bougainvillea virescens Choisy","Choisy","Bougainvillea virescens"
NA,NA,NA,"sp425","Josepha augusta Vell.","Vell.","Josepha augusta"
NA,NA,NA,"sp425","Tricycla spectabilis (Willd.) Poir.","(Willd.) Poir.","Tricycla spectabilis"
NA,NA,NA,"sp425","Bougainvillea bracteata Pers.","Pers.","Bougainvillea bracteata"
NA,NA,NA,"sp426","Bowdichia kuhlmannii Ducke","Ducke","Bowdichia kuhlmannii"
NA,NA,NA,"sp430","Opuntia brasiliensis (Willd.) Haw.","(Willd.) Haw.","Opuntia brasiliensis"
NA,NA,NA,"sp430","Brasilopuntia brasiliensis (Willd.) A.Berger","(Willd.) A.Berger","Brasilopuntia brasiliensis"
NA,NA,NA,"sp430","Brasiliopuntia subacarpa Rizzini & A.Mattos","Rizzini & A.Mattos","Brasiliopuntia subacarpa"
NA,NA,NA,"sp431","Catocoma brevifolia Bentham","Bentham","Catocoma brevifolia"
NA,NA,NA,"sp432","Bredemeyera altissima (Poepp. & Endl.) A.W.Benn.","(Poepp. & Endl.) A.W.Benn.","Bredemeyera altissima"
NA,NA,NA,"sp432","Bredemeyera lucida (Benth.) Klotzsch ex Hassk.","(Benth.) Klotzsch ex Hassk.","Bredemeyera lucida"
NA,NA,NA,"sp432","Bredemeyera isabelliana Barb.Rodr.","Barb.Rodr.","Bredemeyera isabelliana"
"var.","A.W.Benn.","emarginata","sp432","Bredemeyera altissima var. emarginata A.W.Benn.",NA,"Bredemeyera altissima"
"var.","(Poepp. & Endl.) A.W.Benn.","mollis","sp432","Bredemeyera altissima var. mollis (Poepp. & Endl.) A.W.Benn.",NA,"Bredemeyera altissima"
NA,NA,NA,"sp432","Badiera divaricata De Candolle","De Candolle","Badiera divaricata"
NA,NA,NA,"sp432","Catocoma mollis Triana & Planch.","Triana & Planch.","Catocoma mollis"
NA,NA,NA,"sp432","Bredemeyera mollis (Triana & Planch.) Dugand","(Triana & Planch.) Dugand","Bredemeyera mollis"
"var.","Chodat ex J.F.Macbr.","amazonica","sp432","Bredemeyera altissima var. amazonica Chodat ex J.F.Macbr.",NA,"Bredemeyera altissima"
NA,NA,NA,"sp433","Bredemeyera moritziana Klotzsch ex Hassk.","Klotzsch ex Hassk.","Bredemeyera moritziana"
NA,NA,NA,"sp433","Catocoma floribunda A. St.-Hil. & Moq.","A. St.-Hil. & Moq.","Catocoma floribunda"
NA,NA,NA,"sp433","Comesperma floribunda (A. St.-Hil & Moq.) Benth.","(A. St.-Hil & Moq.) Benth.","Comesperma floribunda"
"var.","Chodat","acutifolia","sp433","Bredemeyera floribunda var. acutifolia Chodat",NA,"Bredemeyera floribunda"
"var.","Kuntze","puberula","sp433","Bredemeyera floribunda var. puberula Kuntze",NA,"Bredemeyera floribunda"
"var.","Chodat","elliptica","sp433","Bredemeyera floribunda var. elliptica Chodat",NA,"Bredemeyera floribunda"
"var.","Chodat","subvestita","sp433","Bredemeyera floribunda var. subvestita Chodat",NA,"Bredemeyera floribunda"
NA,NA,NA,"sp434","Bredemeyera kunthiana (A.St.-Hil. & Moq.) Klotzsch ex A.W.Benn.","(A.St.-Hil. & Moq.) Klotzsch ex A.W.Benn.","Bredemeyera kunthiana"
NA,NA,NA,"sp434","Bredemeyera velutina A.W.Benn.","A.W.Benn.","Bredemeyera velutina"
NA,NA,NA,"sp434","Securidaca hebeclada DC.","DC.","Securidaca hebeclada"
NA,NA,NA,"sp434","Bredemeyera confusa Chodat","Chodat","Bredemeyera confusa"
NA,NA,NA,"sp434","Catocoma kunthiana A. St.-Hil & Moq.","A. St.-Hil & Moq.","Catocoma kunthiana"
NA,NA,NA,"sp434","Comesperma kunthiana (A. St.-Hil & Moq.) Benth.","(A. St.-Hil & Moq.) Benth.","Comesperma kunthiana"
NA,NA,NA,"sp435","Bredemeyera autranii Chodat","Chodat","Bredemeyera autranii"
NA,NA,NA,"sp435","Bredemeyera disperma (Vell.) J.F.B.Pastore","(Vell.) J.F.B.Pastore","Bredemeyera disperma"
NA,NA,NA,"sp435","Bredemeyera sellowii Hassk.","Hassk.","Bredemeyera sellowii"
NA,NA,NA,"sp435","Catocoma laurifolia A. St.-Hil. & Moq.","A. St.-Hil. & Moq.","Catocoma laurifolia"
NA,NA,NA,"sp435","Securidaca flexuosa Turcz.","Turcz.","Securidaca flexuosa"
NA,NA,NA,"sp435","Comesperma laurifolium A. St.-Hil & Moq.","A. St.-Hil & Moq.","Comesperma laurifolium"
NA,NA,NA,"sp438","Brosimum glaucifolium Ducke","Ducke","Brosimum glaucifolium"
NA,NA,NA,"sp439","Alicastrum glaucum (Taubert) Taubert","(Taubert) Taubert","Alicastrum glaucum"
NA,NA,NA,"sp440","Alicastrum glaziovii (Taubert) Taubert","(Taubert) Taubert","Alicastrum glaziovii"
NA,NA,NA,"sp441","Brosimum lecointei Ducke","Ducke","Brosimum lecointei"
NA,NA,NA,"sp441","Brosimum palmarum Standl.","Standl.","Brosimum palmarum"
NA,NA,NA,"sp441","Brosimum discolor Schott","Schott","Brosimum discolor"
NA,NA,NA,"sp441","Piratinera guianensis Aublet","Aublet","Piratinera guianensis"
NA,NA,NA,"sp441","Piratinera discolor (Schott) Pittier","(Schott) Pittier","Piratinera discolor"
NA,NA,NA,"sp442","Brosimopsis lactescens S. Moore","S. Moore","Brosimopsis lactescens"
NA,NA,NA,"sp442","Brosimopsis oblongifolia Ducke","Ducke","Brosimopsis oblongifolia"
NA,NA,NA,"sp442","Brosimopsis diandra Blake","Blake","Brosimopsis diandra"
NA,NA,NA,"sp442","Brosimopsis amplifolia Ducke","Ducke","Brosimopsis amplifolia"
NA,NA,NA,"sp444","Brosimum angustifolium Ducke","Ducke","Brosimum angustifolium"
NA,NA,NA,"sp444","Brosimum brevipedunculatum Ducke","Ducke","Brosimum brevipedunculatum"
NA,NA,NA,"sp444","Brosimum lanciferum Ducke","Ducke","Brosimum lanciferum"
NA,NA,NA,"sp444","Brosimum longistipulatum Ducke","Ducke","Brosimum longistipulatum"
NA,NA,NA,"sp444","Brosimum platyneurum Ducke","Ducke","Brosimum platyneurum"
NA,NA,NA,"sp444","Brosimum paraense Huber","Huber","Brosimum paraense"
NA,NA,NA,"sp444","Alicastrum rubescens (Taubert) Taubert","(Taubert) Taubert","Alicastrum rubescens"
NA,NA,NA,"sp444","Piratinera rubescens (Taubert) Pittier","(Taubert) Pittier","Piratinera rubescens"
NA,NA,NA,"sp444","Piratinera paraensis (Huber) Benoist","(Huber) Benoist","Piratinera paraensis"
NA,NA,NA,"sp444","Piratinera lancifera (Ducke) Benoist","(Ducke) Benoist","Piratinera lancifera"
NA,NA,NA,"sp451","Brunfelsia calycina Benth.","Benth.","Brunfelsia calycina"
NA,NA,NA,"sp451","Besleria inodora Vell.","Vell.","Besleria inodora"
NA,NA,NA,"sp453","Brunfelsia hopeana (Hook.) Benth.","(Hook.) Benth.","Brunfelsia hopeana"
NA,NA,NA,"sp454","Buddleja brasiliensis Jacq. ex Spreng.","Jacq. ex Spreng.","Buddleja brasiliensis"
NA,NA,NA,"sp454","Buddleja albotomentosa R.E. Fr.","R.E. Fr.","Buddleja albotomentosa"
NA,NA,NA,"sp454","Buddleja australis Vell.","Vell.","Buddleja australis"
NA,NA,NA,"sp459","Bunchosia fluminensis (Griseb.) Griseb.","(Griseb.) Griseb.","Bunchosia fluminensis"
NA,NA,NA,"sp462","Syagrus archeri Glassman","Glassman","Syagrus archeri"
NA,NA,NA,"sp463","Butia bonnetii NA",NA,"Butia bonnetii"
"subsp.","Herter","eucapitata","sp463","Butia capitata subsp. eucapitata Herter",NA,"Butia capitata"
"var.",NA,"rubra","sp463","Butia capitata var. rubra NA",NA,"Butia capitata"
NA,NA,NA,"sp463","Cocos capitata Mart.","Mart.","Cocos capitata"
NA,NA,NA,"sp463","Cocos elegantissima NA",NA,"Cocos elegantissima"
NA,NA,NA,"sp463","Syagrus capitata (Mart.) Glassman","(Mart.) Glassman","Syagrus capitata"
"var.","(Barb. Rodr.) Berger","leiospatha","sp463","Cocos capitata var. leiospatha (Barb. Rodr.) Berger",NA,"Cocos capitata"
NA,NA,NA,"sp463","Cocos liliaceifolia Chabaud","Chabaud","Cocos liliaceifolia"
NA,NA,NA,"sp465","Butia punctata Bomhard","Bomhard","Butia punctata"
NA,NA,NA,"sp465","Cocos eriospatha Mart. ex Drude","Mart. ex Drude","Cocos eriospatha"
NA,NA,NA,"sp465","Syagrus eriospatha (Mart. ex Drude) Glassman","(Mart. ex Drude) Glassman","Syagrus eriospatha"
"var.","(Chabaud) Becc.","elegantissima","sp466","Butia capitata var. elegantissima (Chabaud) Becc.",NA,"Butia capitata"
"var.","(Chabaud) Becc.","erythrospatha","sp466","Butia capitata var. erythrospatha (Chabaud) Becc.",NA,"Butia capitata"
"var.","(Chabaud) Becc.","lilaceiflora","sp466","Butia capitata var. lilaceiflora (Chabaud) Becc.",NA,"Butia capitata"
"var.","(Abbott ex Nehrl.) L.H.Bailey","nehrlingiana","sp466","Butia capitata var. nehrlingiana (Abbott ex Nehrl.) L.H.Bailey",NA,"Butia capitata"
"var.","(Barb.Rodr.) Becc.","odorata","sp466","Butia capitata var. odorata (Barb.Rodr.) Becc.",NA,"Butia capitata"
"var.","(Barb.Rodr.) Becc.","pulposa","sp466","Butia capitata var. pulposa (Barb.Rodr.) Becc.",NA,"Butia capitata"
"var.","L.H.Bailey","strictior","sp466","Butia capitata var. strictior L.H.Bailey",NA,"Butia capitata"
"var.","Becc.","subglobosa","sp466","Butia capitata var. subglobosa Becc.",NA,"Butia capitata"
"var.","Becc.","virescens","sp466","Butia capitata var. virescens Becc.",NA,"Butia capitata"
NA,NA,NA,"sp466","Butia nehrlingiana (Abbott ex Nehrl.) Abbott ex Nehrl.","(Abbott ex Nehrl.) Abbott ex Nehrl.","Butia nehrlingiana"
NA,NA,NA,"sp466","Butia pulposa (Barb.Rodr.) Nehrl.","(Barb.Rodr.) Nehrl.","Butia pulposa"
NA,NA,NA,"sp466","Cocos erythrospatha Chabaud","Chabaud","Cocos erythrospatha"
NA,NA,NA,"sp466","Cocos lilaceiflora Chabaud","Chabaud","Cocos lilaceiflora"
NA,NA,NA,"sp466","Cocos nehrlingiana Abbott ex Nehrl.","Abbott ex Nehrl.","Cocos nehrlingiana"
NA,NA,NA,"sp466","Cocos odorata Barb.Rodr.","Barb.Rodr.","Cocos odorata"
NA,NA,NA,"sp466","Cocos pulposa Barb.Rodr.","Barb.Rodr.","Cocos pulposa"
NA,NA,NA,"sp467","Butia amadelpha (Barb.Rodr.) Burret","(Barb.Rodr.) Burret","Butia amadelpha"
NA,NA,NA,"sp467","Butia dyeriana (Barb.Rodr.) Burret","(Barb.Rodr.) Burret","Butia dyeriana"
NA,NA,NA,"sp467","Butia pungens Becc.","Becc.","Butia pungens"
NA,NA,NA,"sp467","Butia wildemaniana NA",NA,"Butia wildemaniana"
"subsp.","(Barb.Rodr.) Xifreda & Sanso","paraguayensis","sp467","Butia yatay subsp. paraguayensis (Barb.Rodr.) Xifreda & Sanso",NA,"Butia yatay"
"var.","(Barb.Rodr.) Becc.","paraguayensis","sp467","Butia yatay var. paraguayensis (Barb.Rodr.) Becc.",NA,"Butia yatay"
NA,NA,NA,"sp467","Cocos amadelpha Barb.Rodr.","Barb.Rodr.","Cocos amadelpha"
NA,NA,NA,"sp467","Cocos arenicola Barb.Rodr.","Barb.Rodr.","Cocos arenicola"
NA,NA,NA,"sp467","Cocos dyeriana Barb.Rodr.","Barb.Rodr.","Cocos dyeriana"
NA,NA,NA,"sp467","Cocos paraguayensis Barb.Rodr.","Barb.Rodr.","Cocos paraguayensis"
NA,NA,NA,"sp467","Cocos wildemaniana Barb.Rodr.","Barb.Rodr.","Cocos wildemaniana"
NA,NA,NA,"sp467","Syagrus amadelpha (Barb.Rodr.) Frambach ex Dahlgren","(Barb.Rodr.) Frambach ex Dahlgren","Syagrus amadelpha"
NA,NA,NA,"sp467","Syagrus dyeriana (Barb.Rodr.) Becc.","(Barb.Rodr.) Becc.","Syagrus dyeriana"
NA,NA,NA,"sp467","Syagrus paraguayensis (Barb.Rodr.) Glassman","(Barb.Rodr.) Glassman","Syagrus paraguayensis"
NA,NA,NA,"sp467","Syagrus wildemaniana (Barb.Rodr.) Frambach ex Dahlgren","(Barb.Rodr.) Frambach ex Dahlgren","Syagrus wildemaniana"
NA,NA,NA,"sp467","Butia dyerana (Barb.Rodr.) Burret","(Barb.Rodr.) Burret","Butia dyerana"
"subsp.","(Mart.) Herter","yatay","sp469","Butia capitata subsp. yatay (Mart.) Herter",NA,"Butia capitata"
NA,NA,NA,"sp469","Butia poni (Hauman) Burret","(Hauman) Burret","Butia poni"
NA,NA,NA,"sp469","Cocos poni Hauman","Hauman","Cocos poni"
NA,NA,NA,"sp469","Cocos yatay Mart.","Mart.","Cocos yatay"
NA,NA,NA,"sp469","Syagrus yatay (Mart.) Glassman","(Mart.) Glassman","Syagrus yatay"
NA,NA,NA,"sp469","Butia missionera Deble & Marchiori","Deble & Marchiori","Butia missionera"
NA,NA,NA,"sp469","Butia quaraimana Deble & Marchiori","Deble & Marchiori","Butia quaraimana"
NA,NA,NA,"sp469","Butia noblickii Deble, Marchiori, F.S. Alves & A. S. Oliveira","Deble, Marchiori, F.S. Alves & A. S. Oliveira","Butia noblickii"
NA,NA,NA,"sp477","Byrsonima sessilifolia Benth.","Benth.","Byrsonima sessilifolia"
NA,NA,NA,"sp479","Byrsonima coriacea (Sw.) DC.","(Sw.) DC.","Byrsonima coriacea"
"var.","(Poir.) Nied.","cinerea","sp479","Byrsonima crassifolia var. cinerea (Poir.) Nied.",NA,"Byrsonima crassifolia"
"var.","(Nied.) Nied.","spruceana","sp479","Byrsonima crassifolia var. spruceana (Nied.) Nied.",NA,"Byrsonima crassifolia"
NA,NA,NA,"sp479","Byrsonima fagifolia Nied.","Nied.","Byrsonima fagifolia"
NA,NA,NA,"sp481","Byrsonima orbignyana A.Juss.","A.Juss.","Byrsonima orbignyana"
NA,NA,NA,"sp487","Byrsonima laevigata (Poir.) DC.","(Poir.) DC.","Byrsonima laevigata"
NA,NA,NA,"sp487","Byrsonima fluminensis Nied.","Nied.","Byrsonima fluminensis"
NA,NA,NA,"sp487","Byrsonima inundata Benth.","Benth.","Byrsonima inundata"
NA,NA,NA,"sp487","Byrsonima obversa Miq.","Miq.","Byrsonima obversa"
NA,NA,NA,"sp490","Byrsonima nervosa DC.","DC.","Byrsonima nervosa"
NA,NA,NA,"sp496","Byrsonima crassa Nied.","Nied.","Byrsonima crassa"
NA,NA,NA,"sp508","Byrsonima arctostaphyloides Nied.","Nied.","Byrsonima arctostaphyloides"
NA,NA,NA,"sp508","Byrsonima lyoniifolia Nied.","Nied.","Byrsonima lyoniifolia"
NA,NA,NA,"sp513","Calliandra mertensioides Benth.","Benth.","Calliandra mertensioides"
NA,NA,NA,"sp515","Calliandra selloi (Spreng.) J.F.Macbr.","(Spreng.) J.F.Macbr.","Calliandra selloi"
NA,NA,NA,"sp515","Calliandra yucunensis N.F.Mattos","N.F.Mattos","Calliandra yucunensis"
NA,NA,NA,"sp525","Calliandra falcifera Ducke","Ducke","Calliandra falcifera"
NA,NA,NA,"sp525","Calliandra myriophylla Benth.","Benth.","Calliandra myriophylla"
NA,NA,NA,"sp525","Calliandra microphylla Benth.","Benth.","Calliandra microphylla"
NA,NA,NA,"sp525","Calliandra bicolor Benth.","Benth.","Calliandra bicolor"
NA,NA,NA,"sp525","Calliandra peckoltii Benth.","Benth.","Calliandra peckoltii"
NA,NA,NA,"sp526","Calliandra tocantina Ducke","Ducke","Calliandra tocantina"
NA,NA,NA,"sp526","Calliandra axillaris Benth.","Benth.","Calliandra axillaris"
NA,NA,NA,"sp527","Calliandra catingae Harms","Harms","Calliandra catingae"
NA,NA,NA,"sp528","Calliandra tenuiflora Benth.","Benth.","Calliandra tenuiflora"
NA,NA,NA,"sp529","Calliandra tweediei Hook.","Hook.","Calliandra tweediei"
NA,NA,NA,"sp530","Abutilon amoenum K.Schum.","K.Schum.","Abutilon amoenum"
NA,NA,NA,"sp531","Abutilon bedfordianum (Hook.) A.St.-Hil. & Naudin","(Hook.) A.St.-Hil. & Naudin","Abutilon bedfordianum"
NA,NA,NA,"sp533","Abutilon fluviatile (Vell.) K.Schum.","(Vell.) K.Schum.","Abutilon fluviatile"
NA,NA,NA,"sp533","Abutilon peltatum K.Schum.","K.Schum.","Abutilon peltatum"
NA,NA,NA,"sp534","Abutilon latipetalum G.L.Esteves & Krapov.","G.L.Esteves & Krapov.","Abutilon latipetalum"
NA,NA,NA,"sp535","Abutilon macranthum A.St.-Hil.","A.St.-Hil.","Abutilon macranthum"
NA,NA,NA,"sp536","Abutilon rufinerve A.St.-Hil.","A.St.-Hil.","Abutilon rufinerve"
NA,NA,NA,"sp542","Callisthene blanchetii Warm.","Warm.","Callisthene blanchetii"
NA,NA,NA,"sp545","Calophyllum angulare A.C.Sm.","A.C.Sm.","Calophyllum angulare"
NA,NA,NA,"sp545","Calophyllum lucidum Benth.","Benth.","Calophyllum lucidum"
"var.","(Griseb.) Chodat & Hassl.","multiflorum","sp547","Calycophyllum spruceanum var. multiflorum (Griseb.) Chodat & Hassl.",NA,"Calycophyllum spruceanum"
NA,NA,NA,"sp549","Eukylista spruceana Benth.","Benth.","Eukylista spruceana"
NA,NA,NA,"sp550","Campomanesia caerulea O.Berg","O.Berg","Campomanesia caerulea"
NA,NA,NA,"sp550","Campomanesia caerulescens O.Berg","O.Berg","Campomanesia caerulescens"
NA,NA,NA,"sp550","Campomanesia cambessedeana O.Berg","O.Berg","Campomanesia cambessedeana"
NA,NA,NA,"sp550","Campomanesia campestris NA",NA,"Campomanesia campestris"
NA,NA,NA,"sp550","Campomanesia desertorum O.Berg","O.Berg","Campomanesia desertorum"
NA,NA,NA,"sp550","Campomanesia glabra NA",NA,"Campomanesia glabra"
NA,NA,NA,"sp550","Campomanesia glareophila Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Campomanesia glareophila"
NA,NA,NA,"sp550","Campomanesia lancifolia Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Campomanesia lancifolia"
NA,NA,NA,"sp550","Campomanesia microcarpa O.Berg","O.Berg","Campomanesia microcarpa"
NA,NA,NA,"sp550","Campomanesia obscura O.Berg","O.Berg","Campomanesia obscura"
NA,NA,NA,"sp550","Campomanesia paraguayensis Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Campomanesia paraguayensis"
NA,NA,NA,"sp550","Campomanesia resinosa Barb.Rodr.","Barb.Rodr.","Campomanesia resinosa"
NA,NA,NA,"sp550","Campomanesia vaccinioides O.Berg","O.Berg","Campomanesia vaccinioides"
NA,NA,NA,"sp550","Psidium adamantium Cambess.","Cambess.","Psidium adamantium"
NA,NA,NA,"sp550","Psidium campestre Cambess.","Cambess.","Psidium campestre"
NA,NA,NA,"sp552","Abbevillea martiana O.Berg","O.Berg","Abbevillea martiana"
NA,NA,NA,"sp552","Burchardia aromatica NA",NA,"Burchardia aromatica"
NA,NA,NA,"sp552","Campomanesia beaurepairiana Kiaersk.","Kiaersk.","Campomanesia beaurepairiana"
NA,NA,NA,"sp552","Campomanesia ciliata O.Berg","O.Berg","Campomanesia ciliata"
NA,NA,NA,"sp552","Campomanesia coaetanea O.Berg","O.Berg","Campomanesia coaetanea"
NA,NA,NA,"sp552","Campomanesia glazioviana Kiaersk.","Kiaersk.","Campomanesia glazioviana"
NA,NA,NA,"sp552","Campomanesia sparsiflora (DC.) J.F.Macbr.","(DC.) J.F.Macbr.","Campomanesia sparsiflora"
NA,NA,NA,"sp552","Campomanesia synchrona O.Berg","O.Berg","Campomanesia synchrona"
NA,NA,NA,"sp552","Campomanesia tenuifolia (Mart. ex DC.) O.Berg","(Mart. ex DC.) O.Berg","Campomanesia tenuifolia"
NA,NA,NA,"sp552","Eugenia desvauxiana O.Berg","O.Berg","Eugenia desvauxiana"
NA,NA,NA,"sp552","Eugenia sparsiflora DC.","DC.","Eugenia sparsiflora"
NA,NA,NA,"sp552","Myrtus fascicularis DC.","DC.","Myrtus fascicularis"
NA,NA,NA,"sp552","Myrtus psidioides Desv. ex Ham.","Desv. ex Ham.","Myrtus psidioides"
NA,NA,NA,"sp552","Psidium tenuifolium Mart. ex DC.","Mart. ex DC.","Psidium tenuifolium"
NA,NA,NA,"sp552","Burcardia aromatica (Aub.) Raf.","(Aub.) Raf.","Burcardia aromatica"
NA,NA,NA,"sp553","Campomanesia cyanea O.Berg","O.Berg","Campomanesia cyanea"
NA,NA,NA,"sp553","Campomanesia gardneriana O.Berg","O.Berg","Campomanesia gardneriana"
NA,NA,NA,"sp553","Campomanesia gracilis Kausel","Kausel","Campomanesia gracilis"
NA,NA,NA,"sp553","Campomanesia hatschbachii Mattos","Mattos","Campomanesia hatschbachii"
NA,NA,NA,"sp553","Campomanesia maracayuensis Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Campomanesia maracayuensis"
NA,NA,NA,"sp555","Britoa dichotoma O.Berg","O.Berg","Britoa dichotoma"
NA,NA,NA,"sp555","Britoa psidioides O.Berg","O.Berg","Britoa psidioides"
NA,NA,NA,"sp555","Britoa triflora O.Berg","O.Berg","Britoa triflora"
NA,NA,NA,"sp555","Campomanesia psidioides (O.Berg) Nied.","(O.Berg) Nied.","Campomanesia psidioides"
NA,NA,NA,"sp555","Campomanesia triflora (O.Berg) Baill.","(O.Berg) Baill.","Campomanesia triflora"
NA,NA,NA,"sp555","Eugenia triflora Willd. ex O.Berg","Willd. ex O.Berg","Eugenia triflora"
NA,NA,NA,"sp557","Abbevillea chrysophylla O.Berg","O.Berg","Abbevillea chrysophylla"
NA,NA,NA,"sp557","Abbevillea eugenioides (Cambess.) O.Berg","(Cambess.) O.Berg","Abbevillea eugenioides"
NA,NA,NA,"sp557","Campomanesia chrysophylla (O.Berg) Nied.","(O.Berg) Nied.","Campomanesia chrysophylla"
NA,NA,NA,"sp557","Campomanesia dardano-limai Mattos & D.Legrand","Mattos & D.Legrand","Campomanesia dardano-limai"
NA,NA,NA,"sp557","Campomanesia montana D.Legrand","D.Legrand","Campomanesia montana"
NA,NA,NA,"sp557","Campomanesia repanda O.Berg","O.Berg","Campomanesia repanda"
NA,NA,NA,"sp557","Myrcianthes campomanesioides Mattos & D.Legrand","Mattos & D.Legrand","Myrcianthes campomanesioides"
NA,NA,NA,"sp557","Psidium chrysophyllum (O.Berg) F.Muell.","(O.Berg) F.Muell.","Psidium chrysophyllum"
NA,NA,NA,"sp557","Psidium desertorum Mart. ex DC.","Mart. ex DC.","Psidium desertorum"
NA,NA,NA,"sp557","Psidium eugenioides Cambess.","Cambess.","Psidium eugenioides"
NA,NA,NA,"sp558","Burchardia grandiflora NA",NA,"Burchardia grandiflora"
NA,NA,NA,"sp558","Campomanesia poiteaui O.Berg","O.Berg","Campomanesia poiteaui"
NA,NA,NA,"sp558","Psidium grandiflorum Aubl.","Aubl.","Psidium grandiflorum"
NA,NA,NA,"sp558","Burcardia grandiflora (Aubl.) Raf.","(Aubl.) Raf.","Burcardia grandiflora"
NA,NA,NA,"sp559","Abbevillea cerasoides (Cambess.) O.Berg","(Cambess.) O.Berg","Abbevillea cerasoides"
NA,NA,NA,"sp559","Abbevillea fenzliana O.Berg","O.Berg","Abbevillea fenzliana"
NA,NA,NA,"sp559","Abbevillea guaviroba (DC.) O.Berg","(DC.) O.Berg","Abbevillea guaviroba"
NA,NA,NA,"sp559","Abbevillea klotzschiana O.Berg","O.Berg","Abbevillea klotzschiana"
NA,NA,NA,"sp559","Abbevillea maschalantha O.Berg","O.Berg","Abbevillea maschalantha"
NA,NA,NA,"sp559","Abbevillea punctulata (DC.) O.Berg","(DC.) O.Berg","Abbevillea punctulata"
NA,NA,NA,"sp559","Abbevillea sellowiana O.Berg","O.Berg","Abbevillea sellowiana"
NA,NA,NA,"sp559","Campomanesia cerasoides (Cambess.) A.Gray","(Cambess.) A.Gray","Campomanesia cerasoides"
NA,NA,NA,"sp559","Campomanesia dulcis (Vell.) J.F.Macbr.","(Vell.) J.F.Macbr.","Campomanesia dulcis"
NA,NA,NA,"sp559","Campomanesia maschalantha (O.Berg) Kiaersk. ex Engl. & Prantl","(O.Berg) Kiaersk. ex Engl. & Prantl","Campomanesia maschalantha"
NA,NA,NA,"sp559","Campomanesia punctulata (DC.) Mattos & D.Legrand","(DC.) Mattos & D.Legrand","Campomanesia punctulata"
NA,NA,NA,"sp559","Campomanesia stictopetala Kiaersk.","Kiaersk.","Campomanesia stictopetala"
NA,NA,NA,"sp559","Psidium cerasoides Cambess.","Cambess.","Psidium cerasoides"
NA,NA,NA,"sp559","Psidium dulce Vell.","Vell.","Psidium dulce"
NA,NA,NA,"sp559","Psidium guaviroba DC.","DC.","Psidium guaviroba"
NA,NA,NA,"sp559","Psidium punctulatum DC.","DC.","Psidium punctulatum"
NA,NA,NA,"sp560","Abbevillea rugosa O.Berg","O.Berg","Abbevillea rugosa"
NA,NA,NA,"sp560","Britoa guazumifolia (Cambess.) D.Legrand","(Cambess.) D.Legrand","Britoa guazumifolia"
NA,NA,NA,"sp560","Britoa hassleriana Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Britoa hassleriana"
NA,NA,NA,"sp560","Britoa sellowiana O.Berg","O.Berg","Britoa sellowiana"
NA,NA,NA,"sp560","Campomanesia albiflora Rojas Acosta","Rojas Acosta","Campomanesia albiflora"
NA,NA,NA,"sp560","Campomanesia itanarensis Kiaersk.","Kiaersk.","Campomanesia itanarensis"
NA,NA,NA,"sp560","Lacerdaea luschnathiana O.Berg","O.Berg","Lacerdaea luschnathiana"
NA,NA,NA,"sp560","Psidium guazumifolium Cambess.","Cambess.","Psidium guazumifolium"
NA,NA,NA,"sp562","Campomanesia viatoris Landrum","Landrum","Campomanesia viatoris"
NA,NA,NA,"sp562","Abbevillea gardneriana O.Berg","O.Berg","Abbevillea gardneriana"
NA,NA,NA,"sp562","Campomanesia schultziana Mattos","Mattos","Campomanesia schultziana"
NA,NA,NA,"sp563","Campomanesia terminalis NA",NA,"Campomanesia terminalis"
NA,NA,NA,"sp563","Acrandra laurifolia (Gardner) O.Berg","(Gardner) O.Berg","Acrandra laurifolia"
NA,NA,NA,"sp563","Acrandra sellowiana O.Berg","O.Berg","Acrandra sellowiana"
NA,NA,NA,"sp563","Campomanesia acrandroides Mattos","Mattos","Campomanesia acrandroides"
NA,NA,NA,"sp563","Campomanesia sellowiana (O.Berg) Mattos","(O.Berg) Mattos","Campomanesia sellowiana"
NA,NA,NA,"sp563","Psidium terminale Vell.","Vell.","Psidium terminale"
NA,NA,NA,"sp564","Campomanesia cornifolia Kunth","Kunth","Campomanesia cornifolia"
NA,NA,NA,"sp564","Campomanesia rivularis (Mart. ex DC.) Nied.","(Mart. ex DC.) Nied.","Campomanesia rivularis"
NA,NA,NA,"sp564","Psidium lineatifolium (Ruiz & Pav.) Pers.","(Ruiz & Pav.) Pers.","Psidium lineatifolium"
NA,NA,NA,"sp564","Psidium rivulare Mart. ex DC.","Mart. ex DC.","Psidium rivulare"
NA,NA,NA,"sp566","Britoa lundiana Kiaersk.","Kiaersk.","Britoa lundiana"
NA,NA,NA,"sp568","Abbevillea neriiflora O.Berg","O.Berg","Abbevillea neriiflora"
NA,NA,NA,"sp568","Acrandra verrucosa O.Berg","O.Berg","Acrandra verrucosa"
NA,NA,NA,"sp568","Campomanesia verrucosa (O.Berg) Mattos","(O.Berg) Mattos","Campomanesia verrucosa"
