"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName"
NA,NA,NA,"sp3046","Aulomyrcia glaucescens O.Berg","O.Berg","Aulomyrcia glaucescens"
NA,NA,NA,"sp3046","Aulomyrcia multiflora (Lam.) O.Berg","(Lam.) O.Berg","Aulomyrcia multiflora"
NA,NA,NA,"sp3046","Aulomyrcia ovalifolia O.Berg","O.Berg","Aulomyrcia ovalifolia"
NA,NA,NA,"sp3046","Aulomyrcia ovalis O.Berg","O.Berg","Aulomyrcia ovalis"
NA,NA,NA,"sp3046","Aulomyrcia perforata O.Berg","O.Berg","Aulomyrcia perforata"
NA,NA,NA,"sp3046","Aulomyrcia sphaerocarpa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia sphaerocarpa"
NA,NA,NA,"sp3046","Aulomyrcia vinacea Steyerm.","Steyerm.","Aulomyrcia vinacea"
NA,NA,NA,"sp3046","Cumetea multiflora (Lam.) Raf.","(Lam.) Raf.","Cumetea multiflora"
NA,NA,NA,"sp3046","Myrcia caerulescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia caerulescens"
NA,NA,NA,"sp3046","Myrcia camaraeana DC.","DC.","Myrcia camaraeana"
NA,NA,NA,"sp3046","Myrcia ellipticifolia Cambess.","Cambess.","Myrcia ellipticifolia"
NA,NA,NA,"sp3046","Myrcia glaberrima Barb.Rodr. ex Chodat & Hassl.","Barb.Rodr. ex Chodat & Hassl.","Myrcia glaberrima"
NA,NA,NA,"sp3046","Myrcia glaucescens (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia glaucescens"
NA,NA,NA,"sp3046","Myrcia ovalifolia (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia ovalifolia"
NA,NA,NA,"sp3046","Myrcia sphaerocarpa DC.","DC.","Myrcia sphaerocarpa"
NA,NA,NA,"sp3046","Myrtus multiflora (Lam.) Spreng.","(Lam.) Spreng.","Myrtus multiflora"
NA,NA,NA,"sp3047","Marlierea clausseniana (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Marlierea clausseniana"
NA,NA,NA,"sp3047","Marlierea gardneriana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea gardneriana"
NA,NA,NA,"sp3047","Marlierea laevigata (DC.) Kiaersk.","(DC.) Kiaersk.","Marlierea laevigata"
NA,NA,NA,"sp3048","Myrcia calyptranthoides (O.Berg) Mattos","(O.Berg) Mattos","Myrcia calyptranthoides"
NA,NA,NA,"sp3048","Marlierea pilodes (Kiaersk.) M.L.Kawas.","(Kiaersk.) M.L.Kawas.","Marlierea pilodes"
NA,NA,NA,"sp3048","Aulomyrcia calyptranthoides O.Berg","O.Berg","Aulomyrcia calyptranthoides"
NA,NA,NA,"sp3048","Aulomyrcia mutabilis O.Berg","O.Berg","Aulomyrcia mutabilis"
NA,NA,NA,"sp3048","Myrcia pilodes Kiaersk.","Kiaersk.","Myrcia pilodes"
NA,NA,NA,"sp3049","Myrcia rubella Cambess.","Cambess.","Myrcia rubella"
NA,NA,NA,"sp3049","Aulomyrcia myrtillifolia (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia myrtillifolia"
NA,NA,NA,"sp3050","Gomidesia blanchetiana O.Berg","O.Berg","Gomidesia blanchetiana"
NA,NA,NA,"sp3051","Gomidesia cambessedeana O.Berg","O.Berg","Gomidesia cambessedeana"
NA,NA,NA,"sp3054","Marlierea dimorpha O.Berg","O.Berg","Marlierea dimorpha"
NA,NA,NA,"sp3055","Marlierea estrellensis O.Berg","O.Berg","Marlierea estrellensis"
NA,NA,NA,"sp3056","Marlierea glabra Cambess.","Cambess.","Marlierea glabra"
NA,NA,NA,"sp3056","Marlierea grandifolia O.Berg","O.Berg","Marlierea grandifolia"
NA,NA,NA,"sp3056","Marlierea schottiana O.Berg","O.Berg","Marlierea schottiana"
NA,NA,NA,"sp3061","Aulomyrcia rostrata O.Berg","O.Berg","Aulomyrcia rostrata"
NA,NA,NA,"sp3066","Marlierea neuwiediana (O.Berg) Nied.","(O.Berg) Nied.","Marlierea neuwiediana"
NA,NA,NA,"sp3066","Rubachia neuwiedeana O.Berg","O.Berg","Rubachia neuwiedeana"
NA,NA,NA,"sp3067","Marlierea rubiginosa (Cambess.) D.Legrand","(Cambess.) D.Legrand","Marlierea rubiginosa"
NA,NA,NA,"sp3067","Eugenia rubiginosa Cambess.","Cambess.","Eugenia rubiginosa"
NA,NA,NA,"sp3067","Eugeniopsis paniculata O.Berg","O.Berg","Eugeniopsis paniculata"
NA,NA,NA,"sp3067","Eugeniopsis rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Eugeniopsis rubiginosa"
NA,NA,NA,"sp3067","Marlierea paniculata (O.Berg) D.Legrand","(O.Berg) D.Legrand","Marlierea paniculata"
NA,NA,NA,"sp3067","Myrciaria rubiginosa (Cambess.) O.Berg","(Cambess.) O.Berg","Myrciaria rubiginosa"
NA,NA,NA,"sp3068","Myrcia bombycina (O.Berg) Nied.","(O.Berg) Nied.","Myrcia bombycina"
NA,NA,NA,"sp3068","Aulomyrcia bimarginata O.Berg","O.Berg","Aulomyrcia bimarginata"
NA,NA,NA,"sp3068","Aulomyrcia bombycina O.Berg","O.Berg","Aulomyrcia bombycina"
NA,NA,NA,"sp3068","Aulomyrcia oblongata (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia oblongata"
NA,NA,NA,"sp3069","Myrcia crassifolia Kiaersk.","Kiaersk.","Myrcia crassifolia"
NA,NA,NA,"sp3069","Aulomyrcia atrovirens O.Berg","O.Berg","Aulomyrcia atrovirens"
NA,NA,NA,"sp3069","Aulomyrcia obovata O.Berg","O.Berg","Aulomyrcia obovata"
NA,NA,NA,"sp3070","Marlierea obversa D.Legrand","D.Legrand","Marlierea obversa"
NA,NA,NA,"sp3070","Rubachia spathulata O.Berg","O.Berg","Rubachia spathulata"
NA,NA,NA,"sp3071","Myrcia recurvata O.Berg","O.Berg","Myrcia recurvata"
NA,NA,NA,"sp3071","Myrcia atropunctata Kiaersk.","Kiaersk.","Myrcia atropunctata"
NA,NA,NA,"sp3073","Gomidesia palustris (DC.) Kausel","(DC.) Kausel","Gomidesia palustris"
NA,NA,NA,"sp3073","Aulomyrcia garopabensis (Cambess.) O.Berg","(Cambess.) O.Berg","Aulomyrcia garopabensis"
NA,NA,NA,"sp3073","Gomidesia banisteriifolia (DC.) O.Berg","(DC.) O.Berg","Gomidesia banisteriifolia"
NA,NA,NA,"sp3073","Gomidesia gardneriana O.Berg","O.Berg","Gomidesia gardneriana"
NA,NA,NA,"sp3073","Gomidesia garopabensis (Cambess.) D.Legrand","(Cambess.) D.Legrand","Gomidesia garopabensis"
NA,NA,NA,"sp3073","Myrcia banisteriifolia DC.","DC.","Myrcia banisteriifolia"
NA,NA,NA,"sp3073","Myrcia garopabensis Cambess.","Cambess.","Myrcia garopabensis"
NA,NA,NA,"sp3075","Myrcia phaeoclada O.Berg","O.Berg","Myrcia phaeoclada"
NA,NA,NA,"sp3075","Myrcia luschnathiana O.Berg","O.Berg","Myrcia luschnathiana"
NA,NA,NA,"sp3077","Aulomyrcia dumosa O.Berg","O.Berg","Aulomyrcia dumosa"
NA,NA,NA,"sp3077","Aulomyrcia edulis O.Berg","O.Berg","Aulomyrcia edulis"
NA,NA,NA,"sp3077","Aulomyrcia platyclada (DC.) Amshoff","(DC.) Amshoff","Aulomyrcia platyclada"
NA,NA,NA,"sp3077","Myrcia dumosa (O.Berg) Krug & Urb.","(O.Berg) Krug & Urb.","Myrcia dumosa"
NA,NA,NA,"sp3077","Myrcia dussii Krug & Urb.","Krug & Urb.","Myrcia dussii"
NA,NA,NA,"sp3077","Myrcia edulis (O.Berg) Krug & Urb.","(O.Berg) Krug & Urb.","Myrcia edulis"
NA,NA,NA,"sp3078","Myrcia follii G.M.Barroso & Peixoto","G.M.Barroso & Peixoto","Myrcia follii"
NA,NA,NA,"sp3079","Aulomyrcia polyantha (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia polyantha"
NA,NA,NA,"sp3080","Marlierea polygama (O.Berg) D.Legrand","(O.Berg) D.Legrand","Marlierea polygama"
NA,NA,NA,"sp3085","Gomidesia pubescens (DC.) D.Legrand","(DC.) D.Legrand","Gomidesia pubescens"
NA,NA,NA,"sp3085","Gomidesia widgreniana O.Berg","O.Berg","Gomidesia widgreniana"
NA,NA,NA,"sp3085","Gomidesia aubletiana O.Berg","O.Berg","Gomidesia aubletiana"
NA,NA,NA,"sp3085","Gomidesia casaretteana O.Berg","O.Berg","Gomidesia casaretteana"
NA,NA,NA,"sp3085","Gomidesia mikaniana O.Berg","O.Berg","Gomidesia mikaniana"
NA,NA,NA,"sp3085","Gomidesia raddiana O.Berg","O.Berg","Gomidesia raddiana"
NA,NA,NA,"sp3085","Myrcia minensis Kiaersk.","Kiaersk.","Myrcia minensis"
NA,NA,NA,"sp3085","Myrcia schenckiana Kiaersk.","Kiaersk.","Myrcia schenckiana"
NA,NA,NA,"sp3086","Myrcia calumbaensis Kiaersk.","Kiaersk.","Myrcia calumbaensis"
NA,NA,NA,"sp3086","Aulomyrcia collina (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia collina"
NA,NA,NA,"sp3086","Aulomyrcia pohliana O.Berg","O.Berg","Aulomyrcia pohliana"
NA,NA,NA,"sp3086","Aulomyrcia pubiflora (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia pubiflora"
NA,NA,NA,"sp3086","Eugenia collina DC.","DC.","Eugenia collina"
NA,NA,NA,"sp3086","Myrcia collina NA",NA,"Myrcia collina"
NA,NA,NA,"sp3087","Aulomyrcia grandiflora O.Berg","O.Berg","Aulomyrcia grandiflora"
NA,NA,NA,"sp3087","Myrcia grandiflora (O.Berg) Nied.","(O.Berg) Nied.","Myrcia grandiflora"
NA,NA,NA,"sp3087","Myrcia antonia (O.Berg) Mazine","(O.Berg) Mazine","Myrcia antonia"
NA,NA,NA,"sp3090","Aulomyrcia ovata O.Berg","O.Berg","Aulomyrcia ovata"
NA,NA,NA,"sp3090","Aulomyrcia pyrifolia (Desv.) O.Berg","(Desv.) O.Berg","Aulomyrcia pyrifolia"
NA,NA,NA,"sp3090","Eugenia pyrifolia Desv. ex Ham.","Desv. ex Ham.","Eugenia pyrifolia"
NA,NA,NA,"sp3090","Myrcia divergens DC.","DC.","Myrcia divergens"
NA,NA,NA,"sp3091","Myrcia acuminatissima O.Berg","O.Berg","Myrcia acuminatissima"
NA,NA,NA,"sp3091","Aulomyrcia gaudichaudiana O.Berg","O.Berg","Aulomyrcia gaudichaudiana"
NA,NA,NA,"sp3091","Aulomyrcia racemosa O.Berg","O.Berg","Aulomyrcia racemosa"
NA,NA,NA,"sp3092","Myrcia scutulifera DC.","DC.","Myrcia scutulifera"
NA,NA,NA,"sp3092","Aulomyrcia imbricata (Gardner) O.Berg","(Gardner) O.Berg","Aulomyrcia imbricata"
NA,NA,NA,"sp3092","Myrcia imbricata Gardner","Gardner","Myrcia imbricata"
NA,NA,NA,"sp3093","Aulomyrcia ramuliflora O.Berg","O.Berg","Aulomyrcia ramuliflora"
NA,NA,NA,"sp3093","Aulomyrcia sphenoides O.Berg","O.Berg","Aulomyrcia sphenoides"
NA,NA,NA,"sp3093","Myrcia sphenoides (O.Berg) Mattos","(O.Berg) Mattos","Myrcia sphenoides"
NA,NA,NA,"sp3094","Marlierea reitzii D.Legrand","D.Legrand","Marlierea reitzii"
NA,NA,NA,"sp3096","Gomidesia reticulata (Cambess.) O.Berg","(Cambess.) O.Berg","Gomidesia reticulata"
NA,NA,NA,"sp3097","Myrcia dictyophleba NA",NA,"Myrcia dictyophleba"
NA,NA,NA,"sp3097","Aulomyrcia reticulosa (Miq.) O.Berg","(Miq.) O.Berg","Aulomyrcia reticulosa"
NA,NA,NA,"sp3097","Myrcia altera Sobral","Sobral","Myrcia altera"
NA,NA,NA,"sp3098","Myrcia arborescens O.Berg","O.Berg","Myrcia arborescens"
NA,NA,NA,"sp3098","Myrcia itambensis O.Berg","O.Berg","Myrcia itambensis"
NA,NA,NA,"sp3102","Myrcia pyramidata O.Berg","O.Berg","Myrcia pyramidata"
NA,NA,NA,"sp3103","Myrcia gomidesioides Kiaersk.","Kiaersk.","Myrcia gomidesioides"
NA,NA,NA,"sp3103","Myrcia rimosa Cambess.","Cambess.","Myrcia rimosa"
NA,NA,NA,"sp3103","Myrcia campestris DC.","DC.","Myrcia campestris"
NA,NA,NA,"sp3103","Myrcia irwinii Mattos & D.Legrand","Mattos & D.Legrand","Myrcia irwinii"
NA,NA,NA,"sp3103","Aulomyrcia campestris (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia campestris"
NA,NA,NA,"sp3103","Aulomyrcia crassifolia O.Berg","O.Berg","Aulomyrcia crassifolia"
NA,NA,NA,"sp3103","Aulomyrcia crenulata O.Berg","O.Berg","Aulomyrcia crenulata"
NA,NA,NA,"sp3103","Aulomyrcia pilantha O.Berg","O.Berg","Aulomyrcia pilantha"
NA,NA,NA,"sp3103","Aulomyrcia rufipes (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia rufipes"
NA,NA,NA,"sp3111","Myrcia ramulosa DC.","DC.","Myrcia ramulosa"
NA,NA,NA,"sp3111","Aulomyrcia ramulosa (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia ramulosa"
NA,NA,NA,"sp3111","Aulomyrcia selloi (Spreng.) Kausel","(Spreng.) Kausel","Aulomyrcia selloi"
NA,NA,NA,"sp3111","Myrcia hassleriana Barb.Rodr.","Barb.Rodr.","Myrcia hassleriana"
NA,NA,NA,"sp3111","Myrcia microsiphonata D.Legrand","D.Legrand","Myrcia microsiphonata"
NA,NA,NA,"sp3111","Myrcia smithii D.Legrand & Kausel","D.Legrand & Kausel","Myrcia smithii"
NA,NA,NA,"sp3111","Myrtus selloi Spreng.","Spreng.","Myrtus selloi"
NA,NA,NA,"sp3116","Gomidesia spectabilis (DC.) O.Berg","(DC.) O.Berg","Gomidesia spectabilis"
NA,NA,NA,"sp3116","Gomidesia browniana (Gardner) O.Berg","(Gardner) O.Berg","Gomidesia browniana"
NA,NA,NA,"sp3116","Gomidesia poeppigiana O.Berg","O.Berg","Gomidesia poeppigiana"
NA,NA,NA,"sp3116","Myrcia browniana Gardner","Gardner","Myrcia browniana"
NA,NA,NA,"sp3117","Myrcia sporadosticta Kiaersk.","Kiaersk.","Myrcia sporadosticta"
NA,NA,NA,"sp3117","Myrcia acutata O.Berg","O.Berg","Myrcia acutata"
NA,NA,NA,"sp3117","Myrcia acutiloba O.Berg","O.Berg","Myrcia acutiloba"
NA,NA,NA,"sp3117","Myrcia alagoensis O.Berg","O.Berg","Myrcia alagoensis"
NA,NA,NA,"sp3117","Myrcia ciarensis O.Berg","O.Berg","Myrcia ciarensis"
NA,NA,NA,"sp3117","Myrcia fallax (Rich.) DC.","(Rich.) DC.","Myrcia fallax"
NA,NA,NA,"sp3117","Myrcia gardneriana O.Berg","O.Berg","Myrcia gardneriana"
NA,NA,NA,"sp3117","Myrcia rostrata DC.","DC.","Myrcia rostrata"
NA,NA,NA,"sp3117","Myrcia sepiaria DC.","DC.","Myrcia sepiaria"
NA,NA,NA,"sp3117","Myrcia magnoliifolia DC.","DC.","Myrcia magnoliifolia"
NA,NA,NA,"sp3117","Myrcia oocarpa Cambess.","Cambess.","Myrcia oocarpa"
NA,NA,NA,"sp3117","Myrcia pohliana O.Berg","O.Berg","Myrcia pohliana"
NA,NA,NA,"sp3117","Myrcia schaueriana O.Berg","O.Berg","Myrcia schaueriana"
NA,NA,NA,"sp3117","Myrcia sellowiana O.Berg","O.Berg","Myrcia sellowiana"
NA,NA,NA,"sp3117","Myrcia augustana Kiaersk.","Kiaersk.","Myrcia augustana"
NA,NA,NA,"sp3117","Myrcia chapadensis S.Moore","S.Moore","Myrcia chapadensis"
NA,NA,NA,"sp3117","Myrcia corcovadensis O.Berg","O.Berg","Myrcia corcovadensis"
NA,NA,NA,"sp3117","Myrcia formosiana DC.","DC.","Myrcia formosiana"
NA,NA,NA,"sp3117","Myrcia hayneana O.Berg","O.Berg","Myrcia hayneana"
NA,NA,NA,"sp3117","Myrcia laevigata O.Berg","O.Berg","Myrcia laevigata"
NA,NA,NA,"sp3117","Myrcia nitens O.Berg","O.Berg","Myrcia nitens"
NA,NA,NA,"sp3117","Myrcia riparia O.Berg","O.Berg","Myrcia riparia"
NA,NA,NA,"sp3117","Myrcia rufula Miq.","Miq.","Myrcia rufula"
NA,NA,NA,"sp3117","Myrcia superba O.Berg","O.Berg","Myrcia superba"
NA,NA,NA,"sp3117","Myrcia atramentifera Barb.Rodr.","Barb.Rodr.","Myrcia atramentifera"
NA,NA,NA,"sp3117","Myrcia cancellata O.Berg","O.Berg","Myrcia cancellata"
NA,NA,NA,"sp3117","Myrcia cujabensis O.Berg","O.Berg","Myrcia cujabensis"
NA,NA,NA,"sp3117","Myrcia doniana O.Berg","O.Berg","Myrcia doniana"
NA,NA,NA,"sp3117","Myrcia govinha S.Moore","S.Moore","Myrcia govinha"
NA,NA,NA,"sp3117","Myrcia hilariana O.Berg","O.Berg","Myrcia hilariana"
NA,NA,NA,"sp3117","Myrcia imperatoris-maximiliani Wawra","Wawra","Myrcia imperatoris-maximiliani"
NA,NA,NA,"sp3117","Myrcia pertusa DC.","DC.","Myrcia pertusa"
NA,NA,NA,"sp3117","Myrcia regnelliana O.Berg","O.Berg","Myrcia regnelliana"
NA,NA,NA,"sp3117","Myrcia sericea G.Don","G.Don","Myrcia sericea"
NA,NA,NA,"sp3117","Myrcia velloziana O.Berg","O.Berg","Myrcia velloziana"
NA,NA,NA,"sp3117","Aulomyrcia costata (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia costata"
NA,NA,NA,"sp3117","Aulomyrcia doniana O.Berg","O.Berg","Aulomyrcia doniana"
NA,NA,NA,"sp3117","Aulomyrcia wullschlaegeliana O.Berg","O.Berg","Aulomyrcia wullschlaegeliana"
NA,NA,NA,"sp3117","Cumetea divaricata (Lam.) Raf.","(Lam.) Raf.","Cumetea divaricata"
NA,NA,NA,"sp3117","Eugenia divaricata Lam.","Lam.","Eugenia divaricata"
NA,NA,NA,"sp3117","Eugenia fallax Rich.","Rich.","Eugenia fallax"
NA,NA,NA,"sp3117","Eugenia laxiflora Poir.","Poir.","Eugenia laxiflora"
NA,NA,NA,"sp3117","Eugenia mollis Willd. ex O.Berg","Willd. ex O.Berg","Eugenia mollis"
NA,NA,NA,"sp3117","Eugenia paniculiflora Steud.","Steud.","Eugenia paniculiflora"
NA,NA,NA,"sp3117","Eugenia periplocifolia Jacq.","Jacq.","Eugenia periplocifolia"
NA,NA,NA,"sp3117","Myrcia acuminata (Kunth) DC.","(Kunth) DC.","Myrcia acuminata"
NA,NA,NA,"sp3117","Myrcia aguitensis Gleason","Gleason","Myrcia aguitensis"
NA,NA,NA,"sp3117","Myrcia ayresiana O.Berg","O.Berg","Myrcia ayresiana"
NA,NA,NA,"sp3117","Myrcia barrensis O.Berg","O.Berg","Myrcia barrensis"
NA,NA,NA,"sp3117","Myrcia belizensis Lundell","Lundell","Myrcia belizensis"
NA,NA,NA,"sp3117","Myrcia berberis Schauer","Schauer","Myrcia berberis"
NA,NA,NA,"sp3117","Myrcia brachylopadia Diels","Diels","Myrcia brachylopadia"
NA,NA,NA,"sp3117","Myrcia bracteolaris (Poir.) DC.","(Poir.) DC.","Myrcia bracteolaris"
NA,NA,NA,"sp3117","Myrcia brandamii O.Berg","O.Berg","Myrcia brandamii"
NA,NA,NA,"sp3117","Myrcia catharinae O.Berg","O.Berg","Myrcia catharinae"
NA,NA,NA,"sp3117","Myrcia chilensis O.Berg","O.Berg","Myrcia chilensis"
NA,NA,NA,"sp3117","Myrcia communis O.Berg","O.Berg","Myrcia communis"
NA,NA,NA,"sp3117","Myrcia complicata (Kunth) DC.","(Kunth) DC.","Myrcia complicata"
NA,NA,NA,"sp3117","Myrcia compressa Gleason","Gleason","Myrcia compressa"
NA,NA,NA,"sp3117","Myrcia coroicensis Rusby","Rusby","Myrcia coroicensis"
NA,NA,NA,"sp3117","Myrcia costa-ricensis O.Berg","O.Berg","Myrcia costa-ricensis"
NA,NA,NA,"sp3117","Myrcia costata DC.","DC.","Myrcia costata"
NA,NA,NA,"sp3117","Myrcia coumetoides O.Berg","O.Berg","Myrcia coumetoides"
NA,NA,NA,"sp3117","Myrcia cucullata O.Berg","O.Berg","Myrcia cucullata"
NA,NA,NA,"sp3117","Myrcia dictyoneura Diels","Diels","Myrcia dictyoneura"
NA,NA,NA,"sp3117","Myrcia discolor O.Berg","O.Berg","Myrcia discolor"
NA,NA,NA,"sp3117","Myrcia divaricata (Lam.) DC.","(Lam.) DC.","Myrcia divaricata"
NA,NA,NA,"sp3117","Myrcia elongata O.Berg","O.Berg","Myrcia elongata"
NA,NA,NA,"sp3117","Myrcia erythroxylon O.Berg","O.Berg","Myrcia erythroxylon"
NA,NA,NA,"sp3117","Myrcia friburgensis O.Berg","O.Berg","Myrcia friburgensis"
NA,NA,NA,"sp3117","Myrcia gracilis O.Berg","O.Berg","Myrcia gracilis"
NA,NA,NA,"sp3117","Myrcia guajavifolia O.Berg","O.Berg","Myrcia guajavifolia"
NA,NA,NA,"sp3117","Myrcia humboldtiana DC.","DC.","Myrcia humboldtiana"
NA,NA,NA,"sp3117","Myrcia impressa O.Berg","O.Berg","Myrcia impressa"
NA,NA,NA,"sp3117","Myrcia kegeliana O.Berg","O.Berg","Myrcia kegeliana"
NA,NA,NA,"sp3117","Myrcia klotzschiana O.Berg","O.Berg","Myrcia klotzschiana"
NA,NA,NA,"sp3117","Myrcia lamprosericea Diels","Diels","Myrcia lamprosericea"
NA,NA,NA,"sp3117","Myrcia langsdorffii O.Berg","O.Berg","Myrcia langsdorffii"
NA,NA,NA,"sp3117","Myrcia latifolia O.Berg","O.Berg","Myrcia latifolia"
NA,NA,NA,"sp3117","Myrcia lindeniana O.Berg","O.Berg","Myrcia lindeniana"
NA,NA,NA,"sp3117","Myrcia linkiana DC.","DC.","Myrcia linkiana"
NA,NA,NA,"sp3117","Myrcia longicaudata Lundell","Lundell","Myrcia longicaudata"
NA,NA,NA,"sp3117","Myrcia luetzelburgii Burret ex Luetzelb.","Burret ex Luetzelb.","Myrcia luetzelburgii"
NA,NA,NA,"sp3117","Myrcia macrophylla DC.","DC.","Myrcia macrophylla"
NA,NA,NA,"sp3117","Myrcia martiana O.Berg","O.Berg","Myrcia martiana"
NA,NA,NA,"sp3117","Myrcia martinicensis Krug & Urb.","Krug & Urb.","Myrcia martinicensis"
NA,NA,NA,"sp3117","Myrcia melanoclada O.Berg","O.Berg","Myrcia melanoclada"
NA,NA,NA,"sp3117","Myrcia melanosticta Kiaersk.","Kiaersk.","Myrcia melanosticta"
NA,NA,NA,"sp3117","Myrcia micrantha O.Berg","O.Berg","Myrcia micrantha"
NA,NA,NA,"sp3117","Myrcia mikaniana (DC.) O.Berg","(DC.) O.Berg","Myrcia mikaniana"
NA,NA,NA,"sp3117","Myrcia negrensis O.Berg","O.Berg","Myrcia negrensis"
NA,NA,NA,"sp3117","Myrcia opaca O.Berg","O.Berg","Myrcia opaca"
NA,NA,NA,"sp3117","Myrcia oxyoentophylla Kiaersk.","Kiaersk.","Myrcia oxyoentophylla"
NA,NA,NA,"sp3117","Myrcia pellucida O.Berg","O.Berg","Myrcia pellucida"
NA,NA,NA,"sp3117","Myrcia pseudomini DC.","DC.","Myrcia pseudomini"
NA,NA,NA,"sp3117","Myrcia riedeliana O.Berg","O.Berg","Myrcia riedeliana"
NA,NA,NA,"sp3117","Myrcia rufidula Schltdl.","Schltdl.","Myrcia rufidula"
NA,NA,NA,"sp3117","Myrcia sartoriana O.Berg","O.Berg","Myrcia sartoriana"
NA,NA,NA,"sp3117","Myrcia saxicola O.Berg","O.Berg","Myrcia saxicola"
NA,NA,NA,"sp3117","Myrcia schuechiana O.Berg","O.Berg","Myrcia schuechiana"
NA,NA,NA,"sp3117","Myrcia sericiflora O.Berg","O.Berg","Myrcia sericiflora"
NA,NA,NA,"sp3117","Myrcia sororia DC.","DC.","Myrcia sororia"
NA,NA,NA,"sp3117","Myrcia spruceana O.Berg","O.Berg","Myrcia spruceana"
NA,NA,NA,"sp3117","Myrcia tingens O.Berg","O.Berg","Myrcia tingens"
NA,NA,NA,"sp3117","Myrcia velutina O.Berg","O.Berg","Myrcia velutina"
NA,NA,NA,"sp3117","Myrcia venezuelensis O.Berg","O.Berg","Myrcia venezuelensis"
NA,NA,NA,"sp3117","Myrcia ypanemensis O.Berg","O.Berg","Myrcia ypanemensis"
NA,NA,NA,"sp3117","Myrtus acuminata Kunth","Kunth","Myrtus acuminata"
NA,NA,NA,"sp3117","Myrtus bracteolaris Poir.","Poir.","Myrtus bracteolaris"
NA,NA,NA,"sp3117","Myrtus complicata Kunth","Kunth","Myrtus complicata"
NA,NA,NA,"sp3117","Myrtus dioica Spreng.","Spreng.","Myrtus dioica"
NA,NA,NA,"sp3117","Myrtus fulva Spreng.","Spreng.","Myrtus fulva"
NA,NA,NA,"sp3117","Myrtus polyantha Kunth","Kunth","Myrtus polyantha"
NA,NA,NA,"sp3117","Myrtus splendens Sw.","Sw.","Myrtus splendens"
NA,NA,NA,"sp3117","Myrtus stoupii Spreng.","Spreng.","Myrtus stoupii"
NA,NA,NA,"sp3117","Myrcia sororopanensis Steyerm.","Steyerm.","Myrcia sororopanensis"
NA,NA,NA,"sp3117","Myrcia neodoniana Mattos","Mattos","Myrcia neodoniana"
NA,NA,NA,"sp3117","Myrcia kunthiana NA",NA,"Myrcia kunthiana"
NA,NA,NA,"sp3118","Gomidesia springiana O.Berg","O.Berg","Gomidesia springiana"
NA,NA,NA,"sp3119","Gomidesia squamata Mattos & D.Legrand","Mattos & D.Legrand","Gomidesia squamata"
NA,NA,NA,"sp3120","Aulomyrcia stictophylla O.Berg","O.Berg","Aulomyrcia stictophylla"
NA,NA,NA,"sp3122","Marlierea strigipes (Mart.) O.Berg","(Mart.) O.Berg","Marlierea strigipes"
NA,NA,NA,"sp3122","Marlierea tomentosa Cambess.","Cambess.","Marlierea tomentosa"
NA,NA,NA,"sp3122","Marlierea spathulata O.Berg","O.Berg","Marlierea spathulata"
NA,NA,NA,"sp3122","Myrcia neotomentosa E. Lucas & C. E. Wilson","E. Lucas & C. E. Wilson","Myrcia neotomentosa"
NA,NA,NA,"sp3125","Marlierea subacuminata Kiaersk.","Kiaersk.","Marlierea subacuminata"
NA,NA,NA,"sp3126","Myrcia subverticillaris (O.Berg) Kiaersk.","(O.Berg) Kiaersk.","Myrcia subverticillaris"
NA,NA,NA,"sp3126","Aulomyrcia bicudoensis O.Berg","O.Berg","Aulomyrcia bicudoensis"
NA,NA,NA,"sp3126","Aulomyrcia corymbiflora O.Berg","O.Berg","Aulomyrcia corymbiflora"
NA,NA,NA,"sp3126","Aulomyrcia subalpestris (DC.) O.Berg","(DC.) O.Berg","Aulomyrcia subalpestris"
NA,NA,NA,"sp3126","Aulomyrcia subverticillaris O.Berg","O.Berg","Aulomyrcia subverticillaris"
NA,NA,NA,"sp3126","Myrcia bicudoensis (O.Berg) Mattos","(O.Berg) Mattos","Myrcia bicudoensis"
NA,NA,NA,"sp3127","Myrcia lapensis N.Silveira","N.Silveira","Myrcia lapensis"
NA,NA,NA,"sp3127","Aulomyrcia ferruginea O.Berg","O.Berg","Aulomyrcia ferruginea"
NA,NA,NA,"sp3127","Aulomyrcia subavenia O.Berg","O.Berg","Aulomyrcia subavenia"
NA,NA,NA,"sp3128","Calyptranthes cordata O.Berg","O.Berg","Calyptranthes cordata"
