"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"MQ",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"BO",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"BO",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"EC",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"EC",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"VE",NA,NA,"Native","Extant","Resident","sp3006"
"BO",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"PE",NA,NA,"Native","Extant","Resident","sp3006"
"BO",NA,NA,"Native","Extant","Resident","sp3006"
"EC",NA,NA,"Native","Extant","Resident","sp3006"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"AG",NA,NA,"Native","Extant","Resident","sp3006"
"BQ",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"DO",NA,NA,"Native","Extant","Resident","sp3006"
"CO",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"PR",NA,NA,"Native","Extant","Resident","sp3006"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3007"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3007"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3007"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3007"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3007"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3007"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3007"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3007"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3007"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3007"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3007"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3007"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3007"
"BR",NA,NA,"Native","Extant","Resident","sp3007"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3008"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3008"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3008"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3008"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3009"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3009"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3009"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3009"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3009"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3009"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3009"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3009"
"BR",NA,NA,"Native","Extant","Resident","sp3009"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3010"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3010"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3010"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3011"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3011"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3011"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3011"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3012"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3012"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3012"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3012"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3012"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3012"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3013"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3013"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3013"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3013"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3013"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3013"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3013"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3013"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3013"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3013"
"BR",NA,NA,"Native","Extant","Resident","sp3013"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3014"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp3014"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3014"
"GY",NA,NA,"Native","Extant","Resident","sp3014"
"VE",NA,NA,"Native","Extant","Resident","sp3014"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3014"
"VE",NA,NA,"Native","Extant","Resident","sp3014"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3014"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3014"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp3014"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"PA",NA,NA,"Native","Extant","Resident","sp3014"
"VE",NA,NA,"Native","Extant","Resident","sp3014"
"CO",NA,NA,"Native","Extant","Resident","sp3014"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3014"
"BR",NA,NA,"Native","Extant","Resident","sp3014"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp3014"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3015"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3016"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3016"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3017"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3017"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3017"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3017"
"BR",NA,NA,"Native","Extant","Resident","sp3017"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3017"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3017"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3018"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3018"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3018"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3018"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3018"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3018"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp3018"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3018"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3018"
"BR",NA,NA,"Native","Extant","Resident","sp3018"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3019"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3019"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3020"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3020"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3020"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3021"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3021"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3022"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3022"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3022"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3022"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3022"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3022"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3022"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3022"
"BO",NA,NA,"Native","Extant","Resident","sp3022"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3023"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3023"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3023"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3023"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3023"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3024"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3024"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3024"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3024"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3024"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3024"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3025"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3025"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3025"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3025"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3025"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3026"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3026"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3026"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3026"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3026"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3026"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3026"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3027"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3027"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3027"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3027"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp3027"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3027"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3028"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3028"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3028"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3028"
"BO",NA,NA,"Native","Extant","Resident","sp3028"
"BO",NA,NA,"Native","Extant","Resident","sp3028"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3028"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3028"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3028"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3029"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3030"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3030"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3030"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3030"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp3030"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3030"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3030"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3030"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp3030"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3030"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3030"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3030"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3030"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3031"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3032"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3032"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3032"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3032"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3032"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3033"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3033"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3033"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3033"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3034"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3035"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3035"
"BO",NA,NA,"Native","Extant","Resident","sp3035"
"EC",NA,NA,"Native","Extant","Resident","sp3035"
"VE",NA,NA,"Native","Extant","Resident","sp3035"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp3035"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp3035"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3036"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3037"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3038"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3038"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3039"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3039"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3040"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3040"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3041"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp3041"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3041"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3041"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3042"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3042"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3042"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3042"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3042"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3042"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3043"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3044"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3044"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3044"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3044"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3044"
"BR",NA,NA,"Native","Extant","Resident","sp3045"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3045"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3045"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3046"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3046"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3046"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3046"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3046"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3046"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-PI",NA,NA,"Native","Extant","Resident","sp3046"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3046"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp3046"
"PY",NA,NA,"Native","Extant","Resident","sp3046"
"BR",NA,NA,"Native","Extant","Resident","sp3046"
"AGE-BA",NA,NA,"Native","Extant","Resident","sp3046"
"PY",NA,NA,"Native","Extant","Resident","sp3046"
"PY",NA,NA,"Native","Extant","Resident","sp3046"
"PY",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3046"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3046"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3046"
"AGE-MI",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp3046"
"GF",NA,NA,"Native","Extant","Resident","sp3046"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp3046"
"TT",NA,NA,"Native","Extant","Resident","sp3046"
"PY",NA,NA,"Native","Extant","Resident","sp3046"
"PE",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"PE",NA,NA,"Native","Extant","Resident","sp3046"
"PE",NA,NA,"Native","Extant","Resident","sp3046"
"EC",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"GY",NA,NA,"Native","Extant","Resident","sp3046"
"BO",NA,NA,"Native","Extant","Resident","sp3046"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3047"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3047"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3047"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3047"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3047"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3047"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3048"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3048"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3048"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3048"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3048"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3048"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3048"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3048"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3049"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3049"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3049"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3049"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3049"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3049"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3049"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3049"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3049"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3049"
"BR",NA,NA,"Native","Extant","Resident","sp3049"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3050"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3050"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3050"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3050"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3050"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3050"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3050"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3051"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3051"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3051"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3051"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3052"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3053"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3053"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3053"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp3053"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3053"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3053"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3053"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3053"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3053"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3053"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp3053"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3053"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3053"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3054"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3054"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3055"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3055"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3056"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3056"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3056"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3056"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3057"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3057"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3057"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3057"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3057"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3057"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3057"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3057"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3057"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp3057"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp3057"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3057"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp3057"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp3057"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp3057"
"CO",NA,NA,"Native","Extant","Resident","sp3057"
"VE",NA,NA,"Native","Extant","Resident","sp3057"
"BO",NA,NA,"Native","Extant","Resident","sp3057"
"CO",NA,NA,"Native","Extant","Resident","sp3057"
"BO",NA,NA,"Native","Extant","Resident","sp3057"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp3057"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp3057"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3058"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3058"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3058"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3058"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3058"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3058"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3058"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp3058"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3059"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3059"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3059"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3059"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp3059"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3059"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3059"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3060"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3060"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3060"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3060"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3060"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp3060"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp3061"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp3061"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3062"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp3062"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3062"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3062"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp3063"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp3063"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp3063"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp3063"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"BR",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"EC",NA,NA,"Native","Extant","Resident","sp3063"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp3063"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp3063"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"CO",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"BO",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
"SR",NA,NA,"Native","Extant","Resident","sp3063"
"PE",NA,NA,"Native","Extant","Resident","sp3063"
