"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"HT",NA,NA,"Native","Extant","Resident","sp816"
"JM",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"JM",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"JM",NA,NA,"Native","Extant","Resident","sp816"
"BZ",NA,NA,"Native","Extant","Resident","sp816"
"BO",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"PW",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"CR",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"SR",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"SR",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"VE",NA,NA,"Native","Extant","Resident","sp816"
"SR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"AR",NA,NA,"Native","Extant","Resident","sp816"
"PY",NA,NA,"Native","Extant","Resident","sp816"
"SR",NA,NA,"Native","Extant","Resident","sp816"
"BO",NA,NA,"Native","Extant","Resident","sp816"
"VE",NA,NA,"Native","Extant","Resident","sp816"
"PA",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"BR",NA,NA,"Native","Extant","Resident","sp816"
"DM",NA,NA,"Native","Extant","Resident","sp816"
"BZ",NA,NA,"Native","Extant","Resident","sp816"
"EC",NA,NA,"Native","Extant","Resident","sp816"
"VE",NA,NA,"Native","Extant","Resident","sp816"
"CU",NA,NA,"Native","Extant","Resident","sp816"
"JM",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"PE",NA,NA,"Native","Extant","Resident","sp816"
"DO",NA,NA,"Native","Extant","Resident","sp816"
"VG",NA,NA,"Native","Extant","Resident","sp816"
"JM",NA,NA,"Native","Extant","Resident","sp816"
"BO",NA,NA,"Native","Extant","Resident","sp816"
"PR",NA,NA,"Native","Extant","Resident","sp816"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp817"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp817"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp817"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp817"
"MXT-TB",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"PA",NA,NA,"Native","Extant","Resident","sp817"
"MXT-CI",NA,NA,"Native","Extant","Resident","sp817"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp817"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp817"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"PE",NA,NA,"Native","Extant","Resident","sp817"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp817"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"MXG-VC",NA,NA,"Native","Extant","Resident","sp817"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp817"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp817"
"CR",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"GT",NA,NA,"Native","Extant","Resident","sp817"
"BO",NA,NA,"Native","Extant","Resident","sp817"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp817"
"BO",NA,NA,"Native","Extant","Resident","sp817"
"PA",NA,NA,"Native","Extant","Resident","sp817"
"PA",NA,NA,"Native","Extant","Resident","sp817"
"PE",NA,NA,"Native","Extant","Resident","sp817"
"CR",NA,NA,"Native","Extant","Resident","sp817"
"BZ",NA,NA,"Native","Extant","Resident","sp817"
"MXS-OA",NA,NA,"Native","Extant","Resident","sp817"
"PE",NA,NA,"Native","Extant","Resident","sp817"
"GY",NA,NA,"Native","Extant","Resident","sp817"
"PA",NA,NA,"Native","Extant","Resident","sp817"
"BZ",NA,NA,"Native","Extant","Resident","sp817"
"BZ",NA,NA,"Native","Extant","Resident","sp817"
"BZ",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"GF",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"CO",NA,NA,"Native","Extant","Resident","sp817"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp817"
"PE",NA,NA,"Native","Extant","Resident","sp817"
"VE",NA,NA,"Native","Extant","Resident","sp817"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp817"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp818"
"CR",NA,NA,"Native","Extant","Resident","sp818"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"SV",NA,NA,"Native","Extant","Resident","sp818"
"SV",NA,NA,"Native","Extant","Resident","sp818"
"MXT-CI",NA,NA,"Native","Extant","Resident","sp818"
"MXS-GR",NA,NA,"Native","Extant","Resident","sp818"
"CR",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CR",NA,NA,"Native","Extant","Resident","sp818"
"CR",NA,NA,"Native","Extant","Resident","sp818"
"CR",NA,NA,"Native","Extant","Resident","sp818"
"PA",NA,NA,"Native","Extant","Resident","sp818"
"MXT-TB",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp818"
"MXG-VC",NA,NA,"Native","Extant","Resident","sp818"
"GF",NA,NA,"Native","Extant","Resident","sp818"
"VE",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp818"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp818"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp818"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp818"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp818"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp818"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp818"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp818"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"SV",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"BZ",NA,NA,"Native","Extant","Resident","sp818"
"VE",NA,NA,"Native","Extant","Resident","sp818"
"PE",NA,NA,"Native","Extant","Resident","sp818"
"NI",NA,NA,"Native","Extant","Resident","sp818"
"BZ",NA,NA,"Native","Extant","Resident","sp818"
"BZ",NA,NA,"Native","Extant","Resident","sp818"
"HN",NA,NA,"Native","Extant","Resident","sp818"
"PA",NA,NA,"Native","Extant","Resident","sp818"
"PE",NA,NA,"Native","Extant","Resident","sp818"
"PA",NA,NA,"Native","Extant","Resident","sp818"
"VE",NA,NA,"Native","Extant","Resident","sp818"
"PE",NA,NA,"Native","Extant","Resident","sp818"
"EC",NA,NA,"Native","Extant","Resident","sp818"
"PE",NA,NA,"Native","Extant","Resident","sp818"
"VE",NA,NA,"Native","Extant","Resident","sp818"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp818"
"VE",NA,NA,"Native","Extant","Resident","sp818"
"GY",NA,NA,"Native","Extant","Resident","sp818"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp818"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"BZ",NA,NA,"Native","Extant","Resident","sp818"
"CO",NA,NA,"Native","Extant","Resident","sp818"
"BO",NA,NA,"Native","Extant","Resident","sp818"
"PE",NA,NA,"Native","Extant","Resident","sp818"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp819"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp819"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp819"
"EC",NA,NA,"Native","Extant","Resident","sp819"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp819"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp819"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp819"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp819"
"PE",NA,NA,"Native","Extant","Resident","sp819"
"PE",NA,NA,"Native","Extant","Resident","sp819"
"PE",NA,NA,"Native","Extant","Resident","sp819"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp819"
"BR",NA,NA,"Native","Extant","Resident","sp819"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp819"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp819"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp820"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp820"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp820"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp821"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp821"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp822"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp823"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp823"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp823"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp823"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp823"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp823"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp823"
"BZS-RS",NA,NA,"Native","Extant","Resident","sp823"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp823"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp823"
"BR",NA,NA,"Native","Extant","Resident","sp823"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp823"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp823"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp823"
"BZE-PI",NA,NA,"Native","Extant","Resident","sp823"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp824"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp824"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp824"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp824"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp824"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp824"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp825"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp825"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp826"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp826"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp826"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp826"
"BZS-SC",NA,NA,"Native","Extant","Resident","sp826"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp826"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp826"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp826"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp827"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp827"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp827"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp828"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp828"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp828"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp828"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp828"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp828"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp828"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp828"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp828"
"BR",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"CO",NA,NA,"Native","Extant","Resident","sp828"
"VE",NA,NA,"Native","Extant","Resident","sp828"
"PE",NA,NA,"Native","Extant","Resident","sp828"
"VE",NA,NA,"Native","Extant","Resident","sp828"
"SR",NA,NA,"Native","Extant","Resident","sp828"
"GY",NA,NA,"Native","Extant","Resident","sp828"
"BZC-MS",NA,NA,"Native","Extant","Resident","sp828"
"GF",NA,NA,"Native","Extant","Resident","sp828"
"GF",NA,NA,"Native","Extant","Resident","sp828"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp828"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp829"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp829"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp829"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp829"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp829"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp829"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp829"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp829"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp829"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp829"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp830"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp830"
"SR",NA,NA,"Native","Extant","Resident","sp830"
"MXT-CI",NA,NA,"Native","Extant","Resident","sp830"
"MXT-YU",NA,NA,"Native","Extant","Resident","sp830"
"MXT-QR",NA,NA,"Native","Extant","Resident","sp830"
"MXT-TB",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"CR",NA,NA,"Native","Extant","Resident","sp830"
"CR",NA,NA,"Native","Extant","Resident","sp830"
"MXT-CA",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp830"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp830"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp830"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"PE",NA,NA,"Native","Extant","Resident","sp830"
"VE",NA,NA,"Native","Extant","Resident","sp830"
"VE",NA,NA,"Native","Extant","Resident","sp830"
"PE",NA,NA,"Native","Extant","Resident","sp830"
"EC",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"GY",NA,NA,"Native","Extant","Resident","sp830"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp830"
"BR",NA,NA,"Native","Extant","Resident","sp830"
"CO",NA,NA,"Native","Extant","Resident","sp830"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp830"
"VE",NA,NA,"Native","Extant","Resident","sp830"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp831"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp832"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp832"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp832"
"BZS-PR",NA,NA,"Native","Extant","Resident","sp832"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp832"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp833"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp833"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp833"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp833"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp833"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp833"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp833"
"VE",NA,NA,"Native","Extant","Resident","sp833"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp833"
"CO",NA,NA,"Native","Extant","Resident","sp833"
"VE",NA,NA,"Native","Extant","Resident","sp833"
"SR",NA,NA,"Native","Extant","Resident","sp833"
"GY",NA,NA,"Native","Extant","Resident","sp833"
"VE",NA,NA,"Native","Extant","Resident","sp833"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp834"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp834"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp834"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp834"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp834"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp835"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp835"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp835"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp835"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp835"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp835"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp835"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp835"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp835"
"VE",NA,NA,"Native","Extant","Resident","sp835"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp835"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp835"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp835"
"GY",NA,NA,"Native","Extant","Resident","sp835"
"GF",NA,NA,"Native","Extant","Resident","sp835"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp835"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp835"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp835"
"VE",NA,NA,"Native","Extant","Resident","sp835"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp835"
"BZE-PI",NA,NA,"Native","Extant","Resident","sp835"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp835"
"CO",NA,NA,"Native","Extant","Resident","sp835"
"VE",NA,NA,"Native","Extant","Resident","sp835"
"GF",NA,NA,"Native","Extant","Resident","sp835"
"SR",NA,NA,"Native","Extant","Resident","sp835"
"VE",NA,NA,"Native","Extant","Resident","sp835"
"SR",NA,NA,"Native","Extant","Resident","sp835"
"SR",NA,NA,"Native","Extant","Resident","sp835"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp835"
"CO",NA,NA,"Native","Extant","Resident","sp835"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp835"
"VE",NA,NA,"Native","Extant","Resident","sp835"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp835"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp836"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp836"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp836"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp837"
"VE",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp837"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"GF",NA,NA,"Native","Extant","Resident","sp837"
"VE",NA,NA,"Native","Extant","Resident","sp837"
"SR",NA,NA,"Native","Extant","Resident","sp837"
"CO",NA,NA,"Native","Extant","Resident","sp837"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp837"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp838"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp838"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp838"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp838"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp839"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp839"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp839"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp839"
"GY",NA,NA,"Native","Extant","Resident","sp839"
"GF",NA,NA,"Native","Extant","Resident","sp839"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp839"
"BZE-PI",NA,NA,"Native","Extant","Resident","sp839"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp839"
"CO",NA,NA,"Native","Extant","Resident","sp839"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp839"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp839"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp839"
"SR",NA,NA,"Native","Extant","Resident","sp839"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp839"
"BZN-RM",NA,NA,"Native","Extant","Resident","sp839"
"CO",NA,NA,"Native","Extant","Resident","sp839"
"PE",NA,NA,"Native","Extant","Resident","sp839"
"SR",NA,NA,"Native","Extant","Resident","sp839"
"SR",NA,NA,"Native","Extant","Resident","sp839"
"VE",NA,NA,"Native","Extant","Resident","sp839"
"VE",NA,NA,"Native","Extant","Resident","sp839"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp839"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp839"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp840"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp840"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp840"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp840"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp840"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp840"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp840"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp840"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp841"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp841"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp842"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp843"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp843"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp843"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp843"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp843"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp843"
"SR",NA,NA,"Native","Extant","Resident","sp843"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp844"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp844"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp844"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp844"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp845"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp846"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp846"
"BZN-AP",NA,NA,"Native","Extant","Resident","sp846"
"BZN-RO",NA,NA,"Native","Extant","Resident","sp846"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp846"
"BZN-PA",NA,NA,"Native","Extant","Resident","sp846"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp846"
"BZN-AZ",NA,NA,"Native","Extant","Resident","sp846"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp846"
"BZN-AC",NA,NA,"Native","Extant","Resident","sp846"
"BR",NA,NA,"Native","Extant","Resident","sp846"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp846"
"BZN-TO",NA,NA,"Native","Extant","Resident","sp846"
"BZC-DF",NA,NA,"Native","Extant","Resident","sp846"
"BZE-PI",NA,NA,"Native","Extant","Resident","sp847"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp847"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp847"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp847"
"BZE-PB",NA,NA,"Native","Extant","Resident","sp847"
"BZC-GO",NA,NA,"Native","Extant","Resident","sp847"
"BZE-RN",NA,NA,"Native","Extant","Resident","sp847"
"BZE-CE",NA,NA,"Native","Extant","Resident","sp847"
"BR",NA,NA,"Native","Extant","Resident","sp847"
"BZC-MT",NA,NA,"Native","Extant","Resident","sp847"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp848"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp848"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp848"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp849"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp850"
"BZE-AL",NA,NA,"Native","Extant","Resident","sp850"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp850"
"BZE-MA",NA,NA,"Native","Extant","Resident","sp850"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp850"
"BZL-ES",NA,NA,"Native","Extant","Resident","sp850"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp850"
"BZE-SE",NA,NA,"Native","Extant","Resident","sp850"
"BR",NA,NA,"Native","Extant","Resident","sp850"
"BZL-MG",NA,NA,"Native","Extant","Resident","sp851"
"BZE-BA",NA,NA,"Native","Extant","Resident","sp851"
"BZL-SP",NA,NA,"Native","Extant","Resident","sp851"
"BZL-RJ",NA,NA,"Native","Extant","Resident","sp851"
"BZE-PE",NA,NA,"Native","Extant","Resident","sp851"
